liga,temporada,equipo,id,nombre,posicion,dorsal,Successful Dribbles,Yellow Cards,Duels,Successful Passes Opposition Half,Total Clearances,Unsuccessful Short Passes,Goals Conceded Inside Box,GK Successful Distribution,Tackles Lost,Unsuccessful Crosses & Corners,Aerial Duels,Times Tackled,Blocked Shots,Total Shots,Throw Ins to Own Player,Forward Passes,Starts,Blocks,Shots On Target ( inc goals ),Rightside Passes,Foul Attempted Tackle,Appearances,Successful Crosses open play,Successful Launches,Total Tackles,Tackles Won,Backward Passes,Unsuccessful Long Passes,Unsuccessful Crosses open play,Total Successful Passes ( Excl Crosses & Corners ) ,Index,Total Passes,Total Unsuccessful Passes ( Excl Crosses & Corners ),Unsuccessful Passes Own Half,Clearances Off the Line,PutThrough/Blocked Distribution,Total Fouls Won,Ground Duels lost,Goals Conceded,Successful Passes Own Half,Duels lost,Shots Off Target (inc woodwork),Clean Sheets,Last Player Tackle,Ground Duels,Touches,Unsuccessful Launches,Interceptions,Successful Long Passes,Total Touches In Opposition Box,PutThrough/Blocked Distribution Won,Goal Kicks,Ground Duels won,Unsuccessful Dribbles,Unsuccessful Passes Opposition Half,Aerial Duels won,Games Played,Successful Crosses & Corners,Duels won,Total Fouls Conceded,Aerial Duels lost,Substitute On,Penalty Goals Conceded,Open Play Passes,Leftside Passes,Key Passes (Attempt Assists),Time Played,Successful Short Passes,Total Losses Of Possession,Successful Open Play Passes,Recoveries,Goals Conceded Outside Box,Throw Ins to Opposition Player,Winning Goal,Goal Assists,Through balls,Left Foot Goals,Goals from Inside Box,Successful Lay-offs,Second Goal Assists,Goals from Outside Box,Goals,Successful Corners into Box,Penalties Taken,Right Foot Goals,Assists (Intentional),Unsuccessful Corners into Box,Penalty Goals,Unsuccessful lay-offs,Attempts from Set Pieces,Hit Woodwork,Substitute Off,Overruns,Corners Taken (incl short corners),Corners Won,Home Goals,Away Goals,Offsides,Saves made - caught,GK Unsuccessful Distribution,Saves Made from Inside Box,Catches,Saves Made,Saves Made from Outside Box,Punches,Handballs conceded,Penalties Conceded,Foul Won Penalty,Headed Goals,Total Red Cards,Red Cards - 2nd Yellow,Saves made - parried,Straight Red Cards,Drops,Saves from Penalty,Goalkeeper Smother,Penalties Faced,Penalties Saved,Crosses not Claimed,Own Goal Scored,Other Goals,Penalties Off Target,Set Pieces Goals
USA_MLS,2024,Philadelphia Union,cgay77hw96w3z8ooc3pfnlbvu,S. Adeniran,Forward,9,7.0,2.0,107.0,74.0,6.0,39.0,17.0,,4.0,6.0,50.0,27.0,7.0,29.0,3.0,37.0,4.0,1.0,11.0,26.0,9.0,24.0,1.0,,9.0,5.0,51.0,3.0,6.0,106.0,85.0,148.0,42.0,12.0,1.0,5.0,4.0,37.0,18.0,33.0,63.0,18.0,,,57.0,316.0,1.0,5.0,5.0,55.0,3.0,,20.0,13.0,36.0,24.0,24.0,1.0,44.0,15.0,26.0,20.0,2.0,133.0,34.0,8.0,717.0,101.0,114.0,91.0,23.0,1.0,1.0,0.0,1.0,,2.0,2.0,12.0,1.0,,2.0,,,,1.0,,,2.0,,1.0,4.0,5.0,,9.0,2.0,0.0,3.0,,,,,,,,4.0,,,,,,,,,,,,,,,,,
USA_MLS,2024,Philadelphia Union,ngmdu10fjli45jvddeljv8yc,M. Anderson,Forward,35,2.0,,17.0,4.0,1.0,4.0,2.0,,,,3.0,2.0,1.0,1.0,,6.0,2.0,,,2.0,4.0,4.0,,,,,4.0,3.0,,5.0,18.0,12.0,7.0,4.0,,3.0,4.0,8.0,2.0,1.0,9.0,1.0,,,14.0,36.0,3.0,1.0,,6.0,2.0,,6.0,1.0,3.0,2.0,4.0,,8.0,4.0,1.0,2.0,,12.0,,2.0,99.0,5.0,13.0,5.0,5.0,,,0.0,,,,,,,,,,,,,,,,,,2.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_MLS,2024,Philadelphia Union,245btyb2u8c4vj1y1vw8a257t,T. Baribo,Forward,28,5.0,2.0,183.0,164.0,2.0,63.0,19.0,,10.0,,71.0,31.0,9.0,40.0,7.0,53.0,16.0,,22.0,110.0,7.0,20.0,,,24.0,14.0,91.0,3.0,,247.0,14.0,313.0,66.0,12.0,,20.0,19.0,65.0,24.0,83.0,105.0,18.0,3.0,,112.0,518.0,1.0,7.0,5.0,88.0,12.0,,47.0,14.0,54.0,31.0,20.0,,78.0,23.0,40.0,4.0,1.0,300.0,59.0,15.0,1411.0,242.0,124.0,234.0,45.0,5.0,,0.0,2.0,,,8.0,9.0,,1.0,9.0,,,5.0,2.0,,,5.0,,3.0,6.0,1.0,,7.0,4.0,5.0,3.0,,,,,,,,,,,4.0,,,,,,,,,,,,,,
USA_MLS,2024,Philadelphia Union,6761vkpm5baaimcyxq3y5r2z9,A. Bedoya,Midfielder,11,5.0,5.0,207.0,342.0,17.0,150.0,16.0,,15.0,17.0,117.0,10.0,4.0,17.0,29.0,246.0,13.0,1.0,8.0,47.0,17.0,30.0,5.0,1.0,35.0,20.0,81.0,21.0,17.0,528.0,11.0,699.0,171.0,27.0,,39.0,6.0,44.0,21.0,191.0,107.0,9.0,1.0,,90.0,927.0,9.0,16.0,20.0,73.0,14.0,,46.0,3.0,161.0,54.0,30.0,5.0,100.0,27.0,63.0,17.0,,693.0,325.0,20.0,1449.0,508.0,210.0,522.0,68.0,5.0,1.0,0.0,2.0,1.0,2.0,2.0,3.0,2.0,,2.0,,,,1.0,,,,,,7.0,,,8.0,0.0,2.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,
USA_MLS,2024,Philadelphia Union,vii7iwznqiwigznyp13a6505,A. Blake,Goalkeeper,18,,1.0,9.0,25.0,8.0,5.0,10.0,106.0,1.0,,4.0,,,,,141.0,14.0,,,48.0,,14.0,,18.0,2.0,1.0,,66.0,,163.0,22.0,234.0,71.0,23.0,,1.0,4.0,,14.0,138.0,,,3.0,,5.0,352.0,26.0,,48.0,,,85.0,5.0,,48.0,4.0,14.0,,9.0,,,,,123.0,45.0,1.0,1115.0,115.0,73.0,95.0,94.0,4.0,,0.0,,,,,,,,,,,,,,,,,,3.0,,,,,,,,32.0,27.0,7.0,40.0,13.0,6.0,,,,,,,11.0,,1.0,,1.0,,,,,,,
USA_MLS,2024,Philadelphia Union,1l8zdwi6eeja1pcroszqejq3t,J. Bueno,Midfielder,20,9.0,,93.0,123.0,1.0,43.0,13.0,,4.0,9.0,13.0,16.0,3.0,10.0,1.0,83.0,7.0,,5.0,74.0,9.0,14.0,1.0,1.0,17.0,13.0,57.0,10.0,6.0,243.0,13.0,296.0,53.0,18.0,,12.0,10.0,44.0,19.0,124.0,52.0,5.0,,,80.0,418.0,2.0,11.0,9.0,13.0,7.0,,36.0,6.0,44.0,5.0,14.0,4.0,41.0,16.0,8.0,7.0,2.0,292.0,82.0,6.0,622.0,234.0,90.0,239.0,42.0,6.0,,0.0,,2.0,1.0,3.0,,,,3.0,3.0,,2.0,,3.0,,1.0,,,3.0,3.0,7.0,1.0,0.0,3.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
USA_MLS,2024,Philadelphia Union,5f76d9pvqluah67sfgbpfyhnt,J. Carranza,Forward,9,2.0,5.0,175.0,121.0,18.0,74.0,10.0,,2.0,2.0,65.0,25.0,12.0,33.0,2.0,63.0,11.0,1.0,16.0,78.0,19.0,12.0,,,16.0,14.0,71.0,4.0,2.0,191.0,61.0,269.0,78.0,14.0,,25.0,36.0,56.0,17.0,70.0,97.0,17.0,2.0,,110.0,509.0,1.0,10.0,6.0,73.0,10.0,,54.0,9.0,66.0,24.0,12.0,,78.0,29.0,41.0,1.0,1.0,253.0,57.0,11.0,1073.0,185.0,150.0,175.0,35.0,7.0,,1.0,,,1.0,5.0,13.0,,1.0,6.0,,,3.0,,,,,1.0,2.0,1.0,2.0,,8.0,2.0,4.0,6.0,,,,,,,,1.0,,,2.0,,,,,,,,,,,,,,1.0
USA_MLS,2024,Philadelphia Union,6t625vlq8y9po4hbvz97qx6ok,C. Donovan,Forward,25,4.0,,88.0,48.0,1.0,46.0,5.0,,3.0,1.0,54.0,13.0,3.0,6.0,,41.0,4.0,,1.0,23.0,3.0,18.0,,,8.0,5.0,33.0,2.0,1.0,73.0,12.0,121.0,48.0,3.0,,9.0,3.0,19.0,7.0,25.0,45.0,5.0,,,34.0,193.0,1.0,2.0,1.0,28.0,6.0,,15.0,5.0,46.0,28.0,18.0,,43.0,5.0,26.0,14.0,,118.0,24.0,9.0,370.0,72.0,73.0,70.0,15.0,2.0,,0.0,,,,1.0,5.0,,,1.0,,,1.0,,,,1.0,,,4.0,1.0,,2.0,0.0,1.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,
USA_MLS,2024,Philadelphia Union,b4e6lsrz4cmr2q50235620qnd,J. Elliott,Defender,3,2.0,7.0,177.0,278.0,112.0,69.0,31.0,2.0,21.0,,83.0,2.0,5.0,14.0,2.0,445.0,27.0,31.0,5.0,364.0,13.0,28.0,,21.0,47.0,26.0,40.0,148.0,,1025.0,11.0,1242.0,217.0,57.0,,27.0,8.0,37.0,42.0,747.0,72.0,9.0,6.0,,94.0,1570.0,81.0,36.0,161.0,20.0,18.0,7.0,57.0,2.0,160.0,48.0,28.0,,105.0,29.0,35.0,1.0,2.0,1193.0,393.0,2.0,2393.0,864.0,237.0,989.0,127.0,11.0,1.0,0.0,2.0,,,,,,,,,,,1.0,,,,1.0,1.0,3.0,,,3.0,,,,,5.0,,,,,,,1.0,,,1.0,,,1.0,,,,,,,1.0,,,
USA_MLS,2024,Philadelphia Union,5etbjbt2bng4cv7hb5i4afxpm,L. Flach,Midfielder,31,4.0,2.0,132.0,272.0,18.0,62.0,26.0,,24.0,2.0,18.0,16.0,2.0,6.0,6.0,201.0,22.0,5.0,,176.0,4.0,23.0,2.0,2.0,50.0,26.0,76.0,22.0,2.0,517.0,11.0,601.0,84.0,30.0,,34.0,16.0,46.0,33.0,247.0,52.0,6.0,4.0,,114.0,858.0,15.0,42.0,17.0,9.0,26.0,,68.0,3.0,56.0,12.0,23.0,2.0,80.0,17.0,6.0,1.0,1.0,589.0,148.0,10.0,1831.0,500.0,125.0,506.0,79.0,7.0,1.0,0.0,3.0,1.0,,,1.0,,,,,,,2.0,,,,,,10.0,,,2.0,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,
