root_folder,liga,temporada,equipo,equipo_folder,id,nombre,posicion,dorsal,Successful Open Play Passes,Substitute On,Aerial Duels,Forward Passes,Total Clearances,Games Played,Goals Conceded Outside Box,Ground Duels lost,Appearances,Successful Crosses open play,Successful Long Passes,Time Played,GK Successful Distribution,Ground Duels,Total Shots,Successful Passes Own Half,Aerial Duels lost,Index,Key Passes (Attempt Assists),Total Touches In Opposition Box,Blocks,Open Play Passes,Successful Passes Opposition Half,Starts,Ground Duels won,Goals Conceded Inside Box,Shots Off Target (inc woodwork),Touches,Unsuccessful Short Passes,Tackles Won,Substitute Off,Leftside Passes,Backward Passes,Unsuccessful Crosses open play,PutThrough/Blocked Distribution Won,Unsuccessful Passes Own Half,Total Fouls Conceded,Duels,Aerial Duels won,Throw Ins to Own Player,Tackles Lost,Goal Assists,Interceptions,Unsuccessful Passes Opposition Half,Assists (Intentional),Duels lost,Goals Conceded,Unsuccessful Launches,Total Fouls Won,Goal Kicks,Duels won,Foul Attempted Tackle,Total Losses Of Possession,Successful Launches,Unsuccessful Long Passes,Recoveries,Total Successful Passes ( Excl Crosses & Corners ) ,Successful Short Passes,Unsuccessful Crosses & Corners,Rightside Passes,Total Unsuccessful Passes ( Excl Crosses & Corners ),Successful Crosses & Corners,Total Passes,Times Tackled,PutThrough/Blocked Distribution,Unsuccessful Dribbles,Throw Ins to Opposition Player,Total Tackles,Winning Goal,Successful Lay-offs,Blocked Shots,Penalties Taken,Corners Won,Clean Sheets,Penalty Goals Conceded,Through balls,Foul Won Penalty,Handballs conceded,Penalty Goals,Yellow Cards,Right Foot Goals,Goals from Inside Box,Left Foot Goals,Goals,Successful Dribbles,Offsides,Headed Goals,Shots On Target ( inc goals ),Overruns,Home Goals,Away Goals,Unsuccessful Corners into Box,Corners Taken (incl short corners),Successful Corners into Box,Straight Red Cards,Total Red Cards,Unsuccessful lay-offs,Penalties Conceded,Own Goal Scored,Hit Woodwork,Catches,Punches,GK Unsuccessful Distribution,Saves made - parried,Saves Made from Inside Box,Saves Made,Saves Made from Outside Box,Goals from Outside Box,Drops,Saves made - caught,Penalties Faced,Penalties Saved,Saves from Penalty,Red Cards - 2nd Yellow,Crosses not Claimed,Last Player Tackle,Attempts from Set Pieces,Other Goals,Clearances Off the Line,Set Pieces Goals,Penalties Off Target,Last Man Tackle,Goalkeeper Smother,Second Goal Assists
testeo_ligas_norteamerica,USA_MLS_Next_Pro,2023,Ventura County FC,Ventura_County_FC,evup6vvfz5q201s8hg6bhxck,L. Adams,Goalkeeper,81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
testeo_ligas_norteamerica,USA_MLS_Next_Pro,2023,Ventura County FC,Ventura_County_FC,okf3cwwp4y2zzqt67yfa5mac,A. Alcalá,Midfielder,53,422.0,4.0,8.0,137.0,3.0,22.0,4.0,73.0,22.0,3.0,9.0,1519.0,,131.0,13.0,150.0,8.0,10.0,27.0,38.0,,486.0,296.0,18.0,58.0,36.0,5.0,729.0,56.0,11.0,12.0,125.0,148.0,6.0,7.0,19.0,9.0,139.0,,2.0,,3.0,3.0,70.0,2.0,81.0,40.0,2.0,29.0,,58.0,4.0,174.0,,11.0,51.0,436.0,427.0,22.0,93.0,67.0,10.0,503.0,47.0,12.0,16.0,,11.0,0.0,10.0,7.0,,10.0,1.0,4.0,2.0,1.0,,,,,2.0,3.0,3.0,18.0,,,8.0,1.0,2.0,1.0,14.0,31.0,6.0,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,
testeo_ligas_norteamerica,USA_MLS_Next_Pro,2023,Ventura County FC,Ventura_County_FC,561nh7xvxljfxm1z0n8wsik4q,E. Amadin,Defender,52,230.0,12.0,15.0,110.0,23.0,19.0,4.0,28.0,19.0,8.0,10.0,830.0,,62.0,4.0,167.0,6.0,10.0,5.0,13.0,2.0,291.0,80.0,7.0,34.0,20.0,2.0,538.0,53.0,11.0,4.0,11.0,87.0,20.0,6.0,30.0,10.0,77.0,9.0,53.0,6.0,,25.0,51.0,,34.0,24.0,2.0,7.0,,43.0,9.0,126.0,3.0,8.0,45.0,239.0,229.0,20.0,92.0,61.0,8.0,300.0,10.0,20.0,5.0,12.0,17.0,1.0,,,,5.0,1.0,2.0,,,,,1.0,,1.0,,1.0,10.0,4.0,1.0,2.0,3.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
testeo_ligas_norteamerica,USA_MLS_Next_Pro,2023,Ventura County FC,Ventura_County_FC,7daffq7yhd9nfyisa544glzbo,N. Anderson,Goalkeeper,60,5.0,,,8.0,,1.0,,,1.0,,,90.0,16.0,,,12.0,,10.0,,,,6.0,1.0,1.0,,2.0,,22.0,,,,4.0,,,,1.0,,,,,,,,,,,2.0,1.0,,8.0,,,1.0,,1.0,9.0,13.0,13.0,,2.0,1.0,,14.0,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
testeo_ligas_norteamerica,USA_MLS_Next_Pro,2023,Ventura County FC,Ventura_County_FC,7m47952qgapipg3vdf9dannro,B. Bell,Midfielder,61,2.0,2.0,,3.0,,2.0,,1.0,2.0,,,4.0,,3.0,,,,10.0,,,,3.0,2.0,,2.0,,,7.0,1.0,,,,,,,,,3.0,,1.0,,,,1.0,,1.0,,,1.0,,2.0,,2.0,,,2.0,2.0,2.0,,,1.0,,3.0,1.0,,1.0,,,0.0,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
testeo_ligas_norteamerica,USA_MLS_Next_Pro,2023,Ventura County FC,Ventura_County_FC,1kl9112b8rcbr3k1s5hs353x0,A. Bibout,Forward,73,316.0,,121.0,60.0,26.0,27.0,8.0,102.0,27.0,,19.0,2348.0,,161.0,70.0,228.0,57.0,10.0,21.0,120.0,1.0,427.0,178.0,27.0,59.0,59.0,39.0,875.0,105.0,12.0,5.0,95.0,216.0,4.0,11.0,47.0,50.0,282.0,64.0,1.0,5.0,5.0,5.0,68.0,3.0,159.0,67.0,3.0,22.0,,123.0,29.0,246.0,1.0,6.0,46.0,406.0,387.0,4.0,146.0,111.0,,517.0,47.0,18.0,8.0,,17.0,3.0,21.0,10.0,1.0,9.0,3.0,8.0,,,5.0,1.0,5.0,11.0,14.0,1.0,14.0,21.0,11.0,2.0,31.0,1.0,4.0,10.0,,,,,,6.0,1.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,,
testeo_ligas_norteamerica,USA_MLS_Next_Pro,2023,Ventura County FC,Ventura_County_FC,bcjmld4rqlwl3559iylg2iwb8,O. Bizzaro,Defender,59,49.0,1.0,2.0,28.0,2.0,2.0,,6.0,2.0,,1.0,89.0,,11.0,,32.0,2.0,10.0,,,,61.0,18.0,1.0,5.0,3.0,,83.0,9.0,4.0,1.0,22.0,12.0,2.0,1.0,5.0,1.0,13.0,,6.0,,,3.0,9.0,,8.0,3.0,,,,5.0,1.0,16.0,,3.0,4.0,50.0,49.0,2.0,,12.0,,62.0,1.0,3.0,1.0,,4.0,0.0,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
testeo_ligas_norteamerica,USA_MLS_Next_Pro,2023,Ventura County FC,Ventura_County_FC,66zmbqbya1p4k1uh2qd171pii,J. Calderón,Forward,65,183.0,10.0,12.0,62.0,14.0,17.0,1.0,16.0,17.0,1.0,4.0,705.0,,47.0,7.0,100.0,7.0,10.0,8.0,12.0,,233.0,90.0,7.0,31.0,18.0,5.0,379.0,42.0,10.0,6.0,48.0,88.0,8.0,15.0,22.0,5.0,59.0,5.0,14.0,5.0,,4.0,39.0,,23.0,19.0,4.0,9.0,,36.0,2.0,85.0,,8.0,27.0,187.0,183.0,11.0,39.0,50.0,3.0,237.0,6.0,31.0,2.0,3.0,15.0,1.0,3.0,3.0,,,,1.0,,,,,1.0,,2.0,2.0,2.0,7.0,2.0,,2.0,1.0,0.0,2.0,3.0,7.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
testeo_ligas_norteamerica,USA_MLS_Next_Pro,2023,Ventura County FC,Ventura_County_FC,1tln4ic02q7gakyi104b0o9ka,M. Carbone,Defender,66,251.0,4.0,7.0,135.0,12.0,10.0,1.0,12.0,10.0,,13.0,468.0,,32.0,1.0,177.0,3.0,10.0,,2.0,1.0,303.0,82.0,6.0,20.0,16.0,1.0,421.0,32.0,9.0,6.0,18.0,53.0,7.0,5.0,19.0,5.0,39.0,4.0,35.0,5.0,,7.0,41.0,,15.0,17.0,2.0,3.0,,24.0,3.0,76.0,2.0,21.0,21.0,259.0,246.0,7.0,106.0,53.0,,312.0,3.0,14.0,,6.0,14.0,0.0,,1.0,,2.0,,2.0,,,1.0,,2.0,,,,,3.0,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
testeo_ligas_norteamerica,USA_MLS_Next_Pro,2023,Ventura County FC,Ventura_County_FC,dcypf9mqtlcn5wetj1z7g3mui,A. Cervantes,Goalkeeper,76,10.0,,,5.0,,1.0,1.0,,1.0,,,90.0,8.0,1.0,,16.0,,10.0,,,,11.0,,1.0,1.0,5.0,,21.0,,,,8.0,,,,,,1.0,,,1.0,,,1.0,,,6.0,1.0,,6.0,1.0,,1.0,,1.0,3.0,16.0,16.0,,4.0,1.0,,17.0,,,,,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
