liga,temporada,equipo,id,nombre,posicion,dorsal,Unsuccessful Crosses open play,Offsides,Time Played,Throw Ins to Own Player,Successful Launches,Goals,Open Play Passes,Corners Won,Backward Passes,Successful Crosses & Corners,Successful Passes Opposition Half,Unsuccessful Launches,Yellow Cards,Unsuccessful Long Passes,PutThrough/Blocked Distribution Won,Goals Conceded Outside Box,Aerial Duels lost,Total Losses Of Possession,Successful Passes Own Half,Total Tackles,Set Pieces Goals,Unsuccessful Short Passes,Total Passes,Substitute Off,Total Fouls Conceded,Successful Dribbles,Successful Short Passes,Goals Conceded Inside Box,Total Shots,Total Unsuccessful Passes ( Excl Crosses & Corners ),Successful Corners into Box,Rightside Passes,Key Passes (Attempt Assists),Unsuccessful Passes Opposition Half,Blocked Shots,Throw Ins to Opposition Player,Recoveries,Starts,PutThrough/Blocked Distribution,Unsuccessful Passes Own Half,Touches,Corners Taken (incl short corners),Appearances,Ground Duels,Goals from Outside Box,Forward Passes,Total Touches In Opposition Box,Index,Duels won,Shots On Target ( inc goals ),Attempts from Set Pieces,Successful Long Passes,Successful Crosses open play,Total Fouls Won,Aerial Duels won,Unsuccessful Dribbles,Duels,Total Clearances,Goals Conceded,Left Foot Goals,Unsuccessful Crosses & Corners,Games Played,Unsuccessful Corners into Box,Handballs conceded,Ground Duels lost,Leftside Passes,Successful Open Play Passes,Total Successful Passes ( Excl Crosses & Corners ) ,Aerial Duels,Tackles Won,Duels lost,Tackles Lost,Interceptions,Ground Duels won,Substitute On,Successful Lay-offs,Shots Off Target (inc woodwork),Foul Attempted Tackle,Blocks,Goal Assists,Through balls,Unsuccessful lay-offs,Saves Made,GK Successful Distribution,Punches,Goalkeeper Smother,Catches,Saves Made from Outside Box,Saves made - parried,Saves Made from Inside Box,Saves made - caught,GK Unsuccessful Distribution,Right Foot Goals,Penalties Off Target,Foul Won Penalty,Hit Woodwork,Assists (Intentional),Goals from Inside Box,Penalties Taken,Penalty Goals,Clean Sheets,Drops,Penalties Faced,Penalties Conceded,Own Goal Scored,Total Red Cards,Red Cards - 2nd Yellow,Headed Goals,Clearances Off the Line,Straight Red Cards,Second Goal Assists,Penalty Goals Conceded,Other Goals,Crosses not Claimed,Penalties Saved,Saves from Penalty,Last Man Tackle,Times Tackled,Home Goals,Away Goals,Winning Goal,Goal Kicks
USA_USL_Championship,2018,Atlanta United 2,f0fqjc9ziamgluwg9vi45d2vp,M. Ambrose,Defender,22,15.0,1.0,488.0,57.0,1.0,2.0,313.0,3.0,59.0,6.0,144.0,13.0,1.0,19.0,5.0,3.0,3.0,99.0,121.0,11.0,2.0,38.0,316.0,2.0,5.0,7.0,246.0,10.0,2.0,57.0,3.0,117.0,8.0,65.0,1.0,3.0,17.0,6.0,21.0,13.0,486.0,8.0,6.0,44.0,2.0,127.0,1.0,10.0,31.0,2.0,2.0,13.0,3.0,6.0,7.0,6.0,54.0,9.0,13.0,2.0,21.0,6.0,4.0,1.0,20.0,13.0,256.0,259.0,10.0,8.0,23.0,3.0,15.0,24.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_USL_Championship,2018,Atlanta United 2,457wpw6s1esrs616paqzo355,C. Asensio,Defender,38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_USL_Championship,2018,Atlanta United 2,2o1irec2enq5hou9bpmbt0xgq,K. Barajas,Midfielder,8,5.0,,649.0,10.0,1.0,,309.0,3.0,50.0,,129.0,5.0,,9.0,8.0,1.0,12.0,69.0,137.0,14.0,,36.0,311.0,4.0,4.0,,248.0,16.0,1.0,45.0,,88.0,4.0,36.0,3.0,,46.0,7.0,16.0,14.0,434.0,,13.0,49.0,,85.0,3.0,10.0,36.0,,,18.0,,18.0,8.0,1.0,69.0,14.0,17.0,,5.0,13.0,,,21.0,88.0,264.0,266.0,20.0,9.0,33.0,5.0,12.0,28.0,6.0,8.0,1.0,2.0,3.0,1.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_USL_Championship,2018,Atlanta United 2,61zjhp2dn7uy819kdei4qqqga,G. Bello,Defender,21,12.0,1.0,415.0,30.0,,,169.0,3.0,38.0,1.0,62.0,2.0,2.0,5.0,1.0,,6.0,74.0,81.0,8.0,,26.0,173.0,4.0,6.0,,138.0,9.0,1.0,31.0,1.0,79.0,1.0,32.0,,9.0,24.0,6.0,6.0,14.0,288.0,4.0,6.0,31.0,,55.0,4.0,10.0,17.0,,,4.0,,7.0,3.0,6.0,40.0,2.0,9.0,,15.0,6.0,3.0,,17.0,1.0,138.0,142.0,9.0,6.0,23.0,2.0,7.0,14.0,,,1.0,4.0,2.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_USL_Championship,2018,Atlanta United 2,ebhq4fl7e2p1zwhwpeu65a4iy,G. Campbell,Defender,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_USL_Championship,2018,Atlanta United 2,5rz62putrap278mc6i9iza8k5,N. Caraux,Goalkeeper,33,,,630.0,,11.0,,155.0,,,,16.0,36.0,,87.0,,6.0,1.0,93.0,148.0,2.0,,3.0,254.0,,,1.0,118.0,8.0,,90.0,,48.0,,67.0,,,93.0,7.0,,23.0,354.0,,7.0,5.0,,145.0,,10.0,8.0,,,46.0,,1.0,4.0,,10.0,11.0,14.0,,,7.0,,,1.0,61.0,115.0,164.0,5.0,2.0,2.0,,,4.0,,,,,,,,,22.0,87.0,6.0,2.0,7.0,6.0,5.0,15.0,1.0,34.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_USL_Championship,2018,Atlanta United 2,bkhfbvpl7ahh68a53d2ykqmll,A. Carleton,Midfielder,30,8.0,2.0,1179.0,7.0,,2.0,480.0,11.0,109.0,23.0,228.0,6.0,4.0,29.0,10.0,5.0,18.0,285.0,164.0,20.0,,108.0,506.0,4.0,15.0,34.0,316.0,16.0,25.0,137.0,20.0,163.0,27.0,150.0,8.0,,58.0,13.0,25.0,20.0,865.0,44.0,14.0,196.0,,133.0,37.0,10.0,102.0,10.0,4.0,53.0,1.0,44.0,5.0,25.0,219.0,4.0,21.0,,33.0,14.0,19.0,,99.0,101.0,347.0,369.0,23.0,15.0,117.0,5.0,8.0,97.0,1.0,47.0,15.0,9.0,1.0,2.0,11.0,3.0,,,,,,,,,,,2.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,
USA_USL_Championship,2018,Atlanta United 2,32x576ehh8bw7sbtw5n8ciq5l,J. Carranza,Midfielder,31,14.0,1.0,932.0,3.0,1.0,1.0,459.0,6.0,116.0,6.0,256.0,3.0,1.0,10.0,14.0,3.0,6.0,145.0,159.0,30.0,,50.0,469.0,3.0,21.0,25.0,387.0,14.0,4.0,60.0,5.0,146.0,15.0,60.0,3.0,,85.0,10.0,22.0,21.0,703.0,11.0,19.0,151.0,,94.0,16.0,10.0,91.0,2.0,1.0,22.0,1.0,30.0,7.0,11.0,164.0,3.0,17.0,,21.0,19.0,5.0,1.0,67.0,113.0,399.0,409.0,13.0,23.0,73.0,7.0,10.0,84.0,9.0,16.0,2.0,9.0,,2.0,2.0,1.0,,,,,,,,,,,1.0,,,1.0,2.0,1.0,,,2.0,,,,,,,,,,,,,,,,,,,,,
USA_USL_Championship,2018,Atlanta United 2,6309jarpibalb47bw6tfzszmy,A. Castro,Midfielder,41,1.0,,629.0,1.0,,1.0,261.0,,69.0,3.0,99.0,3.0,1.0,10.0,6.0,2.0,4.0,71.0,126.0,9.0,,29.0,261.0,5.0,5.0,4.0,203.0,13.0,7.0,39.0,1.0,78.0,7.0,29.0,1.0,,22.0,7.0,9.0,11.0,347.0,1.0,12.0,45.0,1.0,56.0,5.0,10.0,20.0,3.0,,19.0,2.0,6.0,1.0,2.0,50.0,3.0,15.0,,1.0,12.0,,,26.0,58.0,222.0,222.0,5.0,6.0,30.0,3.0,8.0,19.0,5.0,5.0,4.0,4.0,,,1.0,1.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_USL_Championship,2018,Atlanta United 2,bj3zanm7fwttsy6stka2l84b9,P. Christensen,Goalkeeper,1,,,900.0,,15.0,,203.0,,,,28.0,52.0,,100.0,,1.0,,107.0,230.0,,,4.0,362.0,,,1.0,174.0,20.0,,104.0,,81.0,,73.0,,,95.0,10.0,,31.0,479.0,,10.0,2.0,,190.0,,10.0,7.0,,,84.0,,2.0,6.0,,8.0,12.0,21.0,,,10.0,,,1.0,91.0,152.0,258.0,6.0,,1.0,,,1.0,,,,,,,,,35.0,140.0,4.0,2.0,4.0,17.0,9.0,18.0,1.0,30.0,,,,,,,,,1.0,1.0,2.0,,,,,,,,,,,,,,,,,,,
