liga,temporada,equipo,id,nombre,posicion,dorsal,Aerial Duels,Aerial Duels lost,Aerial Duels won,Appearances,Assists (Intentional),Backward Passes,Blocked Shots,Blocks,Carries,Clean Sheets,Corners Taken (incl short corners),Corners Won,Duels,Duels lost,Duels won,Final Third Touches,Forward Passes,Foul Attempted Tackle,Games Played,Goal Assists,Goals Conceded,Goals Conceded Inside Box,Goals Conceded Outside Box,Ground Duels,Ground Duels lost,Ground Duels won,Handballs conceded,Interceptions,Key Passes (Attempt Assists),Leftside Passes,Offsides,Open Play Passes,Overruns,Progressive Carries,PutThrough/Blocked Distribution,PutThrough/Blocked Distribution Won,Recoveries,Rightside Passes,Shots Created,Shots Off Target (inc woodwork),Shots On Target ( inc goals ),Starts,Substitute Off,Successful Corners into Box,Successful Crosses & Corners,Successful Crosses open play,Successful Dribbles,Successful Lay-offs,Successful Long Passes,Successful Open Play Passes,Successful Passes Opposition Half,Successful Passes Own Half,Successful Short Passes,Tackles Lost,Tackles Won,Through balls,Throw Ins to Opposition Player,Throw Ins to Own Player,Time Played,Times Tackled,Total Big Chances Created,Total Big Chances Missed,Total Clearances,Total Fouls Conceded,Total Fouls Won,Total Losses Of Possession,Total Passes,Total Shots,Total Successful Passes ( Excl Crosses & Corners ) ,Total Tackles,Total Touches In Opposition Box,Total Unsuccessful Passes ( Excl Crosses & Corners ),Touches,Unsuccessful Corners into Box,Unsuccessful Crosses & Corners,Unsuccessful Crosses open play,Unsuccessful Dribbles,Unsuccessful Launches,Unsuccessful Long Passes,Unsuccessful Passes Opposition Half,Unsuccessful Passes Own Half,Unsuccessful Short Passes,Winning Goal,Substitute On,Yellow Cards,Attempts from Set Pieces,Clearances Off the Line,GK Successful Distribution,Goal Kicks,Successful Launches,Total Big Chances Saved,Penalties Conceded,Second Goal Assists,Goals,Goals Openplay,Goals from Inside Box,Goals from Outside Box,Right Foot Goals,Home Goals,Away Goals,Unsuccessful lay-offs,Last Player Tackle,Catches,Crosses not Claimed,Drops,GK Unsuccessful Distribution,Goalkeeper Smother,Penalties Faced,Punches,Saves Made,Saves Made from Inside Box,Saves Made from Outside Box,Saves made - parried,Hit Woodwork,Total Big Chances Scored,Left Foot Goals,Direct Setpiece Goals,Set Pieces Goals,Headed Goals,Penalty Goals Conceded,Straight Red Cards,Total Red Cards,Own Goal Scored,Other Goals,Penalties Taken,Penalty Goals,Foul Won Penalty,Saves made - caught,Red Cards - 2nd Yellow,Penalties Saved,Saves from Penalty,Penalties Off Target
USA_MLS,2026,Orlando City SC,e1uhy0h96of2f9r9fx0ugzca1,I. Angulo,Midfielder,77,8.0,7.0,1.0,14.0,4.0,89.0,,2.0,212.0,,1.0,7.0,128.0,73.0,55.0,236.0,151.0,5.0,14.0,4.0,34.0,27.0,7.0,120.0,66.0,54.0,,10.0,14.0,60.0,,492.0,5.0,104.0,22.0,13.0,86.0,201.0,18.0,4.0,4.0,13.0,3.0,,4.0,4.0,21.0,10.0,17.0,427.0,256.0,184.0,419.0,8.0,14.0,3.0,2.0,29.0,1199.0,43.0,5.0,3.0,7.0,15.0,11.0,146.0,501.0,8.0,436.0,22.0,28.0,65.0,741.0,,11.0,11.0,33.0,6.0,9.0,62.0,14.0,56.0,0.0,1.0,2.0,,,,,2.0,,,1.0,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,3.0,,,,,,,,,,,,
USA_MLS,2026,Orlando City SC,1ulponxwggurn592nk3rqcfs9,E. Atuesta,Midfielder,20,5.0,3.0,2.0,10.0,,62.0,,3.0,88.0,,2.0,,68.0,34.0,34.0,87.0,101.0,6.0,10.0,,12.0,10.0,2.0,63.0,31.0,32.0,,8.0,3.0,89.0,,319.0,3.0,34.0,5.0,4.0,37.0,82.0,3.0,1.0,1.0,7.0,6.0,,,,6.0,7.0,11.0,271.0,145.0,140.0,274.0,8.0,8.0,,,1.0,588.0,15.0,1.0,1.0,8.0,10.0,10.0,85.0,334.0,2.0,285.0,16.0,4.0,49.0,438.0,2.0,10.0,4.0,7.0,2.0,23.0,52.0,7.0,26.0,0.0,3.0,4.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,
USA_MLS,2026,Orlando City SC,212u3ytqb37dayhf9cp40c161,B. Ojeda,Midfielder,8,13.0,7.0,6.0,14.0,1.0,118.0,5.0,8.0,158.0,,1.0,1.0,113.0,51.0,62.0,146.0,146.0,6.0,14.0,1.0,37.0,29.0,8.0,100.0,44.0,56.0,,15.0,7.0,192.0,,594.0,1.0,75.0,16.0,10.0,78.0,157.0,8.0,5.0,,14.0,1.0,,,,8.0,14.0,27.0,532.0,271.0,278.0,522.0,10.0,6.0,1.0,,3.0,1252.0,17.0,1.0,,12.0,15.0,32.0,104.0,613.0,5.0,549.0,16.0,16.0,64.0,787.0,1.0,6.0,5.0,7.0,6.0,14.0,47.0,23.0,50.0,0.0,,1.0,,,,,1.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,
USA_MLS,2026,Orlando City SC,28foaur1tv999b2t8t0no9aeh,D. Brekalo,Defender,4,19.0,5.0,14.0,10.0,,30.0,,13.0,79.0,,,,56.0,25.0,31.0,13.0,133.0,4.0,10.0,,23.0,19.0,4.0,37.0,20.0,17.0,,3.0,,112.0,,349.0,,41.0,5.0,3.0,20.0,81.0,,2.0,1.0,8.0,1.0,,,,1.0,,11.0,306.0,76.0,237.0,302.0,4.0,8.0,,,2.0,707.0,1.0,,1.0,50.0,10.0,4.0,46.0,356.0,3.0,313.0,12.0,8.0,43.0,463.0,,,,,10.0,17.0,25.0,18.0,26.0,0.0,2.0,1.0,,1.0,,,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,2.0,,,1.0,,,,,,,,,
USA_MLS,2026,Orlando City SC,3g6rx9q2duzspubkzzm0852xg,G. Caraballo,Forward,65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_MLS,2026,Orlando City SC,9jk0ae6wgso9znkuk6uyizpat,W. Cartagena,Midfielder,16,1.0,,1.0,3.0,,2.0,,,5.0,,,,13.0,8.0,5.0,4.0,7.0,2.0,3.0,,3.0,3.0,,12.0,8.0,4.0,,1.0,,6.0,,20.0,,1.0,1.0,1.0,2.0,6.0,,,,1.0,1.0,,,,,1.0,2.0,16.0,7.0,10.0,15.0,1.0,2.0,,,,24.0,4.0,,,1.0,4.0,2.0,9.0,21.0,,17.0,3.0,,4.0,35.0,,,,,1.0,1.0,1.0,3.0,3.0,0.0,2.0,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_MLS,2026,Orlando City SC,6nmcuw8asxh6k3l5khx5atmfp,M. Crépeau,Goalkeeper,71,,,,13.0,,,,,21.0,,,,7.0,3.0,4.0,,158.0,,13.0,,32.0,24.0,8.0,7.0,3.0,4.0,1.0,,,59.0,,107.0,,6.0,,,91.0,48.0,,,,13.0,,,,,,,42.0,81.0,21.0,165.0,144.0,,1.0,,,,1096.0,,,,11.0,1.0,3.0,79.0,265.0,,186.0,1.0,,79.0,405.0,,,,,32.0,76.0,60.0,19.0,3.0,0.0,,2.0,,,128.0,100.0,15.0,16.0,,,,,,,,,,,1.0,14.0,,1.0,24.0,,2.0,1.0,57.0,37.0,20.0,18.0,,,,,,,2.0,1.0,1.0,,,,,,1.0,,,,
USA_MLS,2026,Orlando City SC,1y25f0qsrctfq6wjckzzrl1m2,G. Dorsey,Defender,24,21.0,12.0,9.0,11.0,1.0,69.0,,8.0,78.0,,,5.0,78.0,37.0,41.0,139.0,76.0,4.0,11.0,1.0,26.0,20.0,6.0,57.0,25.0,32.0,1.0,9.0,7.0,99.0,,249.0,,51.0,14.0,6.0,30.0,6.0,8.0,5.0,5.0,10.0,6.0,,3.0,3.0,2.0,2.0,5.0,190.0,95.0,99.0,186.0,9.0,12.0,,11.0,64.0,885.0,16.0,1.0,2.0,24.0,8.0,9.0,114.0,250.0,10.0,191.0,21.0,22.0,59.0,483.0,,18.0,18.0,6.0,15.0,23.0,59.0,18.0,36.0,0.0,1.0,1.0,,,,,2.0,1.0,,,2.0,2.0,2.0,,1.0,2.0,0.0,,1.0,,,,,,,,,,,,1.0,2.0,1.0,,,,3.0,,,,,,,,,,,,
USA_MLS,2026,Orlando City SC,c2b6h5zwjvzdvdcybyuqd6exg,J. Ellis,Forward,22,12.0,6.0,6.0,7.0,2.0,31.0,2.0,,64.0,,1.0,1.0,56.0,25.0,31.0,89.0,34.0,,7.0,2.0,7.0,5.0,2.0,44.0,19.0,25.0,,1.0,8.0,38.0,1.0,129.0,,28.0,3.0,1.0,12.0,32.0,10.0,2.0,5.0,6.0,6.0,,,,16.0,4.0,7.0,101.0,70.0,37.0,100.0,1.0,3.0,2.0,,1.0,482.0,16.0,3.0,,2.0,2.0,6.0,58.0,135.0,7.0,107.0,4.0,21.0,28.0,214.0,,,,3.0,,4.0,24.0,4.0,24.0,0.0,1.0,,,,,,,,,,1.0,1.0,1.0,,1.0,0.0,1.0,2.0,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,
USA_MLS,2026,Orlando City SC,9bv0zjyrsopyv3hw8m47sgr9w,C. Guske,Midfielder,25,2.0,2.0,,6.0,,28.0,1.0,2.0,17.0,,,1.0,24.0,12.0,12.0,13.0,56.0,3.0,6.0,,12.0,10.0,2.0,22.0,10.0,12.0,1.0,6.0,1.0,32.0,,146.0,,10.0,6.0,4.0,7.0,36.0,1.0,,,2.0,1.0,,,,,2.0,3.0,118.0,40.0,84.0,121.0,1.0,3.0,1.0,,,284.0,3.0,,,11.0,6.0,8.0,34.0,152.0,,124.0,4.0,,28.0,202.0,,,,1.0,7.0,13.0,22.0,6.0,15.0,0.0,4.0,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,1.0,,,
