liga,temporada,equipo,id,nombre,posicion,dorsal,Unsuccessful Crosses open play,Time Played,Throw Ins to Own Player,Successful Launches,Open Play Passes,Backward Passes,Successful Passes Opposition Half,Unsuccessful Launches,Unsuccessful Long Passes,PutThrough/Blocked Distribution Won,Goals Conceded Outside Box,Aerial Duels lost,Total Losses Of Possession,Successful Passes Own Half,Total Tackles,Unsuccessful Short Passes,Total Passes,Total Fouls Conceded,Successful Short Passes,Goals Conceded Inside Box,Total Unsuccessful Passes ( Excl Crosses & Corners ),Rightside Passes,Key Passes (Attempt Assists),Unsuccessful Passes Opposition Half,Throw Ins to Opposition Player,Recoveries,Starts,PutThrough/Blocked Distribution,Unsuccessful Passes Own Half,Touches,Appearances,Blocks,Ground Duels,Forward Passes,Index,Duels won,Successful Long Passes,Total Fouls Won,Unsuccessful Dribbles,Duels,Total Clearances,Goals Conceded,Unsuccessful Crosses & Corners,Games Played,Ground Duels lost,Leftside Passes,Successful Open Play Passes,Total Successful Passes ( Excl Crosses & Corners ) ,Aerial Duels,Clean Sheets,Tackles Won,Duels lost,Tackles Lost,Interceptions,Ground Duels won,GK Successful Distribution,Substitute On,Successful Lay-offs,Goals,Right Foot Goals,Successful Crosses & Corners,Yellow Cards,Shots Off Target (inc woodwork),Substitute Off,Successful Dribbles,Total Shots,Total Red Cards,Blocked Shots,Red Cards - 2nd Yellow,Foul Attempted Tackle,Total Touches In Opposition Box,Shots On Target ( inc goals ),Successful Crosses open play,Aerial Duels won,Handballs conceded,Hit Woodwork,Goals from Inside Box,Unsuccessful lay-offs,Through balls,Offsides,Corners Won,Successful Corners into Box,Corners Taken (incl short corners),Goals from Outside Box,Left Foot Goals,Unsuccessful Corners into Box,Assists (Intentional),Clearances Off the Line,Goal Assists,Saves Made,Crosses not Claimed,Punches,Drops,Catches,Saves Made from Outside Box,Saves made - parried,Saves Made from Inside Box,Saves made - caught,GK Unsuccessful Distribution,Second Goal Assists,Own Goal Scored,Headed Goals,Foul Won Penalty,Set Pieces Goals,Attempts from Set Pieces,Penalties Taken,Penalty Goals,Straight Red Cards,Penalties Conceded,Goalkeeper Smother,Penalties Faced,Times Tackled,Penalty Goals Conceded,Home Goals,Away Goals,Winning Goal,Other Goals,Goal Kicks,Last Man Tackle,Saves from Penalty,Penalties Saved,Penalties Off Target
USA_USL_Championship,2017,Tacoma Defiance,bcz69tohequp39f75t6q6szjd,S. Adekoya,Forward,12,3.0,548.0,5.0,,142.0,56.0,81.0,,5.0,2.0,1.0,13.0,91.0,34.0,7.0,33.0,152.0,4.0,111.0,11.0,38.0,50.0,4.0,36.0,1.0,22.0,6.0,5.0,5.0,259.0,13.0,1.0,46.0,27.0,10.0,31.0,3.0,7.0,13.0,70.0,1.0,12.0,3.0,13.0,26.0,19.0,104.0,114.0,24.0,,5.0,39.0,2.0,3.0,20.0,,7.0,8.0,1.0,1.0,1.0,1.0,5.0,5.0,6.0,9.0,,2.0,,,28.0,4.0,1.0,11.0,,,1.0,2.0,,2.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.0,1.0,1.0,0.0,0.0,,,,,,
USA_USL_Championship,2017,Tacoma Defiance,2dbik29e0m9bil2ofn2yhrget,T. Alfaro,Defender,15,4.0,270.0,3.0,,248.0,14.0,99.0,2.0,8.0,,,5.0,24.0,137.0,2.0,11.0,254.0,7.0,213.0,3.0,19.0,103.0,3.0,17.0,,18.0,3.0,2.0,6.0,282.0,3.0,4.0,11.0,107.0,10.0,5.0,22.0,,1.0,18.0,7.0,3.0,4.0,3.0,8.0,30.0,229.0,235.0,7.0,1.0,2.0,13.0,,3.0,3.0,,,,,,1.0,2.0,,,1.0,,,1.0,,4.0,,,1.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,0.0,,,,,,
USA_USL_Championship,2017,Tacoma Defiance,39m6dez849qxtbxq2u3zasi5l,M. Barton,Forward,51,5.0,268.0,,,42.0,13.0,19.0,1.0,2.0,3.0,1.0,3.0,28.0,14.0,2.0,11.0,45.0,5.0,30.0,8.0,13.0,14.0,1.0,14.0,,6.0,3.0,5.0,4.0,79.0,6.0,,16.0,13.0,10.0,13.0,2.0,4.0,1.0,23.0,1.0,9.0,5.0,6.0,7.0,5.0,29.0,32.0,7.0,,1.0,10.0,1.0,,9.0,,3.0,2.0,,,1.0,,1.0,2.0,3.0,2.0,,1.0,,1.0,7.0,1.0,1.0,4.0,,,,,,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,0.0,,,,,,
USA_USL_Championship,2017,Tacoma Defiance,5p9ofsyknmn61shbss83p82qd,C. Renken,Midfielder,78,41.0,976.0,15.0,2.0,277.0,91.0,157.0,1.0,6.0,11.0,1.0,9.0,152.0,65.0,18.0,61.0,280.0,7.0,204.0,19.0,67.0,36.0,12.0,92.0,1.0,70.0,10.0,27.0,17.0,466.0,16.0,,73.0,54.0,10.0,39.0,9.0,12.0,8.0,85.0,4.0,20.0,42.0,16.0,37.0,99.0,211.0,213.0,12.0,1.0,16.0,46.0,2.0,3.0,36.0,,6.0,4.0,1.0,,9.0,1.0,5.0,6.0,7.0,9.0,,6.0,,2.0,42.0,4.0,9.0,3.0,,1.0,1.0,,,5.0,12.0,,2.0,,1.0,1.0,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,18.0,1.0,0.0,1.0,0.0,,,,,,
USA_USL_Championship,2017,Tacoma Defiance,6tepl80lbuqctt80k964uolt6,K. Brisco,Defender,41,4.0,450.0,20.0,,160.0,25.0,35.0,10.0,16.0,9.0,,5.0,70.0,83.0,9.0,32.0,164.0,5.0,104.0,12.0,48.0,9.0,1.0,40.0,4.0,16.0,5.0,11.0,12.0,278.0,5.0,1.0,27.0,73.0,10.0,21.0,12.0,4.0,1.0,40.0,23.0,12.0,4.0,5.0,14.0,57.0,113.0,116.0,13.0,,8.0,19.0,1.0,20.0,13.0,,,,,,2.0,,,,,,,,,3.0,3.0,,2.0,8.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,0.0,,,,,,
USA_USL_Championship,2017,Tacoma Defiance,358bf9cvmcma6z081v2cqysx5,F. Chenkam,Forward,99,4.0,1103.0,1.0,,186.0,71.0,119.0,,1.0,7.0,1.0,26.0,162.0,42.0,9.0,52.0,214.0,33.0,160.0,17.0,53.0,67.0,9.0,49.0,,39.0,14.0,15.0,8.0,406.0,19.0,,92.0,30.0,10.0,41.0,1.0,19.0,7.0,128.0,,18.0,4.0,19.0,61.0,46.0,133.0,161.0,36.0,,5.0,87.0,4.0,1.0,31.0,,5.0,18.0,5.0,4.0,,4.0,20.0,13.0,5.0,32.0,,3.0,,15.0,66.0,12.0,,10.0,6.0,1.0,4.0,9.0,,9.0,7.0,,,1.0,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,29.0,1.0,2.0,3.0,1.0,,,,,,
USA_USL_Championship,2017,Tacoma Defiance,cv3xqr4xxkxub011e67s2awgl,J. Delem,Midfielder,21,3.0,424.0,22.0,3.0,189.0,39.0,88.0,4.0,11.0,7.0,1.0,5.0,38.0,90.0,9.0,15.0,199.0,8.0,162.0,5.0,26.0,19.0,1.0,23.0,2.0,21.0,5.0,8.0,6.0,293.0,5.0,1.0,30.0,54.0,10.0,27.0,11.0,9.0,3.0,42.0,5.0,6.0,3.0,5.0,10.0,87.0,163.0,173.0,12.0,1.0,3.0,15.0,6.0,16.0,20.0,,,3.0,,,5.0,2.0,2.0,,2.0,3.0,1.0,1.0,,4.0,4.0,1.0,5.0,7.0,1.0,,,,,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,4.0,1.0,,,0.0,,,,,,
USA_USL_Championship,2017,Tacoma Defiance,7k4csh8lmi90v6g357tiqy221,J. Dimitroff,Midfielder,41,2.0,131.0,,,33.0,5.0,19.0,,,1.0,,1.0,25.0,6.0,3.0,10.0,33.0,6.0,21.0,4.0,10.0,10.0,1.0,11.0,,4.0,,3.0,1.0,62.0,5.0,,25.0,14.0,10.0,7.0,2.0,3.0,3.0,26.0,2.0,4.0,2.0,5.0,18.0,4.0,23.0,23.0,1.0,,2.0,19.0,1.0,1.0,7.0,,5.0,,,,2.0,1.0,,,1.0,,,1.0,,2.0,5.0,,2.0,,,,,,,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,,,,0.0,,,,,,
USA_USL_Championship,2017,Tacoma Defiance,esdsxqw503inig03m4v7hlppm,G. Edoa,Midfielder,70,20.0,428.0,2.0,1.0,108.0,18.0,71.0,,4.0,2.0,2.0,13.0,101.0,9.0,8.0,36.0,108.0,9.0,62.0,7.0,40.0,10.0,7.0,57.0,,22.0,2.0,12.0,3.0,244.0,11.0,,60.0,29.0,10.0,38.0,6.0,12.0,14.0,82.0,4.0,9.0,20.0,11.0,31.0,51.0,68.0,68.0,22.0,,5.0,44.0,3.0,5.0,29.0,,9.0,4.0,,,12.0,1.0,7.0,1.0,9.0,11.0,,4.0,,5.0,29.0,4.0,12.0,9.0,1.0,,,1.0,,2.0,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.0,,,,0.0,,,,,,
USA_USL_Championship,2017,Tacoma Defiance,bmhr4zdzdexxpmht8h4w7d1pl,R. Ele,Defender,92,2.0,1339.0,2.0,10.0,692.0,68.0,197.0,35.0,68.0,9.0,3.0,22.0,160.0,387.0,45.0,71.0,723.0,24.0,507.0,19.0,139.0,74.0,2.0,95.0,,75.0,16.0,19.0,46.0,949.0,16.0,8.0,98.0,340.0,10.0,89.0,77.0,19.0,2.0,144.0,68.0,22.0,2.0,16.0,33.0,241.0,556.0,584.0,46.0,4.0,34.0,55.0,11.0,37.0,65.0,,,1.0,,,,5.0,4.0,1.0,2.0,4.0,1.0,,1.0,14.0,9.0,,,24.0,,1.0,,,,1.0,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,2.0,,,5.0,4.0,,,0.0,,,,,,
