matchday,id,equipo_local,link_local,equipo_visitante,link_visitante,link_partido,date,season,liga,source
Group Stage,3t8lxztagu0b3y24uj8qpa1as,LV Lights,https://www.scoresway.com/en_GB/soccer/usl-cup-2025/adjtgj9xe9or4bx3nn2pso9hw/teams/view/7c9knuwazz9k9449u5rnuuy5m,Alta,https://www.scoresway.com/en_GB/soccer/usl-cup-2025/adjtgj9xe9or4bx3nn2pso9hw/teams/view/5k28tjopifu9juvvzrvyh29lg,https://www.scoresway.com/en_GB/soccer/usl-cup-2025/adjtgj9xe9or4bx3nn2pso9hw/match/view/3t8lxztagu0b3y24uj8qpa1as,01/05/2025,2025,USA_USL_Cup,results
Group Stage,3utp0obp6jwnsnihhc6mrd3is,Alta,https://www.scoresway.com/en_GB/soccer/usl-cup-2025/adjtgj9xe9or4bx3nn2pso9hw/teams/view/5k28tjopifu9juvvzrvyh29lg,Roots,https://www.scoresway.com/en_GB/soccer/usl-cup-2025/adjtgj9xe9or4bx3nn2pso9hw/teams/view/b5l2e3csycjb8twvq9ek0j5gq,https://www.scoresway.com/en_GB/soccer/usl-cup-2025/adjtgj9xe9or4bx3nn2pso9hw/match/view/3utp0obp6jwnsnihhc6mrd3is,01/06/2025,2025,USA_USL_Cup,results
Group Stage,3vcg3v0i64b8usdn8r218wmj8,Charleston,https://www.scoresway.com/en_GB/soccer/usl-cup-2025/adjtgj9xe9or4bx3nn2pso9hw/teams/view/e3k8yw2rbmphyfu5htn4yi5jk,Greenville,https://www.scoresway.com/en_GB/soccer/usl-cup-2025/adjtgj9xe9or4bx3nn2pso9hw/teams/view/9feqf3iawhgmv76pzwdebdv8q,https://www.scoresway.com/en_GB/soccer/usl-cup-2025/adjtgj9xe9or4bx3nn2pso9hw/match/view/3vcg3v0i64b8usdn8r218wmj8,01/06/2025,2025,USA_USL_Cup,results
Group Stage,3vv9ki9xn5p96x3651lmv7w9g,Independence,https://www.scoresway.com/en_GB/soccer/usl-cup-2025/adjtgj9xe9or4bx3nn2pso9hw/teams/view/1jonibkcr7qa3eozzxh0dcxd5,Lexington,https://www.scoresway.com/en_GB/soccer/usl-cup-2025/adjtgj9xe9or4bx3nn2pso9hw/teams/view/ck22dnk93ng8ax7wonlff7yms,https://www.scoresway.com/en_GB/soccer/usl-cup-2025/adjtgj9xe9or4bx3nn2pso9hw/match/view/3vv9ki9xn5p96x3651lmv7w9g,01/06/2025,2025,USA_USL_Cup,results
Group Stage,3wdzq35s8qyumyqsv7r1rdn9w,Red Wolves,https://www.scoresway.com/en_GB/soccer/usl-cup-2025/adjtgj9xe9or4bx3nn2pso9hw/teams/view/f4x0hx78zcbx4hgnf6w65z8fe,Forward,https://www.scoresway.com/en_GB/soccer/usl-cup-2025/adjtgj9xe9or4bx3nn2pso9hw/teams/view/bg197i7zlh6jejajyccrcff56,https://www.scoresway.com/en_GB/soccer/usl-cup-2025/adjtgj9xe9or4bx3nn2pso9hw/match/view/3wdzq35s8qyumyqsv7r1rdn9w,01/06/2025,2025,USA_USL_Cup,results
Group Stage,3wyhubjdfcrlk8qfm0mw4d6hg,El Paso Loco,https://www.scoresway.com/en_GB/soccer/usl-cup-2025/adjtgj9xe9or4bx3nn2pso9hw/teams/view/5h878vnmkbuy2ummddprusxgq,Switchbacks,https://www.scoresway.com/en_GB/soccer/usl-cup-2025/adjtgj9xe9or4bx3nn2pso9hw/teams/view/ak0rmms5xl49w57i2rvid1tk9,https://www.scoresway.com/en_GB/soccer/usl-cup-2025/adjtgj9xe9or4bx3nn2pso9hw/match/view/3wyhubjdfcrlk8qfm0mw4d6hg,01/06/2025,2025,USA_USL_Cup,results
Group Stage,3xh4jnciag9kecmccbhnwmm8k,Tulsa,https://www.scoresway.com/en_GB/soccer/usl-cup-2025/adjtgj9xe9or4bx3nn2pso9hw/teams/view/aj8ytsr2ap33tod0hd8ofzaw9,Legion,https://www.scoresway.com/en_GB/soccer/usl-cup-2025/adjtgj9xe9or4bx3nn2pso9hw/teams/view/c9xffml4i7ihblp1qhus9w3fu,https://www.scoresway.com/en_GB/soccer/usl-cup-2025/adjtgj9xe9or4bx3nn2pso9hw/match/view/3xh4jnciag9kecmccbhnwmm8k,01/06/2025,2025,USA_USL_Cup,results
Group Stage,3yjvcdl25ei4riadvk7gy9ez8,Loudoun Utd,https://www.scoresway.com/en_GB/soccer/usl-cup-2025/adjtgj9xe9or4bx3nn2pso9hw/teams/view/5x54jbfk11lrsmipgsx7cdbai,Louisville,https://www.scoresway.com/en_GB/soccer/usl-cup-2025/adjtgj9xe9or4bx3nn2pso9hw/teams/view/83cpn99fh7ulkwe8nezy8a3mx,https://www.scoresway.com/en_GB/soccer/usl-cup-2025/adjtgj9xe9or4bx3nn2pso9hw/match/view/3yjvcdl25ei4riadvk7gy9ez8,01/06/2025,2025,USA_USL_Cup,results
Group Stage,3z2c2bc67pk01v0471smxkys4,Miami,https://www.scoresway.com/en_GB/soccer/usl-cup-2025/adjtgj9xe9or4bx3nn2pso9hw/teams/view/bu5w8wprynlj9mvphvy8sd94f,Naples,https://www.scoresway.com/en_GB/soccer/usl-cup-2025/adjtgj9xe9or4bx3nn2pso9hw/teams/view/81zwbmxqrp7syzbg24sqcce1g,https://www.scoresway.com/en_GB/soccer/usl-cup-2025/adjtgj9xe9or4bx3nn2pso9hw/match/view/3z2c2bc67pk01v0471smxkys4,01/06/2025,2025,USA_USL_Cup,results
Group Stage,3zk7bzpav6k7owyf1c4lt9lhw,Monterey Bay,https://www.scoresway.com/en_GB/soccer/usl-cup-2025/adjtgj9xe9or4bx3nn2pso9hw/teams/view/kfq8fhwnmycbtad1u0fyefx0,Orange County,https://www.scoresway.com/en_GB/soccer/usl-cup-2025/adjtgj9xe9or4bx3nn2pso9hw/teams/view/cf5r1qpotp6n5i3vdchsp2en1,https://www.scoresway.com/en_GB/soccer/usl-cup-2025/adjtgj9xe9or4bx3nn2pso9hw/match/view/3zk7bzpav6k7owyf1c4lt9lhw,01/06/2025,2025,USA_USL_Cup,results
Group Stage,402t0j4mi53k2pipoxc80ueqc,Phoenix Rising,https://www.scoresway.com/en_GB/soccer/usl-cup-2025/adjtgj9xe9or4bx3nn2pso9hw/teams/view/2iwybwokic7nmr1t33abdbjoq,New Mexico Utd,https://www.scoresway.com/en_GB/soccer/usl-cup-2025/adjtgj9xe9or4bx3nn2pso9hw/teams/view/bk3zg8yaj5uoqhxzwons3bo8a,https://www.scoresway.com/en_GB/soccer/usl-cup-2025/adjtgj9xe9or4bx3nn2pso9hw/match/view/402t0j4mi53k2pipoxc80ueqc,01/06/2025,2025,USA_USL_Cup,results
Group Stage,40lrq63kut2lhv4t2bi7h2f4k,Pittsburgh,https://www.scoresway.com/en_GB/soccer/usl-cup-2025/adjtgj9xe9or4bx3nn2pso9hw/teams/view/224tl8u2smnbyliroayk69nt0,Rhode Island,https://www.scoresway.com/en_GB/soccer/usl-cup-2025/adjtgj9xe9or4bx3nn2pso9hw/teams/view/daicfonrbj124lu2la2rctxck,https://www.scoresway.com/en_GB/soccer/usl-cup-2025/adjtgj9xe9or4bx3nn2pso9hw/match/view/40lrq63kut2lhv4t2bi7h2f4k,01/06/2025,2025,USA_USL_Cup,results
Group Stage,414si30jt64ivj53pomr13h1w,Kickers,https://www.scoresway.com/en_GB/soccer/usl-cup-2025/adjtgj9xe9or4bx3nn2pso9hw/teams/view/dp2yq55igeru73owerhg95iz4,North Carolina,https://www.scoresway.com/en_GB/soccer/usl-cup-2025/adjtgj9xe9or4bx3nn2pso9hw/teams/view/6597wqy6gmpv3zjx7rp8cdj46,https://www.scoresway.com/en_GB/soccer/usl-cup-2025/adjtgj9xe9or4bx3nn2pso9hw/match/view/414si30jt64ivj53pomr13h1w,01/06/2025,2025,USA_USL_Cup,results
Group Stage,41mxw8bdcdep134xy1xss6wic,Sacramento,https://www.scoresway.com/en_GB/soccer/usl-cup-2025/adjtgj9xe9or4bx3nn2pso9hw/teams/view/7neuneh44n9rtsfsh6r0sb9no,LV Lights,https://www.scoresway.com/en_GB/soccer/usl-cup-2025/adjtgj9xe9or4bx3nn2pso9hw/teams/view/7c9knuwazz9k9449u5rnuuy5m,https://www.scoresway.com/en_GB/soccer/usl-cup-2025/adjtgj9xe9or4bx3nn2pso9hw/match/view/41mxw8bdcdep134xy1xss6wic,01/06/2025,2025,USA_USL_Cup,results
Group Stage,4253dzcf3zbtrblqq6s8cgnbo,Tampa Bay,https://www.scoresway.com/en_GB/soccer/usl-cup-2025/adjtgj9xe9or4bx3nn2pso9hw/teams/view/5qfq6cwtrgzd2szijivns7rjl,Tormenta,https://www.scoresway.com/en_GB/soccer/usl-cup-2025/adjtgj9xe9or4bx3nn2pso9hw/teams/view/40cyh8n6ttq986iydr3hhk0bs,https://www.scoresway.com/en_GB/soccer/usl-cup-2025/adjtgj9xe9or4bx3nn2pso9hw/match/view/4253dzcf3zbtrblqq6s8cgnbo,01/06/2025,2025,USA_USL_Cup,results
Group Stage,4chz6ljwc11ap9hmj8p7oexp0,Naples,https://www.scoresway.com/en_GB/soccer/usl-cup-2025/adjtgj9xe9or4bx3nn2pso9hw/teams/view/81zwbmxqrp7syzbg24sqcce1g,Tampa Bay,https://www.scoresway.com/en_GB/soccer/usl-cup-2025/adjtgj9xe9or4bx3nn2pso9hw/teams/view/5qfq6cwtrgzd2szijivns7rjl,https://www.scoresway.com/en_GB/soccer/usl-cup-2025/adjtgj9xe9or4bx3nn2pso9hw/match/view/4chz6ljwc11ap9hmj8p7oexp0,05/07/2025,2025,USA_USL_Cup,results
Final,83ofahqz18rq6ygkjsh8wsus,Sacramento,https://www.scoresway.com/en_GB/soccer/usl-cup-2025/adjtgj9xe9or4bx3nn2pso9hw/teams/view/7neuneh44n9rtsfsh6r0sb9no,Hartford Ath,https://www.scoresway.com/en_GB/soccer/usl-cup-2025/adjtgj9xe9or4bx3nn2pso9hw/teams/view/2n3wgr89m7jl8tmioemit2pgq,https://www.scoresway.com/en_GB/soccer/usl-cup-2025/adjtgj9xe9or4bx3nn2pso9hw/match/view/83ofahqz18rq6ygkjsh8wsus,05/10/2025,2025,USA_USL_Cup,results
Semi-finals,b5dxakugtk72ad8k7y17qpt78,Rhode Island,https://www.scoresway.com/en_GB/soccer/usl-cup-2025/adjtgj9xe9or4bx3nn2pso9hw/teams/view/daicfonrbj124lu2la2rctxck,Sacramento,https://www.scoresway.com/en_GB/soccer/usl-cup-2025/adjtgj9xe9or4bx3nn2pso9hw/teams/view/7neuneh44n9rtsfsh6r0sb9no,https://www.scoresway.com/en_GB/soccer/usl-cup-2025/adjtgj9xe9or4bx3nn2pso9hw/match/view/b5dxakugtk72ad8k7y17qpt78,11/09/2025,2025,USA_USL_Cup,results
Semi-finals,b5ttfdus5ms483ule2gf6chlg,Hartford Ath,https://www.scoresway.com/en_GB/soccer/usl-cup-2025/adjtgj9xe9or4bx3nn2pso9hw/teams/view/2n3wgr89m7jl8tmioemit2pgq,Greenville,https://www.scoresway.com/en_GB/soccer/usl-cup-2025/adjtgj9xe9or4bx3nn2pso9hw/teams/view/9feqf3iawhgmv76pzwdebdv8q,https://www.scoresway.com/en_GB/soccer/usl-cup-2025/adjtgj9xe9or4bx3nn2pso9hw/match/view/b5ttfdus5ms483ule2gf6chlg,11/09/2025,2025,USA_USL_Cup,results
Group Stage,4d0g1bx6hxxlk59jzcwblvms4,El Paso Loco,https://www.scoresway.com/en_GB/soccer/usl-cup-2025/adjtgj9xe9or4bx3nn2pso9hw/teams/view/5h878vnmkbuy2ummddprusxgq,Phoenix Rising,https://www.scoresway.com/en_GB/soccer/usl-cup-2025/adjtgj9xe9or4bx3nn2pso9hw/teams/view/2iwybwokic7nmr1t33abdbjoq,https://www.scoresway.com/en_GB/soccer/usl-cup-2025/adjtgj9xe9or4bx3nn2pso9hw/match/view/4d0g1bx6hxxlk59jzcwblvms4,20/07/2025,2025,USA_USL_Cup,results
Quarter-finals,7x1ujylae59c1t0hz96zpfggk,Indy Eleven,https://www.scoresway.com/en_GB/soccer/usl-cup-2025/adjtgj9xe9or4bx3nn2pso9hw/teams/view/8cpjplodpphtkbt0hq8sr8mqs,Greenville,https://www.scoresway.com/en_GB/soccer/usl-cup-2025/adjtgj9xe9or4bx3nn2pso9hw/teams/view/9feqf3iawhgmv76pzwdebdv8q,https://www.scoresway.com/en_GB/soccer/usl-cup-2025/adjtgj9xe9or4bx3nn2pso9hw/match/view/7x1ujylae59c1t0hz96zpfggk,21/08/2025,2025,USA_USL_Cup,results
Quarter-finals,7xhul3rcxe7qsrmp1tek91nh0,Rhode Island,https://www.scoresway.com/en_GB/soccer/usl-cup-2025/adjtgj9xe9or4bx3nn2pso9hw/teams/view/daicfonrbj124lu2la2rctxck,Legion,https://www.scoresway.com/en_GB/soccer/usl-cup-2025/adjtgj9xe9or4bx3nn2pso9hw/teams/view/c9xffml4i7ihblp1qhus9w3fu,https://www.scoresway.com/en_GB/soccer/usl-cup-2025/adjtgj9xe9or4bx3nn2pso9hw/match/view/7xhul3rcxe7qsrmp1tek91nh0,21/08/2025,2025,USA_USL_Cup,results
Quarter-finals,7xujii9uvg28go3gpwgyelc0k,Loudoun Utd,https://www.scoresway.com/en_GB/soccer/usl-cup-2025/adjtgj9xe9or4bx3nn2pso9hw/teams/view/5x54jbfk11lrsmipgsx7cdbai,Sacramento,https://www.scoresway.com/en_GB/soccer/usl-cup-2025/adjtgj9xe9or4bx3nn2pso9hw/teams/view/7neuneh44n9rtsfsh6r0sb9no,https://www.scoresway.com/en_GB/soccer/usl-cup-2025/adjtgj9xe9or4bx3nn2pso9hw/match/view/7xujii9uvg28go3gpwgyelc0k,21/08/2025,2025,USA_USL_Cup,results
Quarter-finals,7y7bjdmigoyfpz0krgk98c9as,San Antonio,https://www.scoresway.com/en_GB/soccer/usl-cup-2025/adjtgj9xe9or4bx3nn2pso9hw/teams/view/87c66ubwpzykovmkaf1t46bis,Hartford Ath,https://www.scoresway.com/en_GB/soccer/usl-cup-2025/adjtgj9xe9or4bx3nn2pso9hw/teams/view/2n3wgr89m7jl8tmioemit2pgq,https://www.scoresway.com/en_GB/soccer/usl-cup-2025/adjtgj9xe9or4bx3nn2pso9hw/match/view/7y7bjdmigoyfpz0krgk98c9as,21/08/2025,2025,USA_USL_Cup,results
Group Stage,4djvpihx98h8kyyka5ytmxous,Union Omaha,https://www.scoresway.com/en_GB/soccer/usl-cup-2025/adjtgj9xe9or4bx3nn2pso9hw/teams/view/f0zwopssynz58fycvsh0vqpgq,Texoma,https://www.scoresway.com/en_GB/soccer/usl-cup-2025/adjtgj9xe9or4bx3nn2pso9hw/teams/view/6zo63arvx9j17uluumdsbewb8,https://www.scoresway.com/en_GB/soccer/usl-cup-2025/adjtgj9xe9or4bx3nn2pso9hw/match/view/4djvpihx98h8kyyka5ytmxous,24/07/2025,2025,USA_USL_Cup,results
Group Stage,3tqhsjny5muz06rmk6m1951xw,One Knoxville,https://www.scoresway.com/en_GB/soccer/usl-cup-2025/adjtgj9xe9or4bx3nn2pso9hw/teams/view/6ihu2mwc488rjv6ca1mg20wes,Indy Eleven,https://www.scoresway.com/en_GB/soccer/usl-cup-2025/adjtgj9xe9or4bx3nn2pso9hw/teams/view/8cpjplodpphtkbt0hq8sr8mqs,https://www.scoresway.com/en_GB/soccer/usl-cup-2025/adjtgj9xe9or4bx3nn2pso9hw/match/view/3tqhsjny5muz06rmk6m1951xw,25/05/2025,2025,USA_USL_Cup,results
Group Stage,3i4qhep5jj16azzuvun4shses,North Carolina,https://www.scoresway.com/en_GB/soccer/usl-cup-2025/adjtgj9xe9or4bx3nn2pso9hw/teams/view/6597wqy6gmpv3zjx7rp8cdj46,Independence,https://www.scoresway.com/en_GB/soccer/usl-cup-2025/adjtgj9xe9or4bx3nn2pso9hw/teams/view/1jonibkcr7qa3eozzxh0dcxd5,https://www.scoresway.com/en_GB/soccer/usl-cup-2025/adjtgj9xe9or4bx3nn2pso9hw/match/view/3i4qhep5jj16azzuvun4shses,26/04/2025,2025,USA_USL_Cup,results
Group Stage,3k2lfqsocn5yy0y8xag5wb5sk,Detroit City,https://www.scoresway.com/en_GB/soccer/usl-cup-2025/adjtgj9xe9or4bx3nn2pso9hw/teams/view/b1rpb2ox52uxcmjrsnqd95pk5,Pittsburgh,https://www.scoresway.com/en_GB/soccer/usl-cup-2025/adjtgj9xe9or4bx3nn2pso9hw/teams/view/224tl8u2smnbyliroayk69nt0,https://www.scoresway.com/en_GB/soccer/usl-cup-2025/adjtgj9xe9or4bx3nn2pso9hw/match/view/3k2lfqsocn5yy0y8xag5wb5sk,26/04/2025,2025,USA_USL_Cup,results
