liga,temporada,equipo,id,nombre,posicion,dorsal,Games Played,Goals,Yellow Cards,Total Red Cards,Straight Red Cards,Red Cards - 2nd Yellow,Substitute On,Substitute Off,Foul Attempted Tackle,Unsuccessful Corners into Box,Successful Passes Own Half,Ground Duels lost,Starts,Unsuccessful Passes Opposition Half,Interceptions,Total Fouls Conceded,Recoveries,Ground Duels,Goals Conceded Inside Box,Unsuccessful Crosses & Corners,Key Passes (Attempt Assists),Appearances,Rightside Passes,Aerial Duels,PutThrough/Blocked Distribution,Total Passes,Index,Successful Launches,Total Successful Passes ( Excl Crosses & Corners ) ,Successful Short Passes,Total Fouls Won,Unsuccessful Launches,Penalties Conceded,Throw Ins to Opposition Player,Unsuccessful Short Passes,Total Touches In Opposition Box,Corners Taken (incl short corners),Duels,Total Unsuccessful Passes ( Excl Crosses & Corners ),Duels won,Total Tackles,Touches,Aerial Duels won,Throw Ins to Own Player,Backward Passes,Successful Open Play Passes,Successful Long Passes,Open Play Passes,Successful Passes Opposition Half,Unsuccessful Long Passes,Ground Duels won,Duels lost,Times Tackled,Time Played,Forward Passes,Aerial Duels lost,PutThrough/Blocked Distribution Won,Successful Dribbles,Unsuccessful Crosses open play,Penalty Goals Conceded,Tackles Lost,Leftside Passes,Unsuccessful Passes Own Half,Goals Conceded,Total Clearances,Tackles Won,Total Losses Of Possession,Winning Goal,Blocks,Shots Off Target (inc woodwork),Successful Crosses & Corners,Successful Corners into Box,Total Shots,Unsuccessful Dribbles,Corners Won,Shots On Target ( inc goals ),Offsides,Saves Made from Inside Box,Catches,Saves Made,Saves made - parried,Penalties Faced,GK Successful Distribution,GK Unsuccessful Distribution,Goal Kicks,Punches,Successful Crosses open play,Blocked Shots,Successful Lay-offs,Goals Conceded Outside Box,Attempts from Set Pieces,Right Foot Goals,Clean Sheets,Goals from Inside Box,Home Goals,Away Goals,Overruns,Goal Assists,Assists (Intentional),Hit Woodwork,Through balls,Left Foot Goals,Unsuccessful lay-offs,Saves Made from Outside Box,Headed Goals,Handballs conceded,Own Goal Scored,Goals from Outside Box,Last Player Tackle,Drops,Saves from Penalty,Goalkeeper Smother,Penalties Saved,Second Goal Assists,Foul Won Penalty,Penalty Goals,Penalties Taken,Set Pieces Goals,Saves made - caught,Clearances Off the Line,Crosses not Claimed
Concacaf_Concacaf_Champions_Cup,2025,CF Cruz Azul,399pgumsrvtb9kcx58vw5cmlm,M. Bogusz,Midfielder,7.0,8.0,1.0,1.0,,,,2.0,6.0,9.0,2.0,32.0,29.0,6.0,25.0,2.0,14.0,15.0,51.0,3.0,5.0,8.0,8.0,52.0,5.0,3.0,150.0,10.0,,127.0,124.0,6.0,3.0,,,16.0,12.0,4.0,56.0,23.0,22.0,7.0,251.0,,2.0,40.0,123.0,3.0,146.0,101.0,7.0,22.0,34.0,14.0,502.0,37.0,5.0,1.0,9.0,3.0,,4.0,21.0,3.0,3.0,3.0,3.0,66.0,0.0,,5.0,6.0,,8.0,7.0,5.0,3.0,2.0,,,,,,,,,,4.0,7.0,2.0,,1.0,1.0,,1.0,1.0,0.0,2.0,3.0,2.0,,4.0,,,,,1.0,,,,,,,,,,,,,,,
Concacaf_Concacaf_Champions_Cup,2025,CF Cruz Azul,21pcsi974pxn7yx4uf5w6sphw,O. Campos,Defender,3.0,3.0,,,,,,,1.0,,,29.0,8.0,3.0,13.0,,1.0,11.0,21.0,,6.0,1.0,3.0,36.0,2.0,3.0,89.0,10.0,,79.0,79.0,2.0,,,3.0,10.0,9.0,,23.0,10.0,14.0,9.0,163.0,1.0,20.0,28.0,78.0,,88.0,52.0,,13.0,9.0,6.0,244.0,21.0,1.0,2.0,2.0,6.0,,2.0,4.0,3.0,,4.0,7.0,34.0,0.0,1.0,1.0,2.0,,1.0,3.0,1.0,,1.0,,,,,,,,,,2.0,1.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Concacaf_Concacaf_Champions_Cup,2025,CF Cruz Azul,7ka0c0gm382nt1vhccu787g15,W. Ditta,Defender,4.0,8.0,,1.0,,,,,,5.0,,306.0,11.0,8.0,34.0,4.0,7.0,27.0,27.0,3.0,2.0,2.0,8.0,54.0,16.0,4.0,469.0,10.0,6.0,425.0,383.0,5.0,10.0,,,17.0,3.0,,43.0,44.0,22.0,10.0,542.0,6.0,4.0,44.0,414.0,42.0,458.0,119.0,27.0,16.0,21.0,2.0,720.0,137.0,10.0,3.0,1.0,2.0,,1.0,234.0,12.0,3.0,22.0,9.0,53.0,0.0,2.0,1.0,,,1.0,,2.0,,,,,,,,,,,,,1.0,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Concacaf_Concacaf_Champions_Cup,2025,CF Cruz Azul,4yubru4y7elw6trc9qhh0obv8,J. Durán,Midfielder,40.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Concacaf_Concacaf_Champions_Cup,2025,CF Cruz Azul,64p7y8y2gxzz8fmunj9lcj2s5,L. Faravelli,Midfielder,8.0,8.0,1.0,3.0,,,,,7.0,11.0,,130.0,27.0,8.0,26.0,5.0,16.0,24.0,54.0,1.0,,3.0,8.0,86.0,1.0,13.0,286.0,10.0,,255.0,250.0,9.0,1.0,,1.0,24.0,1.0,1.0,55.0,31.0,28.0,16.0,355.0,1.0,1.0,55.0,248.0,5.0,278.0,125.0,7.0,27.0,27.0,5.0,559.0,69.0,,8.0,2.0,,,8.0,76.0,5.0,1.0,4.0,8.0,41.0,0.0,1.0,2.0,,,4.0,,1.0,2.0,,,,,,,,,,,,1.0,4.0,,,1.0,1.0,,1.0,0.0,,,,,,,,,,1.0,,1.0,,,,,,,,,,,,,
Concacaf_Concacaf_Champions_Cup,2025,CF Cruz Azul,bc4lkvpu7xma5dejq23ikv1ed,G. Fernández,Forward,21.0,8.0,2.0,1.0,,,,4.0,3.0,5.0,,16.0,19.0,4.0,29.0,,12.0,9.0,43.0,,4.0,5.0,8.0,27.0,21.0,8.0,85.0,10.0,,58.0,55.0,9.0,,,,24.0,24.0,,64.0,27.0,36.0,6.0,168.0,12.0,,13.0,55.0,3.0,82.0,42.0,3.0,24.0,28.0,10.0,379.0,29.0,9.0,4.0,9.0,4.0,,2.0,16.0,2.0,,3.0,4.0,57.0,0.0,,4.0,,,8.0,2.0,4.0,4.0,2.0,,,,,,,,,,,5.0,,,,1.0,1.0,1.0,2.0,0.0,1.0,,,1.0,,1.0,1.0,,,3.0,,1.0,,,,,,,,,,,,,
Concacaf_Concacaf_Champions_Cup,2025,CF Cruz Azul,2yb5ohfkaeqz1fj4yecac7tp0,B. Gamboa,Forward,41.0,2.0,,,,,,2.0,,,,9.0,2.0,,1.0,,1.0,3.0,2.0,,,,2.0,2.0,2.0,2.0,22.0,10.0,,20.0,20.0,,,,,2.0,2.0,1.0,4.0,2.0,1.0,,31.0,1.0,,8.0,19.0,,21.0,11.0,,,3.0,2.0,57.0,2.0,1.0,2.0,,,,,10.0,1.0,,,,7.0,0.0,,,,,,1.0,2.0,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,
Concacaf_Concacaf_Champions_Cup,2025,CF Cruz Azul,5yc9y7f8aoxptz1o4ieu22ezu,A. García,Midfielder,17.0,2.0,,1.0,,,,1.0,,1.0,,37.0,3.0,1.0,5.0,2.0,2.0,5.0,8.0,,,1.0,2.0,5.0,4.0,1.0,69.0,10.0,,61.0,48.0,,1.0,1.0,,5.0,1.0,1.0,12.0,8.0,8.0,5.0,81.0,3.0,,3.0,57.0,13.0,65.0,25.0,3.0,5.0,4.0,1.0,112.0,24.0,1.0,,,,,,37.0,3.0,,,5.0,9.0,0.0,,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Concacaf_Concacaf_Champions_Cup,2025,CF Cruz Azul,84aebyqt0y9r2jjml4u1z0ij9,G. Giakoumakis,Forward,11.0,2.0,,,,,,2.0,,,,,2.0,,1.0,,2.0,1.0,3.0,,,,2.0,1.0,4.0,2.0,2.0,10.0,,,,,,,,2.0,2.0,,7.0,2.0,2.0,1.0,9.0,1.0,,,,,2.0,,,1.0,5.0,1.0,26.0,1.0,3.0,2.0,,,,,,1.0,,,1.0,4.0,0.0,,1.0,,,2.0,,2.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Concacaf_Concacaf_Champions_Cup,2025,CF Cruz Azul,d35wc44m5l0437fxr39o4ss15,A. Gudiño,Goalkeeper,1.0,2.0,,,,,,,,,,65.0,,2.0,5.0,,,22.0,,,,,2.0,14.0,,,75.0,10.0,2.0,67.0,62.0,,3.0,,,,,,,8.0,,,96.0,,,,58.0,5.0,64.0,2.0,8.0,,,,180.0,33.0,,,,,,,28.0,3.0,,1.0,,9.0,0.0,,,,,,,,,,3.0,2.0,4.0,,1.0,18.0,1.0,8.0,,,,,,,,2.0,,,,,,,,,,,1.0,,,,,,,1.0,2.0,1.0,,,,,,,,
