liga,temporada,equipo,id,nombre,posicion,dorsal,Total Passes,Total Clearances,Offsides,Foul Attempted Tackle,Through balls,Unsuccessful Long Passes,Time Played,Starts,Duels,Index,Aerial Duels lost,Clean Sheets,Penalty Goals Conceded,Interceptions,Total Successful Passes ( Excl Crosses & Corners ) ,Leftside Passes,Total Shots,Unsuccessful Crosses open play,Total Fouls Conceded,Open Play Passes,Aerial Duels won,Throw Ins to Own Player,Blocks,Total Tackles,Successful Short Passes,Unsuccessful Passes Opposition Half,Recoveries,Games Played,Appearances,Unsuccessful Dribbles,PutThrough/Blocked Distribution,Ground Duels lost,Unsuccessful Passes Own Half,Successful Crosses & Corners,Unsuccessful Short Passes,Duels lost,Forward Passes,Ground Duels,Successful Passes Opposition Half,Goals Conceded Outside Box,Unsuccessful Launches,Backward Passes,Successful Long Passes,Rightside Passes,Duels won,Ground Duels won,Corners Won,Successful Crosses open play,Total Losses Of Possession,Shots On Target ( inc goals ),Tackles Lost,Total Unsuccessful Passes ( Excl Crosses & Corners ),Shots Off Target (inc woodwork),PutThrough/Blocked Distribution Won,Substitute Off,Throw Ins to Opposition Player,Blocked Shots,Total Touches In Opposition Box,Successful Launches,Times Tackled,Total Fouls Won,Tackles Won,Successful Dribbles,Goals Conceded Inside Box,Successful Open Play Passes,Aerial Duels,Goals Conceded,Successful Passes Own Half,Key Passes (Attempt Assists),Successful Lay-offs,Unsuccessful Crosses & Corners,Touches,Winning Goal,Attempts from Set Pieces,Clearances Off the Line,Substitute On,Yellow Cards,Goals from Inside Box,Handballs conceded,Overruns,Penalties Taken,Left Foot Goals,Goal Assists,Goals,Right Foot Goals,Unsuccessful lay-offs,Penalty Goals,Assists (Intentional),Home Goals,Away Goals,Headed Goals,Successful Corners into Box,Unsuccessful Corners into Box,Corners Taken (incl short corners),GK Successful Distribution,Saves Made from Inside Box,Saves Made,Goalkeeper Smother,Saves Made from Outside Box,Saves made - parried,Drops,GK Unsuccessful Distribution,Goal Kicks,Punches,Catches,Goals from Outside Box,Hit Woodwork,Straight Red Cards,Total Red Cards,Foul Won Penalty,Set Pieces Goals,Second Goal Assists,Penalties Conceded,Saves made - caught,Penalties Faced,Last Player Tackle,Saves from Penalty,Penalties Saved,Red Cards - 2nd Yellow,Penalties Off Target,Own Goal Scored,Crosses not Claimed,Other Goals,Last Man Tackle
Mexico_Liga_MX,2022-2023,CF América,9h4vvepqxghptj4mak1v8nsnp,P. Aquino,Midfielder,5,521.0,14.0,,14.0,1.0,11.0,639.0,6.0,127.0,10.0,20.0,1.0,,11.0,470.0,201.0,5.0,1.0,26.0,506.0,30.0,2.0,4.0,16.0,448.0,29.0,76.0,17.0,17.0,2.0,11.0,43.0,23.0,,40.0,63.0,141.0,77.0,219.0,3.0,3.0,50.0,22.0,129.0,64.0,34.0,,,70.0,1.0,7.0,51.0,4.0,7.0,4.0,1.0,1.0,5.0,,7.0,15.0,9.0,3.0,4.0,455.0,50.0,7.0,251.0,5.0,,1.0,631.0,0.0,,,11.0,6.0,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mexico_Liga_MX,2022-2023,CF América,c2sm93wtigxc9gl3ayobtucph,N. Araújo,Defender,14,694.0,46.0,,5.0,1.0,49.0,1399.0,16.0,100.0,10.0,21.0,3.0,3.0,17.0,594.0,272.0,1.0,1.0,14.0,685.0,37.0,1.0,12.0,16.0,508.0,67.0,79.0,17.0,17.0,,7.0,20.0,35.0,1.0,51.0,41.0,248.0,42.0,201.0,4.0,21.0,44.0,86.0,130.0,59.0,22.0,,1.0,108.0,,1.0,100.0,1.0,3.0,3.0,,1.0,7.0,8.0,1.0,2.0,15.0,4.0,14.0,585.0,58.0,18.0,394.0,2.0,,2.0,830.0,0.0,,,1.0,3.0,,,,,,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mexico_Liga_MX,2022-2023,CF América,3l0ic1vk57ensflic4gb7tu5l,N. Benedetti,Midfielder,14,351.0,4.0,5.0,9.0,,13.0,1163.0,14.0,167.0,10.0,8.0,,1.0,6.0,281.0,80.0,23.0,38.0,18.0,330.0,2.0,12.0,,15.0,272.0,119.0,58.0,16.0,16.0,39.0,22.0,87.0,10.0,15.0,57.0,95.0,132.0,157.0,226.0,1.0,,67.0,9.0,72.0,72.0,70.0,13.0,9.0,234.0,8.0,6.0,70.0,15.0,8.0,10.0,1.0,5.0,42.0,2.0,58.0,27.0,9.0,29.0,17.0,261.0,10.0,18.0,70.0,20.0,,59.0,685.0,0.0,2.0,,2.0,1.0,2.0,2.0,11.0,,,2.0,3.0,3.0,,,2.0,1.0,2.0,,7.0,17.0,31.0,,,,,,,,,,,,1.0,,,,1.0,,,,,,,,,,,,,,
Mexico_Liga_MX,2022-2023,CF América,27iavtifrrmchjsoel3xgpgyc,J. Blanco,Defender,187,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mexico_Liga_MX,2022-2023,CF América,3y4ih5mddq0begj4lvsob5las,K. Campos,Midfielder,190,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mexico_Liga_MX,2022-2023,CF América,claujooxyw4dzynzmy752r3l5,S. Cáceres,Defender,4,685.0,29.0,,4.0,,35.0,1354.0,15.0,109.0,10.0,24.0,4.0,2.0,17.0,590.0,133.0,6.0,1.0,12.0,663.0,36.0,,12.0,15.0,558.0,45.0,76.0,16.0,16.0,2.0,8.0,18.0,51.0,,60.0,42.0,276.0,49.0,150.0,2.0,13.0,25.0,32.0,251.0,67.0,31.0,4.0,,110.0,3.0,6.0,95.0,3.0,4.0,1.0,,1.0,10.0,9.0,3.0,10.0,9.0,6.0,15.0,571.0,60.0,17.0,440.0,,,1.0,822.0,0.0,,1.0,1.0,2.0,1.0,,,,,,1.0,,,,,0.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,
Mexico_Liga_MX,2022-2023,CF América,evk0esdocrzt5zxqmv4ostdcl,J. Damm,Midfielder,25,38.0,1.0,1.0,,,,122.0,,16.0,10.0,,,1.0,1.0,31.0,14.0,2.0,15.0,2.0,38.0,1.0,1.0,1.0,1.0,31.0,19.0,8.0,6.0,6.0,3.0,,6.0,3.0,1.0,7.0,6.0,4.0,15.0,21.0,1.0,,12.0,,8.0,10.0,9.0,1.0,1.0,29.0,2.0,1.0,7.0,,,,1.0,,8.0,,4.0,2.0,,6.0,1.0,31.0,1.0,2.0,11.0,1.0,,15.0,81.0,0.0,,,6.0,1.0,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mexico_Liga_MX,2022-2023,CF América,733ho2s9aqwwxzbqfiia3b7bp,Álvaro Fidalgo,Midfielder,8,1295.0,7.0,,5.0,4.0,38.0,1556.0,16.0,184.0,10.0,9.0,3.0,3.0,16.0,1179.0,269.0,13.0,11.0,7.0,1258.0,5.0,6.0,6.0,37.0,1081.0,116.0,120.0,21.0,21.0,19.0,25.0,68.0,13.0,3.0,78.0,77.0,396.0,170.0,745.0,2.0,5.0,122.0,98.0,508.0,107.0,102.0,4.0,3.0,194.0,6.0,16.0,116.0,7.0,14.0,4.0,2.0,4.0,17.0,,40.0,32.0,21.0,33.0,14.0,1144.0,14.0,16.0,437.0,15.0,1.0,13.0,1569.0,1.0,1.0,,5.0,,2.0,,1.0,,,5.0,3.0,3.0,,,3.0,2.0,1.0,,,1.0,1.0,,,,,,,,,,,,1.0,2.0,,,,,1.0,,,,,,,,,,,,
Mexico_Liga_MX,2022-2023,CF América,bh5emxazjkbwd6i86qx30hfit,L. Fuentes,Defender,2,704.0,21.0,1.0,4.0,1.0,33.0,1421.0,16.0,144.0,10.0,16.0,5.0,3.0,16.0,586.0,22.0,14.0,45.0,12.0,698.0,28.0,133.0,,32.0,553.0,123.0,76.0,18.0,18.0,15.0,22.0,38.0,40.0,22.0,85.0,54.0,260.0,100.0,369.0,4.0,17.0,148.0,33.0,274.0,90.0,62.0,6.0,22.0,214.0,3.0,17.0,118.0,11.0,7.0,3.0,15.0,7.0,35.0,6.0,19.0,23.0,15.0,7.0,13.0,580.0,44.0,17.0,239.0,15.0,,45.0,1115.0,0.0,,,2.0,2.0,,1.0,3.0,,,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mexico_Liga_MX,2022-2023,CF América,5p7vnxzkpfxp3fcr7lhspyu50,F. García,Forward,192,2.0,,,,,,12.0,,1.0,10.0,,,,,2.0,1.0,,,1.0,2.0,,,,,2.0,,,1.0,1.0,,,1.0,,,,1.0,,1.0,2.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,2.0,0.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
