root_folder,liga,temporada,equipo,equipo_folder,id,nombre,posicion,dorsal,Games Played,Goals,Yellow Cards,Total Red Cards,Straight Red Cards,Red Cards - 2nd Yellow,Substitute On,Substitute Off
testeo_ligas_norteamerica,USA_MLS,2012,CD Chivas USA,CD_Chivas_USA,4695nvcz8lcrklltxvalcizmd,J. Agudelo,Attacker,11.0,24,3,1,0,0,0,7,8
testeo_ligas_norteamerica,USA_MLS,2012,CD Chivas USA,CD_Chivas_USA,240bbi4reufnly4skbh5x2zf9,J. Ángel,Attacker,9.0,19,4,1,0,0,0,10,4
testeo_ligas_norteamerica,USA_MLS,2012,CD Chivas USA,CD_Chivas_USA,dmwxlqucazmduaf7pg4p5vkyd,M. Bolaños,Attacker,17.0,24,3,5,0,0,0,3,7
testeo_ligas_norteamerica,USA_MLS,2012,CD Chivas USA,CD_Chivas_USA,17lezw5ddbkaw7vbr527btnth,T. Bowen,Attacker,20.0,5,0,0,0,0,0,2,3
testeo_ligas_norteamerica,USA_MLS,2012,CD Chivas USA,CD_Chivas_USA,660v06ea5hufw7gw081tsq6s5,B. Burling,Defender,2.0,3,0,1,0,0,0,0,0
testeo_ligas_norteamerica,USA_MLS,2012,CD Chivas USA,CD_Chivas_USA,528w0pwheptrz9ax73nq5nqvp,D. Califf,Defender,23.0,23,1,2,0,0,0,0,2
testeo_ligas_norteamerica,USA_MLS,2012,CD Chivas USA,CD_Chivas_USA,cwaew5g2mcscpl8rlob0e3dg5,P. Cardozo,Midfielder,30.0,10,1,0,0,0,0,1,8
testeo_ligas_norteamerica,USA_MLS,2012,CD Chivas USA,CD_Chivas_USA,2agp4dgrig3guo9byus886axh,É. Correa,Attacker,27.0,16,2,1,0,0,0,9,2
testeo_ligas_norteamerica,USA_MLS,2012,CD Chivas USA,CD_Chivas_USA,8lc21lthe9drp5375h6dzi5sl,L. Courtois,Midfielder,16.0,17,1,0,0,0,0,8,6
testeo_ligas_norteamerica,USA_MLS,2012,CD Chivas USA,CD_Chivas_USA,a7e4giaiuvuakmt7iw09mh9lh,M. Delgado,Midfielder,12.0,1,0,0,0,0,0,1,0
testeo_ligas_norteamerica,USA_MLS,2012,CD Chivas USA,CD_Chivas_USA,8aaz5w3sc3lj7asgiodmochqt,J. Villafaña,Defender,19.0,14,1,1,0,0,0,5,1
testeo_ligas_norteamerica,USA_MLS,2012,CD Chivas USA,CD_Chivas_USA,4id0nrrejc3n3mmpqf5l910b9,B. Gavin,Midfielder,18.0,11,0,0,0,0,0,6,4
