liga,temporada,equipo,id,nombre,posicion,dorsal,Total Losses Of Possession,Ground Duels lost,Shots Off Target (inc woodwork),Successful Dribbles,Total Fouls Conceded,Leftside Passes,Penalty Goals Conceded,Ground Duels won,Throw Ins to Opposition Player,Recoveries,Throw Ins to Own Player,Goals Conceded Outside Box,Total Passes,Clearances Off the Line,Touches,Aerial Duels lost,Shots On Target ( inc goals ),Unsuccessful Passes Own Half,Total Successful Passes ( Excl Crosses & Corners ) ,Time Played,Duels,Total Touches In Opposition Box,Corners Won,Ground Duels,Unsuccessful Crosses open play,Goals Conceded Inside Box,Unsuccessful Crosses & Corners,Index,Duels won,Hit Woodwork,Yellow Cards,Successful Open Play Passes,Successful Passes Own Half,Successful Lay-offs,Successful Short Passes,Unsuccessful Long Passes,PutThrough/Blocked Distribution Won,Duels lost,Successful Crosses & Corners,Successful Crosses open play,Total Shots,Goals Conceded,Total Unsuccessful Passes ( Excl Crosses & Corners ),Total Tackles,Unsuccessful Short Passes,Backward Passes,Forward Passes,Aerial Duels won,Appearances,Clean Sheets,Successful Passes Opposition Half,Unsuccessful Dribbles,Games Played,Total Clearances,Tackles Won,Tackles Lost,Aerial Duels,Open Play Passes,Key Passes (Attempt Assists),Unsuccessful Launches,Times Tackled,Successful Long Passes,Total Fouls Won,Rightside Passes,Successful Launches,PutThrough/Blocked Distribution,Interceptions,Blocks,Starts,Foul Attempted Tackle,Unsuccessful Passes Opposition Half,Winning Goal,Corners Taken (incl short corners),Through balls,Substitute Off,Substitute On,Unsuccessful Corners into Box,Goals from Inside Box,Handballs conceded,Goals,Right Foot Goals,Blocked Shots,Overruns,Unsuccessful lay-offs,Home Goals,Away Goals,Successful Corners into Box,Last Player Tackle,Left Foot Goals,Offsides,Goals from Outside Box,Headed Goals,Straight Red Cards,Total Red Cards,Assists (Intentional),Goal Assists,Penalties Conceded,Attempts from Set Pieces,Red Cards - 2nd Yellow,Goal Kicks,GK Successful Distribution,Foul Won Penalty,Second Goal Assists,Saves Made from Outside Box,Saves Made,Penalties Faced,GK Unsuccessful Distribution,Punches,Catches,Goalkeeper Smother,Saves Made from Inside Box,Drops,Saves made - parried,Set Pieces Goals,Penalties Taken,Penalty Goals,Own Goal Scored,Saves made - caught,Saves from Penalty,Penalties Saved,Crosses not Claimed,Other Goals,Penalties Off Target
Mexico_Liga_MX,2023-2024,Club Necaxa,apn6ppzze0fmtri0v7gnc6ei,J. Alcántar,Defender,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mexico_Liga_MX,2023-2024,Club Necaxa,7f1an94ckip56tb183jq02s16,A. Andrade,Midfielder,13,51.0,14.0,2.0,4.0,9.0,19.0,2.0,21.0,,28.0,,,116.0,,175.0,4.0,2.0,5.0,78.0,389.0,51.0,2.0,1.0,35.0,3.0,8.0,3.0,10.0,33.0,,1.0,74.0,36.0,,76.0,11.0,3.0,18.0,,,4.0,8.0,38.0,9.0,27.0,16.0,52.0,12.0,6.0,,42.0,2.0,6.0,3.0,4.0,5.0,16.0,112.0,2.0,5.0,3.0,2.0,9.0,29.0,1.0,7.0,2.0,4.0,6.0,8.0,36.0,1.0,,,5.0,,,1.0,1.0,2.0,,1.0,1.0,,0.0,2.0,,,1.0,,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,1.0,
Mexico_Liga_MX,2023-2024,Club Necaxa,ehj1pabo9ovixh46axxz0bglx,F. Arce,Midfielder,33,115.0,43.0,4.0,5.0,17.0,87.0,2.0,52.0,,74.0,3.0,,387.0,,557.0,5.0,4.0,24.0,298.0,1046.0,111.0,6.0,1.0,95.0,2.0,17.0,2.0,10.0,63.0,,5.0,287.0,153.0,1.0,272.0,27.0,18.0,48.0,2.0,2.0,8.0,17.0,89.0,37.0,62.0,42.0,147.0,11.0,14.0,3.0,147.0,3.0,14.0,15.0,23.0,14.0,16.0,375.0,2.0,10.0,9.0,26.0,10.0,111.0,4.0,26.0,22.0,5.0,10.0,8.0,67.0,0.0,,,1.0,4.0,,1.0,,2.0,2.0,3.0,,,0.0,2.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mexico_Liga_MX,2023-2024,Club Necaxa,9hqnmrjflza9rvm8h56wrnap5,F. Batista,Forward,9,95.0,34.0,8.0,7.0,20.0,35.0,1.0,20.0,,24.0,5.0,3.0,152.0,1.0,311.0,68.0,14.0,4.0,99.0,1105.0,155.0,46.0,3.0,54.0,1.0,19.0,1.0,10.0,53.0,,3.0,86.0,28.0,9.0,92.0,1.0,14.0,102.0,1.0,1.0,22.0,22.0,53.0,5.0,52.0,33.0,36.0,33.0,15.0,1.0,72.0,3.0,15.0,21.0,1.0,4.0,101.0,139.0,8.0,,10.0,7.0,8.0,48.0,2.0,16.0,,5.0,12.0,5.0,50.0,0.0,,,5.0,3.0,,4.0,3.0,4.0,3.0,3.0,2.0,1.0,2.0,2.0,,,,3.0,,1.0,,,1.0,1.0,,,,,,,,,,,,,,,,,,,2.0,2.0,,,,,,,
Mexico_Liga_MX,2023-2024,Club Necaxa,4w5az9axyx9vldc8u8ean1bs9,D. Cambindo,Forward,27,121.0,59.0,16.0,12.0,30.0,36.0,3.0,21.0,,28.0,,7.0,151.0,,314.0,45.0,9.0,11.0,97.0,828.0,149.0,47.0,4.0,80.0,1.0,14.0,1.0,10.0,45.0,3.0,4.0,78.0,38.0,9.0,96.0,4.0,7.0,104.0,1.0,1.0,25.0,21.0,54.0,4.0,50.0,48.0,42.0,24.0,16.0,,60.0,7.0,16.0,9.0,1.0,3.0,69.0,132.0,6.0,1.0,29.0,1.0,5.0,25.0,,14.0,1.0,2.0,9.0,14.0,44.0,0.0,,2.0,6.0,7.0,,4.0,2.0,4.0,2.0,6.0,2.0,2.0,1.0,3.0,,,2.0,10.0,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,
Mexico_Liga_MX,2023-2024,Club Necaxa,eydla4uzkgvznobv6qm4njnit,J. Chancellor,Defender,34,33.0,8.0,,,3.0,40.0,,8.0,,24.0,2.0,,137.0,,205.0,3.0,,7.0,112.0,385.0,28.0,1.0,,16.0,,6.0,,10.0,17.0,,,110.0,72.0,,93.0,17.0,8.0,11.0,,,,6.0,25.0,8.0,8.0,3.0,59.0,9.0,5.0,,40.0,1.0,5.0,26.0,6.0,2.0,12.0,134.0,1.0,6.0,3.0,19.0,,35.0,4.0,10.0,6.0,2.0,5.0,1.0,18.0,0.0,,,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,
Mexico_Liga_MX,2023-2024,Club Necaxa,4am166qume7qpt7lojtm3frx0,Á. Chávez,Defender,188,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mexico_Liga_MX,2023-2024,Club Necaxa,2hi5h555in6p6fabpns68h4ru,A. Colorado,Midfielder,25,43.0,24.0,1.0,4.0,14.0,49.0,,18.0,,31.0,,,178.0,,244.0,9.0,,6.0,149.0,510.0,55.0,5.0,,42.0,,9.0,,10.0,22.0,,1.0,142.0,64.0,1.0,140.0,7.0,1.0,33.0,,,1.0,9.0,29.0,9.0,22.0,32.0,44.0,4.0,10.0,,85.0,1.0,10.0,13.0,6.0,3.0,13.0,171.0,2.0,1.0,3.0,9.0,5.0,53.0,1.0,1.0,8.0,,6.0,10.0,23.0,0.0,,1.0,5.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mexico_Liga_MX,2023-2024,Club Necaxa,5tid5s3chwxvij1r6q8fsodii,J. Cortés,Defender,24,150.0,39.0,6.0,3.0,13.0,66.0,2.0,37.0,20.0,44.0,46.0,4.0,251.0,,479.0,9.0,1.0,29.0,169.0,746.0,94.0,8.0,6.0,76.0,22.0,15.0,22.0,10.0,46.0,,2.0,166.0,77.0,,156.0,27.0,10.0,48.0,3.0,3.0,7.0,19.0,82.0,27.0,55.0,30.0,123.0,9.0,14.0,,95.0,6.0,14.0,25.0,20.0,7.0,18.0,248.0,1.0,15.0,14.0,13.0,7.0,32.0,2.0,26.0,11.0,1.0,7.0,6.0,75.0,0.0,,,1.0,7.0,,,1.0,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mexico_Liga_MX,2023-2024,Club Necaxa,agl1iwyokrjjdnc0yy0as4kr8,R. Cortéz,Midfielder,17,19.0,10.0,2.0,1.0,3.0,8.0,2.0,11.0,,11.0,,1.0,54.0,,90.0,1.0,1.0,2.0,43.0,187.0,23.0,1.0,,21.0,2.0,5.0,3.0,10.0,12.0,,2.0,40.0,21.0,,42.0,3.0,3.0,11.0,1.0,,3.0,6.0,11.0,7.0,8.0,13.0,16.0,1.0,7.0,,23.0,,7.0,2.0,3.0,4.0,2.0,50.0,3.0,,1.0,1.0,3.0,17.0,,3.0,,3.0,2.0,3.0,12.0,0.0,1.0,,2.0,5.0,,1.0,,1.0,,,,,0.0,1.0,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
