matchday,id,equipo_local,link_local,equipo_visitante,link_visitante,link_partido,date,season,liga,source
1st Round,4ru4alxz0pwdr21j29n75kb2s,Real Hope,https://www.scoresway.com/en_GB/soccer/concacaf-champions-cup-2025/2gj8eldctlh5kua3vdf9loqok/teams/view/c8mv1gwqxjatk4l5vxzyl05uh,Cruz Azul,https://www.scoresway.com/en_GB/soccer/concacaf-champions-cup-2025/2gj8eldctlh5kua3vdf9loqok/teams/view/1aw67co8uut64yckd3wbhy9t2,https://www.scoresway.com/en_GB/soccer/concacaf-champions-cup-2025/2gj8eldctlh5kua3vdf9loqok/match/view/4ru4alxz0pwdr21j29n75kb2s,05/02/2025,2025,Concacaf_Concacaf_Champions_Cup,results
1st Round,4p4r409fxu2m6gnak6lfgegb8,Forge,https://www.scoresway.com/en_GB/soccer/concacaf-champions-cup-2025/2gj8eldctlh5kua3vdf9loqok/teams/view/c2pdzdl3dgf5b0siidn2ay5ii,Monterrey,https://www.scoresway.com/en_GB/soccer/concacaf-champions-cup-2025/2gj8eldctlh5kua3vdf9loqok/teams/view/233335xtoe3e3phg3hp91xguq,https://www.scoresway.com/en_GB/soccer/concacaf-champions-cup-2025/2gj8eldctlh5kua3vdf9loqok/match/view/4p4r409fxu2m6gnak6lfgegb8,06/02/2025,2025,Concacaf_Concacaf_Champions_Cup,results
1st Round,4t6e4q36egev23benhzm0wnbo,Estelí,https://www.scoresway.com/en_GB/soccer/concacaf-champions-cup-2025/2gj8eldctlh5kua3vdf9loqok/teams/view/c4loge2orh7lwwcd6w65tebq4,Tigres,https://www.scoresway.com/en_GB/soccer/concacaf-champions-cup-2025/2gj8eldctlh5kua3vdf9loqok/teams/view/6hmo9mrlz73nwxkshwuu5vsfm,https://www.scoresway.com/en_GB/soccer/concacaf-champions-cup-2025/2gj8eldctlh5kua3vdf9loqok/match/view/4t6e4q36egev23benhzm0wnbo,06/02/2025,2025,Concacaf_Concacaf_Champions_Cup,results
1st Round,4qgq1vmebojmh09v7v8eon4es,Cavalry,https://www.scoresway.com/en_GB/soccer/concacaf-champions-cup-2025/2gj8eldctlh5kua3vdf9loqok/teams/view/41ewt71n8fqwy6trsqta1bjvu,Pumas,https://www.scoresway.com/en_GB/soccer/concacaf-champions-cup-2025/2gj8eldctlh5kua3vdf9loqok/teams/view/ayabrorjqa1bj7jk1fdqu1t57,https://www.scoresway.com/en_GB/soccer/concacaf-champions-cup-2025/2gj8eldctlh5kua3vdf9loqok/match/view/4qgq1vmebojmh09v7v8eon4es,07/02/2025,2025,Concacaf_Concacaf_Champions_Cup,results
1st Round,4r64vxrr0z0n8ylqng608ack4,Cibao,https://www.scoresway.com/en_GB/soccer/concacaf-champions-cup-2025/2gj8eldctlh5kua3vdf9loqok/teams/view/6lrtx6i2hsf52v8fh1j43f6cp,Chivas,https://www.scoresway.com/en_GB/soccer/concacaf-champions-cup-2025/2gj8eldctlh5kua3vdf9loqok/teams/view/e603sojy77s4u0ypqds2v2a1g,https://www.scoresway.com/en_GB/soccer/concacaf-champions-cup-2025/2gj8eldctlh5kua3vdf9loqok/match/view/4r64vxrr0z0n8ylqng608ack4,07/02/2025,2025,Concacaf_Concacaf_Champions_Cup,results
1st Round,4ostvgzd82f39878tr68ia49g,Monterrey,https://www.scoresway.com/en_GB/soccer/concacaf-champions-cup-2025/2gj8eldctlh5kua3vdf9loqok/teams/view/233335xtoe3e3phg3hp91xguq,Forge,https://www.scoresway.com/en_GB/soccer/concacaf-champions-cup-2025/2gj8eldctlh5kua3vdf9loqok/teams/view/c2pdzdl3dgf5b0siidn2ay5ii,https://www.scoresway.com/en_GB/soccer/concacaf-champions-cup-2025/2gj8eldctlh5kua3vdf9loqok/match/view/4ostvgzd82f39878tr68ia49g,12/02/2025,2025,Concacaf_Concacaf_Champions_Cup,results
1st Round,4ri0ylt54ux3baqfeg7q8ymfo,Cruz Azul,https://www.scoresway.com/en_GB/soccer/concacaf-champions-cup-2025/2gj8eldctlh5kua3vdf9loqok/teams/view/1aw67co8uut64yckd3wbhy9t2,Real Hope,https://www.scoresway.com/en_GB/soccer/concacaf-champions-cup-2025/2gj8eldctlh5kua3vdf9loqok/teams/view/c8mv1gwqxjatk4l5vxzyl05uh,https://www.scoresway.com/en_GB/soccer/concacaf-champions-cup-2025/2gj8eldctlh5kua3vdf9loqok/match/view/4ri0ylt54ux3baqfeg7q8ymfo,12/02/2025,2025,Concacaf_Concacaf_Champions_Cup,results
1st Round,4qsrrx0531yotby9o0o03lm38,Chivas,https://www.scoresway.com/en_GB/soccer/concacaf-champions-cup-2025/2gj8eldctlh5kua3vdf9loqok/teams/view/e603sojy77s4u0ypqds2v2a1g,Cibao,https://www.scoresway.com/en_GB/soccer/concacaf-champions-cup-2025/2gj8eldctlh5kua3vdf9loqok/teams/view/6lrtx6i2hsf52v8fh1j43f6cp,https://www.scoresway.com/en_GB/soccer/concacaf-champions-cup-2025/2gj8eldctlh5kua3vdf9loqok/match/view/4qsrrx0531yotby9o0o03lm38,13/02/2025,2025,Concacaf_Concacaf_Champions_Cup,results
1st Round,4su9ldl0rdizxj65nazqn9s7o,Tigres,https://www.scoresway.com/en_GB/soccer/concacaf-champions-cup-2025/2gj8eldctlh5kua3vdf9loqok/teams/view/6hmo9mrlz73nwxkshwuu5vsfm,Estelí,https://www.scoresway.com/en_GB/soccer/concacaf-champions-cup-2025/2gj8eldctlh5kua3vdf9loqok/teams/view/c4loge2orh7lwwcd6w65tebq4,https://www.scoresway.com/en_GB/soccer/concacaf-champions-cup-2025/2gj8eldctlh5kua3vdf9loqok/match/view/4su9ldl0rdizxj65nazqn9s7o,13/02/2025,2025,Concacaf_Concacaf_Champions_Cup,results
1st Round,4q4mxqmndbrxm3vina3keg3ys,Pumas,https://www.scoresway.com/en_GB/soccer/concacaf-champions-cup-2025/2gj8eldctlh5kua3vdf9loqok/teams/view/ayabrorjqa1bj7jk1fdqu1t57,Cavalry,https://www.scoresway.com/en_GB/soccer/concacaf-champions-cup-2025/2gj8eldctlh5kua3vdf9loqok/teams/view/41ewt71n8fqwy6trsqta1bjvu,https://www.scoresway.com/en_GB/soccer/concacaf-champions-cup-2025/2gj8eldctlh5kua3vdf9loqok/match/view/4q4mxqmndbrxm3vina3keg3ys,14/02/2025,2025,Concacaf_Concacaf_Champions_Cup,results
