liga,temporada,equipo,id,nombre,posicion,dorsal,Appearances,Backward Passes,Duels,Duels won,Final Third Touches,Forward Passes,Games Played,Goals Conceded,Goals Conceded Inside Box,Ground Duels,Ground Duels won,Key Passes (Attempt Assists),Leftside Passes,Open Play Passes,Recoveries,Rightside Passes,Shots Created,Shots Off Target (inc woodwork),Substitute On,Successful Crosses & Corners,Successful Crosses open play,Successful Open Play Passes,Successful Passes Opposition Half,Successful Passes Own Half,Successful Short Passes,Throw Ins to Own Player,Time Played,Total Fouls Won,Total Losses Of Possession,Total Passes,Total Shots,Total Successful Passes ( Excl Crosses & Corners ) ,Total Touches In Opposition Box,Total Unsuccessful Passes ( Excl Crosses & Corners ),Touches,Unsuccessful Crosses & Corners,Unsuccessful Launches,Unsuccessful Long Passes,Unsuccessful Passes Opposition Half,Unsuccessful Passes Own Half,Unsuccessful Short Passes,Winning Goal,Aerial Duels,Aerial Duels lost,Aerial Duels won,Corners Won,Duels lost,Handballs conceded,Interceptions,PutThrough/Blocked Distribution,PutThrough/Blocked Distribution Won,Starts,Successful Launches,Successful Lay-offs,Successful Long Passes,Tackles Lost,Tackles Won,Total Clearances,Total Fouls Conceded,Total Tackles,Blocks,Corners Taken (incl short corners),Hit Woodwork,Penalties Off Target,Penalties Taken,Substitute Off,Successful Corners into Box,Successful Dribbles,Throw Ins to Opposition Player,Total Big Chances Missed,Unsuccessful Corners into Box,Foul Attempted Tackle,Ground Duels lost,Offsides,Shots On Target ( inc goals ),Yellow Cards,Times Tackled,Unsuccessful Crosses open play,Unsuccessful Dribbles,Blocked Shots,GK Successful Distribution,Goal Kicks,Foul Won Penalty,Catches,Punches,Saves Made,Saves Made from Inside Box,Saves Made from Outside Box,Saves made - parried,Total Big Chances Saved,Goals Conceded Outside Box,Overruns,Penalty Goals Conceded,Penalties Conceded,GK Unsuccessful Distribution,Penalties Faced,Unsuccessful lay-offs,Carries,Progressive Carries,Total Big Chances Created,Goals,Goals Openplay,Goals from Inside Box,Right Foot Goals,Total Big Chances Scored,Home Goals,Away Goals,Attempts from Set Pieces,Penalty Goals,Assists (Intentional),Goal Assists,Straight Red Cards,Total Red Cards,Clean Sheets,Left Foot Goals,Through balls,Headed Goals,Goalkeeper Smother,Own Goal Scored,Red Cards - 2nd Yellow,Direct Setpiece Goals,Goals from Outside Box,Set Pieces Goals,Drops,Penalties Saved,Saves from Penalty,Clearances Off the Line,Second Goal Assists,Saves made - caught,Crosses not Claimed,Other Goals,Last Player Tackle
USA_US_Open_Cup,2026,Loudoun United FC,agl19e1fx5123lk28avksxb3e,A. Aboukoura,Forward,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_US_Open_Cup,2026,Loudoun United FC,3s4h75bf1gezsbwcn51lpjs6i,N. Adnan,Defender,2,2.0,2.0,8.0,5.0,4.0,45.0,2.0,2.0,2.0,7.0,4.0,,42.0,95.0,8.0,12.0,,,,,,87.0,39.0,54.0,84.0,1.0,179.0,,13.0,101.0,,93.0,,8.0,129.0,,2.0,4.0,5.0,3.0,4.0,0.0,1.0,,1.0,,3.0,,4.0,,,2.0,3.0,,9.0,1.0,3.0,10.0,2.0,4.0,2.0,,,,,1.0,,,2.0,,,2.0,3.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,22.0,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_US_Open_Cup,2026,Loudoun United FC,d539xjkdwt1i77f0czbvo8ull,B. Akinyode,Defender,21,2.0,5.0,19.0,14.0,1.0,47.0,2.0,2.0,2.0,11.0,9.0,,19.0,99.0,9.0,31.0,,,,,,82.0,28.0,57.0,81.0,1.0,180.0,3.0,17.0,102.0,,85.0,,17.0,140.0,,4.0,7.0,10.0,7.0,10.0,0.0,8.0,3.0,5.0,,5.0,,2.0,1.0,,2.0,1.0,,4.0,1.0,4.0,20.0,2.0,5.0,5.0,,,,,,,1.0,,,,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_US_Open_Cup,2026,Loudoun United FC,kee0v2vxwolzjumwxhz2ub8q,R. Aman,Defender,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_US_Open_Cup,2026,Loudoun United FC,5fhb206czgy2ul5j0tsqeo7ah,E. Amoh,Forward,25,2.0,22.0,27.0,12.0,44.0,8.0,2.0,1.0,1.0,16.0,6.0,2.0,12.0,55.0,11.0,13.0,3.0,3.0,,,,35.0,29.0,6.0,35.0,,156.0,4.0,37.0,55.0,4.0,35.0,8.0,20.0,84.0,,,1.0,17.0,3.0,19.0,1.0,11.0,5.0,6.0,,15.0,,,3.0,,2.0,,,,,,1.0,2.0,,,,,,,1.0,,2.0,,1.0,,2.0,10.0,1.0,1.0,,8.0,,3.0,,,,,,,,,,,,,,,,,,,20.0,7.0,,1.0,1.0,1.0,1.0,1.0,0.0,1.0,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,
USA_US_Open_Cup,2026,Loudoun United FC,5jo2bkbs00nbvcoik2i3nvuuh,E. Armstrong,Defender,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_US_Open_Cup,2026,Loudoun United FC,7ehcrcdv82ib5fkpo3498gpgp,K. Awuah,Defender,6,2.0,5.0,6.0,4.0,6.0,24.0,2.0,2.0,2.0,5.0,3.0,,3.0,55.0,4.0,23.0,,,2.0,,,44.0,19.0,25.0,41.0,7.0,87.0,,18.0,55.0,,44.0,,11.0,78.0,,2.0,5.0,6.0,5.0,6.0,0.0,1.0,,1.0,,2.0,,,3.0,1.0,,,,3.0,1.0,1.0,5.0,,2.0,,,,,,,,1.0,3.0,,,,2.0,,,,2.0,,,,,,,,,,,,,,,1.0,,,,,,11.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_US_Open_Cup,2026,Loudoun United FC,3gzatxlefe9axcrqyllbtrzmc,E. Bandré,Goalkeeper,41,2.0,,1.0,1.0,,29.0,2.0,2.0,2.0,,,,12.0,21.0,17.0,6.0,,,,,,15.0,7.0,24.0,20.0,,180.0,1.0,16.0,47.0,,31.0,,16.0,66.0,,9.0,16.0,13.0,3.0,,0.0,1.0,,1.0,,,,,,,2.0,2.0,,11.0,,,2.0,,,,,,,,,,,,,,,,,,,,,,,24.0,19.0,,1.0,,5.0,2.0,3.0,1.0,1.0,,,,,5.0,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_US_Open_Cup,2026,Loudoun United FC,1o5qnb5ktq4u6t11lj3fqntg,A. Beaudry,Goalkeeper,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_US_Open_Cup,2026,Loudoun United FC,b6t0f1g03ixymivs4fbaiewic,J. Erlandson,Defender,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
