liga,temporada,equipo,id,nombre,posicion,dorsal,Time Played,Goals Conceded Inside Box,Starts,Appearances,Index,Goals Conceded,Games Played,Substitute Off,Yellow Cards,Substitute On,Goals,Total Red Cards,Straight Red Cards,Red Cards - 2nd Yellow,Open Play Passes,Successful Passes Opposition Half,Aerial Duels lost,Total Passes,Touches,Total Touches In Opposition Box,Successful Long Passes,Duels,Leftside Passes,Successful Open Play Passes,Total Successful Passes ( Excl Crosses & Corners ) ,Aerial Duels,Duels lost,Saves Made,GK Successful Distribution,Unsuccessful Launches,Unsuccessful Long Passes,Total Losses Of Possession,Successful Passes Own Half,Unsuccessful Short Passes,Successful Short Passes,Total Unsuccessful Passes ( Excl Crosses & Corners ),Rightside Passes,Key Passes (Attempt Assists),Unsuccessful Passes Opposition Half,Recoveries,Unsuccessful Passes Own Half,Catches,Forward Passes,Saves Made from Outside Box,Saves made - parried,Total Clearances,Saves Made from Inside Box,Penalties Faced,Saves made - caught,GK Unsuccessful Distribution,Throw Ins to Own Player,Backward Passes,Interceptions,Penalties Conceded,Successful Launches,Corners Won,Total Tackles,Total Fouls Conceded,Foul Attempted Tackle,Ground Duels,Duels won,Total Fouls Won,Aerial Duels won,Ground Duels lost,Tackles Won,Ground Duels won,Unsuccessful Crosses open play,Unsuccessful Crosses & Corners,Tackles Lost,PutThrough/Blocked Distribution,Blocks,PutThrough/Blocked Distribution Won,Shots Off Target (inc woodwork),Total Shots,Handballs conceded,Successful Crosses & Corners,Successful Corners into Box,Blocked Shots,Corners Taken (incl short corners),Shots On Target ( inc goals ),Unsuccessful Corners into Box,Attempts from Set Pieces,Successful Crosses open play,Successful Dribbles,Throw Ins to Opposition Player,Successful Lay-offs,Right Foot Goals,Unsuccessful Dribbles,Goals from Inside Box,Penalties Taken,Penalty Goals,Hit Woodwork,Foul Won Penalty,Offsides,Through balls,Goals Conceded Outside Box,Assists (Intentional),Goal Assists,Unsuccessful lay-offs,Punches,Drops,Headed Goals,Left Foot Goals,Clean Sheets,Goals from Outside Box,Penalties Off Target,Goalkeeper Smother,Clearances Off the Line,Set Pieces Goals,Times Tackled,Home Goals,Away Goals,Winning Goal,Goal Kicks,Second Goal Assists,Own Goal Scored,Other Goals,Last Man Tackle
USA_US_Open_Cup,2017,FC Cincinnati,7v93ogrpydx7dtpxc4k0ecez9,M. Bahner,Defender,2.0,383.0,2.0,4.0,5.0,10.0,2.0,5.0,2.0,,1.0,,,,,96.0,41.0,9.0,99.0,201.0,4.0,9.0,36.0,27.0,62.0,64.0,21.0,17.0,,,7.0,12.0,64.0,23.0,23.0,55.0,35.0,3.0,,40.0,10.0,5.0,,56.0,,,18.0,,,,,29.0,13.0,6.0,,2.0,2.0,2.0,4.0,2.0,15.0,19.0,4.0,12.0,8.0,2.0,7.0,9.0,10.0,,5.0,2.0,1.0,3.0,4.0,,,,,,1.0,,1.0,,1.0,12.0,,,2.0,,,,,,1.0,,,,,,,,,,2.0,,,,,,,,,,,,,,
USA_US_Open_Cup,2017,FC Cincinnati,eso6w9lwmli3cqbeq5x7drzdh,A. Berry,Defender,22.0,510.0,3.0,5.0,5.0,10.0,3.0,5.0,,,,1.0,,,,128.0,32.0,1.0,133.0,199.0,1.0,16.0,29.0,56.0,93.0,98.0,11.0,8.0,,,5.0,15.0,39.0,66.0,20.0,82.0,35.0,9.0,,17.0,15.0,18.0,,60.0,,,32.0,,,,,,8.0,10.0,,4.0,,11.0,2.0,1.0,18.0,21.0,1.0,10.0,7.0,8.0,11.0,,,3.0,2.0,4.0,1.0,,1.0,,,,,,1.0,,,,,,,,1.0,1.0,,,,,,,,,,,,,1.0,,4.0,,,,,,,,,,,,,,
USA_US_Open_Cup,2017,FC Cincinnati,9m07pgfzvwoikbgd6nmnjidp1,C. Bone,Midfielder,19.0,400.0,3.0,3.0,5.0,10.0,3.0,5.0,,,2.0,1.0,,,,126.0,50.0,2.0,127.0,162.0,5.0,7.0,16.0,43.0,94.0,95.0,3.0,9.0,,,5.0,8.0,41.0,46.0,24.0,88.0,32.0,22.0,3.0,22.0,18.0,11.0,,39.0,,,2.0,,,,,2.0,23.0,7.0,,,,4.0,3.0,3.0,13.0,7.0,2.0,1.0,7.0,4.0,6.0,1.0,1.0,,2.0,,,5.0,7.0,,1.0,,,,2.0,,,1.0,,,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,
USA_US_Open_Cup,2017,FC Cincinnati,18onv7xvx194c51ow74g7y1ud,O. Cummings,Forward,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_US_Open_Cup,2017,FC Cincinnati,48mzrjh2jkc4yb283swvgjmj9,Josu Currais,Defender,99.0,120.0,,1.0,1.0,10.0,,1.0,,1.0,,,,,,36.0,9.0,1.0,37.0,65.0,,3.0,6.0,1.0,23.0,23.0,1.0,3.0,,,4.0,11.0,24.0,15.0,3.0,20.0,14.0,14.0,1.0,16.0,8.0,3.0,,19.0,,,5.0,,,,,5.0,3.0,1.0,,3.0,,1.0,,,5.0,3.0,2.0,,2.0,1.0,3.0,5.0,5.0,,1.0,,1.0,2.0,2.0,,1.0,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,
USA_US_Open_Cup,2017,FC Cincinnati,4xos6jdbt4bz35m3rc1rtk2xh,K. Dacres,Forward,7.0,246.0,,2.0,3.0,10.0,,3.0,,1.0,1.0,,,,,41.0,20.0,5.0,41.0,71.0,1.0,2.0,32.0,14.0,28.0,28.0,9.0,21.0,,,,2.0,28.0,8.0,11.0,26.0,13.0,3.0,3.0,12.0,9.0,2.0,,17.0,,,,,,,,1.0,7.0,3.0,,,1.0,3.0,5.0,5.0,23.0,11.0,4.0,4.0,16.0,2.0,7.0,1.0,1.0,1.0,3.0,,2.0,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,
USA_US_Open_Cup,2017,FC Cincinnati,bppyf0fnmm86izw3n2kifahh,H. Delbridge,Defender,4.0,630.0,3.0,6.0,6.0,10.0,3.0,6.0,,1.0,,,,,,154.0,35.0,4.0,156.0,234.0,3.0,20.0,34.0,18.0,117.0,118.0,11.0,9.0,,,19.0,25.0,39.0,83.0,13.0,98.0,38.0,43.0,1.0,30.0,23.0,8.0,,85.0,,,31.0,,,,,2.0,10.0,13.0,,5.0,,18.0,4.0,1.0,23.0,25.0,,7.0,5.0,12.0,18.0,,,6.0,7.0,3.0,5.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,1.0,,,1.0,,,,,,5.0,,,,,,,,,,,,,,
USA_US_Open_Cup,2017,FC Cincinnati,7xi0nnnuyyazxgpf1ap6yew9h,M. Domínguez,Midfielder,21.0,229.0,1.0,2.0,4.0,10.0,1.0,4.0,1.0,,2.0,,,,,28.0,6.0,,29.0,50.0,2.0,4.0,16.0,7.0,15.0,16.0,1.0,7.0,,,3.0,3.0,15.0,11.0,10.0,12.0,13.0,8.0,2.0,8.0,5.0,5.0,,10.0,,,3.0,,,,,1.0,4.0,3.0,,1.0,1.0,5.0,5.0,3.0,15.0,9.0,3.0,1.0,7.0,4.0,8.0,,,1.0,1.0,,1.0,,1.0,1.0,1.0,,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,
USA_US_Open_Cup,2017,FC Cincinnati,e2o2r43pc2cwcgowc566ifljp,D. Fall,Forward,9.0,371.0,,4.0,4.0,10.0,,4.0,1.0,2.0,,4.0,,,,46.0,20.0,7.0,48.0,90.0,8.0,4.0,40.0,9.0,36.0,37.0,14.0,23.0,,,,,26.0,17.0,11.0,33.0,11.0,12.0,2.0,8.0,7.0,3.0,,9.0,,,4.0,,,,,,18.0,1.0,,,,1.0,9.0,2.0,26.0,17.0,8.0,7.0,16.0,1.0,10.0,,,,2.0,,1.0,4.0,9.0,1.0,,,,,5.0,,,,1.0,,1.0,3.0,3.0,4.0,,,,,2.0,,,,,,,,1.0,,3.0,,,,,,,,,,,,,,
USA_US_Open_Cup,2017,FC Cincinnati,dpee0p2qzqrzcefewdtey4vyt,D. Fordyce,Forward,16.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
