liga,temporada,equipo,id,nombre,posicion,dorsal,Through balls,Time Played,Shots On Target ( inc goals ),Successful Short Passes,Ground Duels lost,Aerial Duels lost,Handballs conceded,Headed Goals,Duels,Goal Assists,Aerial Duels won,Total Losses Of Possession,Penalty Goals Conceded,Total Fouls Won,Successful Long Passes,Yellow Cards,Goals Conceded Inside Box,Forward Passes,Foul Attempted Tackle,Ground Duels,Goals from Inside Box,Throw Ins to Opposition Player,Total Unsuccessful Passes ( Excl Crosses & Corners ),Shots Off Target (inc woodwork),Total Successful Passes ( Excl Crosses & Corners ) ,Clean Sheets,Duels won,Rightside Passes,Games Played,Right Foot Goals,Total Fouls Conceded,Unsuccessful Long Passes,Successful Passes Opposition Half,Tackles Won,Leftside Passes,Substitute On,Open Play Passes,Ground Duels won,Unsuccessful Short Passes,Starts,Unsuccessful Passes Own Half,PutThrough/Blocked Distribution Won,Tackles Lost,Successful Passes Own Half,Blocked Shots,Key Passes (Attempt Assists),Goals Conceded,Overruns,Successful Launches,Goals,Unsuccessful Crosses & Corners,Interceptions,Recoveries,Index,PutThrough/Blocked Distribution,Hit Woodwork,Unsuccessful lay-offs,Total Touches In Opposition Box,Assists (Intentional),Unsuccessful Crosses open play,Aerial Duels,Unsuccessful Passes Opposition Half,Total Passes,Total Clearances,Duels lost,Blocks,Total Shots,Successful Crosses & Corners,Unsuccessful Launches,Successful Crosses open play,Corners Won,Times Tackled,Goals Conceded Outside Box,Touches,Appearances,Offsides,Successful Open Play Passes,Throw Ins to Own Player,Total Tackles,Substitute Off,Unsuccessful Dribbles,Backward Passes,Successful Dribbles,Successful Lay-offs,Home Goals,Away Goals,Winning Goal,Left Foot Goals,Goals from Outside Box,Clearances Off the Line,Penalties Conceded,Penalty Goals,Penalties Taken,Attempts from Set Pieces,Foul Won Penalty,Successful Corners into Box,Corners Taken (incl short corners),Set Pieces Goals,Unsuccessful Corners into Box,GK Successful Distribution,Goal Kicks,Own Goal Scored,Total Red Cards,Red Cards - 2nd Yellow,Other Goals,Second Goal Assists,Catches,Saves Made from Outside Box,GK Unsuccessful Distribution,Drops,Punches,Saves Made,Saves Made from Inside Box,Penalties Faced,Saves made - caught,Saves made - parried,Saves from Penalty,Penalties Saved,Goalkeeper Smother,Straight Red Cards,Last Man Tackle,Penalties Off Target,Last Player Tackle,Crosses not Claimed
USA_USL_Championship,2023,New Mexico United,t9qs15ixqxrhnr8zd0e355hw,A. Astorga,Defender,15,,537.0,,219.0,11.0,8.0,,,42.0,,5.0,75.0,,6.0,9.0,1.0,5.0,108.0,1.0,29.0,,8.0,49.0,,228.0,2.0,23.0,12.0,6.0,,4.0,11.0,100.0,2.0,107.0,,273.0,18.0,38.0,6.0,18.0,7.0,4.0,130.0,1.0,3.0,5.0,,,,5.0,4.0,34.0,10.0,15.0,,,1.0,,5.0,13.0,36.0,277.0,14.0,19.0,,,2.0,2.0,2.0,1.0,6.0,,402.0,6.0,1.0,224.0,34.0,6.0,1.0,2.0,50.0,6.0,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_USL_Championship,2023,New Mexico United,caxfn5xu1taewgtxil6ah2rjd,Z. Bailey,Defender,0,1.0,1666.0,7.0,412.0,90.0,24.0,3.0,,200.0,3.0,10.0,262.0,1.0,18.0,24.0,5.0,18.0,236.0,11.0,166.0,2.0,18.0,150.0,6.0,436.0,3.0,86.0,89.0,23.0,2.0,26.0,37.0,277.0,25.0,150.0,6.0,584.0,76.0,113.0,17.0,36.0,25.0,14.0,167.0,7.0,15.0,19.0,7.0,3.0,2.0,20.0,18.0,119.0,10.0,50.0,,,26.0,2.0,16.0,34.0,134.0,586.0,15.0,114.0,6.0,13.0,8.0,11.0,7.0,7.0,36.0,1.0,993.0,23.0,,434.0,87.0,39.0,5.0,21.0,111.0,19.0,11.0,1.0,1.0,1.0,,,1.0,,,,,,1.0,5.0,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,
USA_USL_Championship,2023,New Mexico United,ju24rgwcctj5yizl54o91gfe,S. Borgelin,Forward,49,,626.0,6.0,85.0,28.0,33.0,,,110.0,1.0,30.0,79.0,,11.0,2.0,1.0,7.0,36.0,3.0,47.0,,1.0,48.0,9.0,87.0,,49.0,36.0,11.0,,14.0,4.0,58.0,1.0,25.0,4.0,120.0,19.0,44.0,7.0,10.0,5.0,1.0,30.0,5.0,5.0,7.0,,,,1.0,,16.0,10.0,8.0,,1.0,29.0,,1.0,63.0,39.0,135.0,1.0,61.0,,15.0,1.0,2.0,1.0,1.0,12.0,,226.0,11.0,,73.0,,2.0,3.0,4.0,38.0,6.0,9.0,,,0.0,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,
USA_USL_Championship,2023,New Mexico United,g31cspu8sa8eohwakxm28ne2,D. Bruce,Midfielder,25,,1035.0,11.0,172.0,46.0,15.0,,,106.0,1.0,3.0,118.0,,23.0,8.0,4.0,12.0,62.0,13.0,88.0,3.0,3.0,57.0,14.0,180.0,3.0,45.0,35.0,22.0,2.0,25.0,12.0,118.0,9.0,54.0,13.0,223.0,42.0,45.0,9.0,10.0,7.0,2.0,69.0,4.0,13.0,15.0,,1.0,3.0,8.0,5.0,46.0,10.0,14.0,2.0,3.0,50.0,1.0,8.0,18.0,55.0,237.0,1.0,61.0,,25.0,7.0,2.0,6.0,7.0,17.0,3.0,410.0,22.0,12.0,166.0,5.0,11.0,4.0,9.0,86.0,8.0,5.0,2.0,1.0,1.0,1.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_USL_Championship,2023,New Mexico United,ah7adif2wjlbux1qnqa7pbkoa,K. Colonna,Defender,18,,472.0,6.0,161.0,16.0,14.0,,1.0,66.0,,18.0,60.0,1.0,7.0,13.0,3.0,9.0,85.0,3.0,34.0,2.0,,51.0,3.0,174.0,,36.0,48.0,10.0,1.0,8.0,19.0,33.0,5.0,83.0,5.0,222.0,18.0,32.0,5.0,20.0,4.0,3.0,141.0,2.0,,9.0,,,2.0,,7.0,20.0,10.0,6.0,,1.0,19.0,,,32.0,31.0,225.0,19.0,30.0,3.0,9.0,,3.0,,1.0,5.0,,309.0,10.0,,171.0,1.0,8.0,2.0,2.0,9.0,3.0,,0.0,2.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_USL_Championship,2023,New Mexico United,ad6gin5xfwzk6tsw2yjnt1kb8,J. Dolling,Forward,9,2.0,1139.0,5.0,204.0,37.0,61.0,1.0,,160.0,4.0,34.0,166.0,1.0,16.0,2.0,1.0,23.0,69.0,5.0,65.0,,1.0,97.0,4.0,206.0,,62.0,70.0,27.0,,10.0,3.0,146.0,4.0,67.0,17.0,287.0,28.0,94.0,10.0,12.0,11.0,2.0,60.0,5.0,14.0,26.0,1.0,,,,3.0,26.0,10.0,17.0,,7.0,40.0,3.0,,95.0,85.0,303.0,10.0,98.0,1.0,9.0,,1.0,,5.0,20.0,3.0,469.0,27.0,1.0,191.0,,6.0,6.0,7.0,97.0,7.0,12.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_USL_Championship,2023,New Mexico United,1h5rgsol19v1pcl5ksstrv9t6,M. Garvanian,Defender,2,,208.0,,108.0,7.0,4.0,,,25.0,,4.0,35.0,,1.0,4.0,,4.0,51.0,,17.0,,4.0,21.0,1.0,112.0,,14.0,50.0,8.0,,1.0,6.0,54.0,5.0,8.0,7.0,130.0,10.0,15.0,1.0,9.0,1.0,1.0,60.0,1.0,2.0,5.0,1.0,,,3.0,1.0,21.0,10.0,2.0,,,7.0,,3.0,8.0,15.0,133.0,3.0,11.0,3.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,184.0,8.0,,109.0,12.0,6.0,,2.0,24.0,3.0,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_USL_Championship,2023,New Mexico United,ag7r3tn7qxymp8c3ohzzlx6nd,S. Hamilton,Midfielder,4,2.0,2197.0,2.0,968.0,72.0,36.0,1.0,,240.0,1.0,43.0,221.0,,29.0,61.0,6.0,34.0,404.0,14.0,161.0,1.0,5.0,160.0,5.0,1029.0,5.0,132.0,265.0,32.0,1.0,29.0,53.0,402.0,36.0,383.0,7.0,1177.0,89.0,107.0,25.0,50.0,26.0,18.0,628.0,1.0,8.0,37.0,,1.0,1.0,10.0,23.0,112.0,10.0,39.0,,,18.0,,10.0,79.0,120.0,1189.0,54.0,108.0,14.0,7.0,1.0,14.0,1.0,1.0,19.0,3.0,1532.0,32.0,1.0,1019.0,21.0,54.0,5.0,6.0,137.0,7.0,8.0,1.0,0.0,0.0,,,,,,,,,,,,,,1.0,,2.0,1.0,,,,,1.0,,,,,,,,,,,1.0,,,,
USA_USL_Championship,2023,New Mexico United,bfdes5ft117ggu7ue5tnu5hm2,N. Hernandez,Midfielder,0,1.0,819.0,5.0,196.0,46.0,14.0,1.0,,110.0,2.0,9.0,156.0,,19.0,26.0,2.0,9.0,99.0,10.0,87.0,4.0,1.0,94.0,7.0,222.0,1.0,50.0,62.0,17.0,3.0,23.0,9.0,155.0,8.0,75.0,7.0,307.0,41.0,85.0,10.0,16.0,10.0,5.0,70.0,4.0,12.0,13.0,6.0,1.0,4.0,11.0,9.0,41.0,10.0,24.0,,3.0,29.0,2.0,7.0,23.0,89.0,316.0,2.0,60.0,1.0,12.0,3.0,2.0,3.0,8.0,20.0,4.0,480.0,17.0,2.0,213.0,5.0,13.0,9.0,11.0,80.0,9.0,7.0,3.0,1.0,0.0,1.0,,,,,,,,,3.0,,3.0,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,
USA_USL_Championship,2023,New Mexico United,dxd6p1c8k96armsbg5isjbu95,G. Hurst,Forward,17,4.0,1584.0,12.0,249.0,54.0,52.0,3.0,,168.0,,20.0,177.0,1.0,14.0,11.0,4.0,24.0,116.0,11.0,96.0,4.0,,107.0,9.0,260.0,1.0,62.0,94.0,34.0,4.0,28.0,15.0,167.0,12.0,67.0,18.0,339.0,42.0,92.0,16.0,18.0,9.0,7.0,93.0,8.0,14.0,24.0,3.0,1.0,4.0,4.0,5.0,44.0,10.0,24.0,1.0,4.0,54.0,,4.0,72.0,93.0,367.0,8.0,106.0,2.0,21.0,,2.0,,15.0,16.0,,559.0,34.0,9.0,232.0,2.0,19.0,12.0,9.0,90.0,9.0,16.0,4.0,0.0,1.0,,,,,,,,2.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
