root_folder,liga,temporada,equipo,equipo_folder,id,nombre,posicion,dorsal,Unsuccessful Passes Own Half,Successful Open Play Passes,Ground Duels lost,Aerial Duels,Successful Dribbles,Duels won,Backward Passes,Key Passes (Attempt Assists),Throw Ins to Own Player,Tackles Won,Total Unsuccessful Passes ( Excl Crosses & Corners ),Shots On Target ( inc goals ),Substitute On,Forward Passes,Blocked Shots,Aerial Duels lost,Unsuccessful Crosses & Corners,Throw Ins to Opposition Player,Corners Won,Open Play Passes,Handballs conceded,Aerial Duels won,Foul Attempted Tackle,Rightside Passes,Unsuccessful Passes Opposition Half,Unsuccessful Dribbles,Successful Crosses open play,Goals Conceded,Shots Off Target (inc woodwork),Successful Long Passes,Offsides,Unsuccessful Crosses open play,Duels,Total Fouls Conceded,Goals Conceded Inside Box,Yellow Cards,Total Fouls Won,Successful Passes Own Half,Successful Passes Opposition Half,Unsuccessful Short Passes,Total Losses Of Possession,Ground Duels,Index,Successful Crosses & Corners,Penalties Conceded,Penalty Goals Conceded,Successful Lay-offs,Touches,Goals Conceded Outside Box,Leftside Passes,Total Touches In Opposition Box,Total Tackles,Unsuccessful Long Passes,Appearances,Total Successful Passes ( Excl Crosses & Corners ) ,Recoveries,Time Played,Successful Short Passes,PutThrough/Blocked Distribution Won,PutThrough/Blocked Distribution,Games Played,Ground Duels won,Total Shots,Total Passes,Total Clearances,Tackles Lost,Interceptions,Through balls,Unsuccessful Launches,Times Tackled,Blocks,Duels lost,Starts,Home Goals,Away Goals,Winning Goal,Assists (Intentional),Goal Assists,Successful Launches,Substitute Off,Right Foot Goals,Goals,Goals from Inside Box,Left Foot Goals,Red Cards - 2nd Yellow,Foul Won Penalty,Hit Woodwork,Total Red Cards,Penalty Goals,Penalties Taken,Set Pieces Goals,Attempts from Set Pieces,Unsuccessful lay-offs,Headed Goals,Penalties Faced,Last Man Tackle,GK Successful Distribution,Saves Made from Outside Box,Punches,Saves Made from Inside Box,Drops,Clean Sheets,Saves Made,Corners Taken (incl short corners),Catches,Saves made - parried,Saves from Penalty,Saves made - caught,GK Unsuccessful Distribution,Unsuccessful Corners into Box,Penalties Saved,Straight Red Cards,Successful Corners into Box,Second Goal Assists,Goalkeeper Smother,Goals from Outside Box,Clearances Off the Line,Own Goal Scored,Other Goals,Crosses not Claimed,Penalties Off Target
testeo_ligas_norteamerica,USA_MLS_Next_Pro,2022,Philadelphia Union II,Philadelphia_Union_II,42eyoeidtcnf2l4eag73qp36y,P. Aaronson,Midfielder,30,8.0,196.0,26.0,3.0,13.0,54.0,57.0,7.0,1.0,17.0,47.0,8.0,1.0,79.0,4.0,1.0,3.0,,8.0,243.0,1.0,2.0,7.0,81.0,42.0,7.0,2.0,10.0,11.0,5.0,4.0,2.0,81.0,8.0,9.0,1.0,16.0,52.0,157.0,40.0,88.0,78.0,10.0,2.0,,1.0,1.0,400.0,1.0,37.0,44.0,23.0,7.0,10.0,207.0,40.0,739.0,202.0,12.0,15.0,10.0,52.0,19.0,254.0,1.0,6.0,4.0,1.0,4.0,15.0,,27.0,9.0,4.0,1.0,1.0,3.0,3.0,,6.0,4.0,5.0,5.0,,,1.0,,,1.0,1.0,,,1.0,1.0,,,,,,,,,,1.0,,,,,,1.0,,,,,,,,,,,
testeo_ligas_norteamerica,USA_MLS_Next_Pro,2022,Philadelphia Union II,Philadelphia_Union_II,bv988ruo2ph11z9u4fb0s95yi,I. Abbey,Forward,36,8.0,46.0,29.0,3.0,5.0,20.0,14.0,2.0,5.0,5.0,31.0,2.0,9.0,46.0,3.0,3.0,9.0,3.0,2.0,77.0,,,3.0,10.0,32.0,9.0,1.0,9.0,4.0,6.0,4.0,6.0,52.0,5.0,7.0,1.0,6.0,12.0,44.0,20.0,65.0,49.0,10.0,3.0,,,,177.0,2.0,14.0,14.0,9.0,11.0,11.0,53.0,27.0,379.0,47.0,11.0,13.0,11.0,20.0,6.0,84.0,2.0,4.0,3.0,,4.0,16.0,,32.0,2.0,0.0,0.0,0.0,,,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,8.0,,,,,,3.0,,,2.0,,,,,,,,
testeo_ligas_norteamerica,USA_MLS_Next_Pro,2022,Philadelphia Union II,Philadelphia_Union_II,df050vpxeqc9zrp9pb6fzw296,D. Alguera,Goalkeeper,99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
testeo_ligas_norteamerica,USA_MLS_Next_Pro,2022,Philadelphia Union II,Philadelphia_Union_II,c749lw8agh1uzwt0i70gw2hg5,J. Bendik,Goalkeeper,12,1.0,10.0,,,,,,,,,5.0,,,19.0,,,,,,12.0,,,,6.0,4.0,,,1.0,,8.0,,,,,1.0,,,16.0,7.0,,5.0,,10.0,,,,,32.0,,3.0,,,5.0,1.0,23.0,6.0,90.0,15.0,,,1.0,,,28.0,,,1.0,,2.0,,,,1.0,0.0,0.0,0.0,,,4.0,,,,,,,,,,,,,,,,,,10.0,1.0,,,,,1.0,,,,,,2.0,,,,,,,,,,,,
testeo_ligas_norteamerica,USA_MLS_Next_Pro,2022,Philadelphia Union II,Philadelphia_Union_II,1l8zdwi6eeja1pcroszqejq3t,J. Bueno,Midfielder,20,15.0,449.0,71.0,21.0,9.0,81.0,87.0,9.0,2.0,22.0,75.0,11.0,,166.0,5.0,9.0,19.0,,1.0,519.0,1.0,12.0,15.0,160.0,79.0,12.0,2.0,14.0,11.0,35.0,,4.0,161.0,21.0,12.0,6.0,26.0,175.0,304.0,55.0,144.0,140.0,10.0,3.0,,1.0,4.0,780.0,2.0,138.0,23.0,35.0,20.0,14.0,476.0,119.0,1161.0,441.0,8.0,12.0,14.0,69.0,22.0,551.0,8.0,13.0,17.0,,5.0,27.0,4.0,80.0,14.0,3.0,3.0,3.0,2.0,2.0,,6.0,5.0,6.0,6.0,1.0,,,,,,,,2.0,,,,,,,,,,1.0,,11.0,,,,,,10.0,,,1.0,,,,,,,,
testeo_ligas_norteamerica,USA_MLS_Next_Pro,2022,Philadelphia Union II,Philadelphia_Union_II,5kxl3fn1tkzy8n831aql93a0a,B. Craig,Defender,34,30.0,548.0,28.0,24.0,1.0,44.0,26.0,22.0,1.0,13.0,150.0,6.0,,373.0,6.0,6.0,58.0,,7.0,685.0,,18.0,8.0,132.0,178.0,1.0,3.0,27.0,8.0,89.0,,3.0,78.0,14.0,24.0,3.0,7.0,345.0,272.0,46.0,221.0,54.0,10.0,33.0,1.0,3.0,,1029.0,3.0,203.0,,18.0,104.0,18.0,584.0,92.0,1612.0,495.0,5.0,8.0,18.0,26.0,14.0,734.0,66.0,5.0,42.0,1.0,37.0,4.0,17.0,34.0,18.0,1.0,0.0,1.0,1.0,2.0,10.0,1.0,1.0,1.0,,,,,1.0,,,,1.0,16.0,,,,,,,,,,1.0,,71.0,,,,,,46.0,,,24.0,1.0,,1.0,4.0,,,,
testeo_ligas_norteamerica,USA_MLS_Next_Pro,2022,Philadelphia Union II,Philadelphia_Union_II,5reylt0uyetl6qavkvd8inai,B. Darboe,Midfielder,55,7.0,132.0,35.0,10.0,2.0,23.0,24.0,9.0,1.0,9.0,44.0,5.0,6.0,75.0,2.0,7.0,2.0,,1.0,176.0,1.0,3.0,10.0,33.0,39.0,6.0,1.0,16.0,5.0,12.0,5.0,2.0,65.0,15.0,15.0,2.0,3.0,42.0,98.0,40.0,82.0,55.0,10.0,1.0,,,,283.0,1.0,51.0,19.0,15.0,4.0,15.0,139.0,37.0,767.0,127.0,5.0,9.0,15.0,20.0,10.0,183.0,1.0,6.0,4.0,2.0,1.0,14.0,4.0,42.0,9.0,0.0,0.0,0.0,,,2.0,8.0,,,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
testeo_ligas_norteamerica,USA_MLS_Next_Pro,2022,Philadelphia Union II,Philadelphia_Union_II,do5q14naxm61jw8px8qvacn4k,B. Diallo,Midfielder,52,26.0,229.0,58.0,24.0,8.0,78.0,44.0,12.0,1.0,19.0,106.0,2.0,10.0,134.0,6.0,12.0,29.0,2.0,12.0,335.0,1.0,12.0,20.0,96.0,109.0,11.0,4.0,27.0,10.0,16.0,1.0,23.0,148.0,27.0,22.0,6.0,32.0,74.0,165.0,72.0,182.0,124.0,10.0,5.0,,2.0,,561.0,5.0,66.0,17.0,26.0,34.0,23.0,234.0,73.0,1244.0,218.0,11.0,28.0,23.0,66.0,12.0,340.0,9.0,7.0,14.0,1.0,14.0,17.0,2.0,70.0,13.0,0.0,1.0,0.0,1.0,1.0,,9.0,,1.0,,1.0,,,,,,,,,1.0,,,,,,,,,,,4.0,,,,,,4.0,,,,,,1.0,,,,,
testeo_ligas_norteamerica,USA_MLS_Next_Pro,2022,Philadelphia Union II,Philadelphia_Union_II,6t625vlq8y9po4hbvz97qx6ok,C. Donovan,Forward,40,16.0,265.0,81.0,152.0,15.0,152.0,131.0,29.0,1.0,9.0,184.0,26.0,3.0,102.0,11.0,58.0,10.0,,23.0,449.0,1.0,94.0,11.0,96.0,178.0,16.0,2.0,21.0,18.0,3.0,10.0,10.0,291.0,24.0,17.0,,21.0,44.0,231.0,179.0,309.0,139.0,10.0,3.0,,3.0,10.0,761.0,4.0,127.0,145.0,22.0,5.0,22.0,272.0,52.0,1643.0,269.0,15.0,27.0,22.0,58.0,44.0,456.0,6.0,13.0,6.0,1.0,2.0,51.0,,139.0,19.0,4.0,4.0,1.0,3.0,3.0,,10.0,5.0,8.0,8.0,1.0,,,2.0,,,,,,3.0,2.0,,,,,,,,1.0,,1.0,,,,,,,,,1.0,,,,,,,,
testeo_ligas_norteamerica,USA_MLS_Next_Pro,2022,Philadelphia Union II,Philadelphia_Union_II,cqfbp8me2n00cve66v797omvp,S. Findlay,Defender,4,7.0,91.0,1.0,6.0,4.0,12.0,8.0,,,3.0,17.0,,,48.0,,1.0,,,,108.0,,5.0,,37.0,10.0,,,2.0,,8.0,,,14.0,1.0,2.0,,,66.0,30.0,9.0,18.0,8.0,10.0,,,,,132.0,,20.0,,3.0,8.0,2.0,96.0,17.0,180.0,88.0,,,2.0,7.0,,113.0,5.0,,3.0,,3.0,,1.0,2.0,2.0,0.0,0.0,0.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
