liga,temporada,equipo,id,nombre,posicion,dorsal,Ground Duels lost,Successful Open Play Passes,Total Touches In Opposition Box,Interceptions,Aerial Duels won,Ground Duels won,Aerial Duels lost,Times Tackled,Starts,Open Play Passes,PutThrough/Blocked Distribution,Total Tackles,Offsides,Successful Crosses open play,Touches,Unsuccessful Short Passes,Leftside Passes,Successful Passes Opposition Half,Substitute Off,Goals Conceded,Total Unsuccessful Passes ( Excl Crosses & Corners ),Unsuccessful Dribbles,PutThrough/Blocked Distribution Won,Successful Launches,Penalty Goals Conceded,Forward Passes,Time Played,Total Fouls Won,Foul Attempted Tackle,Duels,Overruns,Unsuccessful Long Passes,Successful Passes Own Half,Appearances,Index,Total Clearances,Total Fouls Conceded,Goals Conceded Inside Box,Ground Duels,Successful Long Passes,Unsuccessful Crosses & Corners,Aerial Duels,Rightside Passes,Backward Passes,Shots Off Target (inc woodwork),Successful Crosses & Corners,Tackles Won,Total Passes,Yellow Cards,Tackles Lost,Successful Dribbles,Duels lost,Unsuccessful Passes Opposition Half,Corners Won,Throw Ins to Own Player,Games Played,Successful Short Passes,Unsuccessful Crosses open play,Total Successful Passes ( Excl Crosses & Corners ) ,Clean Sheets,Total Shots,Recoveries,Goals Conceded Outside Box,Throw Ins to Opposition Player,Unsuccessful Launches,Duels won,Key Passes (Attempt Assists),Blocks,Total Losses Of Possession,Unsuccessful Passes Own Half,Winning Goal,Substitute On,Foul Won Penalty,Successful Lay-offs,Shots On Target ( inc goals ),Goals,Total Red Cards,Handballs conceded,Headed Goals,Straight Red Cards,Unsuccessful Corners into Box,Through balls,Corners Taken (incl short corners),Blocked Shots,Right Foot Goals,Goals from Inside Box,Home Goals,Away Goals,Goal Assists,Penalties Conceded,Unsuccessful lay-offs,Hit Woodwork,Goals from Outside Box,Attempts from Set Pieces,Set Pieces Goals,Left Foot Goals,Assists (Intentional),Penalties Taken,Penalty Goals,Clearances Off the Line,Successful Corners into Box,Saves Made from Inside Box,GK Successful Distribution,Goal Kicks,GK Unsuccessful Distribution,Saves Made from Outside Box,Saves Made,Own Goal Scored,Red Cards - 2nd Yellow,Saves made - parried,Punches,Saves made - caught,Catches,Goalkeeper Smother,Penalties Faced,Penalties Off Target,Successful Fifty Fifty,Fifty Fifty,Second Goal Assists,Saves from Penalty,Penalties Saved,Crosses not Claimed,Drops,Last Player Tackle,Other Goals
Mexico_Liga_MX,2020-2021,Club Necaxa,dxpu5suwfn5aaw3vhdpdjg4mi,D. Abella,Forward,22,9.0,16.0,5.0,1.0,6.0,6.0,2.0,3.0,2.0,25.0,3.0,2.0,,1.0,53.0,8.0,5.0,14.0,2.0,5.0,9.0,1.0,,,,10.0,164.0,2.0,4.0,23.0,,1.0,5.0,6.0,10.0,1.0,5.0,4.0,15.0,,5.0,8.0,6.0,5.0,,2.0,1.0,26.0,1.0,1.0,2.0,11.0,11.0,2.0,,6.0,17.0,5.0,17.0,,1.0,5.0,1.0,,,12.0,2.0,,19.0,3.0,0.0,4.0,,1.0,1.0,,,,,,,,1.0,2.0,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,
Mexico_Liga_MX,2020-2021,Club Necaxa,13rnz8wuqw3bu2pr085eevr3d,J. Aguilar,Defender,6,39.0,228.0,7.0,5.0,7.0,28.0,12.0,3.0,7.0,269.0,5.0,13.0,,,392.0,25.0,42.0,82.0,1.0,10.0,43.0,1.0,2.0,2.0,,112.0,614.0,11.0,11.0,86.0,,18.0,163.0,8.0,10.0,19.0,29.0,8.0,67.0,17.0,,19.0,108.0,26.0,1.0,,11.0,288.0,2.0,2.0,5.0,51.0,27.0,,22.0,8.0,228.0,,245.0,2.0,3.0,38.0,2.0,7.0,7.0,35.0,4.0,1.0,57.0,16.0,0.0,1.0,,,2.0,,1.0,1.0,,,,,,,,,,,,,,1.0,,,,,,,,,,,1.0,1.0,,,,,1.0,,,,,,,,,,,,,,,,
Mexico_Liga_MX,2020-2021,Club Necaxa,apn6ppzze0fmtri0v7gnc6ei,J. Alcántar,Defender,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mexico_Liga_MX,2020-2021,Club Necaxa,7f1an94ckip56tb183jq02s16,A. Andrade,Midfielder,194,,1.0,,,,1.0,,,,1.0,,,,,4.0,,,1.0,,,,,,,,1.0,15.0,1.0,,1.0,,,,3.0,10.0,1.0,,,1.0,,,,,,,,,1.0,,,,,,,,3.0,1.0,,1.0,,,,,,,1.0,,,,,0.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mexico_Liga_MX,2020-2021,Club Necaxa,ehj1pabo9ovixh46axxz0bglx,F. Arce,Midfielder,6,29.0,238.0,13.0,10.0,17.0,24.0,7.0,8.0,9.0,284.0,13.0,13.0,,,398.0,33.0,74.0,103.0,6.0,10.0,46.0,2.0,7.0,2.0,,86.0,747.0,8.0,5.0,77.0,1.0,13.0,142.0,13.0,10.0,9.0,10.0,8.0,53.0,24.0,2.0,24.0,96.0,35.0,7.0,,7.0,291.0,2.0,6.0,3.0,36.0,29.0,2.0,3.0,13.0,221.0,2.0,245.0,,9.0,46.0,2.0,,10.0,41.0,7.0,4.0,65.0,19.0,0.0,4.0,,,2.0,1.0,,1.0,1.0,,,,,2.0,,1.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mexico_Liga_MX,2020-2021,Club Necaxa,7psi7pfvwt7kf6xlwrs35fwt1,C. Baeza,Midfielder,23,61.0,383.0,8.0,9.0,3.0,58.0,8.0,21.0,14.0,470.0,17.0,18.0,1.0,1.0,668.0,70.0,130.0,218.0,5.0,14.0,92.0,6.0,10.0,,2.0,157.0,1145.0,22.0,13.0,130.0,3.0,22.0,179.0,15.0,10.0,11.0,22.0,12.0,119.0,36.0,10.0,11.0,133.0,65.0,2.0,4.0,10.0,485.0,5.0,8.0,18.0,69.0,83.0,3.0,1.0,15.0,357.0,5.0,393.0,1.0,6.0,73.0,2.0,1.0,2.0,61.0,12.0,,157.0,19.0,0.0,1.0,,1.0,4.0,1.0,1.0,4.0,,1.0,5.0,3.0,7.0,2.0,,1.0,1.0,0.0,,,1.0,,,,,1.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,
Mexico_Liga_MX,2020-2021,Club Necaxa,21f7hh7sala9wz8kqyc29vw0l,M. Barragán,Forward,0,37.0,107.0,30.0,3.0,41.0,22.0,25.0,18.0,5.0,145.0,10.0,6.0,5.0,,268.0,37.0,28.0,71.0,3.0,10.0,38.0,6.0,5.0,1.0,,27.0,674.0,17.0,8.0,125.0,,1.0,44.0,16.0,10.0,9.0,17.0,9.0,59.0,1.0,2.0,66.0,44.0,54.0,6.0,,3.0,153.0,1.0,3.0,3.0,62.0,35.0,2.0,2.0,16.0,114.0,2.0,115.0,,13.0,10.0,1.0,,,63.0,9.0,,74.0,5.0,0.0,11.0,,5.0,7.0,,,3.0,,,,,,4.0,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mexico_Liga_MX,2020-2021,Club Necaxa,9x4zu1o3adl4otm7wqzqvz6xh,Unai Bilbao,Defender,3,26.0,517.0,27.0,34.0,49.0,30.0,29.0,3.0,18.0,637.0,14.0,12.0,,,924.0,50.0,60.0,139.0,,21.0,128.0,3.0,11.0,12.0,2.0,313.0,1620.0,14.0,7.0,134.0,1.0,78.0,415.0,18.0,10.0,79.0,21.0,19.0,56.0,87.0,1.0,78.0,246.0,63.0,10.0,,8.0,682.0,7.0,4.0,6.0,55.0,82.0,3.0,7.0,18.0,467.0,1.0,554.0,5.0,14.0,77.0,2.0,1.0,42.0,79.0,1.0,26.0,143.0,47.0,1.0,,1.0,,4.0,3.0,,,2.0,,,,,1.0,1.0,3.0,2.0,1.0,,,,,,,,,,,,,,,2.0,2.0,,,,,,,,,,,,,,,,,,,,,
Mexico_Liga_MX,2020-2021,Club Necaxa,2qzyh6zhljv61v1mlfnlc80k5,D. Cabrera,Midfielder,7,44.0,559.0,3.0,14.0,16.0,43.0,9.0,14.0,16.0,670.0,17.0,30.0,1.0,1.0,997.0,81.0,182.0,362.0,3.0,17.0,128.0,2.0,12.0,4.0,2.0,269.0,1378.0,10.0,11.0,112.0,,47.0,283.0,18.0,10.0,22.0,13.0,16.0,87.0,80.0,51.0,25.0,181.0,106.0,10.0,35.0,18.0,738.0,3.0,12.0,3.0,53.0,146.0,11.0,4.0,18.0,530.0,5.0,610.0,5.0,15.0,116.0,1.0,3.0,17.0,59.0,36.0,6.0,206.0,33.0,1.0,2.0,,3.0,5.0,2.0,,,,,28.0,,52.0,7.0,,,0.0,2.0,5.0,,,1.0,2.0,12.0,2.0,2.0,5.0,,,,19.0,,3.0,3.0,,,,1.0,,,,,,,,,,,,,,,,,
Mexico_Liga_MX,2020-2021,Club Necaxa,dw9a3l2fh1w32mlgqgtxeqfe2,R. Castellanos,Goalkeeper,200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
