liga,temporada,equipo,id,nombre,posicion,dorsal,PutThrough/Blocked Distribution,Tackles Won,Duels,Total Shots,Unsuccessful Launches,Goals Conceded Inside Box,Blocked Shots,Successful Passes Own Half,Handballs conceded,Goals Conceded Outside Box,Unsuccessful Dribbles,Duels lost,Index,Unsuccessful Short Passes,Substitute Off,Total Losses Of Possession,Successful Long Passes,Time Played,Aerial Duels won,Successful Open Play Passes,Aerial Duels,Duels won,Ground Duels lost,Leftside Passes,Corners Won,Total Fouls Conceded,Unsuccessful Crosses open play,Open Play Passes,Touches,Total Successful Passes ( Excl Crosses & Corners ) ,Total Clearances,Shots On Target ( inc goals ),Forward Passes,Offsides,Total Tackles,Successful Short Passes,Rightside Passes,Key Passes (Attempt Assists),Foul Attempted Tackle,Ground Duels,Total Fouls Won,Successful Dribbles,Games Played,Appearances,Total Unsuccessful Passes ( Excl Crosses & Corners ),Unsuccessful Crosses & Corners,Starts,Successful Lay-offs,Recoveries,Backward Passes,Throw Ins to Own Player,Unsuccessful Passes Own Half,Total Passes,Yellow Cards,Successful Passes Opposition Half,Goals Conceded,Unsuccessful Passes Opposition Half,Ground Duels won,Times Tackled,Aerial Duels lost,Unsuccessful Long Passes,Total Touches In Opposition Box,Winning Goal,Interceptions,Blocks,Goals,Goals from Inside Box,Substitute On,Tackles Lost,Shots Off Target (inc woodwork),Headed Goals,Home Goals,Away Goals,Goals from Outside Box,Right Foot Goals,Goals Openplay,Successful Launches,Goal Assists,Assists (Intentional),Overruns,Corners Taken (incl short corners),Unsuccessful Corners into Box,Successful Crosses & Corners,Successful Crosses open play,PutThrough/Blocked Distribution Won,Attempts from Set Pieces,Goal Kicks,GK Successful Distribution,Unsuccessful lay-offs,Other Goals,Successful Corners into Box,Throw Ins to Opposition Player,Punches,Saves Made from Inside Box,Saves made - parried,GK Unsuccessful Distribution,Saves Made,Saves Made from Outside Box,Catches,Foul Won Penalty,Penalty Goals,Penalties Taken,Left Foot Goals,Goalkeeper Smother,Penalties Conceded,Penalty Goals Conceded,Straight Red Cards,Through balls,Total Red Cards,Clearances Off the Line,Set Pieces Goals,Last Player Tackle,Hit Woodwork,Penalties Saved,Saves from Penalty,Penalties Faced,Clean Sheets,Saves made - caught,Second Goal Assists,Drops,Own Goal Scored,Red Cards - 2nd Yellow,Penalties Off Target,Crosses not Claimed
USA_USL_Cup,2025,Charleston Battery,3s1a50dskuehneuuy9b1nxg4,J. Akpunonu,Defender,22,1.0,,13.0,1.0,5.0,2.0,1.0,87.0,,,,5.0,10.0,6.0,1.0,21.0,9.0,136.0,6.0,128.0,9.0,8.0,2.0,45.0,,1.0,,146.0,171.0,132.0,10.0,,50.0,,,123.0,50.0,,1.0,4.0,2.0,,3.0,3.0,18.0,,2.0,,5.0,5.0,1.0,3.0,150.0,,46.0,2.0,15.0,2.0,,3.0,12.0,2.0,0.0,1.0,,,,1.0,,1.0,,,,,,,2.0,,,1.0,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_USL_Cup,2025,Charleston Battery,14oq6mvlh5e51d9y20nbpok4p,C. Allan,Midfielder,4,1.0,2.0,7.0,1.0,,3.0,,23.0,,,,3.0,10.0,9.0,1.0,15.0,6.0,149.0,1.0,67.0,1.0,4.0,3.0,18.0,,2.0,3.0,78.0,100.0,69.0,1.0,,24.0,,2.0,63.0,25.0,2.0,2.0,6.0,1.0,,3.0,3.0,11.0,3.0,1.0,1.0,4.0,13.0,2.0,2.0,80.0,,46.0,3.0,12.0,3.0,,,2.0,3.0,0.0,3.0,1.0,,,2.0,,1.0,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,
USA_USL_Cup,2025,Charleston Battery,ani26vxlo22iw1u9oexptml05,L. Archer,Defender,5,1.0,1.0,21.0,1.0,4.0,4.0,,128.0,,1.0,,5.0,10.0,5.0,,18.0,15.0,270.0,10.0,180.0,12.0,16.0,3.0,72.0,,2.0,,194.0,245.0,191.0,21.0,1.0,71.0,,2.0,176.0,58.0,,,9.0,5.0,,3.0,3.0,15.0,,3.0,,5.0,5.0,,5.0,206.0,1.0,63.0,5.0,10.0,6.0,1.0,2.0,10.0,2.0,0.0,1.0,3.0,1.0,1.0,,1.0,,1.0,0.0,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_USL_Cup,2025,Charleston Battery,6692w96w6qmvgcpo02dehq4iy,L. Blackstock,Defender,7,6.0,,7.0,,2.0,2.0,,45.0,,1.0,1.0,3.0,10.0,7.0,2.0,29.0,9.0,159.0,,93.0,1.0,4.0,2.0,42.0,1.0,,7.0,105.0,157.0,95.0,2.0,,33.0,,,86.0,1.0,3.0,,6.0,2.0,2.0,4.0,4.0,12.0,7.0,2.0,,3.0,31.0,18.0,5.0,107.0,,51.0,3.0,14.0,4.0,2.0,1.0,5.0,2.0,0.0,3.0,3.0,,,2.0,,,,,,,,,2.0,,,1.0,,,1.0,1.0,2.0,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_USL_Cup,2025,Charleston Battery,5t1wvh34lm993otbc3469uzxm,J. Conway,Forward,36,2.0,1.0,3.0,,1.0,2.0,,1.0,,,,1.0,10.0,4.0,,7.0,,18.0,,3.0,,2.0,1.0,3.0,,,,8.0,12.0,3.0,,,2.0,,1.0,3.0,2.0,,,3.0,,1.0,1.0,1.0,6.0,,,,1.0,2.0,,3.0,9.0,,2.0,2.0,3.0,2.0,1.0,,2.0,,0.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_USL_Cup,2025,Charleston Battery,aur71sievd8d2fnrumu3xf6c,N. Dossantos,Defender,62,4.0,2.0,35.0,1.0,5.0,5.0,,126.0,,,2.0,18.0,10.0,16.0,,37.0,7.0,315.0,6.0,215.0,17.0,17.0,7.0,34.0,,1.0,4.0,239.0,310.0,220.0,10.0,,77.0,,4.0,213.0,95.0,2.0,1.0,18.0,5.0,2.0,4.0,4.0,24.0,4.0,3.0,,12.0,38.0,21.0,11.0,244.0,,96.0,5.0,17.0,11.0,6.0,11.0,8.0,5.0,0.0,2.0,,,,1.0,2.0,1.0,,,,,,,1.0,,,,,,2.0,2.0,,,1.0,1.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_USL_Cup,2025,Charleston Battery,eur2vbdzfmcxyfathakjghyqc,J. Drack,Defender,23,5.0,,16.0,,4.0,2.0,,38.0,,2.0,4.0,8.0,10.0,7.0,,29.0,1.0,180.0,3.0,70.0,4.0,8.0,7.0,18.0,,,1.0,82.0,137.0,70.0,7.0,,24.0,,1.0,69.0,10.0,2.0,,12.0,1.0,3.0,2.0,2.0,12.0,1.0,2.0,,9.0,30.0,15.0,3.0,82.0,,32.0,4.0,10.0,5.0,5.0,1.0,5.0,,0.0,5.0,,,,,1.0,,,,,,,,1.0,,,1.0,,,,,2.0,,,,,,,5.0,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,
USA_USL_Cup,2025,Charleston Battery,dw8iyfupgsqkt8ogxssmtss4q,M. Edwards,Defender,34,,,1.0,,1.0,,,31.0,,,,,10.0,2.0,,7.0,6.0,45.0,1.0,43.0,1.0,1.0,,21.0,,,,49.0,57.0,44.0,4.0,,16.0,,,38.0,8.0,,,,,,1.0,1.0,6.0,,,,2.0,5.0,,,50.0,,13.0,,6.0,,,,4.0,,0.0,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_USL_Cup,2025,Charleston Battery,5htuxrszecd448kld1yguwpas,C. Garner,Goalkeeper,1,,,1.0,,8.0,3.0,,42.0,,1.0,,,10.0,1.0,1.0,13.0,4.0,224.0,1.0,31.0,1.0,1.0,,23.0,,,,39.0,82.0,45.0,3.0,,23.0,,,41.0,12.0,,,,1.0,,3.0,3.0,13.0,,3.0,,17.0,,,7.0,58.0,1.0,3.0,4.0,6.0,,,,12.0,,0.0,,,,,,,,,,,,,,3.0,,,,,,,,,,11.0,22.0,,,,,,6.0,1.0,1.0,6.0,,2.0,,,,,,,,,,,,,,,1.0,1.0,1.0,,,,,,,,
USA_USL_Cup,2025,Charleston Battery,94zkjopy373mgso15ljxmhd04,N. Houssou,Midfielder,91,5.0,5.0,35.0,2.0,1.0,2.0,1.0,76.0,1.0,1.0,4.0,16.0,10.0,22.0,2.0,46.0,8.0,242.0,1.0,152.0,3.0,19.0,14.0,34.0,3.0,6.0,3.0,179.0,247.0,155.0,4.0,1.0,41.0,,8.0,147.0,71.0,1.0,4.0,32.0,9.0,1.0,4.0,4.0,27.0,3.0,3.0,4.0,13.0,36.0,7.0,8.0,182.0,,82.0,3.0,22.0,18.0,7.0,2.0,5.0,7.0,0.0,,1.0,,,1.0,3.0,1.0,,,,,,,,,,1.0,,,3.0,3.0,3.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
