liga,temporada,equipo,id,nombre,posicion,dorsal,Total Fouls Conceded,Duels,Unsuccessful Crosses & Corners,Total Successful Passes ( Excl Crosses & Corners ) ,Throw Ins to Own Player,PutThrough/Blocked Distribution,Open Play Passes,Unsuccessful Crosses open play,Offsides,Aerial Duels won,Fifty Fifty,Unsuccessful Passes Opposition Half,Leftside Passes,Games Played,GK Unsuccessful Distribution,Successful Long Passes,GK Successful Distribution,Shots Off Target (inc woodwork),Total Losses Of Possession,Successful Passes Own Half,Ground Duels,Interceptions,Time Played,Total Touches In Opposition Box,Total Clearances,Rightside Passes,Handballs conceded,Unsuccessful Short Passes,Touches,Backward Passes,Yellow Cards,Total Fouls Won,Duels lost,Total Tackles,Forward Passes,Substitute On,Total Shots,Successful Open Play Passes,Goals Conceded Inside Box,Clean Sheets,Successful Passes Opposition Half,Appearances,Total Passes,Ground Duels won,Corners Won,Tackles Won,Goals Conceded,Unsuccessful Launches,Successful Launches,PutThrough/Blocked Distribution Won,Aerial Duels lost,Foul Attempted Tackle,Times Tackled,Throw Ins to Opposition Player,Index,Successful Fifty Fifty,Aerial Duels,Successful Short Passes,Penalty Goals Conceded,Starts,Recoveries,Blocks,Ground Duels lost,Goals Conceded Outside Box,Unsuccessful Long Passes,Blocked Shots,Substitute Off,Penalties Conceded,Goal Kicks,Key Passes (Attempt Assists),Duels won,Unsuccessful Passes Own Half,Tackles Lost,Total Unsuccessful Passes ( Excl Crosses & Corners ),Winning Goal,Successful Crosses & Corners,Penalty Goals,Corners Taken (incl short corners),Unsuccessful Corners into Box,Hit Woodwork,Right Foot Goals,Set Pieces Goals,Penalties Off Target,Through balls,Successful Dribbles,Successful Crosses open play,Second Goal Assists,Shots On Target ( inc goals ),Assists (Intentional),Successful Corners into Box,Unsuccessful Dribbles,Total Red Cards,Unsuccessful lay-offs,Penalties Taken,Goals from Inside Box,Goal Assists,Attempts from Set Pieces,Successful Lay-offs,Goals,Red Cards - 2nd Yellow,Overruns,Goals from Outside Box,Home Goals,Away Goals,Left Foot Goals,Headed Goals,Saves Made from Inside Box,Saves made - parried,Goalkeeper Smother,Saves Made,Saves Made from Outside Box,Straight Red Cards,Penalties Faced,Drops,Catches,Punches,Last Man Tackle,Own Goal Scored,Foul Won Penalty,Clearances Off the Line,Saves made - caught,Crosses not Claimed,Last Player Tackle,Other Goals,Saves from Penalty,Penalties Saved
USA_MLS,2023,Real Salt Lake,4eph69hyci7ap30ms501yc3x1,C. Arango,Forward,9,23.0,132.0,5.0,124.0,3.0,12.0,144.0,5.0,5.0,21.0,,38.0,42.0,13.0,,3.0,,10.0,99.0,36.0,98.0,2.0,844.0,49.0,9.0,42.0,,34.0,335.0,42.0,3.0,17.0,73.0,12.0,33.0,4.0,25.0,109.0,10.0,,95.0,13.0,159.0,38.0,10.0,8.0,11.0,,,7.0,13.0,14.0,34.0,,76.0,,34.0,121.0,1.0,9.0,17.0,1.0,60.0,1.0,1.0,4.0,8.0,,,13.0,59.0,2.0,4.0,35.0,2.0,7.0,,,,,1.0,,,,9.0,7.0,1.0,15.0,1.0,,17.0,,1.0,,6.0,1.0,1.0,3.0,6.0,,2.0,,3.0,3.0,1.0,4.0,,,,,,,,,,,,,,,,,,,,
USA_MLS,2023,Real Salt Lake,844k9wmnxkk24xsjd4fdb4rca,G. Beavers,Goalkeeper,35,,1.0,,104.0,,,86.0,,,1.0,,41.0,30.0,7.0,22.0,36.0,56.0,,52.0,82.0,,,585.0,,5.0,31.0,,2.0,207.0,,1.0,,,,94.0,1.0,,65.0,13.0,,22.0,7.0,155.0,,,,14.0,10.0,6.0,,,,,,21.0,,1.0,68.0,2.0,6.0,50.0,,,1.0,49.0,,,,51.0,,1.0,10.0,,51.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,4.0,1.0,13.0,4.0,,2.0,,5.0,,,,,,,1.0,,,,
USA_MLS,2023,Real Salt Lake,84v7wkiby3gxavrnoqogo6e39,A. Brody,Defender,2,7.0,166.0,64.0,950.0,164.0,40.0,1121.0,64.0,3.0,13.0,24.0,184.0,212.0,31.0,,58.0,,3.0,341.0,426.0,129.0,27.0,2440.0,25.0,54.0,259.0,,139.0,1719.0,248.0,3.0,21.0,65.0,37.0,420.0,4.0,6.0,932.0,30.0,8.0,536.0,31.0,1139.0,88.0,14.0,21.0,38.0,25.0,16.0,17.0,24.0,7.0,20.0,26.0,50.0,13.0,37.0,892.0,3.0,27.0,157.0,13.0,41.0,8.0,50.0,,4.0,,,20.0,101.0,69.0,16.0,189.0,0.0,12.0,,,,1.0,,,,2.0,31.0,12.0,2.0,3.0,1.0,,13.0,,,,,2.0,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,
USA_MLS,2023,Real Salt Lake,43iq0adnp6o9uxn32482kn845,S. Caldwell,Midfielder,12,,7.0,,55.0,,,68.0,,,,1.0,8.0,17.0,4.0,,4.0,,,13.0,34.0,6.0,,175.0,,2.0,24.0,,10.0,74.0,8.0,,2.0,3.0,1.0,19.0,1.0,,55.0,2.0,,21.0,4.0,68.0,4.0,,1.0,2.0,3.0,,,1.0,,,,18.0,,1.0,51.0,,3.0,11.0,,2.0,,3.0,,3.0,,,,4.0,5.0,,13.0,0.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_MLS,2023,Real Salt Lake,1udt0es1u7ffbh84vdsv2f4yd,M. Chang,Midfielder,16,8.0,100.0,76.0,342.0,21.0,30.0,419.0,48.0,1.0,5.0,12.0,148.0,90.0,23.0,,13.0,,3.0,228.0,113.0,80.0,5.0,1062.0,37.0,11.0,104.0,1.0,68.0,708.0,134.0,1.0,10.0,57.0,16.0,99.0,10.0,8.0,335.0,17.0,,248.0,23.0,427.0,38.0,7.0,8.0,17.0,6.0,,13.0,15.0,4.0,23.0,9.0,88.0,6.0,20.0,329.0,2.0,13.0,57.0,1.0,42.0,,17.0,6.0,13.0,,,25.0,43.0,13.0,8.0,85.0,0.0,19.0,,30.0,19.0,,,,,1.0,12.0,9.0,,5.0,4.0,8.0,8.0,,1.0,,,4.0,2.0,5.0,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,
USA_MLS,2023,Real Salt Lake,3wkej06590b61lyqm7vt1kwes,G. Dillon,Midfielder,49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_MLS,2023,Real Salt Lake,8jcrd6icrjmulbpa2wiu0frsa,E. Eneli,Midfielder,25,11.0,161.0,10.0,572.0,92.0,37.0,649.0,10.0,2.0,10.0,15.0,57.0,226.0,23.0,,10.0,,1.0,144.0,267.0,136.0,18.0,1494.0,10.0,18.0,93.0,,73.0,996.0,130.0,5.0,32.0,63.0,26.0,208.0,8.0,2.0,564.0,23.0,4.0,309.0,23.0,657.0,88.0,6.0,12.0,26.0,8.0,,17.0,15.0,6.0,19.0,10.0,47.0,8.0,25.0,562.0,3.0,15.0,116.0,9.0,48.0,3.0,12.0,1.0,1.0,,,12.0,98.0,38.0,14.0,85.0,0.0,4.0,,,,,,,,,30.0,4.0,,1.0,,,14.0,,,,,,,1.0,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,
USA_MLS,2023,Real Salt Lake,bkgs0bu84fid8674okqo4r7x1,J. Glad,Defender,15,30.0,210.0,3.0,1610.0,11.0,19.0,1769.0,3.0,,61.0,36.0,140.0,760.0,34.0,,160.0,4.0,7.0,258.0,1148.0,104.0,51.0,2898.0,26.0,126.0,271.0,2.0,110.0,2220.0,117.0,8.0,13.0,94.0,40.0,689.0,1.0,14.0,1555.0,36.0,8.0,463.0,34.0,1837.0,55.0,6.0,25.0,43.0,31.0,6.0,11.0,45.0,10.0,8.0,,68.0,21.0,106.0,1450.0,3.0,33.0,171.0,30.0,49.0,7.0,117.0,2.0,3.0,1.0,4.0,6.0,116.0,90.0,15.0,227.0,1.0,1.0,,,,1.0,2.0,,,1.0,2.0,1.0,,7.0,,,2.0,1.0,,,5.0,,,,5.0,,,,4.0,1.0,1.0,2.0,,,,,,1.0,,,,,,1.0,,2.0,,,,,,
USA_MLS,2023,Real Salt Lake,72xq9zy27facbbowtwsuzw0lw,Z. Gozo,Midfielder,72,,3.0,,2.0,,,4.0,,,,,2.0,2.0,1.0,,,,,3.0,2.0,2.0,,6.0,2.0,,,,2.0,6.0,1.0,,,2.0,,1.0,1.0,,2.0,,,,1.0,4.0,1.0,,,,,,,1.0,,1.0,,14.0,,1.0,2.0,,,,,1.0,,,,,,,,1.0,,,2.0,0.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_MLS,2023,Real Salt Lake,82w5p305rf5dw31qndxj81rmc,A. Gómez,Midfielder,11,23.0,276.0,51.0,279.0,6.0,48.0,371.0,50.0,6.0,5.0,34.0,138.0,133.0,33.0,,6.0,,19.0,345.0,58.0,253.0,8.0,1611.0,92.0,5.0,61.0,4.0,94.0,873.0,69.0,2.0,12.0,174.0,31.0,118.0,16.0,40.0,269.0,20.0,,231.0,33.0,381.0,97.0,27.0,26.0,29.0,3.0,,24.0,18.0,13.0,112.0,1.0,23.0,13.0,23.0,273.0,1.0,17.0,95.0,2.0,156.0,9.0,8.0,9.0,15.0,,,25.0,102.0,15.0,5.0,102.0,0.0,10.0,,10.0,1.0,2.0,,,,4.0,54.0,10.0,2.0,21.0,4.0,,70.0,,,,,5.0,,2.0,1.0,,5.0,1.0,1.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,
