liga,temporada,equipo,id,nombre,posicion,dorsal,Total Unsuccessful Passes ( Excl Crosses & Corners ),Unsuccessful Crosses open play,Unsuccessful Crosses & Corners,Through balls,Total Clearances,Penalty Goals Conceded,Unsuccessful Passes Own Half,Successful Long Passes,Index,Clean Sheets,Leftside Passes,Unsuccessful Launches,Successful Dribbles,Open Play Passes,Interceptions,PutThrough/Blocked Distribution Won,Successful Passes Own Half,Successful Open Play Passes,Aerial Duels lost,Total Fouls Won,Key Passes (Attempt Assists),Blocks,Unsuccessful Long Passes,Times Tackled,Tackles Won,Successful Short Passes,Goals Conceded Outside Box,Throw Ins to Own Player,PutThrough/Blocked Distribution,Successful Launches,Goals Conceded Inside Box,Ground Duels lost,Blocked Shots,Total Fouls Conceded,Total Losses Of Possession,Unsuccessful Short Passes,Successful Crosses & Corners,Total Tackles,Starts,Successful Crosses open play,Recoveries,Unsuccessful Passes Opposition Half,Forward Passes,Tackles Lost,Touches,Time Played,Successful Passes Opposition Half,Goals Conceded,Appearances,Substitute Off,Games Played,Duels lost,Aerial Duels,Backward Passes,Substitute On,Foul Attempted Tackle,Corners Won,Total Successful Passes ( Excl Crosses & Corners ) ,Total Passes,Ground Duels,Ground Duels won,Rightside Passes,Duels,Unsuccessful Dribbles,Total Touches In Opposition Box,Duels won,Throw Ins to Opposition Player,Winning Goal,Penalties Faced,Yellow Cards,Saves made - caught,Catches,Goal Kicks,Saves Made from Inside Box,Punches,Saves Made,Saves Made from Outside Box,Crosses not Claimed,Aerial Duels won,GK Unsuccessful Distribution,Drops,Saves made - parried,GK Successful Distribution,Total Shots,Shots Off Target (inc woodwork),Assists (Intentional),Offsides,Foul Won Penalty,Hit Woodwork,Attempts from Set Pieces,Unsuccessful Corners into Box,Goals from Inside Box,Successful Corners into Box,Right Foot Goals,Goals,Shots On Target ( inc goals ),Second Goal Assists,Corners Taken (incl short corners),Headed Goals,Unsuccessful lay-offs,Handballs conceded,Penalties Taken,Successful Lay-offs,Goal Assists,Home Goals,Away Goals,Red Cards - 2nd Yellow,Goals from Outside Box,Total Red Cards,Other Goals,Set Pieces Goals,Penalties Off Target,Penalties Conceded,Own Goal Scored,Left Foot Goals,Clearances Off the Line,Last Man Tackle,Straight Red Cards,Penalty Goals,Saves from Penalty,Penalties Saved,Goalkeeper Smother
USA_USL_League_One,2022,South Georgia Tormenta FC,4ysjz78ep100dov88zn3kgz6c,F. Adeniyi,Defender,0,94.0,9.0,9.0,1.0,33.0,1.0,31.0,12.0,10.0,1.0,15.0,21.0,3.0,357.0,20.0,10.0,150.0,264.0,18.0,5.0,5.0,5.0,38.0,6.0,8.0,262.0,3.0,53.0,21.0,3.0,17.0,41.0,2.0,30.0,142.0,56.0,1.0,10.0,13.0,1.0,56.0,72.0,162.0,2.0,584.0,1110.0,125.0,20.0,19.0,7.0,19.0,59.0,37.0,56.0,6.0,16.0,1.0,274.0,368.0,59.0,18.0,135.0,96.0,4.0,23.0,37.0,18.0,0.0,,6.0,,,,,,,,,19.0,,,,,6.0,2.0,1.0,1.0,,,,,1.0,,1.0,1.0,4.0,,,,,1.0,,3.0,1.0,1.0,0.0,,,,,,,,,,,,,,,,
USA_USL_League_One,2022,South Georgia Tormenta FC,adh40esco7jzggjieeeafvor8,K. Adjei,Forward,45,119.0,36.0,36.0,,6.0,1.0,18.0,18.0,10.0,3.0,94.0,3.0,42.0,558.0,10.0,10.0,116.0,439.0,11.0,32.0,23.0,1.0,14.0,101.0,12.0,428.0,3.0,14.0,39.0,1.0,25.0,120.0,9.0,17.0,342.0,105.0,12.0,16.0,26.0,12.0,88.0,137.0,92.0,4.0,1016.0,2223.0,342.0,28.0,32.0,17.0,32.0,131.0,15.0,181.0,6.0,4.0,27.0,446.0,565.0,210.0,90.0,198.0,225.0,40.0,124.0,94.0,1.0,3.0,,3.0,,,,,,,,,4.0,,,,,35.0,17.0,1.0,11.0,,2.0,1.0,,7.0,,5.0,7.0,18.0,1.0,1.0,1.0,,,,14.0,2.0,2.0,5.0,,,,,,,,,1.0,,,,,,,
USA_USL_League_One,2022,South Georgia Tormenta FC,bhzsz7pbe6pbwojtc1mi8m28l,M. Akale,Forward,7,60.0,10.0,11.0,,3.0,,8.0,3.0,10.0,1.0,64.0,1.0,18.0,210.0,5.0,4.0,40.0,153.0,7.0,23.0,7.0,,6.0,30.0,7.0,152.0,1.0,7.0,11.0,,5.0,46.0,4.0,11.0,130.0,54.0,1.0,15.0,10.0,1.0,38.0,63.0,69.0,8.0,388.0,841.0,116.0,6.0,12.0,6.0,12.0,53.0,11.0,61.0,2.0,3.0,6.0,155.0,215.0,102.0,56.0,21.0,113.0,20.0,28.0,60.0,1.0,0.0,,2.0,,,,,,,,,4.0,,,,,8.0,4.0,1.0,1.0,3.0,1.0,3.0,,,,,1.0,4.0,,1.0,,,,,2.0,1.0,1.0,0.0,,1.0,,,1.0,,,,1.0,,,,,,,
USA_USL_League_One,2022,South Georgia Tormenta FC,bh8ci2ku56str20jzftbv3mqx,A. Billhardt,Midfielder,10,147.0,38.0,82.0,2.0,9.0,1.0,23.0,24.0,10.0,,193.0,4.0,46.0,654.0,8.0,16.0,150.0,510.0,49.0,48.0,50.0,,21.0,145.0,29.0,515.0,3.0,21.0,38.0,1.0,29.0,191.0,16.0,32.0,475.0,126.0,17.0,41.0,28.0,3.0,125.0,206.0,171.0,12.0,1340.0,2267.0,406.0,32.0,33.0,21.0,33.0,240.0,61.0,189.0,5.0,17.0,30.0,539.0,686.0,326.0,135.0,133.0,387.0,82.0,100.0,147.0,1.0,1.0,,4.0,,,,,,,,,12.0,,,,,36.0,15.0,3.0,9.0,,,4.0,38.0,4.0,13.0,1.0,5.0,21.0,,58.0,,,3.0,1.0,8.0,5.0,2.0,3.0,,1.0,,,,,,,4.0,,,,1.0,,,
USA_USL_League_One,2022,South Georgia Tormenta FC,5bu68g6hcie57pmteyj2dexhw,J. Boegel,Goalkeeper,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_USL_League_One,2022,South Georgia Tormenta FC,97d846tm7ngsjqwkbz8xm3alm,A. Bosua,Forward,27,57.0,,,,2.0,,6.0,3.0,10.0,1.0,27.0,2.0,2.0,137.0,2.0,3.0,24.0,80.0,35.0,12.0,5.0,,4.0,14.0,2.0,86.0,,1.0,9.0,1.0,2.0,22.0,1.0,9.0,90.0,53.0,,2.0,6.0,,15.0,51.0,50.0,,242.0,484.0,65.0,2.0,8.0,4.0,8.0,57.0,71.0,33.0,2.0,2.0,7.0,89.0,146.0,38.0,16.0,36.0,109.0,3.0,51.0,52.0,,1.0,,2.0,,,,,,,,,36.0,,,,,17.0,9.0,1.0,2.0,,1.0,,,2.0,,2.0,2.0,8.0,,,,,2.0,,3.0,1.0,0.0,2.0,,,,,,,,,,,,,,,,
USA_USL_League_One,2022,South Georgia Tormenta FC,dh7z6y65k0w1cfo69j83ih91w,T. Bush,Goalkeeper,99,131.0,,,,12.0,,20.0,53.0,10.0,6.0,48.0,35.0,,114.0,,,125.0,74.0,,3.0,,,129.0,,,107.0,1.0,,,15.0,10.0,2.0,,1.0,133.0,2.0,,,14.0,,102.0,111.0,208.0,,404.0,1250.0,35.0,11.0,14.0,1.0,14.0,2.0,1.0,,,1.0,,160.0,291.0,5.0,3.0,35.0,6.0,,,4.0,,0.0,1.0,2.0,1.0,5.0,119.0,23.0,10.0,45.0,22.0,,1.0,52.0,,9.0,113.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,1.0,1.0,
USA_USL_League_One,2022,South Georgia Tormenta FC,cskhx4mpx2quo562ptajwbsru,Gabriel Cabral,Midfielder,8,292.0,12.0,78.0,5.0,36.0,1.0,52.0,78.0,10.0,10.0,398.0,14.0,14.0,1605.0,45.0,29.0,598.0,1332.0,30.0,59.0,48.0,13.0,79.0,41.0,29.0,1327.0,3.0,17.0,55.0,,38.0,97.0,15.0,38.0,456.0,213.0,31.0,47.0,32.0,5.0,213.0,318.0,518.0,18.0,2256.0,2937.0,838.0,41.0,33.0,2.0,33.0,127.0,49.0,288.0,1.0,26.0,17.0,1405.0,1697.0,215.0,118.0,493.0,264.0,13.0,38.0,137.0,,2.0,,3.0,,,,,,,,,19.0,,,,,36.0,21.0,3.0,,,2.0,13.0,49.0,1.0,23.0,2.0,3.0,15.0,,78.0,,,3.0,,10.0,3.0,1.0,2.0,,2.0,,,1.0,,,,1.0,,,,,,,
USA_USL_League_One,2022,South Georgia Tormenta FC,diruxelfzrgr52daz0zc6b4oa,T. Crull,Defender,19,,,,,1.0,,,,10.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,1.0,,,,,,1.0,2.0,1.0,,,1.0,,1.0,1.0,1.0,,1.0,,,,,1.0,1.0,,2.0,,,1.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_USL_League_One,2022,South Georgia Tormenta FC,5lfsx6h5cktgy9mbk5hg6mt0q,J. Dengler,Defender,25,399.0,1.0,1.0,2.0,153.0,1.0,104.0,172.0,10.0,9.0,411.0,78.0,3.0,1470.0,38.0,13.0,748.0,1108.0,51.0,17.0,6.0,25.0,243.0,4.0,20.0,1020.0,4.0,3.0,20.0,28.0,38.0,37.0,7.0,25.0,425.0,156.0,1.0,26.0,33.0,1.0,167.0,296.0,815.0,6.0,1966.0,2969.0,445.0,42.0,33.0,1.0,33.0,88.0,143.0,49.0,,12.0,6.0,1192.0,1591.0,82.0,45.0,316.0,225.0,1.0,31.0,137.0,,0.0,,6.0,,,1.0,,,,,,92.0,,,,1.0,18.0,13.0,1.0,,,,1.0,,1.0,,,1.0,5.0,,,1.0,,,,,2.0,1.0,0.0,,,,,,,1.0,,,,,,,,,
