liga,temporada,equipo,id,nombre,posicion,dorsal,Time Played,Substitute On,Appearances,Index,Games Played,Yellow Cards,Substitute Off,Goals Conceded Inside Box,Starts,Goals Conceded,Clean Sheets,Goals,Right Foot Goals,Open Play Passes,Successful Passes Opposition Half,Total Passes,Successful Short Passes,Total Shots,Touches,Total Touches In Opposition Box,Shots On Target ( inc goals ),Assists (Intentional),Leftside Passes,Goals from Inside Box,Successful Open Play Passes,Total Successful Passes ( Excl Crosses & Corners ) ,Goal Assists,Successful Crosses & Corners,Successful Crosses open play,Total Red Cards,Straight Red Cards,Headed Goals,Forward Passes,Unsuccessful Crosses open play,Throw Ins to Own Player,Successful Lay-offs,Corners Won,Backward Passes,Unsuccessful Long Passes,Shots Off Target (inc woodwork),Total Losses Of Possession,Successful Passes Own Half,Total Tackles,Unsuccessful Short Passes,Total Fouls Conceded,Successful Dribbles,Total Unsuccessful Passes ( Excl Crosses & Corners ),Rightside Passes,Key Passes (Attempt Assists),Unsuccessful Passes Opposition Half,Blocked Shots,Recoveries,PutThrough/Blocked Distribution,Unsuccessful Passes Own Half,Ground Duels,Duels won,Successful Long Passes,Total Fouls Won,Unsuccessful Dribbles,Duels,Left Foot Goals,Unsuccessful Crosses & Corners,Handballs conceded,Ground Duels lost,Tackles Won,Duels lost,Tackles Lost,Ground Duels won,Successful Launches,PutThrough/Blocked Distribution Won,Aerial Duels lost,Set Pieces Goals,Goals from Outside Box,Attempts from Set Pieces,Aerial Duels won,Total Clearances,Aerial Duels,Unsuccessful lay-offs,Offsides,Unsuccessful Launches,Foul Attempted Tackle,Blocks,Interceptions,Corners Taken (incl short corners),Unsuccessful Corners into Box,Saves Made,GK Successful Distribution,Catches,Saves Made from Inside Box,Penalties Conceded,Throw Ins to Opposition Player,Penalties Off Target,Penalties Taken,Successful Corners into Box,Punches,Saves Made from Outside Box,Saves made - parried,Penalties Faced,GK Unsuccessful Distribution,Own Goal Scored,Goals Conceded Outside Box,Penalties Saved,Saves from Penalty,Clearances Off the Line,Hit Woodwork,Red Cards - 2nd Yellow,Foul Won Penalty,Penalty Goals,Goalkeeper Smother,Through balls,Saves made - caught,Drops
Concacaf_Concacaf_U17,2017 Panama,Jamaica Under 17,9oxb7gi6xxb4038oobno5i8kp,C. Allen,Defender,19,63.0,,1.0,10.0,1.0,,,1.0,1.0,1.0,,,,23.0,7.0,24.0,9.0,,39.0,,,,,,11.0,12.0,,,,1.0,,,17.0,,,,,1.0,5.0,,15.0,5.0,3.0,7.0,4.0,2.0,12.0,6.0,,10.0,,4.0,1.0,2.0,13.0,9.0,3.0,3.0,,15.0,,,,5.0,3.0,6.0,,8.0,,,1.0,,,,1.0,1.0,2.0,,,2.0,4.0,,3.0,,,,,,,,2.0,,,,,,,,,,,,,,,1.0,,,,,,
Concacaf_Concacaf_U17,2017 Panama,Jamaica Under 17,89bmm90v097y7havchhe2zbvt,C. Atkinson,Midfielder,8,259.0,,3.0,10.0,3.0,,1.0,9.0,3.0,11.0,,,,33.0,14.0,33.0,16.0,,67.0,1.0,,,3.0,,19.0,19.0,1.0,1.0,1.0,,,,21.0,2.0,2.0,1.0,,6.0,4.0,,30.0,6.0,6.0,10.0,5.0,,14.0,3.0,2.0,18.0,1.0,12.0,2.0,1.0,19.0,10.0,3.0,3.0,2.0,23.0,,5.0,,10.0,5.0,13.0,1.0,9.0,,1.0,3.0,,,,1.0,1.0,4.0,,,2.0,1.0,,1.0,3.0,3.0,,,,,,2.0,,,,,,,,,,2.0,,,,,,,,,,,
Concacaf_Concacaf_U17,2017 Panama,Jamaica Under 17,2ogj2sv7c70o69q7u17s003c9,R. Campbell,Forward,10,90.0,,1.0,10.0,1.0,1.0,,5.0,1.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Concacaf_Concacaf_U17,2017 Panama,Jamaica Under 17,9vmkraasuy4r0myv3ov3thotl,N. Daley,Forward,14,109.0,1.0,2.0,10.0,2.0,,,5.0,1.0,5.0,,,,2.0,1.0,2.0,1.0,,5.0,1.0,,,,,1.0,1.0,,,,,,,1.0,,,,,,1.0,,2.0,,,,2.0,2.0,1.0,1.0,,1.0,,1.0,,,5.0,2.0,,,1.0,6.0,,,,3.0,,4.0,,2.0,,,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Concacaf_Concacaf_U17,2017 Panama,Jamaica Under 17,7v71zwm41kdb0p166o7tm87ah,K. Edwards,Defender,2,49.0,2.0,2.0,10.0,2.0,,,2.0,,4.0,,,,5.0,1.0,5.0,3.0,,7.0,,,,,,4.0,4.0,,,,,,,4.0,,,,,,1.0,,2.0,3.0,,,,,1.0,1.0,,,,,,1.0,1.0,,1.0,,,1.0,,,,1.0,,1.0,,,1.0,,,,,,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,
Concacaf_Concacaf_U17,2017 Panama,Jamaica Under 17,cp1u8tztgvs4wu62dhnb4ka95,K. Gibbons,Defender,12,270.0,,3.0,10.0,3.0,1.0,,9.0,3.0,11.0,,,,36.0,4.0,38.0,13.0,,55.0,,,,6.0,,17.0,18.0,,,,,,,25.0,,,,,1.0,13.0,,21.0,14.0,,7.0,2.0,,20.0,6.0,,17.0,,6.0,1.0,3.0,8.0,6.0,5.0,3.0,,13.0,,,,5.0,,7.0,,3.0,3.0,1.0,2.0,,,,3.0,8.0,5.0,,,10.0,2.0,,4.0,,,,,,,1.0,,,,,,,,,,,2.0,,,,,,,,,,,
Concacaf_Concacaf_U17,2017 Panama,Jamaica Under 17,1prubtbid7fegkhpnzks8dnmx,T. Griffiths,Goalkeeper,13,270.0,,3.0,10.0,3.0,1.0,,9.0,3.0,11.0,,,,4.0,6.0,58.0,10.0,,81.0,,,,5.0,,3.0,25.0,,,,,,,49.0,,,,,,32.0,,35.0,19.0,,1.0,1.0,,33.0,4.0,,24.0,,24.0,,9.0,1.0,1.0,15.0,,,2.0,,,,1.0,,1.0,,,1.0,,,,,,1.0,3.0,1.0,,,6.0,1.0,,,,,14.0,13.0,2.0,7.0,,,,,,1.0,7.0,7.0,2.0,13.0,,2.0,1.0,1.0,,,,,,,,,
Concacaf_Concacaf_U17,2017 Panama,Jamaica Under 17,9f9mdfn1nx5iew6ge2ws7p2p5,J. Lyons,Midfielder,11,242.0,,3.0,10.0,3.0,,1.0,8.0,3.0,10.0,,,,34.0,13.0,34.0,19.0,1.0,49.0,2.0,,,4.0,,20.0,20.0,,,,,,,23.0,,,1.0,,6.0,4.0,1.0,18.0,7.0,1.0,10.0,2.0,,14.0,1.0,2.0,6.0,,2.0,2.0,8.0,6.0,6.0,1.0,1.0,1.0,13.0,,,,4.0,1.0,7.0,,2.0,1.0,,3.0,,,,4.0,3.0,7.0,,,4.0,1.0,,3.0,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,
Concacaf_Concacaf_U17,2017 Panama,Jamaica Under 17,dskgzp69r8z3nk01z38tdm19l,R. McIntosh,Forward,18,199.0,1.0,3.0,10.0,3.0,,2.0,9.0,2.0,11.0,,1.0,,7.0,3.0,13.0,7.0,2.0,24.0,4.0,1.0,,5.0,1.0,3.0,7.0,,,,,,,2.0,2.0,,,3.0,4.0,,1.0,12.0,4.0,,6.0,1.0,2.0,6.0,2.0,,7.0,,2.0,,1.0,6.0,4.0,,1.0,2.0,12.0,1.0,2.0,,3.0,,8.0,,3.0,,,5.0,,,,1.0,,6.0,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,
Concacaf_Concacaf_U17,2017 Panama,Jamaica Under 17,99qq8p7dya68gj8d0qgsjr46h,A. Mullings,Defender,6,106.0,,2.0,10.0,2.0,,2.0,1.0,2.0,1.0,,,,15.0,9.0,18.0,9.0,,37.0,3.0,,,1.0,,7.0,9.0,,1.0,1.0,,,,9.0,1.0,3.0,,,2.0,7.0,,12.0,1.0,1.0,2.0,1.0,1.0,9.0,6.0,2.0,8.0,1.0,4.0,2.0,2.0,7.0,5.0,,2.0,,8.0,,1.0,,3.0,1.0,3.0,,4.0,,1.0,,,,,1.0,,1.0,,,7.0,1.0,1.0,3.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,
