liga,temporada,equipo,id,nombre,posicion,dorsal,Time Played,Substitute On,Appearances,Index,Games Played,Yellow Cards,Substitute Off,Goals Conceded Inside Box,Starts,Goals Conceded,Clean Sheets,Goals,Right Foot Goals,Open Play Passes,Successful Passes Opposition Half,Total Passes,Successful Short Passes,Total Shots,Touches,Total Touches In Opposition Box,Shots On Target ( inc goals ),Assists (Intentional),Leftside Passes,Goals from Inside Box,Successful Open Play Passes,Total Successful Passes ( Excl Crosses & Corners ) ,Goal Assists,Successful Crosses & Corners,Successful Crosses open play,Total Red Cards,Straight Red Cards,Headed Goals,Forward Passes,Unsuccessful Crosses open play,Throw Ins to Own Player,Successful Lay-offs,Corners Won,Backward Passes,Unsuccessful Long Passes,Shots Off Target (inc woodwork),Total Losses Of Possession,Successful Passes Own Half,Total Tackles,Unsuccessful Short Passes,Total Fouls Conceded,Successful Dribbles,Total Unsuccessful Passes ( Excl Crosses & Corners ),Rightside Passes,Key Passes (Attempt Assists),Unsuccessful Passes Opposition Half,Blocked Shots,Recoveries,PutThrough/Blocked Distribution,Unsuccessful Passes Own Half,Ground Duels,Duels won,Successful Long Passes,Total Fouls Won,Unsuccessful Dribbles,Duels,Left Foot Goals,Unsuccessful Crosses & Corners,Handballs conceded,Ground Duels lost,Tackles Won,Duels lost,Tackles Lost,Ground Duels won,Successful Launches,PutThrough/Blocked Distribution Won,Aerial Duels lost,Set Pieces Goals,Goals from Outside Box,Attempts from Set Pieces,Aerial Duels won,Total Clearances,Aerial Duels,Unsuccessful lay-offs,Offsides,Unsuccessful Launches,Foul Attempted Tackle,Blocks,Interceptions,Corners Taken (incl short corners),Unsuccessful Corners into Box,Saves Made,GK Successful Distribution,Catches,Saves Made from Inside Box,Penalties Conceded,Throw Ins to Opposition Player,Penalties Off Target,Penalties Taken,Successful Corners into Box,Punches,Saves Made from Outside Box,Saves made - parried,Penalties Faced,GK Unsuccessful Distribution,Own Goal Scored,Goals Conceded Outside Box,Penalties Saved,Saves from Penalty,Clearances Off the Line,Hit Woodwork,Red Cards - 2nd Yellow,Foul Won Penalty,Penalty Goals,Goalkeeper Smother,Through balls,Saves made - caught,Drops
Concacaf_Concacaf_U17,2017 Panama,Jamaica Under 17,b6bqm9nsy2r4lpglei4vdurqh,D. Osei,Defender,3,90.0,,1.0,10.0,1.0,,,3.0,1.0,5.0,,,,12.0,,12.0,3.0,,19.0,,,,,,4.0,4.0,,,,,,,7.0,,2.0,,,1.0,4.0,,9.0,4.0,2.0,4.0,1.0,,8.0,4.0,,5.0,,2.0,,3.0,3.0,2.0,1.0,,,4.0,,,,1.0,,2.0,2.0,2.0,1.0,,1.0,,,,,1.0,1.0,,,2.0,1.0,,1.0,,,,,,,,1.0,,,,,,,,,,2.0,,,,,,,,,,,
Concacaf_Concacaf_U17,2017 Panama,Jamaica Under 17,7ixo7nuo8e85eu9k5dxvqxy3t,K. Parris,Forward,7,248.0,,3.0,10.0,3.0,,1.0,9.0,3.0,11.0,,2.0,1.0,29.0,14.0,30.0,17.0,7.0,77.0,9.0,5.0,,9.0,1.0,18.0,18.0,,2.0,,,,,15.0,,2.0,,2.0,4.0,1.0,2.0,31.0,6.0,3.0,11.0,5.0,8.0,12.0,2.0,1.0,11.0,1.0,10.0,2.0,1.0,32.0,14.0,1.0,3.0,7.0,38.0,1.0,,3.0,18.0,2.0,24.0,1.0,14.0,,1.0,6.0,1.0,1.0,1.0,,,6.0,,,,1.0,,,2.0,,,,,,,,,1.0,2.0,,,,,,,2.0,,,,,,,,,,,
Concacaf_Concacaf_U17,2017 Panama,Jamaica Under 17,asq5psjej5bodggz30bxgjdux,C. Priestley,Defender,17,45.0,1.0,1.0,10.0,1.0,,,1.0,,1.0,,,,4.0,2.0,4.0,2.0,,10.0,,,,,,2.0,2.0,,,,,,,2.0,,1.0,,,,1.0,,2.0,,3.0,1.0,1.0,,2.0,2.0,,,,1.0,1.0,2.0,5.0,4.0,,,,7.0,,,,2.0,1.0,3.0,2.0,3.0,,1.0,1.0,,,,1.0,1.0,2.0,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Concacaf_Concacaf_U17,2017 Panama,Jamaica Under 17,4evgcbxmnnucirbsa821p8pnt,S. Ricketts,Defender,20,270.0,,3.0,10.0,3.0,,,9.0,3.0,11.0,,,,32.0,8.0,32.0,10.0,2.0,77.0,5.0,,,4.0,,11.0,11.0,,1.0,1.0,,,,22.0,1.0,8.0,,,3.0,14.0,2.0,30.0,4.0,8.0,7.0,2.0,1.0,21.0,3.0,,15.0,,9.0,1.0,7.0,18.0,12.0,1.0,3.0,,21.0,,1.0,,6.0,5.0,9.0,3.0,12.0,1.0,1.0,3.0,,,,,4.0,3.0,,,8.0,2.0,1.0,5.0,,,,,,,1.0,6.0,,,,,,,,,,2.0,,,,1.0,,,,,,,
Concacaf_Concacaf_U17,2017 Panama,Jamaica Under 17,d82c5a1ygv0587gxp233jjund,D. Russell,Goalkeeper,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Concacaf_Concacaf_U17,2017 Panama,Jamaica Under 17,2q376yypen46i1por0fi2tpl,R. Senior,Forward,9,52.0,1.0,2.0,10.0,2.0,,1.0,,1.0,,,,,2.0,,3.0,2.0,,10.0,1.0,,,,,1.0,2.0,,,,,,,1.0,1.0,,,,1.0,,,3.0,2.0,1.0,1.0,,,1.0,1.0,,2.0,1.0,,,,3.0,2.0,,1.0,,4.0,,1.0,,1.0,1.0,2.0,,2.0,,,1.0,,,,,1.0,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Concacaf_Concacaf_U17,2017 Panama,Jamaica Under 17,bqmldcwe8gk92h882kjpoitbd,R. Thompson,Defender,15,29.0,1.0,1.0,10.0,1.0,,,2.0,,4.0,,,,2.0,1.0,2.0,1.0,,3.0,1.0,,,,,1.0,1.0,,,,,,,,,,,,2.0,,,2.0,,,1.0,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,
Concacaf_Concacaf_U17,2017 Panama,Jamaica Under 17,1m2glt59umfhzrf2kgdhppnmx,J. Topey,Defender,5,243.0,,3.0,10.0,3.0,1.0,1.0,7.0,3.0,7.0,,,,18.0,4.0,22.0,9.0,3.0,47.0,2.0,2.0,,5.0,,9.0,11.0,,,,,,,14.0,1.0,,,,1.0,4.0,1.0,15.0,7.0,1.0,7.0,3.0,1.0,11.0,2.0,,6.0,1.0,3.0,1.0,6.0,4.0,2.0,2.0,,,5.0,,1.0,,2.0,1.0,3.0,,2.0,,1.0,1.0,,,2.0,,7.0,1.0,,,2.0,2.0,3.0,3.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,
Concacaf_Concacaf_U17,2017 Panama,Jamaica Under 17,3r59jfsd0us9pwzz4aoex1cyx,J. Verley,Midfielder,4,270.0,,3.0,10.0,3.0,,,9.0,3.0,11.0,,1.0,1.0,50.0,14.0,55.0,21.0,3.0,83.0,,2.0,,8.0,,23.0,24.0,,,,,,,31.0,,2.0,,1.0,4.0,11.0,1.0,34.0,10.0,11.0,20.0,3.0,,31.0,12.0,,22.0,1.0,9.0,3.0,8.0,21.0,16.0,3.0,2.0,1.0,24.0,,,,8.0,8.0,8.0,3.0,13.0,,1.0,,1.0,1.0,2.0,3.0,3.0,3.0,,,4.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,
Concacaf_Concacaf_U17,2017 Panama,Jamaica Under 17,320uzw4soimcyex0qyz8sftux,B. White,Defender,16,39.0,2.0,2.0,10.0,2.0,,,1.0,,1.0,,,,1.0,,1.0,,,4.0,,,,,,,,,,,,,,1.0,,,,,,,,3.0,,1.0,1.0,,,1.0,,,1.0,,,1.0,,3.0,1.0,,,,3.0,,,,2.0,1.0,2.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
