liga,temporada,equipo,id,nombre,posicion,dorsal,Aerial Duels,Aerial Duels lost,Aerial Duels won,Appearances,Backward Passes,Carries,Duels,Duels lost,Duels won,Forward Passes,Foul Attempted Tackle,Games Played,Goals,Goals Conceded,Goals Conceded Inside Box,Goals from Inside Box,Ground Duels,Ground Duels lost,Ground Duels won,Index,Leftside Passes,Offsides,Open Play Passes,Overruns,Penalties Taken,Penalty Goals,Progressive Carries,PutThrough/Blocked Distribution,PutThrough/Blocked Distribution Won,Recoveries,Right Foot Goals,Rightside Passes,Shots On Target ( inc goals ),Substitute On,Successful Dribbles,Successful Lay-offs,Successful Long Passes,Successful Open Play Passes,Successful Passes Opposition Half,Successful Passes Own Half,Successful Short Passes,Tackles Won,Throw Ins to Opposition Player,Time Played,Times Tackled,Total Big Chances Scored,Total Clearances,Total Fouls Conceded,Total Losses Of Possession,Total Passes,Total Shots,Total Successful Passes ( Excl Crosses & Corners ) ,Total Tackles,Total Touches In Opposition Box,Total Unsuccessful Passes ( Excl Crosses & Corners ),Touches,Unsuccessful Dribbles,Unsuccessful Long Passes,Unsuccessful Passes Opposition Half,Unsuccessful Short Passes,Yellow Cards,Home Goals,Away Goals,Winning Goal,Blocked Shots,Blocks,Corners Won,Final Third Touches,Goals Conceded Outside Box,Goals Openplay,Handballs conceded,Hit Woodwork,Key Passes (Attempt Assists),Penalty Goals Conceded,Shots Off Target (inc woodwork),Starts,Straight Red Cards,Substitute Off,Throw Ins to Own Player,Total Big Chances Missed,Total Fouls Won,Total Red Cards,Unsuccessful Crosses & Corners,Unsuccessful Crosses open play,Unsuccessful Launches,Unsuccessful Passes Own Half,Clean Sheets,Clearances Off the Line,Interceptions,Successful Launches,Tackles Lost,Unsuccessful lay-offs,Assists (Intentional),Corners Taken (incl short corners),Foul Won Penalty,Goal Assists,Second Goal Assists,Successful Crosses & Corners,Successful Crosses open play,Total Big Chances Created,Unsuccessful Corners into Box,Attempts from Set Pieces,Direct Setpiece Goals,Goals from Outside Box,Set Pieces Goals,Successful Corners into Box,Through balls,GK Successful Distribution,Goal Kicks,Left Foot Goals,Headed Goals,Penalties Conceded,Total Big Chances Saved,Catches,Drops,GK Unsuccessful Distribution,Goalkeeper Smother,Penalties Faced,Penalties Saved,Punches,Saves Made,Saves Made from Inside Box,Saves Made from Outside Box,Saves from Penalty,Saves made - caught,Saves made - parried,Own Goal Scored,Last Player Tackle,Red Cards - 2nd Yellow,Crosses not Claimed,Penalties Off Target,Direct Corner Goals
USA_USL_League_One,2025,FC Naples,d927xubxrwg5l3qnvmh7b3nu2,D. Bachstein,Forward,11,11.0,8.0,3.0,7.0,3.0,4.0,18.0,12.0,6.0,7.0,,7.0,1.0,2.0,2.0,1.0,7.0,4.0,3.0,10.0,3.0,1.0,16.0,,,,2.0,,,4.0,1.0,3.0,1.0,7.0,,1.0,2.0,10.0,9.0,1.0,8.0,1.0,,74.0,1.0,1.0,1.0,3.0,10.0,16.0,5.0,10.0,1.0,10.0,6.0,35.0,,1.0,5.0,5.0,,0.0,1.0,0.0,2.0,,1.0,19.0,,1.0,,,1.0,,4.0,,,,,3.0,2.0,,,,1.0,1.0,,,1.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_USL_League_One,2025,FC Naples,595bi39ikp8s9sfw6q5981mvo,T. Bowe,Forward,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_USL_League_One,2025,FC Naples,53zmc257rzr74zaut60r0b7dg,I. Cerro,Midfielder,30,19.0,13.0,6.0,24.0,99.0,123.0,128.0,84.0,44.0,123.0,8.0,24.0,2.0,11.0,9.0,2.0,109.0,71.0,38.0,10.0,65.0,1.0,331.0,3.0,,,54.0,29.0,15.0,55.0,,52.0,5.0,6.0,3.0,9.0,13.0,243.0,169.0,93.0,235.0,17.0,1.0,1191.0,38.0,1.0,13.0,16.0,202.0,339.0,12.0,248.0,19.0,22.0,91.0,587.0,21.0,19.0,106.0,72.0,2.0,2.0,0.0,1.0,4.0,,7.0,28.0,2.0,2.0,1.0,,11.0,3.0,7.0,18.0,,18.0,4.0,,17.0,,30.0,18.0,6.0,15.0,,,9.0,3.0,2.0,,1.0,14.0,,1.0,,14.0,5.0,1.0,9.0,,,,,5.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,,
USA_USL_League_One,2025,FC Naples,b20vm9evnp996el4wop064jmy,J. Cisneros,Defender,3,44.0,26.0,18.0,31.0,183.0,364.0,357.0,185.0,172.0,346.0,35.0,31.0,4.0,24.0,20.0,1.0,313.0,159.0,154.0,10.0,54.0,1.0,789.0,5.0,,,202.0,45.0,21.0,113.0,4.0,212.0,7.0,4.0,41.0,3.0,34.0,586.0,303.0,296.0,557.0,42.0,74.0,2480.0,71.0,,92.0,56.0,455.0,795.0,15.0,591.0,63.0,41.0,204.0,1629.0,42.0,101.0,173.0,103.0,7.0,3.0,1.0,2.0,12.0,11.0,9.0,151.0,4.0,1.0,1.0,,10.0,2.0,8.0,27.0,1.0,6.0,191.0,,50.0,1.0,27.0,27.0,63.0,58.0,7.0,1.0,22.0,12.0,21.0,,,,,,,8.0,8.0,1.0,,,,3.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
USA_USL_League_One,2025,FC Naples,bzk7l6u5bvun1zt11ouvzp7ft,E. Delgado,Goalkeeper,1,9.0,,9.0,31.0,1.0,65.0,16.0,1.0,15.0,335.0,1.0,31.0,,31.0,26.0,,7.0,1.0,6.0,10.0,191.0,,384.0,,,,20.0,,,205.0,,193.0,,,,,100.0,317.0,65.0,499.0,464.0,1.0,,2812.0,,,37.0,1.0,158.0,720.0,,564.0,1.0,,156.0,965.0,,153.0,130.0,3.0,4.0,,,0.0,,,,1.0,5.0,,,,,4.0,,31.0,1.0,2.0,,,7.0,1.0,,,79.0,26.0,9.0,,,42.0,,,,,,,,,,,,,,,,,,309.0,241.0,,,1.0,5.0,9.0,1.0,48.0,,4.0,,18.0,71.0,43.0,27.0,,,18.0,,,,,,
USA_USL_League_One,2025,FC Naples,5lfsx6h5cktgy9mbk5hg6mt0q,J. Dengler,Defender,25,142.0,46.0,96.0,29.0,53.0,395.0,235.0,78.0,157.0,694.0,5.0,29.0,1.0,31.0,26.0,1.0,93.0,32.0,61.0,10.0,512.0,1.0,1275.0,1.0,,,214.0,12.0,5.0,72.0,,170.0,9.0,,3.0,1.0,177.0,1010.0,352.0,778.0,951.0,24.0,,2629.0,,1.0,222.0,35.0,313.0,1429.0,26.0,1128.0,35.0,48.0,301.0,1850.0,,205.0,245.0,96.0,6.0,0.0,1.0,0.0,3.0,30.0,4.0,30.0,5.0,,1.0,4.0,11.0,4.0,17.0,29.0,1.0,,4.0,5.0,25.0,2.0,1.0,1.0,83.0,57.0,8.0,2.0,22.0,34.0,11.0,,,,,,,2.0,2.0,1.0,,7.0,,,,,,40.0,46.0,,1.0,2.0,1.0,,,6.0,,,,,,,,,,,1.0,3.0,1.0,,,
USA_USL_League_One,2025,FC Naples,7kwhnmzzskj1g5uv6d17xco6i,B. Evans,Defender,2,131.0,60.0,71.0,32.0,77.0,406.0,205.0,83.0,122.0,756.0,7.0,32.0,1.0,33.0,28.0,1.0,74.0,23.0,51.0,10.0,246.0,1.0,1400.0,,,,216.0,26.0,18.0,75.0,,436.0,3.0,,,,150.0,1094.0,368.0,821.0,1039.0,22.0,8.0,2910.0,1.0,1.0,241.0,12.0,344.0,1515.0,7.0,1189.0,41.0,24.0,326.0,1941.0,1.0,218.0,238.0,108.0,5.0,0.0,1.0,0.0,4.0,17.0,3.0,16.0,5.0,,,1.0,9.0,4.0,4.0,32.0,,,11.0,3.0,10.0,,1.0,1.0,119.0,89.0,10.0,,23.0,43.0,19.0,,,,,,,,,,,,,,,,,26.0,29.0,,1.0,,,,,3.0,,,,,,,,,,,1.0,3.0,,,,
USA_USL_League_One,2025,FC Naples,enuonl3tkl8vdb22aniwls2ui,G. Fernandes,Defender,6,15.0,9.0,6.0,17.0,12.0,36.0,53.0,25.0,28.0,83.0,5.0,17.0,,6.0,6.0,,38.0,16.0,22.0,10.0,37.0,1.0,131.0,,,,14.0,5.0,,18.0,,5.0,,13.0,1.0,1.0,8.0,91.0,35.0,61.0,88.0,8.0,5.0,375.0,4.0,,21.0,7.0,51.0,137.0,2.0,96.0,14.0,3.0,41.0,215.0,2.0,15.0,27.0,26.0,4.0,,,0.0,,4.0,2.0,4.0,,,,,1.0,1.0,2.0,4.0,,3.0,10.0,,8.0,,,,11.0,14.0,1.0,,1.0,3.0,6.0,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,
USA_USL_League_One,2025,FC Naples,5r147g72666685wyzfupaqgwk,A. Ferrín,Midfielder,23,74.0,40.0,34.0,31.0,168.0,269.0,315.0,180.0,135.0,163.0,19.0,31.0,3.0,28.0,23.0,3.0,241.0,140.0,101.0,10.0,153.0,9.0,574.0,8.0,3.0,2.0,172.0,59.0,27.0,104.0,2.0,97.0,14.0,5.0,21.0,36.0,12.0,407.0,301.0,130.0,402.0,32.0,6.0,2305.0,75.0,3.0,24.0,38.0,392.0,581.0,35.0,414.0,42.0,92.0,167.0,1143.0,51.0,25.0,198.0,142.0,6.0,3.0,0.0,0.0,11.0,3.0,20.0,181.0,5.0,,,,25.0,3.0,21.0,26.0,,22.0,29.0,9.0,39.0,,56.0,54.0,17.0,25.0,,,31.0,1.0,10.0,4.0,3.0,,1.0,3.0,,17.0,17.0,5.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,1.0,
USA_USL_League_One,2025,FC Naples,3vmjzpd99qcobzd4xivpbd7h0,L. Fitzgerald,Goalkeeper,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
