liga,temporada,equipo,id,nombre,posicion,dorsal,Ground Duels lost,Successful Open Play Passes,Total Touches In Opposition Box,Interceptions,Aerial Duels won,Ground Duels won,Aerial Duels lost,Times Tackled,Starts,Open Play Passes,PutThrough/Blocked Distribution,Total Tackles,Offsides,Successful Crosses open play,Touches,Unsuccessful Short Passes,Leftside Passes,Successful Passes Opposition Half,Substitute Off,Goals Conceded,Total Unsuccessful Passes ( Excl Crosses & Corners ),Unsuccessful Dribbles,PutThrough/Blocked Distribution Won,Successful Launches,Penalty Goals Conceded,Forward Passes,Time Played,Total Fouls Won,Foul Attempted Tackle,Duels,Overruns,Unsuccessful Long Passes,Successful Passes Own Half,Appearances,Index,Total Clearances,Total Fouls Conceded,Goals Conceded Inside Box,Ground Duels,Successful Long Passes,Unsuccessful Crosses & Corners,Aerial Duels,Rightside Passes,Backward Passes,Shots Off Target (inc woodwork),Successful Crosses & Corners,Tackles Won,Total Passes,Yellow Cards,Tackles Lost,Successful Dribbles,Duels lost,Unsuccessful Passes Opposition Half,Corners Won,Throw Ins to Own Player,Games Played,Successful Short Passes,Unsuccessful Crosses open play,Total Successful Passes ( Excl Crosses & Corners ) ,Clean Sheets,Total Shots,Recoveries,Goals Conceded Outside Box,Throw Ins to Opposition Player,Unsuccessful Launches,Duels won,Key Passes (Attempt Assists),Blocks,Total Losses Of Possession,Unsuccessful Passes Own Half,Winning Goal,Substitute On,Foul Won Penalty,Successful Lay-offs,Shots On Target ( inc goals ),Goals,Total Red Cards,Handballs conceded,Headed Goals,Straight Red Cards,Unsuccessful Corners into Box,Through balls,Corners Taken (incl short corners),Blocked Shots,Right Foot Goals,Goals from Inside Box,Home Goals,Away Goals,Goal Assists,Penalties Conceded,Unsuccessful lay-offs,Hit Woodwork,Goals from Outside Box,Attempts from Set Pieces,Set Pieces Goals,Left Foot Goals,Assists (Intentional),Penalties Taken,Penalty Goals,Clearances Off the Line,Successful Corners into Box,Saves Made from Inside Box,GK Successful Distribution,Goal Kicks,GK Unsuccessful Distribution,Saves Made from Outside Box,Saves Made,Own Goal Scored,Red Cards - 2nd Yellow,Saves made - parried,Punches,Saves made - caught,Catches,Goalkeeper Smother,Penalties Faced,Penalties Off Target,Successful Fifty Fifty,Fifty Fifty,Second Goal Assists,Saves from Penalty,Penalties Saved,Crosses not Claimed,Drops,Last Player Tackle,Other Goals
Mexico_Liga_MX,2020-2021,Atlas FC,apsv0c0r1zc7q3bjqex8033kl,J. Abella,Defender,4,26.0,372.0,2.0,12.0,9.0,28.0,15.0,2.0,13.0,481.0,25.0,22.0,1.0,4.0,732.0,69.0,156.0,192.0,4.0,12.0,110.0,2.0,15.0,4.0,1.0,241.0,1118.0,6.0,4.0,78.0,1.0,41.0,195.0,13.0,10.0,29.0,8.0,11.0,54.0,33.0,3.0,24.0,49.0,47.0,2.0,4.0,16.0,493.0,1.0,6.0,2.0,41.0,75.0,2.0,77.0,13.0,350.0,3.0,383.0,4.0,2.0,56.0,1.0,22.0,20.0,37.0,9.0,6.0,147.0,38.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mexico_Liga_MX,2020-2021,Atlas FC,oy75u5wxkw9sp25k39glwhcl,L. Acosta,Midfielder,10,79.0,341.0,41.0,9.0,2.0,64.0,9.0,44.0,13.0,416.0,19.0,18.0,3.0,5.0,670.0,61.0,76.0,262.0,8.0,13.0,75.0,23.0,11.0,,2.0,152.0,1083.0,20.0,11.0,154.0,1.0,14.0,100.0,15.0,10.0,2.0,18.0,13.0,143.0,21.0,16.0,11.0,130.0,74.0,9.0,5.0,13.0,432.0,4.0,5.0,26.0,88.0,78.0,4.0,11.0,15.0,336.0,11.0,357.0,1.0,13.0,57.0,,1.0,6.0,66.0,24.0,,166.0,13.0,0.0,2.0,1.0,6.0,4.0,2.0,1.0,3.0,1.0,1.0,4.0,1.0,7.0,9.0,1.0,2.0,0.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mexico_Liga_MX,2020-2021,Atlas FC,609edevf8qla1f6vi4mjkkgkp,J. Angulo,Defender,27,58.0,432.0,2.0,17.0,15.0,78.0,12.0,15.0,15.0,517.0,31.0,40.0,,1.0,844.0,48.0,33.0,213.0,1.0,17.0,86.0,6.0,16.0,6.0,3.0,241.0,1274.0,34.0,14.0,163.0,1.0,38.0,230.0,15.0,10.0,28.0,27.0,17.0,136.0,53.0,7.0,27.0,191.0,63.0,5.0,1.0,24.0,528.0,4.0,16.0,4.0,70.0,68.0,1.0,67.0,15.0,389.0,7.0,442.0,4.0,6.0,66.0,,22.0,19.0,93.0,3.0,7.0,147.0,25.0,0.0,,,,1.0,,,,,,,,,1.0,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mexico_Liga_MX,2020-2021,Atlas FC,cxktd9vpx9m7gmgdfcy9v4n3d,D. Barbosa,Defender,15,17.0,82.0,8.0,4.0,8.0,19.0,8.0,8.0,3.0,105.0,5.0,9.0,,5.0,195.0,19.0,38.0,50.0,,4.0,23.0,6.0,3.0,,,43.0,300.0,5.0,5.0,52.0,,4.0,40.0,4.0,10.0,5.0,6.0,3.0,36.0,3.0,9.0,16.0,9.0,18.0,3.0,5.0,7.0,108.0,1.0,2.0,5.0,25.0,26.0,1.0,14.0,4.0,82.0,9.0,85.0,,3.0,14.0,1.0,6.0,,27.0,7.0,1.0,49.0,6.0,0.0,1.0,,1.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mexico_Liga_MX,2020-2021,Atlas FC,bgzncyc6929doqcjo47z4stlh,M. Caraglio,Forward,18,10.0,53.0,27.0,3.0,20.0,7.0,30.0,2.0,3.0,87.0,5.0,1.0,3.0,1.0,134.0,34.0,25.0,38.0,2.0,5.0,34.0,1.0,3.0,,,22.0,326.0,4.0,3.0,67.0,,,22.0,10.0,10.0,1.0,11.0,5.0,17.0,1.0,1.0,50.0,23.0,23.0,8.0,1.0,1.0,93.0,1.0,,2.0,40.0,33.0,1.0,,10.0,58.0,1.0,59.0,,10.0,8.0,,,,27.0,3.0,,41.0,2.0,0.0,7.0,,1.0,2.0,,,2.0,,,,,,4.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mexico_Liga_MX,2020-2021,Atlas FC,60kyae16phs9bp1u6oob8vcgl,G. Conti,Defender,30,26.0,327.0,17.0,25.0,53.0,25.0,26.0,1.0,14.0,421.0,18.0,19.0,,,619.0,60.0,109.0,76.0,2.0,12.0,98.0,,13.0,6.0,3.0,177.0,1230.0,6.0,10.0,130.0,,38.0,260.0,14.0,10.0,75.0,23.0,11.0,51.0,38.0,,79.0,136.0,12.0,6.0,,11.0,434.0,3.0,8.0,,52.0,62.0,2.0,1.0,14.0,298.0,,336.0,4.0,9.0,39.0,1.0,,13.0,78.0,2.0,13.0,103.0,36.0,0.0,,,,3.0,1.0,,,1.0,,,,,1.0,,1.0,0.0,1.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mexico_Liga_MX,2020-2021,Atlas FC,4531lhau95nvqia7uzei903x1,J. Correa,Forward,11,43.0,170.0,64.0,,33.0,27.0,45.0,21.0,15.0,259.0,22.0,8.0,5.0,,440.0,85.0,68.0,120.0,12.0,16.0,91.0,8.0,9.0,,2.0,65.0,1222.0,16.0,7.0,148.0,4.0,6.0,67.0,16.0,10.0,11.0,16.0,15.0,70.0,13.0,4.0,78.0,69.0,76.0,16.0,,6.0,278.0,3.0,2.0,5.0,88.0,73.0,15.0,,16.0,174.0,4.0,187.0,,31.0,16.0,1.0,,2.0,60.0,14.0,1.0,149.0,22.0,0.0,1.0,,18.0,15.0,1.0,,1.0,,,,1.0,,7.0,1.0,,0.0,1.0,,,5.0,1.0,1.0,5.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mexico_Liga_MX,2020-2021,Atlas FC,9op8h3796bxbdd2rw9sjv6vze,L. Correa,Forward,187,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mexico_Liga_MX,2020-2021,Atlas FC,5hmlron1z15d0203v4jzk65pm,J. Doria,Midfielder,193,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mexico_Liga_MX,2020-2021,Atlas FC,5mp7fkmezzon63i7mvqdsn089,A. Escobar,Defender,22,1.0,8.0,,3.0,,2.0,,,,12.0,3.0,1.0,,,22.0,2.0,,3.0,,1.0,4.0,,1.0,,,5.0,28.0,1.0,,3.0,,2.0,5.0,1.0,10.0,,,1.0,3.0,,,,6.0,1.0,,,1.0,12.0,,,,1.0,2.0,,1.0,1.0,8.0,,8.0,,,3.0,,1.0,1.0,2.0,,,6.0,2.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
