liga,temporada,equipo,id,nombre,posicion,dorsal,Unsuccessful Crosses open play,Time Played,Substitute On,Goals,Right Foot Goals,Open Play Passes,Corners Won,Times Tackled,Backward Passes,Successful Passes Opposition Half,Yellow Cards,PutThrough/Blocked Distribution Won,Goals Conceded Outside Box,Aerial Duels lost,Total Losses Of Possession,Successful Passes Own Half,Total Tackles,Unsuccessful Short Passes,Penalty Goals Conceded,Total Passes,Substitute Off,Total Fouls Conceded,Successful Dribbles,Successful Short Passes,Goals Conceded Inside Box,Total Shots,Total Unsuccessful Passes ( Excl Crosses & Corners ),Rightside Passes,Key Passes (Attempt Assists),Unsuccessful Passes Opposition Half,Blocked Shots,Recoveries,Starts,PutThrough/Blocked Distribution,Unsuccessful Passes Own Half,Touches,Corners Taken (incl short corners),Appearances,Foul Attempted Tackle,Ground Duels,Forward Passes,Total Touches In Opposition Box,Index,Duels won,Shots On Target ( inc goals ),Total Fouls Won,Aerial Duels won,Unsuccessful Dribbles,Duels,Total Clearances,Goals Conceded,Unsuccessful Crosses & Corners,Games Played,Unsuccessful Corners into Box,Ground Duels lost,Leftside Passes,Goals from Inside Box,Successful Open Play Passes,Total Successful Passes ( Excl Crosses & Corners ) ,Aerial Duels,Tackles Won,Duels lost,Interceptions,Ground Duels won,Winning Goal,Successful Crosses & Corners,Unsuccessful Long Passes,Successful Crosses open play,Offsides,Throw Ins to Own Player,Successful Lay-offs,Unsuccessful Launches,Shots Off Target (inc woodwork),Blocks,Successful Long Passes,Left Foot Goals,Clean Sheets,Tackles Lost,Successful Launches,Hit Woodwork,Assists (Intentional),Unsuccessful lay-offs,Goal Assists,Through balls,Throw Ins to Opposition Player,Handballs conceded,Last Man Tackle,Successful Corners into Box,Second Goal Assists,Attempts from Set Pieces,Foul Won Penalty,Headed Goals,Penalties Taken,Penalty Goals,Saves Made,GK Successful Distribution,Penalties Conceded,Punches,Penalties Saved,Goalkeeper Smother,Catches,Saves Made from Outside Box,Saves made - parried,Saves Made from Inside Box,Penalties Faced,Saves from Penalty,Saves made - caught,GK Unsuccessful Distribution,Goals from Outside Box,Clearances Off the Line,Own Goal Scored,Home Goals,Away Goals,Goal Kicks,Crosses not Claimed,Total Red Cards,Red Cards - 2nd Yellow,Drops,Straight Red Cards,Other Goals,Set Pieces Goals,Penalties Off Target
USA_USL_League_One,2020,Richmond Kickers,2mxaagzu9rb92z9880yjllbzd,W. Ackwei,Defender,18,8.0,725.0,6.0,,,303.0,2.0,1.0,39.0,93.0,3.0,4.0,,10.0,95.0,145.0,11.0,35.0,2.0,307.0,1.0,9.0,4.0,212.0,13.0,3.0,71.0,35.0,4.0,51.0,,46.0,7.0,8.0,28.0,454.0,,13.0,3.0,34.0,131.0,8.0,10.0,33.0,,2.0,16.0,,60.0,28.0,13.0,8.0,13.0,,17.0,102.0,,232.0,236.0,26.0,7.0,27.0,12.0,17.0,0.0,2.0,36.0,2.0,1.0,41.0,,21.0,3.0,10.0,24.0,,2.0,4.0,4.0,,1.0,,1.0,1.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_USL_League_One,2020,Richmond Kickers,2dyyjdcwdtny8sbknoc5ejeju,S. Alves,Forward,21,1.0,367.0,8.0,1.0,1.0,86.0,4.0,9.0,29.0,40.0,,2.0,,18.0,51.0,23.0,2.0,26.0,,92.0,3.0,5.0,4.0,60.0,7.0,9.0,30.0,17.0,9.0,24.0,2.0,11.0,3.0,6.0,7.0,145.0,,11.0,2.0,21.0,26.0,18.0,10.0,15.0,5.0,3.0,7.0,5.0,46.0,3.0,7.0,1.0,11.0,,13.0,20.0,1.0,56.0,62.0,25.0,2.0,31.0,1.0,8.0,1.0,1.0,4.0,1.0,2.0,,4.0,1.0,4.0,,2.0,,,,,,,,,1.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,0.0,1.0,,,,,,,,,
USA_USL_League_One,2020,Richmond Kickers,7j0ju51jxeaevvgdsauo29dyh,A. Amankona,Midfielder,8,,15.0,1.0,,,4.0,,,,1.0,,,,,3.0,1.0,,2.0,,5.0,,,,2.0,1.0,,3.0,1.0,,3.0,,1.0,,,,6.0,,1.0,,,2.0,,10.0,,,,,,,,1.0,,1.0,,,2.0,,2.0,2.0,,,,1.0,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_USL_League_One,2020,Richmond Kickers,4avmtni30rahy4h40ffg89q6t,O. Anderson,Forward,11,2.0,271.0,4.0,2.0,,30.0,4.0,14.0,7.0,14.0,,2.0,,5.0,45.0,4.0,2.0,13.0,,32.0,2.0,4.0,3.0,15.0,8.0,6.0,15.0,9.0,3.0,16.0,1.0,7.0,2.0,5.0,1.0,96.0,,6.0,1.0,31.0,11.0,16.0,10.0,16.0,4.0,10.0,2.0,7.0,38.0,1.0,8.0,2.0,6.0,,17.0,5.0,2.0,15.0,17.0,7.0,1.0,22.0,,14.0,0.0,1.0,2.0,1.0,2.0,,,,2.0,,2.0,1.0,,1.0,,,,1.0,,,,2.0,,,,,2.0,1.0,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,
USA_USL_League_One,2020,Richmond Kickers,914607gz71onfudf4v45ci0dm,I. Antley,Defender,5,4.0,761.0,,,,233.0,3.0,10.0,30.0,54.0,,7.0,,14.0,157.0,106.0,34.0,53.0,,243.0,1.0,8.0,7.0,128.0,9.0,1.0,85.0,21.0,1.0,47.0,1.0,45.0,9.0,12.0,42.0,496.0,,9.0,5.0,70.0,114.0,5.0,10.0,74.0,,8.0,27.0,7.0,111.0,26.0,9.0,4.0,9.0,,23.0,78.0,,149.0,158.0,41.0,20.0,37.0,17.0,47.0,0.0,2.0,32.0,2.0,,56.0,,18.0,1.0,2.0,30.0,,2.0,14.0,1.0,,1.0,,3.0,,44.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,1.0,1.0,,,,,
USA_USL_League_One,2020,Richmond Kickers,592fsw39jz6u8ql69vl5tbi09,C. Boateng,Forward,77,,15.0,1.0,,,1.0,,,,,1.0,,,,1.0,1.0,1.0,,,1.0,,1.0,,1.0,,,,,,,,1.0,,,,3.0,,1.0,,2.0,,,10.0,1.0,,,,,2.0,,,,1.0,,1.0,1.0,,1.0,1.0,,1.0,1.0,,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_USL_League_One,2020,Richmond Kickers,cm6wjzc7tloylr7epg0yqpwfe,G. Boehme,Midfielder,21,,312.0,8.0,,,79.0,4.0,4.0,15.0,35.0,1.0,4.0,,4.0,38.0,18.0,3.0,25.0,,82.0,1.0,5.0,,51.0,7.0,8.0,29.0,20.0,2.0,21.0,2.0,13.0,2.0,8.0,8.0,126.0,,10.0,3.0,19.0,28.0,12.0,10.0,10.0,4.0,4.0,4.0,3.0,27.0,2.0,7.0,,10.0,,13.0,19.0,,51.0,53.0,8.0,3.0,17.0,4.0,6.0,0.0,,4.0,,,,,4.0,4.0,2.0,2.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_USL_League_One,2020,Richmond Kickers,dz7v9xfcwdvjioeyv4z54neqy,J. Bolanos,Forward,17,23.0,702.0,9.0,2.0,2.0,176.0,6.0,18.0,45.0,83.0,1.0,11.0,,13.0,136.0,42.0,22.0,49.0,1.0,180.0,5.0,18.0,11.0,106.0,13.0,5.0,64.0,55.0,12.0,73.0,3.0,40.0,6.0,22.0,14.0,355.0,2.0,15.0,11.0,86.0,55.0,23.0,10.0,45.0,5.0,10.0,3.0,12.0,102.0,2.0,13.0,23.0,15.0,,44.0,25.0,2.0,112.0,116.0,16.0,12.0,57.0,10.0,42.0,1.0,9.0,15.0,7.0,8.0,5.0,,7.0,,,10.0,,1.0,10.0,2.0,,1.0,,1.0,,1.0,1.0,,2.0,,,1.0,,1.0,1.0,,,,,,,,,,,,,,,,,,2.0,0.0,,,,,,,,,
USA_USL_League_One,2020,Richmond Kickers,4qofik4taju14sucl0yuuvkrt,M. Bolduc,Midfielder,7,20.0,1139.0,,1.0,1.0,272.0,9.0,36.0,49.0,128.0,3.0,8.0,,8.0,157.0,90.0,21.0,51.0,1.0,276.0,6.0,13.0,11.0,204.0,16.0,13.0,64.0,27.0,14.0,70.0,7.0,57.0,14.0,22.0,14.0,516.0,,14.0,10.0,103.0,99.0,35.0,10.0,52.0,7.0,15.0,7.0,18.0,118.0,4.0,16.0,20.0,14.0,,58.0,101.0,1.0,208.0,212.0,15.0,11.0,66.0,8.0,45.0,0.0,6.0,13.0,6.0,4.0,30.0,1.0,7.0,6.0,,8.0,,,10.0,,2.0,3.0,,3.0,3.0,7.0,,,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,0.0,1.0,,,,,,,,,
USA_USL_League_One,2020,Richmond Kickers,ayxlk8drsgkdul0ituz8emesq,M. Broomall,Goalkeeper,94,,45.0,1.0,,,4.0,,,,,,,,,1.0,6.0,,,,7.0,,,,6.0,2.0,,1.0,4.0,,1.0,,7.0,,,,16.0,,1.0,,,1.0,,10.0,,,,,,,,2.0,,1.0,,,2.0,,3.0,6.0,,,,,,0.0,,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,3.0,9.0,,,,,,2.0,,1.0,,,,,,,,,,3.0,,,,,,,,
