liga,temporada,equipo,id,nombre,posicion,dorsal,Aerial Duels,Aerial Duels lost,Aerial Duels won,Appearances,Backward Passes,Blocks,Carries,Clean Sheets,Duels,Duels lost,Duels won,Final Third Touches,Forward Passes,Games Played,Goals Conceded,Goals Conceded Inside Box,Ground Duels,Ground Duels lost,Ground Duels won,Interceptions,Leftside Passes,Open Play Passes,Progressive Carries,Recoveries,Rightside Passes,Shots On Target ( inc goals ),Starts,Successful Dribbles,Successful Long Passes,Successful Open Play Passes,Successful Passes Opposition Half,Successful Passes Own Half,Successful Short Passes,Tackles Lost,Tackles Won,Throw Ins to Opposition Player,Throw Ins to Own Player,Time Played,Times Tackled,Total Big Chances Missed,Total Clearances,Total Fouls Conceded,Total Losses Of Possession,Total Passes,Total Shots,Total Successful Passes ( Excl Crosses & Corners ) ,Total Tackles,Total Touches In Opposition Box,Total Unsuccessful Passes ( Excl Crosses & Corners ),Touches,Unsuccessful Dribbles,Unsuccessful Launches,Unsuccessful Long Passes,Unsuccessful Passes Opposition Half,Unsuccessful Passes Own Half,Unsuccessful Short Passes,Winning Goal,Foul Attempted Tackle,PutThrough/Blocked Distribution,PutThrough/Blocked Distribution Won,Shots Off Target (inc woodwork),Substitute Off,Unsuccessful lay-offs,Hit Woodwork,Substitute On,Unsuccessful Crosses & Corners,Unsuccessful Crosses open play,Yellow Cards,Successful Crosses & Corners,Successful Crosses open play,Total Fouls Won,GK Successful Distribution,GK Unsuccessful Distribution,Goal Kicks,Punches,Saves Made,Saves Made from Inside Box,Saves Made from Outside Box,Successful Launches,Total Big Chances Saved,Corners Taken (incl short corners),Corners Won,Key Passes (Attempt Assists),Overruns,Successful Corners into Box,Successful Lay-offs,Total Big Chances Created,Unsuccessful Corners into Box,Offsides,Goals,Goals Openplay,Goals from Inside Box,Headed Goals,Total Big Chances Scored,Home Goals,Away Goals,Assists (Intentional),Goal Assists,Blocked Shots,Through balls,Catches,Saves made - parried,Clearances Off the Line,Handballs conceded,Attempts from Set Pieces,Goals from Outside Box,Right Foot Goals,Goalkeeper Smother,Goals Conceded Outside Box,Penalty Goals Conceded,Shots Created,Drops,Penalties Faced,Left Foot Goals,Penalties Conceded,Foul Won Penalty,Penalties Taken,Penalty Goals,Saves made - caught,Other Goals,Straight Red Cards,Total Red Cards,Last Player Tackle,Second Goal Assists,Red Cards - 2nd Yellow,Penalties Off Target,Crosses not Claimed,Direct Setpiece Goals,Set Pieces Goals,Penalties Saved,Saves from Penalty,Own Goal Scored
Concacaf_Concacaf_Champions_Cup,2026,Forge FC,mno6n0h2ckafrv84gqcl31t5,N. Ampomah,Forward,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Concacaf_Concacaf_Champions_Cup,2026,Forge FC,dk4hxgly4h793kwtwivjulhjo,A. Aromatario,Midfielder,23,4.0,1.0,3.0,2.0,10.0,1.0,9.0,,15.0,3.0,12.0,8.0,20.0,2.0,4.0,3.0,11.0,2.0,9.0,2.0,12.0,41.0,2.0,12.0,4.0,,1.0,1.0,1.0,29.0,13.0,21.0,33.0,2.0,2.0,,,119.0,,,1.0,1.0,17.0,46.0,,34.0,4.0,,12.0,70.0,,1.0,6.0,11.0,3.0,6.0,0.0,1.0,2.0,2.0,,,,,1.0,2.0,2.0,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,
Concacaf_Concacaf_Champions_Cup,2026,Forge FC,cfffc2qdknupbftpqye1cbf1l,Mo Babouli,Forward,18,1.0,,1.0,2.0,4.0,,4.0,,8.0,4.0,4.0,8.0,6.0,2.0,3.0,2.0,7.0,4.0,3.0,,8.0,22.0,2.0,6.0,4.0,,1.0,,2.0,17.0,8.0,9.0,15.0,2.0,,,,87.0,2.0,,,,9.0,22.0,1.0,17.0,2.0,1.0,5.0,32.0,1.0,,2.0,3.0,2.0,3.0,0.0,,1.0,1.0,1.0,1.0,,,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,1.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,
Concacaf_Concacaf_Champions_Cup,2026,Forge FC,ia1dc8pctwpe0nsc4s7n4hjp,A. Batisse,Defender,8,1.0,,1.0,2.0,2.0,5.0,13.0,1.0,10.0,2.0,8.0,3.0,32.0,2.0,4.0,3.0,9.0,2.0,7.0,2.0,11.0,45.0,7.0,6.0,1.0,,2.0,3.0,8.0,33.0,14.0,20.0,26.0,1.0,1.0,,,180.0,,,8.0,,12.0,46.0,1.0,34.0,2.0,,12.0,77.0,,2.0,4.0,9.0,3.0,8.0,0.0,,1.0,1.0,1.0,,,,,,,,,,2.0,,,,,,,,2.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,
Concacaf_Concacaf_Champions_Cup,2026,Forge FC,2zedqkn15thv6wx5xmgv48gd1,K. Bekker,Midfielder,10,1.0,1.0,,2.0,16.0,,15.0,1.0,7.0,4.0,3.0,17.0,27.0,2.0,3.0,2.0,6.0,3.0,3.0,7.0,16.0,70.0,4.0,8.0,13.0,,2.0,,3.0,61.0,33.0,30.0,60.0,,2.0,,,175.0,1.0,,7.0,2.0,16.0,72.0,,63.0,2.0,,9.0,101.0,,2.0,3.0,9.0,5.0,6.0,0.0,,3.0,,,1.0,,,,5.0,1.0,,,,1.0,,,,,,,,1.0,,3.0,,2.0,,,,,3.0,,,,,,,,,,,1.0,,,,,2.0,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,
Concacaf_Concacaf_Champions_Cup,2026,Forge FC,7t9ixlae5t9v8moc6brwcec4p,D. Bertaud,Goalkeeper,0,,,,2.0,,,2.0,1.0,,,,,18.0,2.0,4.0,3.0,,,,,5.0,10.0,1.0,14.0,11.0,,2.0,,8.0,8.0,3.0,23.0,18.0,,,,,180.0,,,3.0,,8.0,34.0,,26.0,,,8.0,59.0,,4.0,8.0,6.0,2.0,,0.0,,,,,,,,,,,,,,,26.0,2.0,18.0,1.0,9.0,4.0,5.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,,2.0,3.0,,,,,,,1.0,,,,,,,,,,1.0,,,,,,,,,,,,,
Concacaf_Concacaf_Champions_Cup,2026,Forge FC,1t1ru5a3rkm90t5kw006dt5hw,N. Bickford,Midfielder,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Concacaf_Concacaf_Champions_Cup,2026,Forge FC,3w4755k36xb5u0rdvweqcu6wa,D. Bontis,Goalkeeper,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Concacaf_Concacaf_Champions_Cup,2026,Forge FC,6d56vy4w9i65ye4c5t5txgkix,T. Borges,Forward,19,1.0,1.0,,2.0,9.0,,17.0,,22.0,12.0,10.0,24.0,10.0,2.0,1.0,1.0,21.0,11.0,10.0,2.0,3.0,23.0,7.0,10.0,5.0,1.0,2.0,1.0,,13.0,10.0,7.0,16.0,,4.0,,1.0,138.0,7.0,,,1.0,30.0,27.0,2.0,16.0,4.0,,11.0,63.0,3.0,,2.0,12.0,5.0,9.0,0.0,1.0,1.0,,1.0,2.0,,,,6.0,3.0,,1.0,,5.0,,,,,,,,,,5.0,2.0,5.0,1.0,1.0,1.0,,3.0,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Concacaf_Concacaf_Champions_Cup,2026,Forge FC,5oh5azobd7sz85kn13stfz78q,M. Bourgeois,Defender,87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
