liga,temporada,equipo,id,nombre,posicion,dorsal,Ground Duels,Unsuccessful Passes Opposition Half,Starts,Leftside Passes,Penalty Goals Conceded,Total Touches In Opposition Box,Corners Taken (incl short corners),Shots On Target ( inc goals ),Appearances,Unsuccessful Passes Own Half,Aerial Duels,Unsuccessful Long Passes,Total Shots,Rightside Passes,Ground Duels won,Successful Open Play Passes,Total Unsuccessful Passes ( Excl Crosses & Corners ),Yellow Cards,Successful Short Passes,Aerial Duels won,Backward Passes,Substitute Off,Recoveries,Goals Conceded Outside Box,Throw Ins to Own Player,Unsuccessful Corners into Box,Total Passes,Interceptions,PutThrough/Blocked Distribution,Duels lost,Time Played,Unsuccessful Dribbles,Total Successful Passes ( Excl Crosses & Corners ) ,Duels,Forward Passes,Unsuccessful Crosses open play,Successful Passes Own Half,Through balls,Aerial Duels lost,Substitute On,Successful Lay-offs,Total Losses Of Possession,Total Fouls Conceded,Goals Conceded Inside Box,Touches,Times Tackled,Shots Off Target (inc woodwork),Corners Won,Successful Passes Opposition Half,Ground Duels lost,Goals Conceded,Key Passes (Attempt Assists),Unsuccessful Launches,Games Played,Index,Successful Long Passes,Unsuccessful Short Passes,Unsuccessful Crosses & Corners,Foul Attempted Tackle,Open Play Passes,Total Fouls Won,Duels won,Winning Goal,Blocks,Tackles Lost,Handballs conceded,Total Tackles,Throw Ins to Opposition Player,Total Clearances,Goals,Tackles Won,Straight Red Cards,PutThrough/Blocked Distribution Won,Total Red Cards,Overruns,Goals Openplay,Goals from Inside Box,Headed Goals,Home Goals,Away Goals,Successful Dribbles,Successful Launches,Penalties Conceded,Successful Crosses open play,Successful Crosses & Corners,Successful Corners into Box,Attempts from Set Pieces,Set Pieces Goals,Left Foot Goals,Goals from Outside Box,Offsides,Blocked Shots,Last Player Tackle,GK Successful Distribution,Goal Kicks,GK Unsuccessful Distribution,Saves made - parried,Saves Made,Saves Made from Inside Box,Goalkeeper Smother,Saves Made from Outside Box,Penalties Faced,Punches,Clean Sheets,Unsuccessful lay-offs,Goal Assists,Assists (Intentional),Right Foot Goals,Hit Woodwork,Catches,Saves from Penalty,Penalties Saved,Foul Won Penalty,Penalties Taken,Penalty Goals,Clearances Off the Line,Red Cards - 2nd Yellow,Own Goal Scored,Drops,Saves made - caught,Second Goal Assists,Other Goals,Penalties Off Target
Concacaf_Leagues_Cup,2025,FC Juárez,ec2hlyit62fuom37d58b5jbah,Guilherme Castilho,Midfielder,8,20.0,16.0,3.0,27.0,,5.0,4.0,4.0,3.0,12.0,5.0,2.0,5.0,12.0,6.0,50.0,21.0,1.0,45.0,4.0,13.0,2.0,11.0,1.0,1.0,2.0,72.0,1.0,5.0,15.0,228.0,3.0,51.0,25.0,20.0,4.0,29.0,1.0,1.0,,2.0,34.0,8.0,3.0,122.0,4.0,1.0,1.0,27.0,14.0,4.0,5.0,2.0,3.0,10.0,6.0,19.0,7.0,3.0,71.0,2.0,10.0,0.0,2.0,2.0,1.0,4.0,,4.0,1.0,2.0,,2.0,,,,1.0,,0.0,1.0,1.0,1.0,,2.0,5.0,1.0,,,,,,1.0,,,,,,,,,,,,,,2.0,2.0,1.0,,,,,,,,,,,,,,,
Concacaf_Leagues_Cup,2025,FC Juárez,dtjnasyxig0cxbxbtk7l6431m,B. Díaz,Goalkeeper,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Concacaf_Leagues_Cup,2025,FC Juárez,4mofayj2lf00f0tmqomrcm0np,Ó. Estupiñán,Forward,19,4.0,5.0,1.0,19.0,,7.0,,5.0,3.0,4.0,8.0,,6.0,5.0,3.0,31.0,9.0,,29.0,4.0,12.0,,11.0,1.0,,,44.0,,1.0,5.0,132.0,,35.0,12.0,8.0,,19.0,,4.0,2.0,3.0,13.0,,2.0,65.0,,1.0,,16.0,1.0,3.0,,,3.0,10.0,6.0,9.0,,,40.0,,7.0,0.0,,1.0,,3.0,,6.0,2.0,2.0,,,,,2.0,1.0,1.0,0.0,2.0,,,,,,,,,1.0,1.0,,1.0,,,,,,,,,,,,,3.0,,,,,,,,,,,,,1.0,,,,,
Concacaf_Leagues_Cup,2025,FC Juárez,c6mn8nsx1djyybi6vs3wvd6qy,R. Fulgencio,Midfielder,13,8.0,5.0,,4.0,,3.0,,,2.0,,1.0,1.0,,11.0,4.0,33.0,2.0,1.0,32.0,,7.0,,1.0,,,,35.0,,1.0,5.0,53.0,4.0,33.0,9.0,13.0,3.0,8.0,,1.0,2.0,,10.0,,,51.0,4.0,,,25.0,4.0,,1.0,1.0,2.0,10.0,1.0,1.0,3.0,,35.0,1.0,4.0,0.0,,,,,,,,,,1.0,,,,,,,,3.0,,,,,,,,,,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Concacaf_Leagues_Cup,2025,FC Juárez,7ektssxzsojwqwjk3vy2mgjro,D. García,Midfielder,5,23.0,15.0,3.0,37.0,,1.0,,1.0,3.0,9.0,7.0,8.0,1.0,18.0,14.0,88.0,24.0,,81.0,5.0,17.0,,14.0,1.0,27.0,,117.0,5.0,6.0,11.0,270.0,1.0,93.0,30.0,45.0,,53.0,,2.0,,,34.0,2.0,3.0,199.0,5.0,,,41.0,9.0,4.0,3.0,3.0,3.0,10.0,12.0,16.0,,2.0,112.0,2.0,19.0,1.0,1.0,5.0,,9.0,1.0,6.0,,4.0,,2.0,,1.0,,,,,,3.0,2.0,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Concacaf_Leagues_Cup,2025,FC Juárez,dwum0a33ais17ui5lyfr6iswl,J. García,Defender,26,7.0,2.0,1.0,34.0,,1.0,,,2.0,3.0,5.0,3.0,1.0,37.0,3.0,89.0,5.0,1.0,86.0,3.0,5.0,,3.0,,,,99.0,,3.0,6.0,148.0,,94.0,12.0,23.0,,81.0,,2.0,1.0,,5.0,4.0,2.0,119.0,,1.0,,13.0,4.0,2.0,1.0,3.0,2.0,10.0,8.0,2.0,,2.0,94.0,,6.0,0.0,1.0,1.0,,3.0,,8.0,,2.0,,2.0,,,,,,,,,2.0,,,,,,,,,,,,4.0,4.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,
Concacaf_Leagues_Cup,2025,FC Juárez,3e9svasemtenwlwxqda3o9jvt,S. Jurado,Goalkeeper,1,1.0,14.0,3.0,27.0,,,,,3.0,4.0,,16.0,,29.0,1.0,67.0,18.0,,61.0,,,,18.0,1.0,,,95.0,,,,270.0,,77.0,1.0,39.0,,69.0,,,,,18.0,,3.0,110.0,,,,8.0,,4.0,,7.0,3.0,10.0,16.0,2.0,,,78.0,1.0,1.0,0.0,,,,,,4.0,,,,,,,,,,,,,3.0,,,,,,,,,,,,15.0,11.0,5.0,1.0,1.0,1.0,,,,3.0,,,,,,,,,,,,,,,,,,,,
Concacaf_Leagues_Cup,2025,FC Juárez,ezfw7vs921h4cd5vcawqcnz84,E. López,Midfielder,237,1.0,1.0,,1.0,,,,,1.0,,,,,2.0,,3.0,,,3.0,,,,,,,,3.0,,,1.0,8.0,,3.0,1.0,,1.0,,,,1.0,,2.0,,,6.0,1.0,,,3.0,1.0,,,,1.0,10.0,,,1.0,,3.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Concacaf_Leagues_Cup,2025,FC Juárez,2ahccffg9dpdklzb3v62lcr1l,H. Martínez,Midfielder,0,25.0,18.0,3.0,39.0,,2.0,,,3.0,8.0,4.0,4.0,1.0,39.0,10.0,104.0,25.0,,100.0,3.0,9.0,,13.0,1.0,,,133.0,2.0,6.0,16.0,270.0,,108.0,29.0,46.0,1.0,56.0,,1.0,,1.0,34.0,6.0,3.0,172.0,5.0,1.0,,52.0,15.0,4.0,3.0,4.0,3.0,10.0,8.0,21.0,1.0,6.0,129.0,1.0,13.0,0.0,3.0,3.0,,8.0,,6.0,,5.0,,2.0,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Concacaf_Leagues_Cup,2025,FC Juárez,c7l6c6gphs8amkcwomtrku7e1,A. Mayorga,Defender,4,18.0,23.0,3.0,7.0,,1.0,,,3.0,9.0,3.0,16.0,1.0,49.0,9.0,113.0,29.0,1.0,105.0,1.0,14.0,,9.0,1.0,18.0,,143.0,4.0,2.0,11.0,270.0,1.0,114.0,21.0,73.0,3.0,70.0,,2.0,,,42.0,7.0,3.0,201.0,2.0,1.0,,44.0,9.0,4.0,,8.0,3.0,10.0,9.0,13.0,3.0,4.0,141.0,2.0,10.0,0.0,,4.0,2.0,5.0,6.0,9.0,,1.0,,1.0,,,,,,,,2.0,1.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
