liga,temporada,equipo,id,nombre,posicion,dorsal,Appearances,Backward Passes,Carries,Duels,Duels lost,Duels won,Final Third Touches,Forward Passes,Games Played,Goals Conceded,Goals Conceded Inside Box,Ground Duels,Ground Duels lost,Ground Duels won,Interceptions,Key Passes (Attempt Assists),Open Play Passes,Progressive Carries,PutThrough/Blocked Distribution,PutThrough/Blocked Distribution Won,Recoveries,Rightside Passes,Shots Created,Starts,Substitute Off,Successful Crosses & Corners,Successful Crosses open play,Successful Dribbles,Successful Open Play Passes,Successful Passes Opposition Half,Successful Passes Own Half,Successful Short Passes,Tackles Won,Time Played,Times Tackled,Total Big Chances Created,Total Fouls Won,Total Losses Of Possession,Total Passes,Total Successful Passes ( Excl Crosses & Corners ) ,Total Tackles,Total Touches In Opposition Box,Total Unsuccessful Passes ( Excl Crosses & Corners ),Touches,Unsuccessful Passes Opposition Half,Unsuccessful Short Passes,Winning Goal,Aerial Duels,Aerial Duels lost,Blocks,Foul Attempted Tackle,Leftside Passes,Total Clearances,Total Fouls Conceded,Unsuccessful Passes Own Half,Yellow Cards,Unsuccessful Crosses & Corners,Unsuccessful Crosses open play,Corners Won,Shots On Target ( inc goals ),Substitute On,Throw Ins to Own Player,Total Big Chances Missed,Total Shots,Unsuccessful Long Passes,Corners Taken (incl short corners),Successful Corners into Box,Successful Lay-offs,Unsuccessful Dribbles,Attempts from Set Pieces,Red Cards - 2nd Yellow,Total Red Cards,Unsuccessful Corners into Box,Unsuccessful Launches,Unsuccessful lay-offs,Goals,Goals Openplay,Goals from Inside Box,Left Foot Goals,Tackles Lost,Home Goals,Away Goals,Overruns,Goal Assists,Successful Launches,Successful Long Passes,Aerial Duels won,GK Successful Distribution,Goal Kicks,Catches,GK Unsuccessful Distribution,Punches,Saves Made,Saves Made from Inside Box,Saves Made from Outside Box,Saves made - parried,Blocked Shots,Goals Conceded Outside Box,Shots Off Target (inc woodwork),Offsides,Assists (Intentional),Hit Woodwork,Headed Goals,Throw Ins to Opposition Player,Total Big Chances Scored,Right Foot Goals,Total Big Chances Saved,Goals from Outside Box,Handballs conceded,Clean Sheets,Through balls,Second Goal Assists,Goalkeeper Smother,Clearances Off the Line,Saves made - caught,Straight Red Cards,Last Player Tackle,Other Goals,Own Goal Scored,Drops,Penalty Goals Conceded,Penalties Faced,Penalties Conceded,Direct Setpiece Goals,Set Pieces Goals,Foul Won Penalty,Penalties Taken,Penalty Goals
USA_USL_Cup,2026,Fort Wayne FC,bv988ruo2ph11z9u4fb0s95yi,I. Abbey,Forward,30,2.0,11.0,1.0,15.0,12.0,3.0,15.0,7.0,2.0,2.0,2.0,12.0,9.0,3.0,2.0,2.0,27.0,1.0,2.0,1.0,5.0,5.0,2.0,2.0,2.0,,,1.0,25.0,12.0,13.0,25.0,,133.0,5.0,,,11.0,27.0,25.0,2.0,1.0,2.0,46.0,1.0,2.0,0.0,3.0,3.0,,1.0,4.0,1.0,2.0,1.0,1.0,,,,1.0,,,,1.0,,,,2.0,1.0,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_USL_Cup,2026,Fort Wayne FC,d5kcfgycj51y6aw82r38sl7o4,Javier Armas,Midfielder,86,2.0,28.0,13.0,23.0,12.0,11.0,18.0,45.0,2.0,5.0,4.0,16.0,8.0,8.0,,2.0,129.0,4.0,4.0,2.0,10.0,31.0,3.0,2.0,1.0,2.0,1.0,2.0,111.0,22.0,93.0,102.0,1.0,173.0,2.0,1.0,3.0,29.0,134.0,113.0,4.0,,21.0,169.0,21.0,13.0,0.0,7.0,4.0,,2.0,30.0,5.0,6.0,5.0,,5.0,3.0,1.0,1.0,,,,3.0,8.0,2.0,1.0,8.0,2.0,,,,1.0,2.0,,,,,,3.0,,,,1.0,,11.0,3.0,,,,,,,,,,2.0,1.0,2.0,,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,
USA_USL_Cup,2026,Fort Wayne FC,5tissinhbsgnun1brvq0tpic4,C. Awoudor,Midfielder,10,1.0,5.0,,5.0,2.0,3.0,13.0,4.0,1.0,2.0,2.0,4.0,1.0,3.0,,1.0,18.0,,2.0,2.0,1.0,3.0,1.0,1.0,1.0,,,1.0,13.0,8.0,8.0,14.0,,78.0,1.0,,2.0,9.0,21.0,16.0,,3.0,5.0,36.0,5.0,4.0,0.0,1.0,1.0,,,9.0,1.0,,1.0,,1.0,1.0,,1.0,,,,2.0,1.0,,,2.0,1.0,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_USL_Cup,2026,Fort Wayne FC,5em57wy8y3k9f56z4r81aadt6,A. Briscoe,Goalkeeper,96,1.0,,,2.0,,2.0,,21.0,1.0,2.0,2.0,2.0,,2.0,,,24.0,,,,7.0,4.0,,1.0,,,,,19.0,2.0,20.0,19.0,,90.0,,,2.0,16.0,38.0,22.0,,,16.0,49.0,12.0,2.0,0.0,,,,,13.0,1.0,,4.0,,,,,,,,,,14.0,,,,,,,,,11.0,,,,,,,,,,,2.0,3.0,,5.0,3.0,,2.0,1.0,4.0,2.0,2.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_USL_Cup,2026,Fort Wayne FC,bopqpl58iq0nrulx9iu1sv84,N. Burns,Midfielder,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_USL_Cup,2026,Fort Wayne FC,19w0opvw3rn8dn39l4s9bmyac,K. Gafar,Forward,12,1.0,,,1.0,,1.0,3.0,5.0,1.0,1.0,1.0,1.0,,1.0,,,5.0,,,,1.0,,1.0,,,,,1.0,3.0,3.0,,3.0,,27.0,,,,3.0,5.0,3.0,,,2.0,9.0,2.0,2.0,0.0,,,,,,1.0,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_USL_Cup,2026,Fort Wayne FC,6z4eha1ejqruj39ddvzvy0ju2,J. Garay,Midfielder,8,2.0,18.0,7.0,10.0,7.0,3.0,2.0,16.0,2.0,4.0,3.0,8.0,5.0,3.0,,,72.0,2.0,2.0,1.0,7.0,15.0,,2.0,2.0,,,,64.0,21.0,45.0,63.0,1.0,149.0,1.0,,2.0,9.0,74.0,66.0,1.0,,8.0,85.0,6.0,7.0,0.0,2.0,2.0,1.0,1.0,25.0,2.0,2.0,2.0,1.0,,,,,,,,,1.0,,,4.0,,,,,,1.0,1.0,,,,,,,,,,,3.0,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_USL_Cup,2026,Fort Wayne FC,c79bz6wbxuqm0wxukvevlkwh6,A. Grow,Goalkeeper,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_USL_Cup,2026,Fort Wayne FC,2iztsaek6rwreowh22vmeg2dw,T. Hagaman,Defender,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_USL_Cup,2026,Fort Wayne FC,f1cikr6isrso5x68a8vj7l5ka,T. Healy,Midfielder,11,2.0,8.0,2.0,15.0,5.0,10.0,14.0,18.0,2.0,3.0,3.0,11.0,3.0,8.0,1.0,2.0,39.0,2.0,,,10.0,9.0,2.0,2.0,1.0,,,,30.0,21.0,10.0,26.0,1.0,160.0,1.0,,7.0,16.0,40.0,31.0,1.0,2.0,9.0,62.0,9.0,7.0,0.0,4.0,2.0,1.0,2.0,5.0,1.0,2.0,1.0,,1.0,1.0,,1.0,,,,2.0,2.0,,,1.0,,,,,,1.0,1.0,1.0,1.0,1.0,,,1.0,0.0,,,,5.0,2.0,,,,,,,,,,,,1.0,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,
