liga,temporada,equipo,id,nombre,posicion,dorsal,Time Played,Throw Ins to Own Player,Open Play Passes,Backward Passes,Successful Passes Opposition Half,Unsuccessful Launches,Unsuccessful Long Passes,Own Goal Scored,Aerial Duels lost,Total Losses Of Possession,Successful Passes Own Half,Total Tackles,Unsuccessful Short Passes,Total Passes,Successful Dribbles,Successful Short Passes,Goals Conceded Inside Box,Total Unsuccessful Passes ( Excl Crosses & Corners ),Rightside Passes,Unsuccessful Passes Opposition Half,Recoveries,Starts,Unsuccessful Passes Own Half,Touches,Appearances,Ground Duels,Forward Passes,Index,Duels won,Successful Long Passes,Total Fouls Won,Aerial Duels won,Duels,Total Clearances,Goals Conceded,Games Played,Ground Duels lost,Leftside Passes,Successful Open Play Passes,Total Successful Passes ( Excl Crosses & Corners ) ,Aerial Duels,Tackles Won,Duels lost,Tackles Lost,Interceptions,Ground Duels won,Successful Launches,Shots Off Target (inc woodwork),Total Fouls Conceded,Total Shots,PutThrough/Blocked Distribution,Foul Attempted Tackle,Blocks,Total Touches In Opposition Box,Shots On Target ( inc goals ),Attempts from Set Pieces,Substitute On,Goals,Right Foot Goals,Yellow Cards,Goals from Inside Box,Assists (Intentional),Goal Assists,Unsuccessful Crosses open play,PutThrough/Blocked Distribution Won,Substitute Off,Key Passes (Attempt Assists),Unsuccessful Dribbles,Unsuccessful Crosses & Corners,Corners Won,Goals from Outside Box,Penalties Taken,Penalty Goals,Corners Taken (incl short corners),Unsuccessful Corners into Box,Saves Made,GK Successful Distribution,Saves Made from Inside Box,Saves made - caught,GK Unsuccessful Distribution,Goalkeeper Smother,Successful Lay-offs,Total Red Cards,Blocked Shots,Straight Red Cards,Foul Won Penalty,Throw Ins to Opposition Player,Goals Conceded Outside Box,Clean Sheets,Successful Crosses & Corners,Successful Crosses open play,Left Foot Goals,Offsides,Handballs conceded,Hit Woodwork,Unsuccessful lay-offs,Punches,Catches,Saves Made from Outside Box,Through balls,Successful Corners into Box,Saves made - parried,Penalty Goals Conceded,Drops,Penalties Faced,Headed Goals,Penalties Conceded,Second Goal Assists,Red Cards - 2nd Yellow
Concacaf_Leagues_Cup_2019_2022,2019,Chicago Fire FC,ahsgqqn4mjj7isq2x0fdkl49,B. Bronico,Midfielder,13,90.0,1.0,20.0,3.0,13.0,1.0,1.0,,,8.0,4.0,2.0,3.0,21.0,1.0,13.0,2.0,4.0,4.0,4.0,3.0,1.0,,33.0,1.0,7.0,11.0,10.0,5.0,4.0,,2.0,9.0,3.0,2.0,1.0,4.0,3.0,16.0,17.0,2.0,2.0,4.0,,1.0,3.0,2.0,,2.0,,,1.0,,,,,,,,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Concacaf_Leagues_Cup_2019_2022,2019,Chicago Fire FC,8vjv4ix1zqi58118r6tyqhhhx,F. Calvo,Defender,5,32.0,2.0,8.0,1.0,2.0,,1.0,,,6.0,5.0,1.0,1.0,9.0,1.0,6.0,1.0,2.0,4.0,2.0,2.0,,,17.0,1.0,5.0,4.0,10.0,2.0,1.0,,,5.0,,1.0,1.0,3.0,,6.0,7.0,,1.0,3.0,,,2.0,,,,,,,,1.0,,,1.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,
Concacaf_Leagues_Cup_2019_2022,2019,Chicago Fire FC,991l8wbi9cfhm2pmyid7cle22,D. Campos,Defender,17,90.0,3.0,17.0,1.0,8.0,5.0,10.0,,3.0,17.0,4.0,4.0,2.0,23.0,,8.0,2.0,12.0,,14.0,3.0,1.0,2.0,48.0,1.0,14.0,17.0,10.0,9.0,3.0,4.0,1.0,18.0,7.0,2.0,1.0,6.0,5.0,8.0,11.0,4.0,2.0,9.0,2.0,,8.0,,,4.0,,1.0,2.0,,,,,,,,1.0,,,,3.0,1.0,,1.0,,4.0,,,,,2.0,,,,,,,,,,,,,1.0,,,1.0,,,,,,,,,,,1.0,,,,,,,,
Concacaf_Leagues_Cup_2019_2022,2019,Chicago Fire FC,bt4yy465bb33u7phdhnlr6pcl,P. Frankowski,Midfielder,11,58.0,2.0,13.0,3.0,5.0,,1.0,,,7.0,5.0,1.0,2.0,13.0,1.0,10.0,1.0,3.0,1.0,4.0,4.0,1.0,,24.0,1.0,4.0,3.0,10.0,2.0,,,,4.0,,1.0,1.0,2.0,6.0,10.0,10.0,,1.0,2.0,,1.0,2.0,,,1.0,,1.0,1.0,,,,,,,,,,,,1.0,,1.0,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Concacaf_Leagues_Cup_2019_2022,2019,Chicago Fire FC,9vnc6yrzvl4ia47ger2032pk9,J. Gutjahr,Midfielder,33,90.0,,19.0,1.0,7.0,1.0,1.0,,4.0,8.0,7.0,2.0,7.0,21.0,,13.0,2.0,8.0,6.0,8.0,3.0,1.0,,32.0,1.0,3.0,8.0,10.0,4.0,,1.0,1.0,8.0,,2.0,1.0,,6.0,12.0,13.0,5.0,2.0,4.0,,,3.0,,,,,3.0,,,1.0,,,,,,,,,,,2.0,,,,,,,,,1.0,,,,,,,,,,1.0,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,
Concacaf_Leagues_Cup_2019_2022,2019,Chicago Fire FC,47tuiac0bvncdjchhc2umerjd,F. Herbers,Forward,21,90.0,3.0,24.0,4.0,11.0,,,,1.0,12.0,6.0,,7.0,24.0,1.0,16.0,2.0,7.0,4.0,4.0,3.0,1.0,3.0,40.0,1.0,14.0,10.0,10.0,5.0,1.0,1.0,3.0,18.0,1.0,2.0,1.0,12.0,6.0,17.0,17.0,4.0,,13.0,,1.0,2.0,,,5.0,1.0,,2.0,1.0,2.0,1.0,,,,,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Concacaf_Leagues_Cup_2019_2022,2019,Chicago Fire FC,bm0877awita8ao3jlakekriz9,J. Kappelhof,Defender,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Concacaf_Leagues_Cup_2019_2022,2019,Chicago Fire FC,co3niwple5xj0c14t3ydz3rh1,C. Sapong,Forward,9,26.0,,5.0,1.0,2.0,,,,,3.0,1.0,,2.0,5.0,,3.0,1.0,2.0,1.0,1.0,2.0,,1.0,6.0,1.0,1.0,3.0,10.0,1.0,,,1.0,2.0,,1.0,1.0,1.0,,3.0,3.0,1.0,,1.0,,,,,,1.0,,,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Concacaf_Leagues_Cup_2019_2022,2019,Chicago Fire FC,7775omrubpksg48eyo4wksvyt,G. Lillard,Defender,15,90.0,,22.0,1.0,2.0,4.0,9.0,,2.0,10.0,12.0,1.0,1.0,24.0,,13.0,2.0,10.0,6.0,9.0,2.0,1.0,1.0,32.0,1.0,1.0,14.0,10.0,5.0,1.0,,4.0,7.0,6.0,2.0,1.0,,3.0,14.0,14.0,6.0,1.0,2.0,,1.0,1.0,1.0,,,,,,,1.0,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Concacaf_Leagues_Cup_2019_2022,2019,Chicago Fire FC,2m4iwb3oo5zzfbxrua7ver3kl,D. McCarty,Midfielder,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Concacaf_Leagues_Cup_2019_2022,2019,Chicago Fire FC,b8vbhw29ucubzzmgv0nge1omh,D. Mihailović,Midfielder,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Concacaf_Leagues_Cup_2019_2022,2019,Chicago Fire FC,2mgcta30puk8kuwb5mo4zvcnp,A. Moreno,Midfielder,12,64.0,,11.0,4.0,,,,,4.0,9.0,5.0,1.0,6.0,11.0,,5.0,1.0,6.0,3.0,3.0,1.0,1.0,3.0,16.0,1.0,4.0,4.0,10.0,1.0,,,,8.0,,1.0,1.0,3.0,,5.0,5.0,4.0,1.0,7.0,,,1.0,,,,,2.0,,,1.0,,,,,,,,,,,,1.0,,1.0,,1.0,,,,,,,,,,,,,,1.0,,,,,,,,,,,,1.0,,,,,,,,,,,,,
Concacaf_Leagues_Cup_2019_2022,2019,Chicago Fire FC,c8kvvkwlono7cv79t61gsydhx,N. Nikolić,Forward,23,90.0,,14.0,6.0,3.0,,,,,11.0,6.0,1.0,8.0,17.0,,9.0,2.0,8.0,4.0,9.0,1.0,1.0,1.0,33.0,1.0,6.0,1.0,10.0,5.0,,3.0,1.0,7.0,2.0,2.0,1.0,2.0,6.0,6.0,9.0,1.0,1.0,2.0,,,4.0,,1.0,1.0,1.0,3.0,1.0,1.0,4.0,,,,,,,,,,2.0,2.0,,,1.0,2.0,1.0,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
Concacaf_Leagues_Cup_2019_2022,2019,Chicago Fire FC,bdayxszeb2bubo1605vdaz8ph,D. Ousted,Goalkeeper,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Concacaf_Leagues_Cup_2019_2022,2019,Chicago Fire FC,5nnzjel4ek1d2zfc9ihgtn7fu,A. Reynolds II,Defender,36,58.0,4.0,11.0,1.0,5.0,,1.0,,,7.0,4.0,2.0,1.0,11.0,,8.0,1.0,2.0,1.0,3.0,2.0,1.0,,29.0,1.0,5.0,9.0,10.0,2.0,1.0,,,5.0,4.0,1.0,1.0,3.0,,9.0,9.0,,1.0,3.0,1.0,,2.0,,,1.0,,1.0,1.0,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,
Concacaf_Leagues_Cup_2019_2022,2019,Chicago Fire FC,6bd68szdfna6z9ifb0wscln85,B. Schweinsteiger,Midfielder,31,32.0,,13.0,1.0,4.0,,1.0,,1.0,10.0,5.0,,3.0,13.0,,8.0,1.0,4.0,5.0,5.0,3.0,,1.0,19.0,1.0,2.0,6.0,10.0,1.0,1.0,,1.0,4.0,,1.0,1.0,2.0,1.0,9.0,9.0,2.0,,3.0,,,,,,1.0,,,,,2.0,,,1.0,,,,,,,2.0,,,,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Concacaf_Leagues_Cup_2019_2022,2019,Chicago Fire FC,h4nbagq5dsdltn9x62oi0t05,R. Sánchez,Goalkeeper,45,90.0,,6.0,,5.0,4.0,9.0,,,10.0,4.0,,,18.0,,3.0,2.0,9.0,2.0,7.0,9.0,1.0,2.0,32.0,1.0,,14.0,10.0,,6.0,,,,2.0,2.0,1.0,,2.0,3.0,9.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,6.0,10.0,1.0,,3.0,,,,,,,,,,,,,,,,,2.0,1.0,4.0,,,2.0,,,,,,,
Concacaf_Leagues_Cup_2019_2022,2019,Chicago Fire FC,9g6ffgppmbem1n83z64vsj7it,Marcelo,Defender,2,90.0,,12.0,3.0,1.0,,1.0,,3.0,2.0,12.0,3.0,1.0,15.0,,12.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,35.0,1.0,7.0,5.0,10.0,10.0,1.0,3.0,4.0,14.0,10.0,2.0,1.0,1.0,5.0,10.0,13.0,7.0,2.0,4.0,1.0,,6.0,,,1.0,,1.0,1.0,1.0,,,,,,,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
