liga,temporada,equipo,id,nombre,posicion,dorsal,PutThrough/Blocked Distribution Won,Successful Passes Own Half,Ground Duels lost,Touches,PutThrough/Blocked Distribution,Total Tackles,Backward Passes,Tackles Lost,Games Played,Successful Open Play Passes,Aerial Duels won,Rightside Passes,Substitute On,Total Unsuccessful Passes ( Excl Crosses & Corners ),Duels lost,Ground Duels won,Ground Duels,Total Fouls Conceded,Time Played,Forward Passes,Total Passes,Total Clearances,Duels won,Foul Attempted Tackle,Aerial Duels,Open Play Passes,Appearances,Goals Conceded Inside Box,Goals Conceded,Total Losses Of Possession,Index,Successful Passes Opposition Half,Unsuccessful Short Passes,Recoveries,Successful Short Passes,Unsuccessful Passes Opposition Half,Duels,Total Successful Passes ( Excl Crosses & Corners ) ,Winning Goal,Times Tackled,Successful Crosses & Corners,Substitute Off,Successful Lay-offs,Interceptions,Leftside Passes,Assists (Intentional),Unsuccessful Long Passes,Unsuccessful Dribbles,Unsuccessful Launches,Unsuccessful Crosses open play,Goal Assists,Unsuccessful Crosses & Corners,Total Fouls Won,Starts,Corners Won,Unsuccessful Passes Own Half,Aerial Duels lost,Tackles Won,Successful Long Passes,Total Touches In Opposition Box,Straight Red Cards,Goals from Inside Box,Total Shots,Total Red Cards,Shots Off Target (inc woodwork),Successful Launches,Penalty Goals Conceded,Blocked Shots,Yellow Cards,Goal Kicks,Goals,Successful Dribbles,GK Successful Distribution,Clearances Off the Line,Goals from Outside Box,Goals Conceded Outside Box,Hit Woodwork,Clean Sheets,Right Foot Goals,Offsides,Throw Ins to Own Player,Key Passes (Attempt Assists),Blocks,Shots On Target ( inc goals ),Home Goals,Away Goals,Foul Won Penalty,Penalties Off Target,Overruns,Penalties Taken,Left Foot Goals,Through balls,Headed Goals,Successful Crosses open play,Unsuccessful lay-offs,Penalty Goals,Handballs conceded,Saves Made from Inside Box,GK Unsuccessful Distribution,Saves Made,Drops,Punches,Corners Taken (incl short corners),Unsuccessful Corners into Box,Successful Corners into Box,Throw Ins to Opposition Player,Second Goal Assists,Attempts from Set Pieces,Last Player Tackle,Saves Made from Outside Box,Saves made - caught,Penalties Faced,Catches,Saves made - parried,Penalties Conceded,Own Goal Scored,Red Cards - 2nd Yellow,Goalkeeper Smother,Set Pieces Goals,Penalties Saved,Saves from Penalty,Crosses not Claimed,Other Goals
USA_USL_Championship,2024,Detroit City FC,5fhb206czgy2ul5j0tsqeo7ah,E. Amoh,Forward,19,13.0,76.0,55.0,487.0,25.0,13.0,71.0,4.0,26.0,188.0,38.0,83.0,15.0,82.0,118.0,43.0,98.0,17.0,1012.0,51.0,275.0,7.0,81.0,5.0,101.0,270.0,26.0,7.0,7.0,162.0,10.0,117.0,82.0,41.0,187.0,64.0,199.0,193.0,0.0,37.0,,10.0,21.0,7.0,70.0,1.0,,14.0,,1.0,3.0,1.0,20.0,11.0,3.0,19.0,63.0,9.0,6.0,55.0,,3.0,22.0,,13.0,,1.0,9.0,2.0,,3.0,12.0,,,,,,,1.0,10.0,,6.0,2.0,9.0,2.0,1.0,1.0,,,,1.0,1.0,1.0,,5.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_USL_Championship,2024,Detroit City FC,7lnb14nmxv9gggyedv3tydvdg,D. Amoo-Mensah,Defender,30,13.0,1065.0,68.0,2282.0,30.0,37.0,126.0,13.0,35.0,1466.0,108.0,659.0,1.0,308.0,119.0,69.0,137.0,45.0,3113.0,776.0,1855.0,151.0,177.0,19.0,159.0,1762.0,35.0,29.0,32.0,348.0,10.0,484.0,162.0,123.0,1420.0,172.0,296.0,1547.0,0.0,11.0,2.0,2.0,,36.0,294.0,2.0,146.0,2.0,95.0,1.0,2.0,1.0,35.0,34.0,,137.0,51.0,24.0,127.0,24.0,,1.0,11.0,,7.0,36.0,4.0,2.0,10.0,8.0,1.0,5.0,8.0,1.0,,3.0,,11.0,,,23.0,4.0,15.0,4.0,0.0,1.0,,,,,,2.0,1.0,2.0,1.0,,1.0,,,,,,,,,,,,,,,,,,1.0,,,,,,,,
USA_USL_Championship,2024,Detroit City FC,3nyl7lxka41yl4yep8rzj95d6,V. Bezerra,Forward,7,6.0,33.0,26.0,232.0,13.0,1.0,31.0,,18.0,81.0,9.0,53.0,12.0,48.0,44.0,10.0,36.0,6.0,634.0,32.0,143.0,4.0,19.0,3.0,27.0,128.0,18.0,9.0,12.0,83.0,10.0,63.0,47.0,9.0,91.0,41.0,63.0,95.0,0.0,17.0,1.0,6.0,8.0,1.0,27.0,,1.0,8.0,,4.0,,4.0,6.0,6.0,5.0,11.0,18.0,1.0,4.0,25.0,,3.0,13.0,,6.0,,2.0,7.0,,,3.0,3.0,,,,3.0,,,3.0,2.0,,7.0,1.0,7.0,1.0,2.0,,,1.0,,,,,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_USL_Championship,2024,Detroit City FC,9jc85hbpruze4v8u1pjzsjt62,M. Bryant,Defender,12,14.0,693.0,52.0,1957.0,42.0,36.0,123.0,12.0,34.0,1081.0,75.0,120.0,8.0,268.0,95.0,112.0,164.0,29.0,2446.0,675.0,1389.0,96.0,187.0,24.0,118.0,1346.0,34.0,21.0,23.0,347.0,10.0,430.0,186.0,94.0,1038.0,166.0,282.0,1121.0,0.0,8.0,2.0,8.0,1.0,40.0,471.0,,82.0,4.0,44.0,19.0,,20.0,67.0,26.0,8.0,122.0,43.0,24.0,83.0,25.0,,1.0,11.0,,7.0,26.0,4.0,2.0,7.0,,1.0,11.0,,1.0,,2.0,,8.0,,2.0,144.0,14.0,14.0,4.0,0.0,1.0,,,1.0,,,2.0,1.0,2.0,,,,,,,,,,,,31.0,,,1.0,,,,,,,,,,,,,,
USA_USL_Championship,2024,Detroit City FC,28a0n53jofx4bk7vd74yqcb11,S. Carroll,Defender,5,18.0,941.0,35.0,2048.0,28.0,47.0,64.0,15.0,33.0,1227.0,64.0,367.0,,336.0,85.0,74.0,109.0,21.0,2954.0,698.0,1655.0,155.0,138.0,9.0,114.0,1541.0,33.0,29.0,32.0,358.0,10.0,378.0,102.0,113.0,1141.0,218.0,223.0,1319.0,0.0,7.0,,1.0,,38.0,526.0,,234.0,4.0,121.0,2.0,,2.0,23.0,33.0,3.0,120.0,50.0,32.0,178.0,18.0,1.0,2.0,13.0,1.0,9.0,46.0,4.0,1.0,7.0,1.0,2.0,6.0,1.0,,,3.0,,11.0,,2.0,3.0,8.0,26.0,4.0,0.0,2.0,,,,,,1.0,2.0,,,,,,,,,,,,,,,,2.0,,,,,,1.0,,,,,,,,
USA_USL_Championship,2024,Detroit City FC,9irc1xmfpa2395qef78rfyjje,J. Cedeño,Midfielder,10,10.0,148.0,84.0,959.0,42.0,13.0,151.0,5.0,32.0,443.0,7.0,112.0,13.0,151.0,111.0,70.0,154.0,11.0,1697.0,169.0,617.0,2.0,77.0,6.0,34.0,593.0,32.0,23.0,30.0,310.0,10.0,324.0,131.0,69.0,454.0,172.0,188.0,466.0,0.0,58.0,6.0,9.0,20.0,9.0,185.0,1.0,20.0,25.0,8.0,24.0,1.0,53.0,43.0,19.0,17.0,32.0,27.0,8.0,12.0,56.0,,3.0,16.0,,7.0,2.0,3.0,9.0,2.0,,3.0,15.0,,,,7.0,,1.0,,3.0,18.0,26.0,2.0,9.0,2.0,1.0,,,2.0,,2.0,8.0,1.0,3.0,1.0,,1.0,,,,,,35.0,20.0,2.0,1.0,,1.0,,,,,,,,,,,,,,,
USA_USL_Championship,2024,Detroit City FC,6rnuvzwbmj7qv80xlwkjvqnkl,J. Chapman,Midfielder,6,34.0,533.0,123.0,1928.0,64.0,56.0,240.0,21.0,32.0,1088.0,46.0,352.0,5.0,276.0,168.0,101.0,224.0,54.0,2350.0,478.0,1441.0,35.0,147.0,33.0,91.0,1356.0,32.0,29.0,33.0,430.0,10.0,653.0,214.0,125.0,1064.0,268.0,315.0,1165.0,0.0,46.0,21.0,10.0,23.0,40.0,371.0,,62.0,15.0,13.0,26.0,1.0,53.0,33.0,27.0,9.0,61.0,45.0,35.0,101.0,35.0,,,13.0,,9.0,5.0,6.0,3.0,7.0,,1.0,13.0,,,1.0,4.0,,5.0,1.0,1.0,13.0,34.0,6.0,4.0,0.0,1.0,,,1.0,,,6.0,,8.0,3.0,,,,,,,,31.0,19.0,10.0,1.0,,2.0,,,,,,,,,,,1.0,,,,
USA_USL_Championship,2024,Detroit City FC,ec0smr0qtiikutfhfksx7j3rp,A. Coote,Midfielder,10,11.0,61.0,35.0,336.0,19.0,12.0,53.0,3.0,9.0,164.0,8.0,74.0,1.0,40.0,44.0,28.0,63.0,7.0,649.0,51.0,207.0,3.0,36.0,5.0,17.0,204.0,9.0,10.0,10.0,91.0,10.0,113.0,33.0,24.0,160.0,41.0,80.0,167.0,0.0,23.0,7.0,6.0,6.0,2.0,29.0,,7.0,13.0,5.0,10.0,,14.0,10.0,8.0,4.0,13.0,9.0,9.0,7.0,21.0,,1.0,4.0,,1.0,,1.0,4.0,,,1.0,7.0,,,,,,1.0,,,1.0,10.0,,3.0,0.0,1.0,,,1.0,,1.0,,,3.0,,,,,,,,,6.0,4.0,1.0,,,,,,,,,,,,,,,,,,
USA_USL_Championship,2024,Detroit City FC,7o3vvz5w2ftz08ba23b79mgkq,A. Diop,Midfielder,8,15.0,332.0,151.0,1312.0,35.0,55.0,216.0,18.0,30.0,718.0,18.0,267.0,1.0,158.0,177.0,135.0,286.0,74.0,2460.0,174.0,887.0,16.0,153.0,50.0,44.0,875.0,30.0,23.0,24.0,307.0,10.0,402.0,130.0,132.0,690.0,123.0,330.0,729.0,0.0,71.0,5.0,12.0,23.0,17.0,230.0,1.0,28.0,29.0,14.0,18.0,2.0,18.0,45.0,29.0,15.0,53.0,26.0,37.0,39.0,37.0,,1.0,29.0,1.0,17.0,1.0,3.0,9.0,8.0,,2.0,37.0,,,1.0,1.0,,8.0,1.0,2.0,2.0,17.0,2.0,12.0,1.0,1.0,,,4.0,1.0,1.0,4.0,,5.0,5.0,1.0,4.0,,,,,,1.0,,,,,,,,,,,,1.0,,1.0,,,,,,
USA_USL_Championship,2024,Detroit City FC,653qyopyxl1qrfmul2n3m5g16,M. Doner,Defender,33,17.0,705.0,82.0,2429.0,58.0,38.0,395.0,13.0,34.0,1331.0,30.0,47.0,,239.0,120.0,145.0,227.0,24.0,3012.0,471.0,1590.0,40.0,175.0,7.0,68.0,1568.0,34.0,38.0,44.0,490.0,10.0,671.0,159.0,154.0,1232.0,259.0,295.0,1351.0,0.0,47.0,25.0,2.0,4.0,8.0,677.0,2.0,80.0,24.0,52.0,133.0,3.0,133.0,73.0,34.0,21.0,113.0,38.0,25.0,119.0,40.0,,1.0,5.0,,2.0,12.0,4.0,3.0,3.0,,1.0,35.0,,2.0,,6.0,,9.0,1.0,2.0,256.0,31.0,13.0,3.0,0.0,1.0,,,4.0,,,,,25.0,,,1.0,,,,,,,,,27.0,,,2.0,,,,,,,,,,,,,,
