liga,temporada,equipo,id,nombre,posicion,dorsal,Unsuccessful Crosses open play,Time Played,Throw Ins to Own Player,Successful Lay-offs,Successful Launches,Open Play Passes,Corners Won,Backward Passes,Successful Crosses & Corners,Successful Passes Opposition Half,Unsuccessful Launches,Yellow Cards,Unsuccessful Long Passes,PutThrough/Blocked Distribution Won,Shots Off Target (inc woodwork),Goals Conceded Outside Box,Aerial Duels lost,Total Losses Of Possession,Successful Passes Own Half,Total Tackles,Unsuccessful Short Passes,Total Passes,Substitute Off,Total Fouls Conceded,Successful Dribbles,Successful Short Passes,Goals Conceded Inside Box,Total Shots,Total Unsuccessful Passes ( Excl Crosses & Corners ),Rightside Passes,Key Passes (Attempt Assists),Unsuccessful Passes Opposition Half,Blocked Shots,Recoveries,Starts,PutThrough/Blocked Distribution,Unsuccessful Passes Own Half,Touches,Corners Taken (incl short corners),Appearances,Foul Attempted Tackle,Ground Duels,Forward Passes,Total Touches In Opposition Box,Index,Duels won,Shots On Target ( inc goals ),Attempts from Set Pieces,Successful Long Passes,Successful Crosses open play,Total Fouls Won,Aerial Duels won,Unsuccessful Dribbles,Duels,Total Clearances,Goals Conceded,Unsuccessful Crosses & Corners,Games Played,Hit Woodwork,Ground Duels lost,Leftside Passes,Successful Open Play Passes,Total Successful Passes ( Excl Crosses & Corners ) ,Aerial Duels,Clean Sheets,Unsuccessful lay-offs,Goal Assists,Through balls,Tackles Won,Duels lost,Tackles Lost,Interceptions,Ground Duels won,Substitute On,Offsides,Penalties Conceded,Goals,Successful Corners into Box,Total Red Cards,Throw Ins to Opposition Player,Red Cards - 2nd Yellow,Blocks,Left Foot Goals,Unsuccessful Corners into Box,Handballs conceded,Assists (Intentional),Goals from Inside Box,Penalties Taken,Penalty Goals,Goals from Outside Box,Headed Goals,Last Man Tackle,Straight Red Cards,Saves Made,GK Successful Distribution,Punches,Goalkeeper Smother,Catches,Saves Made from Outside Box,Saves made - parried,Saves Made from Inside Box,Penalties Faced,Saves made - caught,GK Unsuccessful Distribution,Right Foot Goals,Foul Won Penalty,Set Pieces Goals,Drops,Penalties Off Target,Crosses not Claimed,Own Goal Scored,Clearances Off the Line,Penalties Saved,Saves from Penalty,Other Goals
Mexico_Liga_MX,2017-2018,CD Tiburones Rojos de Veracruz,az92cg3hupara9nnhsnk5eqxh,J. Albín,Forward,16,2.0,135.0,1.0,3.0,,55.0,1.0,10.0,,35.0,,,1.0,2.0,1.0,,1.0,20.0,10.0,1.0,11.0,57.0,1.0,1.0,2.0,44.0,2.0,1.0,12.0,17.0,3.0,15.0,1.0,3.0,1.0,3.0,1.0,78.0,3.0,3.0,1.0,10.0,17.0,6.0,10.0,6.0,,1.0,1.0,,2.0,1.0,,12.0,2.0,2.0,4.0,3.0,,5.0,13.0,43.0,45.0,2.0,,1.0,,,1.0,6.0,,1.0,5.0,2.0,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mexico_Liga_MX,2017-2018,CD Tiburones Rojos de Veracruz,l9s5sb47g3yvkdw1o39ck7v9,E. Andrade,Midfielder,19,,39.0,,2.0,,17.0,,3.0,,7.0,,,,1.0,1.0,,,4.0,6.0,1.0,4.0,17.0,,,,12.0,,1.0,4.0,5.0,,3.0,,3.0,,1.0,1.0,21.0,,2.0,,2.0,6.0,,10.0,2.0,,,1.0,,,1.0,,3.0,,,,2.0,,1.0,3.0,13.0,13.0,1.0,,,,,,1.0,1.0,,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mexico_Liga_MX,2017-2018,CD Tiburones Rojos de Veracruz,d598qtj52pev4vnddagh19nmd,M. Bravo,Forward,7,1.0,189.0,,2.0,,33.0,1.0,7.0,,21.0,,,1.0,2.0,2.0,1.0,7.0,24.0,6.0,2.0,7.0,35.0,2.0,4.0,1.0,27.0,5.0,3.0,8.0,13.0,,6.0,3.0,6.0,2.0,4.0,3.0,71.0,,4.0,3.0,22.0,8.0,6.0,10.0,7.0,1.0,,,,3.0,1.0,4.0,30.0,1.0,6.0,1.0,4.0,,16.0,7.0,25.0,27.0,8.0,,,,,1.0,23.0,1.0,,6.0,2.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mexico_Liga_MX,2017-2018,CD Tiburones Rojos de Veracruz,9jk0ae6wgso9znkuk6uyizpat,W. Cartagena,Midfielder,32,1.0,973.0,1.0,6.0,2.0,345.0,1.0,51.0,2.0,168.0,13.0,3.0,23.0,11.0,7.0,2.0,18.0,101.0,121.0,34.0,42.0,352.0,4.0,27.0,7.0,269.0,15.0,7.0,65.0,91.0,6.0,51.0,3.0,53.0,12.0,16.0,15.0,499.0,,13.0,17.0,122.0,104.0,3.0,10.0,68.0,,,18.0,2.0,13.0,15.0,6.0,155.0,9.0,17.0,1.0,13.0,,69.0,106.0,281.0,287.0,33.0,3.0,,,1.0,24.0,87.0,10.0,9.0,53.0,1.0,,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mexico_Liga_MX,2017-2018,CD Tiburones Rojos de Veracruz,85436l5up2xc6myludcmq2191,D. Chávez,Forward,22,,400.0,,1.0,,68.0,4.0,12.0,1.0,34.0,1.0,1.0,3.0,1.0,6.0,,14.0,40.0,14.0,7.0,20.0,70.0,3.0,12.0,1.0,46.0,3.0,11.0,23.0,22.0,4.0,17.0,2.0,17.0,5.0,3.0,6.0,126.0,,6.0,6.0,37.0,16.0,14.0,10.0,24.0,5.0,,1.0,1.0,6.0,11.0,3.0,62.0,1.0,3.0,,6.0,,24.0,20.0,45.0,47.0,25.0,1.0,3.0,,,6.0,38.0,1.0,5.0,13.0,1.0,5.0,,3.0,,,,,1.0,1.0,,,,3.0,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,
Mexico_Liga_MX,2017-2018,CD Tiburones Rojos de Veracruz,65yv5s9uau2mfo8h4auhavdn9,H. Cid,Defender,29,,27.0,,,,1.0,,,,1.0,,,,,,,,1.0,,1.0,1.0,2.0,,,,,1.0,,1.0,,,,,,,,1.0,14.0,,3.0,,2.0,2.0,,10.0,4.0,,,1.0,,1.0,2.0,,4.0,7.0,1.0,,3.0,,,,,1.0,2.0,,,,,1.0,,,2.0,2.0,3.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mexico_Liga_MX,2017-2018,CD Tiburones Rojos de Veracruz,b2ju0ey2ikqc7g8gndf2kjg7p,C. Esquivel,Forward,15,28.0,1471.0,15.0,10.0,1.0,557.0,12.0,127.0,7.0,307.0,4.0,1.0,15.0,15.0,12.0,6.0,16.0,177.0,185.0,27.0,69.0,569.0,2.0,13.0,38.0,468.0,19.0,19.0,84.0,122.0,11.0,100.0,3.0,87.0,16.0,32.0,13.0,826.0,2.0,17.0,9.0,138.0,133.0,33.0,10.0,85.0,7.0,1.0,17.0,6.0,13.0,7.0,18.0,161.0,6.0,25.0,29.0,17.0,,60.0,187.0,473.0,485.0,23.0,1.0,,1.0,1.0,18.0,76.0,9.0,6.0,78.0,1.0,1.0,,2.0,1.0,,,,,1.0,1.0,3.0,1.0,1.0,,,1.0,,,,,,,,,,,,,,,1.0,,,,,,,,,,
Mexico_Liga_MX,2017-2018,CD Tiburones Rojos de Veracruz,2q8ntruz96k9ia7np1tma4udx,P. Gallese,Goalkeeper,1,,765.0,,,20.0,71.0,,,,39.0,48.0,2.0,98.0,1.0,,2.0,,101.0,46.0,,1.0,184.0,1.0,,,33.0,7.0,,99.0,12.0,1.0,84.0,,59.0,9.0,1.0,15.0,239.0,,9.0,,,157.0,,10.0,3.0,,,52.0,,,3.0,,3.0,7.0,9.0,,9.0,,,15.0,33.0,85.0,3.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.0,52.0,4.0,,1.0,7.0,5.0,16.0,1.0,5.0,32.0,,,,,,,,,,,
Mexico_Liga_MX,2017-2018,CD Tiburones Rojos de Veracruz,5qtn6g3yp5jw7x4vuuii528k5,M. Hernández,Goalkeeper,13,,765.0,,,21.0,34.0,,,,54.0,31.0,1.0,70.0,1.0,,4.0,1.0,76.0,33.0,1.0,,157.0,,,,22.0,12.0,,70.0,9.0,2.0,61.0,,68.0,8.0,1.0,9.0,259.0,,9.0,,2.0,138.0,,10.0,4.0,,,65.0,,2.0,2.0,,5.0,4.0,16.0,,9.0,,,10.0,15.0,87.0,3.0,2.0,,,,1.0,1.0,,,2.0,1.0,,,,,,,,,,,,,,,,,,,,40.0,85.0,2.0,,4.0,17.0,9.0,23.0,,,33.0,,,,1.0,,,,,,,
Mexico_Liga_MX,2017-2018,CD Tiburones Rojos de Veracruz,3e9svasemtenwlwxqda3o9jvt,S. Jurado,Goalkeeper,281,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
