root_folder,liga,temporada,equipo,equipo_folder,id,nombre,posicion,dorsal,Successful Open Play Passes,Substitute On,Aerial Duels,Forward Passes,Total Clearances,Games Played,Goals Conceded Outside Box,Ground Duels lost,Appearances,Successful Crosses open play,Successful Long Passes,Time Played,GK Successful Distribution,Ground Duels,Total Shots,Successful Passes Own Half,Aerial Duels lost,Index,Key Passes (Attempt Assists),Total Touches In Opposition Box,Blocks,Open Play Passes,Successful Passes Opposition Half,Starts,Ground Duels won,Goals Conceded Inside Box,Shots Off Target (inc woodwork),Touches,Unsuccessful Short Passes,Tackles Won,Substitute Off,Leftside Passes,Backward Passes,Unsuccessful Crosses open play,PutThrough/Blocked Distribution Won,Unsuccessful Passes Own Half,Total Fouls Conceded,Duels,Aerial Duels won,Throw Ins to Own Player,Tackles Lost,Goal Assists,Interceptions,Unsuccessful Passes Opposition Half,Assists (Intentional),Duels lost,Goals Conceded,Unsuccessful Launches,Total Fouls Won,Goal Kicks,Duels won,Foul Attempted Tackle,Total Losses Of Possession,Successful Launches,Unsuccessful Long Passes,Recoveries,Total Successful Passes ( Excl Crosses & Corners ) ,Successful Short Passes,Unsuccessful Crosses & Corners,Rightside Passes,Total Unsuccessful Passes ( Excl Crosses & Corners ),Successful Crosses & Corners,Total Passes,Times Tackled,PutThrough/Blocked Distribution,Unsuccessful Dribbles,Throw Ins to Opposition Player,Total Tackles,Winning Goal,Successful Lay-offs,Blocked Shots,Penalties Taken,Corners Won,Clean Sheets,Penalty Goals Conceded,Through balls,Foul Won Penalty,Handballs conceded,Penalty Goals,Yellow Cards,Right Foot Goals,Goals from Inside Box,Left Foot Goals,Goals,Successful Dribbles,Offsides,Headed Goals,Shots On Target ( inc goals ),Overruns,Home Goals,Away Goals,Unsuccessful Corners into Box,Corners Taken (incl short corners),Successful Corners into Box,Straight Red Cards,Total Red Cards,Unsuccessful lay-offs,Penalties Conceded,Own Goal Scored,Hit Woodwork,Catches,Punches,GK Unsuccessful Distribution,Saves made - parried,Saves Made from Inside Box,Saves Made,Saves Made from Outside Box,Goals from Outside Box,Drops,Saves made - caught,Penalties Faced,Penalties Saved,Saves from Penalty,Red Cards - 2nd Yellow,Crosses not Claimed,Last Player Tackle,Attempts from Set Pieces,Other Goals,Clearances Off the Line,Set Pieces Goals,Penalties Off Target,Last Man Tackle,Goalkeeper Smother,Second Goal Assists
testeo_ligas_norteamerica,USA_MLS_Next_Pro,2023,North Texas SC,North_Texas_SC,52bdctrgk5sdsyoqz65k9eqdw,J. Aguilar,Midfielder,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
testeo_ligas_norteamerica,USA_MLS_Next_Pro,2023,North Texas SC,North_Texas_SC,cxm5xmc7zajd0j1zirav6q2qy,A. Araneda,Midfielder,20,458.0,12.0,13.0,167.0,31.0,21.0,2.0,31.0,21.0,,21.0,1011.0,1.0,66.0,3.0,335.0,8.0,10.0,5.0,8.0,5.0,543.0,138.0,9.0,35.0,15.0,3.0,726.0,37.0,20.0,2.0,257.0,71.0,3.0,4.0,37.0,14.0,79.0,5.0,41.0,7.0,,9.0,52.0,,39.0,17.0,21.0,4.0,1.0,40.0,9.0,114.0,2.0,49.0,44.0,473.0,452.0,3.0,64.0,86.0,,559.0,5.0,9.0,2.0,6.0,27.0,0.0,,2.0,,,1.0,3.0,1.0,,,,3.0,,,,,4.0,,,,1.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,2.0,,,,,,,,
testeo_ligas_norteamerica,USA_MLS_Next_Pro,2023,North Texas SC,North_Texas_SC,99nfzkbguzeqtgi2j8k53u3v8,N. Montoya,Goalkeeper,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
testeo_ligas_norteamerica,USA_MLS_Next_Pro,2023,North Texas SC,North_Texas_SC,74bhj4xi5zgq6evsr4c766p04,H. Avayevu,Forward,10,572.0,3.0,20.0,187.0,2.0,21.0,3.0,89.0,21.0,4.0,21.0,1469.0,,180.0,33.0,230.0,8.0,10.0,21.0,48.0,,676.0,381.0,18.0,91.0,20.0,13.0,1043.0,89.0,18.0,8.0,86.0,231.0,9.0,5.0,30.0,12.0,200.0,12.0,6.0,7.0,4.0,13.0,105.0,3.0,97.0,23.0,6.0,38.0,,103.0,8.0,244.0,,18.0,80.0,602.0,581.0,28.0,205.0,107.0,9.0,709.0,62.0,19.0,27.0,,25.0,2.0,8.0,12.0,2.0,14.0,4.0,2.0,7.0,1.0,1.0,2.0,3.0,5.0,4.0,1.0,6.0,28.0,4.0,,20.0,2.0,3.0,3.0,14.0,32.0,6.0,,,3.0,,,,,,,,,,,2.0,,,,,,,,,6.0,,,,,,,
testeo_ligas_norteamerica,USA_MLS_Next_Pro,2023,North Texas SC,North_Texas_SC,1er0xmu3khmdrgh5omh13kcbu,W. Baker,Defender,4,94.0,,1.0,46.0,5.0,2.0,1.0,3.0,2.0,,5.0,161.0,1.0,5.0,,88.0,1.0,10.0,,,2.0,109.0,9.0,2.0,2.0,4.0,,130.0,7.0,2.0,1.0,20.0,3.0,,1.0,7.0,1.0,6.0,,,,,3.0,8.0,,4.0,5.0,6.0,,1.0,2.0,1.0,17.0,3.0,8.0,8.0,97.0,92.0,,43.0,15.0,,112.0,1.0,3.0,1.0,,2.0,0.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
testeo_ligas_norteamerica,USA_MLS_Next_Pro,2023,North Texas SC,North_Texas_SC,c3casxnuawoljnb937tn49s0k,M. Caicedo,Defender,5,398.0,3.0,16.0,163.0,37.0,12.0,2.0,15.0,12.0,,35.0,792.0,8.0,31.0,2.0,337.0,7.0,10.0,3.0,3.0,9.0,465.0,80.0,9.0,16.0,13.0,2.0,585.0,28.0,9.0,4.0,86.0,47.0,,5.0,26.0,6.0,47.0,9.0,,4.0,,12.0,42.0,,22.0,15.0,10.0,2.0,8.0,25.0,2.0,76.0,5.0,40.0,39.0,417.0,382.0,,189.0,68.0,,485.0,4.0,7.0,2.0,,13.0,0.0,,,,,1.0,,,,,,1.0,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,
testeo_ligas_norteamerica,USA_MLS_Next_Pro,2023,North Texas SC,North_Texas_SC,608d9yxcn99up33girsspyaga,A. Carrera,Goalkeeper,13,395.0,,4.0,268.0,20.0,19.0,4.0,3.0,19.0,,94.0,1710.0,164.0,8.0,,488.0,,10.0,,,,472.0,37.0,19.0,5.0,25.0,,832.0,7.0,2.0,,206.0,,,,47.0,,12.0,4.0,,,,1.0,75.0,,3.0,29.0,34.0,2.0,127.0,9.0,,125.0,13.0,115.0,158.0,525.0,431.0,,173.0,122.0,,647.0,,,,,2.0,0.0,,,,,3.0,3.0,,,,,1.0,,,,,1.0,,,,,,,,,,,,,,,,11.0,4.0,27.0,28.0,49.0,77.0,28.0,,,2.0,3.0,,,,,1.0,,,,,,,2.0,
testeo_ligas_norteamerica,USA_MLS_Next_Pro,2023,North Texas SC,North_Texas_SC,9dg5ce0f3mlqzoiwak09qeooa,A. Costa,Midfielder,11,1028.0,5.0,22.0,267.0,16.0,28.0,5.0,103.0,28.0,,66.0,2108.0,,229.0,13.0,611.0,13.0,10.0,26.0,22.0,1.0,1148.0,490.0,23.0,126.0,33.0,9.0,1595.0,111.0,38.0,9.0,278.0,246.0,20.0,12.0,56.0,42.0,251.0,9.0,36.0,22.0,,24.0,106.0,,116.0,38.0,4.0,41.0,,135.0,23.0,231.0,2.0,13.0,130.0,1096.0,1030.0,38.0,429.0,124.0,5.0,1220.0,34.0,35.0,8.0,4.0,60.0,0.0,18.0,4.0,2.0,8.0,4.0,4.0,4.0,,3.0,,6.0,,1.0,1.0,1.0,25.0,2.0,,4.0,2.0,1.0,0.0,13.0,19.0,4.0,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,
testeo_ligas_norteamerica,USA_MLS_Next_Pro,2023,North Texas SC,North_Texas_SC,2tfx7w7d0g0br756uj7gzy61g,Théo Henrique,Midfielder,8,342.0,10.0,6.0,79.0,3.0,20.0,1.0,49.0,20.0,,7.0,798.0,,91.0,11.0,164.0,3.0,10.0,7.0,19.0,1.0,397.0,188.0,10.0,42.0,14.0,5.0,553.0,49.0,11.0,10.0,104.0,97.0,4.0,6.0,14.0,10.0,97.0,3.0,3.0,9.0,,11.0,46.0,,52.0,15.0,3.0,7.0,,45.0,4.0,104.0,,6.0,41.0,351.0,344.0,5.0,126.0,55.0,1.0,406.0,25.0,16.0,11.0,,20.0,0.0,8.0,5.0,,5.0,,2.0,4.0,,,,2.0,1.0,1.0,,1.0,15.0,,,6.0,2.0,1.0,0.0,1.0,4.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
testeo_ligas_norteamerica,USA_MLS_Next_Pro,2023,North Texas SC,North_Texas_SC,rtca480n5ehey5ffvt8nudck,H. Endeley,Defender,28,420.0,1.0,20.0,180.0,16.0,17.0,2.0,76.0,17.0,3.0,18.0,1367.0,,151.0,9.0,230.0,9.0,10.0,11.0,45.0,3.0,521.0,208.0,16.0,75.0,17.0,4.0,890.0,80.0,17.0,4.0,186.0,138.0,12.0,3.0,34.0,13.0,171.0,11.0,79.0,10.0,2.0,18.0,79.0,1.0,85.0,19.0,13.0,19.0,,86.0,6.0,223.0,3.0,21.0,68.0,435.0,417.0,12.0,32.0,101.0,3.0,536.0,53.0,16.0,27.0,11.0,27.0,2.0,2.0,6.0,,6.0,4.0,2.0,,,2.0,,2.0,2.0,3.0,1.0,4.0,29.0,1.0,1.0,5.0,9.0,4.0,0.0,,,,,,1.0,1.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,,
