root_folder,liga,temporada,equipo,equipo_folder,id,nombre,posicion,dorsal,Appearances,Goals Conceded Inside Box,Starts,Total Tackles,Duels won,Ground Duels won,Goals Conceded,Total Fouls Conceded,Recoveries,Total Passes,Touches,Unsuccessful Short Passes,Ground Duels,Index,Unsuccessful Passes Opposition Half,Games Played,Total Losses Of Possession,Leftside Passes,Successful Passes Opposition Half,Duels lost,Forward Passes,Duels,Total Successful Passes ( Excl Crosses & Corners ) ,Successful Passes Own Half,Total Unsuccessful Passes ( Excl Crosses & Corners ),Time Played,Backward Passes,Open Play Passes,Penalty Goals Conceded,Tackles Won,Ground Duels lost,Successful Short Passes,Successful Open Play Passes,Substitute Off,Interceptions,Total Fouls Won,Winning Goal,Rightside Passes,Saves Made,Saves Made from Inside Box,GK Successful Distribution,Unsuccessful Passes Own Half,Catches,GK Unsuccessful Distribution,Penalties Faced,Goal Kicks,Unsuccessful Long Passes,Successful Long Passes,Saves Made from Outside Box,Saves made - parried,Total Clearances,PutThrough/Blocked Distribution,Aerial Duels lost,PutThrough/Blocked Distribution Won,Foul Attempted Tackle,Substitute On,Aerial Duels,Successful Launches,Throw Ins to Own Player,Aerial Duels won,Tackles Lost,Throw Ins to Opposition Player,Blocks,Times Tackled,Successful Crosses & Corners,Successful Dribbles,Successful Corners into Box,Successful Lay-offs,Yellow Cards,Unsuccessful Crosses & Corners,Corners Won,Overruns,Unsuccessful Corners into Box,Unsuccessful Crosses open play,Corners Taken (incl short corners),Key Passes (Attempt Assists),Unsuccessful Dribbles,Successful Crosses open play,Total Touches In Opposition Box,Total Shots,Offsides,Shots On Target ( inc goals ),Unsuccessful Launches,Penalties Conceded,Handballs conceded,Shots Off Target (inc woodwork),Clearances Off the Line,Drops,Total Red Cards,Straight Red Cards,Attempts from Set Pieces,Blocked Shots,Red Cards - 2nd Yellow,Goals Conceded Outside Box,Through balls,Goal Assists,Goals,Left Foot Goals,Goals from Inside Box,Assists (Intentional),Right Foot Goals,Home Goals,Away Goals,Foul Won Penalty,Penalties Taken,Penalty Goals,Saves made - caught,Headed Goals,Hit Woodwork,Unsuccessful lay-offs,Goals from Outside Box,Own Goal Scored,Punches,Saves from Penalty,Penalties Saved,Set Pieces Goals,Clean Sheets,Goalkeeper Smother,Second Goal Assists,Last Man Tackle,Other Goals,Last Player Tackle
testeo_ligas_norteamerica,Concacaf_Concacaf_Nations_League,2023-2024,Barbados,Barbados,e46m9xh6wf5p00cqp9dixlo2c,R. Agard,Goalkeeper,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
testeo_ligas_norteamerica,Concacaf_Concacaf_Nations_League,2023-2024,Barbados,Barbados,vcmm1g5pzlnuuyf2yscqzii2,A. Applewhaite,Midfielder,0,2.0,2.0,1.0,3.0,6.0,5.0,4.0,2.0,5.0,22.0,39.0,4.0,16.0,10.0,8.0,2.0,13.0,3.0,12.0,11.0,7.0,17.0,16.0,8.0,6.0,116.0,8.0,21.0,,2.0,11.0,15.0,16.0,,,1.0,0.0,4.0,,,,,,,,,2.0,1.0,,,,3.0,,1.0,2.0,1.0,1.0,,,1.0,1.0,,,5.0,4.0,1.0,2.0,,1.0,2.0,,,,2.0,2.0,1.0,3.0,2.0,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
testeo_ligas_norteamerica,Concacaf_Concacaf_Nations_League,2023-2024,Barbados,Barbados,a4jzd8epnwrm4ztb5lata5dnu,A. Applewhaite,Defender,0,5.0,11.0,4.0,7.0,17.0,15.0,17.0,4.0,24.0,162.0,253.0,19.0,28.0,10.0,33.0,5.0,61.0,7.0,62.0,14.0,85.0,31.0,123.0,62.0,39.0,401.0,22.0,156.0,1.0,6.0,13.0,112.0,119.0,1.0,7.0,5.0,0.0,48.0,,,,12.0,,,,,20.0,11.0,,,7.0,7.0,1.0,4.0,3.0,1.0,3.0,1.0,27.0,2.0,1.0,9.0,1.0,3.0,1.0,3.0,1.0,,,6.0,1.0,,,4.0,1.0,2.0,1.0,,1.0,,,,6.0,,,,,,1.0,,,,1.0,6.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
testeo_ligas_norteamerica,Concacaf_Concacaf_Nations_League,2023-2024,Barbados,Barbados,chvesa9uwizvg4yyf0x3xgwlw,Z. Applewhite,Defender,0,2.0,4.0,2.0,4.0,5.0,5.0,7.0,,5.0,39.0,53.0,3.0,10.0,10.0,6.0,2.0,10.0,11.0,14.0,7.0,10.0,12.0,34.0,21.0,5.0,161.0,9.0,39.0,1.0,3.0,5.0,31.0,34.0,1.0,1.0,1.0,0.0,9.0,,,,,,,,,2.0,3.0,,,1.0,,2.0,,,,2.0,,,,1.0,,1.0,2.0,1.0,,,,,1.0,,,,1.0,,2.0,2.0,1.0,1.0,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
testeo_ligas_norteamerica,Concacaf_Concacaf_Nations_League,2023-2024,Barbados,Barbados,7j1alj3aqs3ntlcukjb7cr47o,K. Atkins,Midfielder,0,2.0,1.0,1.0,,5.0,3.0,2.0,4.0,,17.0,28.0,4.0,9.0,10.0,3.0,2.0,7.0,3.0,7.0,11.0,,16.0,13.0,6.0,4.0,76.0,8.0,14.0,,,6.0,13.0,10.0,1.0,,3.0,0.0,6.0,,,,1.0,,,,,,,,,,3.0,5.0,1.0,1.0,1.0,7.0,,,2.0,,,,2.0,,,,1.0,1.0,,1.0,,,,,1.0,,,4.0,,1.0,,,,,,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
testeo_ligas_norteamerica,Concacaf_Concacaf_Nations_League,2023-2024,Barbados,Barbados,7r3ckp3cg2228o95o4qt5suz9,J. Blackman,Goalkeeper,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
testeo_ligas_norteamerica,Concacaf_Concacaf_Nations_League,2023-2024,Barbados,Barbados,lequz277zr2rvhha7j190r2s,K. Blades,Forward,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
testeo_ligas_norteamerica,Concacaf_Concacaf_Nations_League,2023-2024,Barbados,Barbados,6i24mdwxbecawxg39bl3q4jmy,L. Brathwaite,Goalkeeper,0,6.0,19.0,6.0,1.0,3.0,2.0,26.0,,46.0,165.0,231.0,5.0,3.0,10.0,50.0,6.0,70.0,35.0,20.0,1.0,97.0,4.0,97.0,77.0,68.0,540.0,,61.0,1.0,,1.0,65.0,37.0,,,1.0,0.0,33.0,31.0,20.0,62.0,18.0,1.0,18.0,2.0,56.0,63.0,32.0,10.0,12.0,7.0,,,,,,1.0,3.0,,1.0,1.0,,,1.0,,,,,,,,,,,,,1.0,,,,,,13.0,,,,,,,,,,,7.0,,,,,,,,,,,,,1.0,,,,,,4.0,1.0,1.0,,,,,,,
testeo_ligas_norteamerica,Concacaf_Concacaf_Nations_League,2023-2024,Barbados,Barbados,688dvo31xzncb8mcsv25hcted,R. Brathwaite,Midfielder,0,2.0,5.0,1.0,3.0,8.0,7.0,5.0,4.0,1.0,22.0,39.0,,12.0,10.0,2.0,2.0,4.0,6.0,8.0,6.0,8.0,14.0,20.0,12.0,2.0,90.0,,21.0,,,5.0,19.0,19.0,1.0,,3.0,0.0,8.0,,,,,,,,,2.0,1.0,,,3.0,1.0,1.0,1.0,2.0,1.0,2.0,,,1.0,3.0,,1.0,1.0,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
testeo_ligas_norteamerica,Concacaf_Concacaf_Nations_League,2023-2024,Barbados,Barbados,2t0mwzsaizcvo493n2s2tdroq,N. Browne,Goalkeeper,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
