equipo,link,logo,cod_equipo,cod_liga,liga
Antigua and Barbuda Under 23,https://www.scoresway.com/en_GB/soccer/olympic-qualifying-concacaf-2020-tokyo/678t6imup5cq4ndvauwfkb8q1/teams/antigua-and-barbuda-under-23/2uyt46qfdxbmfy92pnmflxn85,https://omo.akamai.opta.net/image.php?h=www.scoresway.com&sport=football&entity=team&description=badges&dimensions=150&id=2uyt46qfdxbmfy92pnmflxn85,2uyt46qfdxbmfy92pnmflxn85,678t6imup5cq4ndvauwfkb8q1,olympic-qualifying-concacaf-2020-tokyo
Barbados Under 23,https://www.scoresway.com/en_GB/soccer/olympic-qualifying-concacaf-2020-tokyo/678t6imup5cq4ndvauwfkb8q1/teams/barbados-under-23/2v32g53dejg6vkm07imve3b2t,https://omo.akamai.opta.net/image.php?h=www.scoresway.com&sport=football&entity=team&description=badges&dimensions=150&id=2v32g53dejg6vkm07imve3b2t,2v32g53dejg6vkm07imve3b2t,678t6imup5cq4ndvauwfkb8q1,olympic-qualifying-concacaf-2020-tokyo
Canada Under 23,https://www.scoresway.com/en_GB/soccer/olympic-qualifying-concacaf-2020-tokyo/678t6imup5cq4ndvauwfkb8q1/teams/canada-under-23/6rp0x65uyy4ajlhhsoeordknp,https://omo.akamai.opta.net/image.php?h=www.scoresway.com&sport=football&entity=team&description=badges&dimensions=150&id=6rp0x65uyy4ajlhhsoeordknp,6rp0x65uyy4ajlhhsoeordknp,678t6imup5cq4ndvauwfkb8q1,olympic-qualifying-concacaf-2020-tokyo
Cayman Islands Under 23,https://www.scoresway.com/en_GB/soccer/olympic-qualifying-concacaf-2020-tokyo/678t6imup5cq4ndvauwfkb8q1/teams/cayman-islands-under-23/fq2dnjlnk2zd7sflyuy9gyqd,https://omo.akamai.opta.net/image.php?h=www.scoresway.com&sport=football&entity=team&description=badges&dimensions=150&id=fq2dnjlnk2zd7sflyuy9gyqd,fq2dnjlnk2zd7sflyuy9gyqd,678t6imup5cq4ndvauwfkb8q1,olympic-qualifying-concacaf-2020-tokyo
Costa Rica Under 23,https://www.scoresway.com/en_GB/soccer/olympic-qualifying-concacaf-2020-tokyo/678t6imup5cq4ndvauwfkb8q1/teams/costa-rica-under-23/4nhd62olz12meunm87strrv11,https://omo.akamai.opta.net/image.php?h=www.scoresway.com&sport=football&entity=team&description=badges&dimensions=150&id=4nhd62olz12meunm87strrv11,4nhd62olz12meunm87strrv11,678t6imup5cq4ndvauwfkb8q1,olympic-qualifying-concacaf-2020-tokyo
Cuba Under 23,https://www.scoresway.com/en_GB/soccer/olympic-qualifying-concacaf-2020-tokyo/678t6imup5cq4ndvauwfkb8q1/teams/cuba-under-23/f9wzaj8pcl5mt2khunsr1gid,https://omo.akamai.opta.net/image.php?h=www.scoresway.com&sport=football&entity=team&description=badges&dimensions=150&id=f9wzaj8pcl5mt2khunsr1gid,f9wzaj8pcl5mt2khunsr1gid,678t6imup5cq4ndvauwfkb8q1,olympic-qualifying-concacaf-2020-tokyo
Dominica Under 23,https://www.scoresway.com/en_GB/soccer/olympic-qualifying-concacaf-2020-tokyo/678t6imup5cq4ndvauwfkb8q1/teams/dominica-under-23/2ijx5hsoiwm0xgnyqu4kxzxed,https://omo.akamai.opta.net/image.php?h=www.scoresway.com&sport=football&entity=team&description=badges&dimensions=150&id=2ijx5hsoiwm0xgnyqu4kxzxed,2ijx5hsoiwm0xgnyqu4kxzxed,678t6imup5cq4ndvauwfkb8q1,olympic-qualifying-concacaf-2020-tokyo
Dominican Republic Under 23,https://www.scoresway.com/en_GB/soccer/olympic-qualifying-concacaf-2020-tokyo/678t6imup5cq4ndvauwfkb8q1/teams/dominican-republic-under-23/ft5yxxwegnwbvuyt6ls7ox5h,https://omo.akamai.opta.net/image.php?h=www.scoresway.com&sport=football&entity=team&description=badges&dimensions=150&id=ft5yxxwegnwbvuyt6ls7ox5h,ft5yxxwegnwbvuyt6ls7ox5h,678t6imup5cq4ndvauwfkb8q1,olympic-qualifying-concacaf-2020-tokyo
El Salvador Under 23,https://www.scoresway.com/en_GB/soccer/olympic-qualifying-concacaf-2020-tokyo/678t6imup5cq4ndvauwfkb8q1/teams/el-salvador-under-23/4nakdpn26juimo8pa8g2gu9qt,https://omo.akamai.opta.net/image.php?h=www.scoresway.com&sport=football&entity=team&description=badges&dimensions=150&id=4nakdpn26juimo8pa8g2gu9qt,4nakdpn26juimo8pa8g2gu9qt,678t6imup5cq4ndvauwfkb8q1,olympic-qualifying-concacaf-2020-tokyo
Grenada Under 23,https://www.scoresway.com/en_GB/soccer/olympic-qualifying-concacaf-2020-tokyo/678t6imup5cq4ndvauwfkb8q1/teams/grenada-under-23/555asla41swc5fo58fu55z7pp,https://omo.akamai.opta.net/image.php?h=www.scoresway.com&sport=football&entity=team&description=badges&dimensions=150&id=555asla41swc5fo58fu55z7pp,555asla41swc5fo58fu55z7pp,678t6imup5cq4ndvauwfkb8q1,olympic-qualifying-concacaf-2020-tokyo
