matchday,id,equipo_local,link_local,equipo_visitante,link_visitante,link_partido,date,season,liga,source
Caribbean 1st Round,xockdl0n65xofag030g74ga2,Antigua Barb.,https://www.scoresway.com/en_GB/soccer/olympic-qualifying-concacaf-2020-tokyo/678t6imup5cq4ndvauwfkb8q1/teams/view/2uyt46qfdxbmfy92pnmflxn85,Puerto Rico,https://www.scoresway.com/en_GB/soccer/olympic-qualifying-concacaf-2020-tokyo/678t6imup5cq4ndvauwfkb8q1/teams/view/rvf90swrhbvr33wipgnruswl,https://www.scoresway.com/en_GB/soccer/olympic-qualifying-concacaf-2020-tokyo/678t6imup5cq4ndvauwfkb8q1/match/view/xockdl0n65xofag030g74ga2,17/07/2019,2020 Tokyo,Concacaf_Olympic_Qualifying_Concacaf,results
Caribbean 1st Round,xrh3tey8hd1us9t5dgnfqwkq,Dominican Rep.,https://www.scoresway.com/en_GB/soccer/olympic-qualifying-concacaf-2020-tokyo/678t6imup5cq4ndvauwfkb8q1/teams/view/ft5yxxwegnwbvuyt6ls7ox5h,St. Lucia,https://www.scoresway.com/en_GB/soccer/olympic-qualifying-concacaf-2020-tokyo/678t6imup5cq4ndvauwfkb8q1/teams/view/2uvoei836h54gadyvyp29uqxh,https://www.scoresway.com/en_GB/soccer/olympic-qualifying-concacaf-2020-tokyo/678t6imup5cq4ndvauwfkb8q1/match/view/xrh3tey8hd1us9t5dgnfqwkq,17/07/2019,2020 Tokyo,Concacaf_Olympic_Qualifying_Concacaf,results
Caribbean 1st Round,3h70wwj9htj1k5vgi8aht6rmy,US Virgin Isl.,https://www.scoresway.com/en_GB/soccer/olympic-qualifying-concacaf-2020-tokyo/678t6imup5cq4ndvauwfkb8q1/teams/view/cryb432hnezq24gblzjwepbcg,Cuba,https://www.scoresway.com/en_GB/soccer/olympic-qualifying-concacaf-2020-tokyo/678t6imup5cq4ndvauwfkb8q1/teams/view/f9wzaj8pcl5mt2khunsr1gid,https://www.scoresway.com/en_GB/soccer/olympic-qualifying-concacaf-2020-tokyo/678t6imup5cq4ndvauwfkb8q1/match/view/3h70wwj9htj1k5vgi8aht6rmy,18/07/2019,2020 Tokyo,Concacaf_Olympic_Qualifying_Concacaf,results
Caribbean 1st Round,4icf56vi0uzf40zxtlody5rvu,Jamaica,https://www.scoresway.com/en_GB/soccer/olympic-qualifying-concacaf-2020-tokyo/678t6imup5cq4ndvauwfkb8q1/teams/view/s0b2j2k6rpz9jh1cgwfyyz85,Dominica,https://www.scoresway.com/en_GB/soccer/olympic-qualifying-concacaf-2020-tokyo/678t6imup5cq4ndvauwfkb8q1/teams/view/2ijx5hsoiwm0xgnyqu4kxzxed,https://www.scoresway.com/en_GB/soccer/olympic-qualifying-concacaf-2020-tokyo/678t6imup5cq4ndvauwfkb8q1/match/view/4icf56vi0uzf40zxtlody5rvu,18/07/2019,2020 Tokyo,Concacaf_Olympic_Qualifying_Concacaf,results
Caribbean 1st Round,3h9orlvyda5nf2vwz9gopa5be,Barbados,https://www.scoresway.com/en_GB/soccer/olympic-qualifying-concacaf-2020-tokyo/678t6imup5cq4ndvauwfkb8q1/teams/view/2v32g53dejg6vkm07imve3b2t,Cuba,https://www.scoresway.com/en_GB/soccer/olympic-qualifying-concacaf-2020-tokyo/678t6imup5cq4ndvauwfkb8q1/teams/view/f9wzaj8pcl5mt2khunsr1gid,https://www.scoresway.com/en_GB/soccer/olympic-qualifying-concacaf-2020-tokyo/678t6imup5cq4ndvauwfkb8q1/match/view/3h9orlvyda5nf2vwz9gopa5be,19/07/2019,2020 Tokyo,Concacaf_Olympic_Qualifying_Concacaf,results
Caribbean 1st Round,4ifbuskdzf8w982zebt0846lm,Dominica,https://www.scoresway.com/en_GB/soccer/olympic-qualifying-concacaf-2020-tokyo/678t6imup5cq4ndvauwfkb8q1/teams/view/2ijx5hsoiwm0xgnyqu4kxzxed,St Kitts,https://www.scoresway.com/en_GB/soccer/olympic-qualifying-concacaf-2020-tokyo/678t6imup5cq4ndvauwfkb8q1/teams/view/2igleiiqqv1u5e77srzzfz9at,https://www.scoresway.com/en_GB/soccer/olympic-qualifying-concacaf-2020-tokyo/678t6imup5cq4ndvauwfkb8q1/match/view/4ifbuskdzf8w982zebt0846lm,19/07/2019,2020 Tokyo,Concacaf_Olympic_Qualifying_Concacaf,results
Caribbean 1st Round,eb2cw34ka1pvsrmsyqkt8y0dm,St. Lucia,https://www.scoresway.com/en_GB/soccer/olympic-qualifying-concacaf-2020-tokyo/678t6imup5cq4ndvauwfkb8q1/teams/view/2uvoei836h54gadyvyp29uqxh,Puerto Rico,https://www.scoresway.com/en_GB/soccer/olympic-qualifying-concacaf-2020-tokyo/678t6imup5cq4ndvauwfkb8q1/teams/view/rvf90swrhbvr33wipgnruswl,https://www.scoresway.com/en_GB/soccer/olympic-qualifying-concacaf-2020-tokyo/678t6imup5cq4ndvauwfkb8q1/match/view/eb2cw34ka1pvsrmsyqkt8y0dm,19/07/2019,2020 Tokyo,Concacaf_Olympic_Qualifying_Concacaf,results
Caribbean 1st Round,eb5lov90nebhy1xbmrhqd9qay,Dominican Rep.,https://www.scoresway.com/en_GB/soccer/olympic-qualifying-concacaf-2020-tokyo/678t6imup5cq4ndvauwfkb8q1/teams/view/ft5yxxwegnwbvuyt6ls7ox5h,Antigua Barb.,https://www.scoresway.com/en_GB/soccer/olympic-qualifying-concacaf-2020-tokyo/678t6imup5cq4ndvauwfkb8q1/teams/view/2uyt46qfdxbmfy92pnmflxn85,https://www.scoresway.com/en_GB/soccer/olympic-qualifying-concacaf-2020-tokyo/678t6imup5cq4ndvauwfkb8q1/match/view/eb5lov90nebhy1xbmrhqd9qay,19/07/2019,2020 Tokyo,Concacaf_Olympic_Qualifying_Concacaf,results
Caribbean 1st Round,26wapr8rh90lndzwxgdybl5ka,St. Lucia,https://www.scoresway.com/en_GB/soccer/olympic-qualifying-concacaf-2020-tokyo/678t6imup5cq4ndvauwfkb8q1/teams/view/2uvoei836h54gadyvyp29uqxh,Antigua Barb.,https://www.scoresway.com/en_GB/soccer/olympic-qualifying-concacaf-2020-tokyo/678t6imup5cq4ndvauwfkb8q1/teams/view/2uyt46qfdxbmfy92pnmflxn85,https://www.scoresway.com/en_GB/soccer/olympic-qualifying-concacaf-2020-tokyo/678t6imup5cq4ndvauwfkb8q1/match/view/26wapr8rh90lndzwxgdybl5ka,21/07/2019,2020 Tokyo,Concacaf_Olympic_Qualifying_Concacaf,results
Caribbean 1st Round,270ey7h2cayi3rq01jzuwd1t6,Puerto Rico,https://www.scoresway.com/en_GB/soccer/olympic-qualifying-concacaf-2020-tokyo/678t6imup5cq4ndvauwfkb8q1/teams/view/rvf90swrhbvr33wipgnruswl,Dominican Rep.,https://www.scoresway.com/en_GB/soccer/olympic-qualifying-concacaf-2020-tokyo/678t6imup5cq4ndvauwfkb8q1/teams/view/ft5yxxwegnwbvuyt6ls7ox5h,https://www.scoresway.com/en_GB/soccer/olympic-qualifying-concacaf-2020-tokyo/678t6imup5cq4ndvauwfkb8q1/match/view/270ey7h2cayi3rq01jzuwd1t6,21/07/2019,2020 Tokyo,Concacaf_Olympic_Qualifying_Concacaf,results
