liga,temporada,equipo,id,nombre,posicion,dorsal,Time Played,Goals Conceded Inside Box,Starts,Appearances,Index,Goals Conceded,Games Played,Substitute Off,Yellow Cards,Substitute On,Goals,Total Red Cards,Straight Red Cards,Red Cards - 2nd Yellow,Open Play Passes,Successful Passes Opposition Half,Aerial Duels lost,Total Passes,Touches,Total Touches In Opposition Box,Successful Long Passes,Duels,Leftside Passes,Successful Open Play Passes,Total Successful Passes ( Excl Crosses & Corners ) ,Aerial Duels,Duels lost,Saves Made,GK Successful Distribution,Unsuccessful Launches,Unsuccessful Long Passes,Total Losses Of Possession,Successful Passes Own Half,Unsuccessful Short Passes,Successful Short Passes,Total Unsuccessful Passes ( Excl Crosses & Corners ),Rightside Passes,Key Passes (Attempt Assists),Unsuccessful Passes Opposition Half,Recoveries,Unsuccessful Passes Own Half,Catches,Forward Passes,Saves Made from Outside Box,Saves made - parried,Total Clearances,Saves Made from Inside Box,Penalties Faced,Saves made - caught,GK Unsuccessful Distribution,Throw Ins to Own Player,Backward Passes,Interceptions,Penalties Conceded,Successful Launches,Corners Won,Total Tackles,Total Fouls Conceded,Foul Attempted Tackle,Ground Duels,Duels won,Total Fouls Won,Aerial Duels won,Ground Duels lost,Tackles Won,Ground Duels won,Unsuccessful Crosses open play,Unsuccessful Crosses & Corners,Tackles Lost,PutThrough/Blocked Distribution,Blocks,PutThrough/Blocked Distribution Won,Shots Off Target (inc woodwork),Total Shots,Handballs conceded,Successful Crosses & Corners,Successful Corners into Box,Blocked Shots,Corners Taken (incl short corners),Shots On Target ( inc goals ),Unsuccessful Corners into Box,Attempts from Set Pieces,Successful Crosses open play,Successful Dribbles,Throw Ins to Opposition Player,Successful Lay-offs,Right Foot Goals,Unsuccessful Dribbles,Goals from Inside Box,Penalties Taken,Penalty Goals,Hit Woodwork,Foul Won Penalty,Offsides,Through balls,Goals Conceded Outside Box,Assists (Intentional),Goal Assists,Unsuccessful lay-offs,Punches,Drops,Headed Goals,Left Foot Goals,Clean Sheets,Goals from Outside Box,Penalties Off Target,Goalkeeper Smother,Clearances Off the Line,Set Pieces Goals,Times Tackled,Home Goals,Away Goals,Winning Goal,Goal Kicks,Second Goal Assists,Own Goal Scored,Other Goals,Last Man Tackle
USA_US_Open_Cup,2017,Christos FC,7kn4bayyvvvl9n036xzsuzqw9,C. Albrecht,Defender,17.0,270.0,3.0,3.0,3.0,10.0,4.0,3.0,,,,,,,,39.0,8.0,2.0,39.0,65.0,1.0,5.0,4.0,14.0,27.0,27.0,2.0,2.0,,,3.0,9.0,12.0,19.0,3.0,22.0,12.0,1.0,,8.0,5.0,4.0,,23.0,,,15.0,,,,,1.0,1.0,5.0,,1.0,,2.0,1.0,,2.0,2.0,,,,2.0,2.0,,,,1.0,3.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,2.0,,,,1.0,,,,,,,,,,
USA_US_Open_Cup,2017,Christos FC,awk73owg7ymufobub79j54auh,D. Baxter,Midfielder,0.0,253.0,3.0,3.0,3.0,10.0,4.0,3.0,1.0,1.0,,,,,,39.0,15.0,1.0,40.0,69.0,2.0,1.0,17.0,11.0,24.0,25.0,3.0,8.0,,,1.0,4.0,26.0,10.0,11.0,24.0,15.0,7.0,2.0,15.0,10.0,1.0,,14.0,,,2.0,,,,,,8.0,1.0,,,2.0,4.0,2.0,1.0,14.0,9.0,1.0,2.0,7.0,1.0,7.0,1.0,1.0,3.0,5.0,,4.0,2.0,3.0,,,,,,1.0,,,,2.0,,,,,,,,,,,,1.0,,,,,,,,1.0,,,,,,,,,,,,,,
USA_US_Open_Cup,2017,Christos FC,1hhv1ma323x7snth90852jaax,A. Beale,Midfielder,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_US_Open_Cup,2017,Christos FC,3w2ft1cq7r049dfd1fo9iejmx,B. Benzing,Goalkeeper,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_US_Open_Cup,2017,Christos FC,6okgfsdg9wh4aic16175oj949,R. Bradley,Midfielder,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_US_Open_Cup,2017,Christos FC,aeu6b9t1xc01xt5o9deta2dwp,A. Bullington,Midfielder,0.0,20.0,,,1.0,10.0,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_US_Open_Cup,2017,Christos FC,9owxuymjvljhmhy7goq42kamt,G. Caltabiano,Midfielder,0.0,20.0,2.0,,2.0,10.0,2.0,2.0,,,2.0,1.0,,,,8.0,3.0,,8.0,12.0,1.0,,,2.0,5.0,5.0,,,,,,,4.0,3.0,3.0,5.0,3.0,3.0,,2.0,3.0,1.0,,3.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,1.0,,1.0,,,,1.0,,,1.0,,,,,,1.0,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,
USA_US_Open_Cup,2017,Christos FC,4mnxrqnmituba7n3wvrpec4ph,P. Caringi,Forward,0.0,218.0,1.0,3.0,3.0,10.0,1.0,3.0,1.0,,,,,,,22.0,13.0,9.0,25.0,30.0,2.0,1.0,17.0,1.0,15.0,18.0,15.0,9.0,,,,,8.0,5.0,7.0,17.0,7.0,6.0,3.0,7.0,,,,12.0,,,,,,,,,6.0,,,,1.0,2.0,,,2.0,8.0,,6.0,,1.0,2.0,,,1.0,,,,1.0,2.0,,,,,,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,
USA_US_Open_Cup,2017,Christos FC,1ljvtr0esal60duzscc27ft9l,C. Fisher,Defender,0.0,270.0,3.0,3.0,3.0,10.0,4.0,3.0,,,,,,,,42.0,11.0,2.0,46.0,92.0,,4.0,16.0,17.0,24.0,25.0,3.0,9.0,,,6.0,12.0,32.0,15.0,9.0,21.0,21.0,1.0,1.0,16.0,13.0,7.0,,24.0,,,4.0,,,,,12.0,4.0,5.0,,,1.0,6.0,2.0,2.0,13.0,7.0,,1.0,7.0,3.0,6.0,2.0,2.0,3.0,2.0,4.0,2.0,,,,1.0,,1.0,,,,,1.0,,5.0,,,,,,,,,,,1.0,,,,,,,,2.0,,,,,,,,,,,,,,
USA_US_Open_Cup,2017,Christos FC,4swevlyudt2a5k6bry5b83xm1,K. Forbess,Midfielder,0.0,224.0,1.0,3.0,3.0,10.0,1.0,3.0,2.0,,,,,,,65.0,29.0,2.0,70.0,96.0,,4.0,11.0,21.0,47.0,47.0,4.0,6.0,,,2.0,10.0,34.0,20.0,13.0,43.0,23.0,14.0,2.0,22.0,6.0,4.0,,28.0,,,3.0,,,,,,7.0,3.0,,,1.0,1.0,,,7.0,5.0,1.0,2.0,4.0,,3.0,,3.0,1.0,1.0,,1.0,3.0,3.0,,2.0,1.0,,3.0,,2.0,,1.0,1.0,,4.0,,1.0,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,
