liga,temporada,equipo,id,nombre,posicion,dorsal,Time Played,Open Play Passes,Backward Passes,Successful Passes Opposition Half,Total Losses Of Possession,Successful Passes Own Half,Unsuccessful Short Passes,Total Passes,Substitute Off,Total Fouls Conceded,Successful Short Passes,Goals Conceded Inside Box,Total Unsuccessful Passes ( Excl Crosses & Corners ),Rightside Passes,Unsuccessful Passes Opposition Half,Recoveries,Starts,Unsuccessful Passes Own Half,Touches,Appearances,Ground Duels,Forward Passes,Index,Duels,Total Clearances,Goals Conceded,Games Played,Ground Duels lost,Leftside Passes,Successful Open Play Passes,Total Successful Passes ( Excl Crosses & Corners ) ,Duels lost,Interceptions,Unsuccessful Crosses open play,Throw Ins to Own Player,Corners Won,Successful Crosses & Corners,Unsuccessful Long Passes,Shots Off Target (inc woodwork),Successful Dribbles,Total Shots,Key Passes (Attempt Assists),Blocked Shots,Throw Ins to Opposition Player,Total Touches In Opposition Box,Duels won,Successful Long Passes,Successful Crosses open play,Aerial Duels won,Unsuccessful Dribbles,Unsuccessful Crosses & Corners,Aerial Duels,Ground Duels won,Goals,Right Foot Goals,PutThrough/Blocked Distribution Won,Total Tackles,Successful Corners into Box,PutThrough/Blocked Distribution,Corners Taken (incl short corners),Goals from Outside Box,Shots On Target ( inc goals ),Total Fouls Won,Unsuccessful Corners into Box,Tackles Won,Tackles Lost,Attempts from Set Pieces,Aerial Duels lost,Unsuccessful Launches,Yellow Cards,Foul Attempted Tackle,GK Successful Distribution,Catches,GK Unsuccessful Distribution,Substitute On,Offsides,Successful Launches,Blocks,Goals from Inside Box,Through balls,Successful Lay-offs,Saves Made,Saves Made from Outside Box,Saves made - parried,Saves Made from Inside Box,Assists (Intentional),Unsuccessful lay-offs,Goal Assists,Goals Conceded Outside Box,Clean Sheets,Total Red Cards,Red Cards - 2nd Yellow,Own Goal Scored,Drops,Left Foot Goals,Second Goal Assists,Handballs conceded,Penalties Taken,Penalty Goals,Foul Won Penalty,Headed Goals,Hit Woodwork,Times Tackled,Winning Goal,Home Goals,Away Goals,Set Pieces Goals,Goal Kicks,Saves made - caught,Punches,Penalty Goals Conceded,Penalties Conceded,Penalties Faced,Saves from Penalty,Penalties Saved,Clearances Off the Line,Goalkeeper Smother,Straight Red Cards,Penalties Off Target,Last Man Tackle,Other Goals,Crosses not Claimed
USA_US_Open_Cup,2019,Academica SC,dp6g3gq5azn2u4478w37kwrca,D. Alvarez,Defender,2,55.0,23.0,2.0,2.0,4.0,17.0,4.0,23.0,1.0,1.0,19.0,2.0,4.0,5.0,2.0,3.0,1.0,2.0,28.0,1.0,1.0,9.0,10.0,1.0,2.0,2.0,1.0,1.0,7.0,19.0,19.0,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_US_Open_Cup,2019,Academica SC,a9ar9yr9bj4a7nynvlfs05al1,K. Bettencourt,Forward,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_US_Open_Cup,2019,Academica SC,axo9fu0i2p53o0ter0zbm0pd6,B. Canfield,Defender,19,90.0,35.0,8.0,23.0,13.0,11.0,3.0,36.0,,,26.0,2.0,4.0,1.0,7.0,4.0,1.0,,57.0,1.0,3.0,10.0,10.0,4.0,1.0,2.0,1.0,2.0,17.0,31.0,32.0,2.0,1.0,3.0,3.0,1.0,2.0,1.0,2.0,1.0,2.0,2.0,1.0,4.0,2.0,2.0,6.0,2.0,1.0,2.0,3.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_US_Open_Cup,2019,Academica SC,82e2a4ay4jni3azhg0bsxebfu,J. Carmoa,Forward,12,90.0,14.0,,10.0,20.0,1.0,4.0,15.0,,1.0,7.0,2.0,6.0,6.0,13.0,1.0,1.0,1.0,47.0,1.0,13.0,5.0,10.0,13.0,,2.0,1.0,6.0,4.0,9.0,9.0,6.0,,5.0,5.0,1.0,2.0,2.0,,2.0,1.0,3.0,,1.0,,7.0,2.0,,,2.0,8.0,,7.0,1.0,1.0,1.0,4.0,2.0,2.0,5.0,1.0,1.0,1.0,3.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_US_Open_Cup,2019,Academica SC,4f2fun78613e6cwfjl38dp1t6,G. Cazares,Midfielder,10,90.0,60.0,4.0,39.0,10.0,18.0,4.0,62.0,,1.0,46.0,2.0,7.0,17.0,8.0,2.0,1.0,,71.0,1.0,3.0,13.0,10.0,4.0,,2.0,1.0,1.0,28.0,54.0,55.0,1.0,,,,1.0,2.0,3.0,2.0,1.0,2.0,4.0,,,,3.0,9.0,,1.0,,1.0,1.0,2.0,,,,,,,,,,1.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_US_Open_Cup,2019,Academica SC,4lhz9joxz09fjtczo6dx05t6,R. Ceja,Forward,11,86.0,18.0,7.0,10.0,9.0,3.0,8.0,21.0,1.0,,13.0,2.0,8.0,4.0,8.0,,1.0,,29.0,1.0,3.0,5.0,10.0,9.0,,2.0,1.0,2.0,5.0,10.0,13.0,3.0,,,1.0,2.0,,,,1.0,2.0,1.0,,,4.0,6.0,,,5.0,1.0,,6.0,1.0,,,1.0,,,1.0,,,2.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_US_Open_Cup,2019,Academica SC,66vdvmqg27bfnx1rmhm1l9yzu,F. Chaidez,Midfielder,21,64.0,29.0,6.0,13.0,11.0,9.0,4.0,29.0,1.0,2.0,18.0,2.0,7.0,10.0,8.0,4.0,1.0,,39.0,1.0,6.0,7.0,10.0,9.0,2.0,2.0,1.0,3.0,6.0,22.0,22.0,4.0,,1.0,,,,3.0,,,,,,,1.0,5.0,4.0,,2.0,1.0,1.0,3.0,3.0,,,1.0,2.0,,1.0,,,,1.0,,1.0,1.0,,1.0,1.0,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_US_Open_Cup,2019,Academica SC,2rnvh9ac8ye34zz65295uspka,B. Garcia,Goalkeeper,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_US_Open_Cup,2019,Academica SC,8rnqt2lgrswop9co394vjftka,C. Golbad,Forward,14,90.0,18.0,5.0,12.0,5.0,8.0,,18.0,,,16.0,2.0,,4.0,2.0,,1.0,,32.0,1.0,4.0,1.0,10.0,5.0,,2.0,1.0,1.0,8.0,18.0,18.0,1.0,,,,1.0,2.0,,1.0,1.0,1.0,,1.0,,,4.0,2.0,,1.0,,2.0,1.0,3.0,,,,,2.0,,3.0,,,3.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_US_Open_Cup,2019,Academica SC,csvuyu3g3wlt868hk89a4crje,A. Lara,Goalkeeper,1,90.0,14.0,,2.0,4.0,15.0,,21.0,,,11.0,2.0,4.0,6.0,4.0,7.0,1.0,,25.0,1.0,,8.0,10.0,,,2.0,1.0,,7.0,13.0,17.0,,,,,,,4.0,,,,,,,,,6.0,,,,,,,,,,,,,,,,,,,,,,,,,7.0,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
