liga,temporada,equipo,id,nombre,posicion,dorsal,Successful Open Play Passes,Time Played,Recoveries,Unsuccessful Passes Own Half,Successful Passes Opposition Half,Successful Passes Own Half,Total Passes,Ground Duels won,Starts,Throw Ins to Own Player,Unsuccessful Launches,Ground Duels lost,Aerial Duels lost,Successful Dribbles,Aerial Duels won,Unsuccessful Short Passes,Goals Conceded Inside Box,Unsuccessful Long Passes,Games Played,Aerial Duels,Ground Duels,Total Successful Passes ( Excl Crosses & Corners ) ,Successful Short Passes,Substitute Off,Duels lost,Total Losses Of Possession,Backward Passes,Appearances,Index,Open Play Passes,Successful Long Passes,PutThrough/Blocked Distribution Won,PutThrough/Blocked Distribution,Rightside Passes,Unsuccessful Passes Opposition Half,Overruns,Throw Ins to Opposition Player,Total Unsuccessful Passes ( Excl Crosses & Corners ),Touches,Total Clearances,Goals Conceded,Unsuccessful Crosses & Corners,Duels,Unsuccessful Crosses open play,Forward Passes,Duels won,Winning Goal,Times Tackled,Foul Attempted Tackle,Tackles Won,Total Fouls Conceded,Leftside Passes,Total Tackles,Successful Launches,Blocks,Interceptions,Unsuccessful Dribbles,Handballs conceded,Substitute On,Total Shots,Total Fouls Won,Shots On Target ( inc goals ),Yellow Cards,Key Passes (Attempt Assists),Successful Lay-offs,Saves Made,Goal Kicks,GK Successful Distribution,Saves Made from Inside Box,GK Unsuccessful Distribution,Offsides,Shots Off Target (inc woodwork),Through balls,Total Touches In Opposition Box,Tackles Lost,Total Red Cards,Straight Red Cards,Attempts from Set Pieces,Saves Made from Outside Box,Punches,Goals from Outside Box,Goals,Right Foot Goals,Home Goals,Away Goals,Successful Crosses & Corners,Corners Won,Unsuccessful Corners into Box,Successful Crosses open play,Corners Taken (incl short corners),Goal Assists,Successful Corners into Box,Blocked Shots,Saves made - parried,Goalkeeper Smother,Assists (Intentional),Red Cards - 2nd Yellow,Goals from Inside Box,Headed Goals,Own Goal Scored,Catches,Clean Sheets,Hit Woodwork,Unsuccessful lay-offs,Penalty Goals Conceded,Left Foot Goals,Foul Won Penalty,Penalties Taken,Penalty Goals,Clearances Off the Line,Other Goals,Penalties Faced,Penalties Conceded,Goals Conceded Outside Box,Saves made - caught,Carries,Final Third Touches,Progressive Carries,Total Big Chances Saved,Total Big Chances Missed,Goals Openplay,Total Big Chances Created,Total Big Chances Scored,Direct Setpiece Goals,Set Pieces Goals,Penalties Off Target,Drops,Second Goal Assists,Penalties Saved,Saves from Penalty
USA_US_Open_Cup,2024,Brave SC,2cgc6cwmerxxitjey7wo03pxw,Pedro Amancio,Midfielder,0,25.0,45.0,7.0,2.0,14.0,16.0,35.0,5.0,,7.0,,1.0,,2.0,1.0,5.0,,,1.0,1.0,6.0,30.0,26.0,,1.0,7.0,3.0,1.0,10.0,29.0,4.0,,1.0,14.0,3.0,,1.0,5.0,53.0,1.0,,,7.0,,14.0,6.0,0.0,1.0,,,,4.0,,,1.0,,,,1.0,,3.0,,,1.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_US_Open_Cup,2024,Brave SC,6o6hisg0wd83k3nhtx5l4zggk,João Camargos,Midfielder,0,58.0,90.0,4.0,1.0,9.0,50.0,68.0,3.0,1.0,,5.0,2.0,1.0,,,1.0,1.0,8.0,1.0,1.0,5.0,59.0,52.0,,3.0,10.0,6.0,1.0,10.0,67.0,7.0,1.0,1.0,15.0,8.0,,,9.0,77.0,1.0,2.0,,6.0,,18.0,3.0,0.0,,1.0,2.0,1.0,29.0,3.0,2.0,,3.0,,,,,,,1.0,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,
USA_US_Open_Cup,2024,Brave SC,91y1syeky3spiymy4tc2ywglw,A. Carrera,Midfielder,0,23.0,82.0,3.0,1.0,18.0,6.0,30.0,4.0,1.0,,,1.0,2.0,1.0,1.0,5.0,1.0,1.0,1.0,3.0,5.0,24.0,21.0,1.0,3.0,11.0,4.0,1.0,10.0,29.0,3.0,,3.0,9.0,7.0,,,6.0,40.0,,2.0,2.0,8.0,2.0,7.0,5.0,0.0,1.0,,1.0,,10.0,1.0,1.0,,,1.0,,,,2.0,,,2.0,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,
USA_US_Open_Cup,2024,Brave SC,aape0qzo3hv5uoroh38uoa4no,A. Adrian Chan,Midfielder,0,4.0,23.0,2.0,1.0,3.0,1.0,7.0,1.0,,,,,,,,3.0,,,1.0,,1.0,4.0,4.0,,,8.0,3.0,1.0,10.0,7.0,,,1.0,1.0,3.0,,,3.0,15.0,,,1.0,1.0,1.0,,1.0,0.0,,,1.0,,3.0,1.0,,,,,,1.0,,,,,1.0,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_US_Open_Cup,2024,Brave SC,8vxsiz3b8ywp919xcugu8z5ec,Kainan dos Santos,Forward,0,7.0,45.0,1.0,,4.0,3.0,9.0,3.0,1.0,,,2.0,,2.0,,2.0,1.0,,1.0,,5.0,7.0,7.0,1.0,2.0,4.0,1.0,1.0,10.0,9.0,,,,5.0,2.0,,,2.0,17.0,,2.0,,5.0,,2.0,3.0,0.0,2.0,,,,1.0,,,,,,,,1.0,1.0,,,,,,,,,,,1.0,,2.0,,,,,,,,,,,,,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,
USA_US_Open_Cup,2024,Brave SC,6nfir4x9nyfu7anfymrm2mort,Daniel Farias,Midfielder,0,42.0,90.0,7.0,1.0,20.0,25.0,56.0,6.0,1.0,,,5.0,,4.0,,11.0,1.0,,1.0,,11.0,45.0,41.0,,5.0,17.0,10.0,1.0,10.0,52.0,4.0,2.0,4.0,27.0,13.0,,,11.0,74.0,,2.0,3.0,11.0,1.0,9.0,6.0,0.0,3.0,3.0,1.0,3.0,10.0,1.0,,,,2.0,1.0,,4.0,1.0,3.0,1.0,,,,,,,,,1.0,,1.0,,,,1.0,,,,,,,,,,2.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,
USA_US_Open_Cup,2024,Brave SC,dwpbg2nv1jb7y9nwx5qtgr1uc,M. Florian,Forward,0,4.0,59.0,,,3.0,4.0,10.0,,1.0,,,4.0,4.0,,1.0,3.0,1.0,,1.0,5.0,4.0,7.0,7.0,1.0,8.0,10.0,4.0,1.0,10.0,7.0,,1.0,1.0,3.0,3.0,,,3.0,20.0,,2.0,,9.0,,,1.0,0.0,3.0,1.0,,2.0,3.0,,,,,1.0,,,,,,,,1.0,,,,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,
USA_US_Open_Cup,2024,Brave SC,3mn8s9bafz4eh39gesmhxvyms,M. Fockler,Goalkeeper,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_US_Open_Cup,2024,Brave SC,e5je8xsh1fkqbo0ocv9ejyh3o,J. Hernandez,Midfielder,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_US_Open_Cup,2024,Brave SC,19e3kep41nmy7yterw1g2s3fu,L. Kawabe,Midfielder,0,26.0,45.0,4.0,2.0,12.0,14.0,32.0,3.0,1.0,,,,,,,4.0,1.0,2.0,1.0,,3.0,26.0,22.0,1.0,,8.0,6.0,1.0,10.0,32.0,4.0,,2.0,12.0,4.0,,,6.0,38.0,1.0,2.0,,3.0,,5.0,3.0,0.0,,,2.0,,9.0,3.0,,,,,,,,,,,2.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,
