liga,temporada,equipo,id,nombre,posicion,dorsal,Unsuccessful Crosses open play,Time Played,Substitute On,Successful Lay-offs,Successful Launches,Goals,Right Foot Goals,Open Play Passes,Corners Won,Backward Passes,Successful Crosses & Corners,Successful Passes Opposition Half,Unsuccessful Launches,Yellow Cards,Unsuccessful Long Passes,PutThrough/Blocked Distribution Won,Shots Off Target (inc woodwork),Goals Conceded Outside Box,Aerial Duels lost,Total Losses Of Possession,Successful Passes Own Half,Total Tackles,Unsuccessful Short Passes,Total Passes,Substitute Off,Total Fouls Conceded,Successful Dribbles,Successful Short Passes,Goals Conceded Inside Box,Total Shots,Total Unsuccessful Passes ( Excl Crosses & Corners ),Successful Corners into Box,Rightside Passes,Key Passes (Attempt Assists),Unsuccessful Passes Opposition Half,Blocked Shots,Recoveries,Starts,PutThrough/Blocked Distribution,Unsuccessful Passes Own Half,Touches,Corners Taken (incl short corners),Appearances,Foul Attempted Tackle,Blocks,Ground Duels,Forward Passes,Total Touches In Opposition Box,Index,Duels won,Shots On Target ( inc goals ),Successful Long Passes,Successful Crosses open play,Total Fouls Won,Aerial Duels won,Unsuccessful Dribbles,Duels,Total Clearances,Goals Conceded,Unsuccessful Crosses & Corners,Games Played,Unsuccessful Corners into Box,Assists (Intentional),Ground Duels lost,Leftside Passes,Goals from Inside Box,Successful Open Play Passes,Total Successful Passes ( Excl Crosses & Corners ) ,Aerial Duels,Clean Sheets,Goal Assists,Through balls,Tackles Won,Duels lost,Tackles Lost,Interceptions,Ground Duels won,Throw Ins to Own Player,Throw Ins to Opposition Player,Offsides,Goals from Outside Box,Attempts from Set Pieces,Left Foot Goals,Headed Goals,Handballs conceded,Hit Woodwork,Penalties Taken,Penalty Goals,GK Successful Distribution,Total Red Cards,Red Cards - 2nd Yellow,Penalties Conceded,Unsuccessful lay-offs,Saves Made,Crosses not Claimed,Punches,Goalkeeper Smother,Drops,Catches,Saves Made from Outside Box,Saves made - parried,Saves Made from Inside Box,Penalties Faced,Saves made - caught,GK Unsuccessful Distribution,Own Goal Scored,Clearances Off the Line,Straight Red Cards,Penalties Saved,Saves from Penalty,Set Pieces Goals,Foul Won Penalty,Last Man Tackle,Second Goal Assists,Penalties Off Target,Times Tackled,Penalty Goals Conceded,Home Goals,Away Goals,Winning Goal,Overruns,Goal Kicks,Other Goals
Mexico_Liga_MX,2016-2017,Club Necaxa,6jy2mus62jtrtrfyn2w3fxrkl,J. Aguirre,Midfielder,24,8.0,233.0,2.0,,3.0,,,92.0,1.0,16.0,4.0,44.0,1.0,2.0,4.0,1.0,3.0,2.0,2.0,37.0,35.0,6.0,15.0,94.0,,4.0,2.0,65.0,5.0,3.0,19.0,1.0,28.0,2.0,22.0,,11.0,2.0,1.0,5.0,149.0,1.0,4.0,1.0,,16.0,42.0,2.0,10.0,10.0,,10.0,3.0,2.0,,,18.0,4.0,7.0,8.0,4.0,,1.0,6.0,8.0,,73.0,75.0,2.0,,1.0,,3.0,8.0,3.0,4.0,10.0,7.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mexico_Liga_MX,2016-2017,Club Necaxa,exi29g84yg4gaptqo55lhmqj9,M. Barovero,Goalkeeper,1,,1530.0,,,40.0,,,207.0,,,,91.0,85.0,,206.0,1.0,,4.0,,220.0,192.0,3.0,5.0,494.0,,,1.0,131.0,17.0,,211.0,,68.0,,176.0,,168.0,17.0,1.0,35.0,661.0,,17.0,,,5.0,366.0,,10.0,7.0,,152.0,,,2.0,,7.0,20.0,21.0,,17.0,,,,60.0,,133.0,283.0,2.0,4.0,,,3.0,,,5.0,5.0,,,,,,,,,,,,127.0,,,,,67.0,1.0,6.0,1.0,2.0,15.0,32.0,22.0,34.0,1.0,2.0,63.0,,,,,,,,,,,,,,,,,,
Mexico_Liga_MX,2016-2017,Club Necaxa,d54rt7p0xb6fhs1hz1p7wdaz9,M. Barreiro,Forward,20,5.0,608.0,11.0,9.0,,2.0,1.0,104.0,1.0,24.0,3.0,65.0,,1.0,3.0,3.0,10.0,,10.0,78.0,18.0,3.0,28.0,111.0,4.0,11.0,2.0,75.0,6.0,14.0,31.0,,32.0,8.0,32.0,,21.0,5.0,10.0,4.0,204.0,,16.0,3.0,,42.0,27.0,14.0,10.0,17.0,4.0,5.0,3.0,8.0,4.0,7.0,56.0,4.0,6.0,5.0,16.0,,,29.0,28.0,1.0,74.0,80.0,14.0,1.0,,,2.0,39.0,1.0,,13.0,2.0,,1.0,1.0,,1.0,,2.0,2.0,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mexico_Liga_MX,2016-2017,Club Necaxa,akvnlaszzemsj14oa62n39c5x,B. Beckeles,Defender,2,18.0,1192.0,2.0,4.0,9.0,,,416.0,2.0,47.0,4.0,184.0,26.0,4.0,40.0,13.0,,4.0,8.0,159.0,158.0,55.0,54.0,432.0,,33.0,6.0,299.0,11.0,,94.0,,26.0,13.0,83.0,2.0,76.0,13.0,31.0,29.0,808.0,,15.0,19.0,7.0,134.0,186.0,10.0,10.0,88.0,,39.0,4.0,13.0,15.0,9.0,157.0,51.0,15.0,18.0,15.0,,,61.0,173.0,,323.0,338.0,23.0,4.0,1.0,,38.0,69.0,17.0,31.0,73.0,109.0,19.0,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mexico_Liga_MX,2016-2017,Club Necaxa,31d0bklhbxhptjuzmgy3l7x79,X. Báez,Midfielder,8,19.0,1217.0,,3.0,3.0,,,489.0,6.0,94.0,10.0,233.0,8.0,4.0,36.0,7.0,6.0,2.0,7.0,168.0,182.0,22.0,65.0,506.0,7.0,18.0,3.0,356.0,14.0,8.0,101.0,8.0,90.0,13.0,114.0,3.0,67.0,15.0,15.0,18.0,683.0,21.0,15.0,12.0,4.0,81.0,183.0,11.0,10.0,43.0,2.0,49.0,2.0,10.0,8.0,5.0,96.0,17.0,16.0,31.0,15.0,11.0,,46.0,139.0,,390.0,405.0,15.0,2.0,,2.0,13.0,53.0,9.0,12.0,35.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mexico_Liga_MX,2016-2017,Club Necaxa,fraqebh5kz50qaxm9w2krsgl,J. Chávez,Defender,4,,175.0,1.0,,1.0,,,77.0,,4.0,,28.0,2.0,,8.0,1.0,,1.0,3.0,15.0,39.0,3.0,5.0,80.0,1.0,1.0,,51.0,4.0,1.0,13.0,,6.0,,8.0,,7.0,2.0,2.0,5.0,99.0,,3.0,1.0,,6.0,49.0,1.0,10.0,5.0,1.0,16.0,,,2.0,,11.0,8.0,5.0,,3.0,,,3.0,21.0,,64.0,67.0,5.0,,,,2.0,6.0,1.0,1.0,3.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,
Mexico_Liga_MX,2016-2017,Club Necaxa,am6blpv9h0wzsn8rjv1q0zpp1,A. Díaz,Forward,17,1.0,54.0,4.0,1.0,1.0,,,21.0,2.0,7.0,,15.0,1.0,,1.0,,,1.0,5.0,12.0,3.0,4.0,3.0,22.0,,,,17.0,,,4.0,,5.0,1.0,3.0,,2.0,,,2.0,38.0,,4.0,,,10.0,5.0,1.0,10.0,5.0,,1.0,,,1.0,4.0,16.0,2.0,1.0,1.0,4.0,,,6.0,5.0,,18.0,18.0,6.0,,,,2.0,11.0,2.0,1.0,4.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mexico_Liga_MX,2016-2017,Club Necaxa,e0c1m7r6qimsyqhrxb3hpd4gl,F. Espíndola,Forward,21,4.0,415.0,7.0,4.0,,,,100.0,4.0,27.0,3.0,55.0,,,5.0,3.0,7.0,,6.0,63.0,16.0,2.0,30.0,103.0,4.0,12.0,5.0,68.0,3.0,10.0,35.0,,28.0,5.0,33.0,1.0,8.0,4.0,5.0,7.0,182.0,1.0,11.0,5.0,1.0,43.0,26.0,11.0,10.0,23.0,3.0,,3.0,10.0,6.0,3.0,55.0,9.0,3.0,5.0,11.0,1.0,,26.0,22.0,,66.0,68.0,12.0,,1.0,1.0,2.0,32.0,,1.0,17.0,1.0,,4.0,,,,,2.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,
Mexico_Liga_MX,2016-2017,Club Necaxa,44cplnd0k0y93sjrcmybvt42d,F. Gallegos,Forward,18,15.0,990.0,,6.0,4.0,,,396.0,5.0,70.0,9.0,188.0,5.0,2.0,17.0,9.0,6.0,4.0,7.0,127.0,154.0,16.0,53.0,403.0,,19.0,12.0,303.0,14.0,10.0,70.0,3.0,137.0,9.0,76.0,3.0,81.0,11.0,19.0,17.0,588.0,12.0,11.0,13.0,3.0,93.0,126.0,2.0,10.0,61.0,4.0,30.0,7.0,22.0,12.0,5.0,112.0,8.0,18.0,23.0,11.0,8.0,1.0,44.0,70.0,,327.0,333.0,19.0,1.0,1.0,1.0,10.0,51.0,6.0,17.0,49.0,7.0,1.0,1.0,,1.0,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mexico_Liga_MX,2016-2017,Club Necaxa,8hrmjsfwr5iy9z9ikcdyripjp,M. García,Midfielder,7,,795.0,2.0,11.0,,,,401.0,1.0,84.0,1.0,185.0,4.0,2.0,14.0,11.0,2.0,2.0,9.0,77.0,167.0,20.0,39.0,404.0,5.0,14.0,3.0,330.0,5.0,4.0,53.0,,103.0,14.0,43.0,1.0,64.0,9.0,13.0,10.0,514.0,,11.0,7.0,1.0,68.0,117.0,5.0,10.0,33.0,2.0,21.0,1.0,5.0,5.0,5.0,82.0,15.0,7.0,,11.0,,,40.0,100.0,,348.0,351.0,14.0,1.0,1.0,,12.0,49.0,8.0,11.0,28.0,3.0,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mexico_Liga_MX,2016-2017,Club Necaxa,4i9mwmaay4x7nkbuda0v777it,J. González,Defender,26,15.0,1217.0,,2.0,7.0,1.0,,404.0,4.0,72.0,14.0,168.0,25.0,3.0,60.0,8.0,2.0,3.0,15.0,168.0,161.0,39.0,55.0,430.0,3.0,17.0,1.0,257.0,10.0,4.0,115.0,3.0,135.0,9.0,119.0,1.0,46.0,14.0,14.0,25.0,729.0,12.0,14.0,7.0,6.0,81.0,206.0,,10.0,54.0,2.0,58.0,6.0,6.0,9.0,,105.0,26.0,13.0,29.0,14.0,7.0,,36.0,17.0,,296.0,315.0,24.0,4.0,,,31.0,51.0,8.0,17.0,45.0,100.0,13.0,,1.0,4.0,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,
