liga,temporada,equipo,id,nombre,posicion,dorsal,Duels,Total Fouls Won,Goals Conceded Outside Box,Total Clearances,PutThrough/Blocked Distribution Won,Throw Ins to Own Player,Throw Ins to Opposition Player,Unsuccessful Passes Opposition Half,Substitute On,Total Unsuccessful Passes ( Excl Crosses & Corners ),Tackles Lost,Total Passes,Unsuccessful Launches,Total Tackles,Unsuccessful Long Passes,Time Played,Successful Passes Own Half,Ground Duels lost,Goals Conceded Inside Box,Ground Duels won,Games Played,PutThrough/Blocked Distribution,Unsuccessful Passes Own Half,Leftside Passes,Starts,Successful Short Passes,Total Fouls Conceded,Total Losses Of Possession,Foul Attempted Tackle,Unsuccessful Short Passes,Duels won,Ground Duels,Tackles Won,Times Tackled,Substitute Off,Recoveries,Index,Successful Open Play Passes,Touches,Appearances,Duels lost,Forward Passes,Goals Conceded,Open Play Passes,Total Successful Passes ( Excl Crosses & Corners ) ,Winning Goal,Successful Dribbles,Aerial Duels lost,Successful Lay-offs,Shots On Target ( inc goals ),Interceptions,Aerial Duels,Backward Passes,Successful Passes Opposition Half,Unsuccessful Dribbles,Blocks,Blocked Shots,Rightside Passes,Overruns,Total Touches In Opposition Box,Foul Won Penalty,Total Shots,Aerial Duels won,Saves made - parried,Punches,Crosses not Claimed,Drops,GK Successful Distribution,Successful Long Passes,Goalkeeper Smother,Saves Made,Saves Made from Inside Box,GK Unsuccessful Distribution,Goal Kicks,Catches,Successful Launches,Saves Made from Outside Box,Handballs conceded,Key Passes (Attempt Assists),Yellow Cards,Shots Off Target (inc woodwork),Unsuccessful Crosses & Corners,Successful Crosses & Corners,Offsides,Assists (Intentional),Goal Assists,Unsuccessful Corners into Box,Successful Crosses open play,Corners Taken (incl short corners),Successful Corners into Box,Corners Won,Unsuccessful lay-offs,Clearances Off the Line,Unsuccessful Crosses open play,Goals,Left Foot Goals,Goals from Inside Box,Home Goals,Away Goals,Penalties Taken,Penalties Off Target,Headed Goals,Hit Woodwork,Penalty Goals Conceded,Penalties Faced,Penalties Saved,Saves from Penalty,Attempts from Set Pieces,Right Foot Goals,Saves made - caught,Last Player Tackle,Penalties Conceded,Red Cards - 2nd Yellow,Total Red Cards,Through balls,Penalty Goals,Clean Sheets,Own Goal Scored,Other Goals,Goals from Outside Box,Second Goal Assists,Set Pieces Goals,Straight Red Cards
Concacaf_Concacaf_U17,2025,Haiti Under 17,e5i1w77g3as6ifctc97g1sduc,M. Alcimé,Defender,2,28.0,1.0,,9.0,2.0,28.0,4.0,37.0,,32.0,4.0,190.0,6.0,13.0,12.0,262.0,78.0,8.0,,17.0,3.0,8.0,8.0,74.0,3.0,144.0,1.0,61.0,,20.0,18.0,25.0,9.0,3.0,1.0,20.0,10.0,153.0,303.0,3.0,10.0,93.0,,185.0,158.0,0.0,3.0,2.0,,1.0,15.0,3.0,20.0,87.0,1.0,,,3.0,1.0,4.0,,2.0,1.0,,,,,,14.0,,,,,,,2.0,,,9.0,,1.0,13.0,7.0,,,,4.0,3.0,10.0,3.0,5.0,,,9.0,,,,,,,,,,,,,,1.0,,,,,,,,,2.0,,,,,,
Concacaf_Concacaf_U17,2025,Haiti Under 17,escw43ji5h99ds5gcy9gty0wk,E. Alexis,Defender,16,6.0,,,,,1.0,2.0,4.0,2.0,2.0,,26.0,1.0,1.0,1.0,38.0,20.0,1.0,,1.0,2.0,1.0,,7.0,,22.0,,7.0,,1.0,1.0,2.0,1.0,1.0,,1.0,10.0,24.0,38.0,2.0,5.0,9.0,,26.0,24.0,0.0,,4.0,,,1.0,4.0,2.0,4.0,,3.0,,8.0,,,,,,,,,,,2.0,,,,,,,,,,,,,2.0,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Concacaf_Concacaf_U17,2025,Haiti Under 17,75f8pytmrs8cc438xl1khjlsk,N. Beauvais,Defender,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Concacaf_Concacaf_U17,2025,Haiti Under 17,xzs838ym1j93sz3z01klt2c4,J. Casillas,Forward,7,5.0,1.0,,,,,,2.0,2.0,2.0,,9.0,,1.0,,8.0,5.0,2.0,,3.0,2.0,,,1.0,,7.0,2.0,2.0,1.0,2.0,3.0,5.0,1.0,,,,10.0,7.0,14.0,2.0,2.0,3.0,,9.0,7.0,0.0,1.0,,1.0,2.0,,,3.0,2.0,,,,2.0,,1.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,
Concacaf_Concacaf_U17,2025,Haiti Under 17,2zt3qit91owie5ue55e3wt1w,F. Celestin,Defender,11,50.0,4.0,,1.0,6.0,1.0,,22.0,,19.0,1.0,134.0,,6.0,3.0,270.0,35.0,22.0,,27.0,3.0,11.0,1.0,71.0,3.0,110.0,3.0,60.0,1.0,16.0,27.0,49.0,5.0,18.0,,22.0,10.0,115.0,242.0,3.0,23.0,25.0,,134.0,115.0,1.0,17.0,1.0,3.0,4.0,5.0,1.0,32.0,81.0,10.0,1.0,3.0,6.0,,12.0,,9.0,,,,,,,5.0,,,,,,,,,,9.0,1.0,5.0,4.0,1.0,1.0,,,1.0,1.0,1.0,,4.0,2.0,,3.0,2.0,2.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,3.0,1.0,3.0,,,1.0,,,
Concacaf_Concacaf_U17,2025,Haiti Under 17,70i641wx8ohzv2tspsqy6khzo,R. Dor,Goalkeeper,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Concacaf_Concacaf_U17,2025,Haiti Under 17,9wvq5pucwlbhzd8z2zcpites4,B. Eliscar,Forward,14,4.0,1.0,,,,,,,2.0,1.0,,7.0,,,,8.0,4.0,1.0,,3.0,2.0,,1.0,,,6.0,,3.0,,1.0,3.0,4.0,,1.0,,,10.0,6.0,13.0,2.0,1.0,1.0,,7.0,6.0,0.0,2.0,,,,,,3.0,2.0,,,,3.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Concacaf_Concacaf_U17,2025,Haiti Under 17,5jpzkv1jnsauttspjyoo2e8t0,C. Gene,Goalkeeper,1,,,,1.0,,,,11.0,,17.0,,53.0,9.0,,15.0,270.0,32.0,,,,3.0,,6.0,16.0,3.0,31.0,,17.0,,2.0,,,,,,31.0,10.0,18.0,89.0,3.0,,28.0,,28.0,36.0,0.0,,,,,,,,4.0,,,,9.0,,,,,,,1.0,,,39.0,5.0,1.0,9.0,3.0,5.0,22.0,2.0,2.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,3.0,,,,,,
Concacaf_Concacaf_U17,2025,Haiti Under 17,bkdkj8oe2w5y9vitx39exxces,D. Jacquet,Forward,19,16.0,1.0,,,,,,6.0,2.0,7.0,,27.0,,1.0,,141.0,9.0,6.0,,3.0,3.0,,1.0,2.0,1.0,20.0,2.0,13.0,,7.0,8.0,9.0,1.0,3.0,1.0,3.0,10.0,19.0,55.0,3.0,8.0,2.0,,26.0,20.0,1.0,1.0,2.0,1.0,4.0,1.0,7.0,11.0,11.0,,,3.0,12.0,,16.0,,9.0,5.0,,,,,,,,,,,,,,,,2.0,,5.0,,,1.0,,,,,,,,2.0,,,1.0,1.0,1.0,1.0,0.0,,,,1.0,,,,,,,,,,,,,,,,,,,,
Concacaf_Concacaf_U17,2025,Haiti Under 17,3vjro4qb7kxhyju4ei73uz6l0,J. Jean,Defender,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Concacaf_Concacaf_U17,2025,Haiti Under 17,82ffqaqsxyyiacikrnpdcc26s,D. Jean-Philippe,Midfielder,18,22.0,6.0,,1.0,2.0,,,13.0,,15.0,3.0,144.0,2.0,5.0,5.0,262.0,43.0,7.0,,14.0,3.0,2.0,2.0,31.0,3.0,118.0,3.0,28.0,2.0,10.0,14.0,21.0,2.0,3.0,2.0,18.0,10.0,129.0,186.0,3.0,8.0,36.0,,144.0,129.0,0.0,3.0,1.0,3.0,,2.0,1.0,29.0,86.0,1.0,,2.0,48.0,1.0,5.0,,3.0,,,,,,,11.0,,,,,,,1.0,,,5.0,,3.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,1.0,,,,,,
Concacaf_Concacaf_U17,2025,Haiti Under 17,6axcezs794ysrjkazkjxrbw2c,M. Joseph,Defender,5,27.0,3.0,,7.0,4.0,,,16.0,,23.0,8.0,180.0,3.0,12.0,10.0,252.0,73.0,9.0,,15.0,3.0,4.0,7.0,40.0,3.0,147.0,3.0,27.0,1.0,13.0,17.0,24.0,4.0,4.0,1.0,15.0,10.0,154.0,230.0,3.0,10.0,60.0,,176.0,157.0,0.0,1.0,1.0,3.0,1.0,6.0,3.0,14.0,84.0,1.0,1.0,,66.0,,,,7.0,2.0,,,,,,10.0,,,,,,,1.0,,,2.0,1.0,6.0,,,,,,,,,,,1.0,,,1.0,,,1.0,0.0,,,,1.0,,,,,,1.0,,,,,,,,2.0,,,1.0,,,
Concacaf_Concacaf_U17,2025,Haiti Under 17,687wo621ozg94q6aww6oxefbo,T. Lacombe,Forward,8,27.0,,,2.0,1.0,,,9.0,,13.0,3.0,111.0,1.0,8.0,4.0,210.0,43.0,9.0,,11.0,3.0,2.0,4.0,36.0,3.0,94.0,1.0,22.0,,9.0,14.0,20.0,5.0,5.0,2.0,19.0,10.0,98.0,151.0,3.0,13.0,27.0,,111.0,98.0,0.0,3.0,4.0,1.0,1.0,5.0,7.0,21.0,55.0,1.0,1.0,,27.0,,6.0,,5.0,3.0,,,,,,4.0,,,,,,,,,,2.0,,4.0,,,,,,,,,,,,,,1.0,,1.0,1.0,0.0,,,1.0,1.0,,,,,,,,,,,,,,1.0,,,,,,
Concacaf_Concacaf_U17,2025,Haiti Under 17,21qi8b8cdyzl6ibcdspnyo0es,E. Laïssé,Forward,10,32.0,4.0,,,3.0,,,6.0,,7.0,,117.0,,1.0,,262.0,32.0,14.0,,17.0,3.0,6.0,2.0,6.0,3.0,105.0,1.0,37.0,1.0,7.0,17.0,31.0,1.0,9.0,2.0,10.0,10.0,108.0,181.0,3.0,15.0,15.0,,115.0,110.0,1.0,12.0,1.0,1.0,3.0,,1.0,46.0,78.0,3.0,,2.0,50.0,4.0,20.0,3.0,3.0,,,,,,,5.0,,,,,,,,,,7.0,1.0,,1.0,,1.0,,,,,2.0,,5.0,,,1.0,3.0,,3.0,1.0,2.0,2.0,,,,,,,,,3.0,,,,,,,2.0,1.0,,,,,,
Concacaf_Concacaf_U17,2025,Haiti Under 17,7fww09e3dpi7o6bharc6xnf9w,B. Meranvil,Midfielder,6,11.0,1.0,,,4.0,,,3.0,3.0,4.0,1.0,62.0,,3.0,2.0,78.0,32.0,4.0,,4.0,3.0,4.0,1.0,20.0,,56.0,2.0,5.0,1.0,2.0,5.0,8.0,2.0,1.0,,7.0,10.0,55.0,77.0,3.0,6.0,11.0,,59.0,58.0,0.0,,2.0,3.0,1.0,1.0,3.0,13.0,26.0,,,,18.0,,,,3.0,1.0,,,,,,2.0,,,,,,,,,,,,2.0,,,,,,,,,,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Concacaf_Concacaf_U17,2025,Haiti Under 17,56rkvbrvmgexqmfuv8ipeyvis,N. Pierre,Forward,9,5.0,,,1.0,1.0,,,3.0,,2.0,,9.0,,,,121.0,4.0,4.0,,1.0,2.0,1.0,,2.0,2.0,7.0,2.0,8.0,1.0,2.0,1.0,5.0,,3.0,2.0,1.0,10.0,5.0,25.0,2.0,4.0,,,7.0,7.0,0.0,1.0,,1.0,3.0,,,5.0,3.0,,,1.0,2.0,,10.0,,4.0,,,,,,,,,,,,,,,,1.0,,,1.0,1.0,,2.0,,,,,,,,,,1.0,2.0,,2.0,2.0,0.0,,,1.0,,,,,,,1.0,,,,,,,,,,,,,,
Concacaf_Concacaf_U17,2025,Haiti Under 17,1gwvvjdmd63xetxzaqzcrvhn8,M. Prophète,Forward,20,5.0,,,,,,,1.0,1.0,1.0,,3.0,,,,8.0,,3.0,,1.0,1.0,,,1.0,,2.0,1.0,2.0,,1.0,2.0,4.0,,1.0,,1.0,10.0,2.0,5.0,1.0,3.0,,,3.0,2.0,0.0,1.0,,,,,1.0,,2.0,1.0,,,2.0,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Concacaf_Concacaf_U17,2025,Haiti Under 17,b2bpp1k6y9pc53ftb3m5t0ahg,D. Rezil,Defender,4,22.0,1.0,,12.0,,,,12.0,,21.0,2.0,153.0,11.0,6.0,16.0,240.0,93.0,8.0,,7.0,3.0,1.0,9.0,49.0,3.0,125.0,4.0,23.0,3.0,5.0,11.0,15.0,4.0,1.0,1.0,13.0,10.0,131.0,183.0,3.0,11.0,53.0,,150.0,132.0,0.0,,3.0,,,6.0,7.0,5.0,39.0,,,1.0,46.0,,1.0,,,4.0,,,,,1.0,7.0,,,,,1.0,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,
Concacaf_Concacaf_U17,2025,Haiti Under 17,2zjlr4nd0vuhgeuazo0gdd4pg,W. Thermoncy,Defender,3,6.0,,,18.0,,,,7.0,,14.0,,183.0,3.0,1.0,5.0,270.0,132.0,2.0,,2.0,3.0,1.0,7.0,51.0,3.0,163.0,,18.0,,9.0,3.0,4.0,1.0,2.0,,15.0,10.0,166.0,216.0,3.0,3.0,66.0,,180.0,169.0,0.0,1.0,1.0,,,,2.0,4.0,37.0,1.0,5.0,,62.0,,,,,1.0,,,,,,6.0,,,,,,,,,,1.0,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,
Concacaf_Concacaf_U17,2025,Haiti Under 17,dcxl69krf4x3hmzvrrse836z8,R. Valcourt,Goalkeeper,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Concacaf_Concacaf_U17,2025,Haiti Under 17,1oldpfnzlx27n6mc0l0o25gr8,M. Zamor,Defender,17,22.0,1.0,,7.0,1.0,20.0,4.0,31.0,,21.0,2.0,160.0,3.0,10.0,8.0,270.0,63.0,6.0,,13.0,3.0,7.0,5.0,4.0,3.0,129.0,1.0,46.0,,13.0,15.0,19.0,8.0,3.0,,17.0,10.0,134.0,247.0,3.0,7.0,71.0,,154.0,139.0,0.0,3.0,1.0,,,2.0,3.0,28.0,84.0,3.0,,1.0,57.0,1.0,2.0,,4.0,2.0,,,,,,10.0,,,,,,,2.0,,,6.0,,4.0,15.0,8.0,2.0,2.0,3.0,2.0,5.0,7.0,3.0,3.0,,,13.0,,,,,,,,,,,,,,1.0,,,,,,,,,3.0,,,,,,
