liga,temporada,equipo,id,nombre,posicion,dorsal,Aerial Duels,Aerial Duels lost,Aerial Duels won,Appearances,Backward Passes,Blocked Shots,Blocks,Carries,Clean Sheets,Clearances Off the Line,Corners Won,Duels,Duels lost,Duels won,Final Third Touches,Forward Passes,Foul Attempted Tackle,GK Successful Distribution,Games Played,Goal Kicks,Goals,Goals Conceded,Goals Conceded Inside Box,Goals Conceded Outside Box,Goals from Inside Box,Ground Duels,Ground Duels lost,Ground Duels won,Headed Goals,Interceptions,Key Passes (Attempt Assists),Leftside Passes,Offsides,Open Play Passes,Other Goals,Overruns,Penalty Goals Conceded,Progressive Carries,PutThrough/Blocked Distribution,PutThrough/Blocked Distribution Won,Recoveries,Rightside Passes,Shots Created,Shots Off Target (inc woodwork),Shots On Target ( inc goals ),Starts,Successful Dribbles,Successful Launches,Successful Long Passes,Successful Open Play Passes,Successful Passes Opposition Half,Successful Passes Own Half,Successful Short Passes,Tackles Lost,Tackles Won,Throw Ins to Own Player,Time Played,Times Tackled,Total Big Chances Created,Total Big Chances Missed,Total Big Chances Saved,Total Big Chances Scored,Total Clearances,Total Fouls Conceded,Total Fouls Won,Total Losses Of Possession,Total Passes,Total Shots,Total Successful Passes ( Excl Crosses & Corners ) ,Total Tackles,Total Touches In Opposition Box,Total Unsuccessful Passes ( Excl Crosses & Corners ),Touches,Unsuccessful Crosses & Corners,Unsuccessful Crosses open play,Unsuccessful Dribbles,Unsuccessful Launches,Unsuccessful Long Passes,Unsuccessful Passes Opposition Half,Unsuccessful Passes Own Half,Unsuccessful Short Passes,Unsuccessful lay-offs,Yellow Cards,Home Goals,Away Goals,Winning Goal,Attempts from Set Pieces,Corners Taken (incl short corners),Goals Openplay,Handballs conceded,Penalties Taken,Penalty Goals,Right Foot Goals,Second Goal Assists,Substitute Off,Substitute On,Successful Lay-offs,Through balls,Unsuccessful Corners into Box,Foul Won Penalty,Goal Assists,Penalties Conceded,Successful Crosses & Corners,Successful Crosses open play,Throw Ins to Opposition Player,Assists (Intentional),Hit Woodwork,Successful Corners into Box,Left Foot Goals,Direct Setpiece Goals,Goals from Outside Box,Set Pieces Goals,Last Player Tackle,Own Goal Scored,Straight Red Cards,Total Red Cards,Red Cards - 2nd Yellow,GK Unsuccessful Distribution,Saves Made,Saves Made from Inside Box,Saves Made from Outside Box,Catches,Drops,Goalkeeper Smother,Penalties Faced,Penalties Saved,Punches,Saves from Penalty,Saves made - caught,Saves made - parried,Penalties Off Target
Mexico_Liga_MX,2025-2026,CD Guadalajara,eo9rf37fv4nm559lxuopd0tg4,S. Aguayo,Forward,67,3.0,,3.0,5.0,5.0,2.0,,5.0,,,1.0,19.0,9.0,10.0,22.0,1.0,4.0,,5.0,,,,,,,16.0,9.0,7.0,,,1.0,4.0,2.0,16.0,,,,4.0,2.0,2.0,2.0,6.0,1.0,2.0,1.0,,,1.0,1.0,11.0,8.0,3.0,10.0,2.0,1.0,,64.0,3.0,,1.0,,,,6.0,4.0,12.0,16.0,3.0,11.0,3.0,4.0,5.0,40.0,,,2.0,,,3.0,2.0,5.0,,1.0,,,0.0,,,,,,,,,,5.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mexico_Liga_MX,2025-2026,CD Guadalajara,bqc9q35pmfzele2x6xb9z6tm2,D. Aguirre,Midfielder,23,21.0,6.0,15.0,17.0,94.0,8.0,4.0,176.0,6.0,,9.0,99.0,47.0,52.0,211.0,297.0,11.0,,17.0,,3.0,16.0,14.0,2.0,3.0,78.0,41.0,37.0,1.0,25.0,12.0,306.0,3.0,795.0,,1.0,2.0,102.0,20.0,9.0,43.0,122.0,14.0,6.0,7.0,16.0,2.0,12.0,43.0,697.0,341.0,381.0,675.0,4.0,16.0,57.0,1368.0,16.0,5.0,2.0,,2.0,33.0,19.0,16.0,177.0,819.0,13.0,718.0,20.0,46.0,101.0,1108.0,29.0,29.0,10.0,23.0,39.0,100.0,30.0,62.0,,7.0,1.0,2.0,0.0,,1.0,2.0,1.0,,,2.0,,5.0,1.0,,1.0,,2.0,2.0,,4.0,4.0,13.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,
Mexico_Liga_MX,2025-2026,CD Guadalajara,9vvleh9yqqcm955432lsl8c7p,R. Alvarado,Forward,25,26.0,13.0,13.0,17.0,160.0,4.0,3.0,296.0,4.0,,8.0,169.0,83.0,86.0,484.0,208.0,13.0,,17.0,,1.0,15.0,13.0,2.0,1.0,143.0,70.0,73.0,,7.0,35.0,309.0,1.0,853.0,,,2.0,135.0,31.0,9.0,68.0,190.0,37.0,16.0,12.0,16.0,17.0,,32.0,732.0,555.0,196.0,714.0,4.0,13.0,6.0,1393.0,43.0,3.0,,,1.0,8.0,22.0,39.0,238.0,867.0,28.0,746.0,17.0,43.0,121.0,1155.0,27.0,19.0,24.0,6.0,18.0,121.0,27.0,103.0,,1.0,1.0,0.0,1.0,2.0,20.0,1.0,1.0,,,1.0,1.0,5.0,1.0,25.0,4.0,7.0,1.0,2.0,,5.0,3.0,,1.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,
Mexico_Liga_MX,2025-2026,CD Guadalajara,bacfellhebfxls5mhsg416fpw,A. González,Forward,34,37.0,25.0,12.0,17.0,113.0,3.0,2.0,69.0,2.0,,8.0,90.0,57.0,33.0,227.0,24.0,4.0,,17.0,,12.0,13.0,11.0,2.0,11.0,53.0,32.0,21.0,3.0,,12.0,40.0,19.0,223.0,,1.0,2.0,32.0,14.0,5.0,26.0,76.0,13.0,21.0,27.0,17.0,6.0,,2.0,159.0,113.0,76.0,187.0,3.0,5.0,7.0,1268.0,20.0,2.0,17.0,,11.0,7.0,11.0,7.0,137.0,253.0,48.0,189.0,8.0,81.0,64.0,443.0,5.0,5.0,13.0,3.0,6.0,55.0,14.0,58.0,8.0,1.0,8.0,4.0,5.0,,,8.0,1.0,4.0,3.0,7.0,,13.0,,18.0,,,,1.0,,,,1.0,1.0,,,2.0,,1.0,,,,,,,,,,,,,,,,,,,,
Mexico_Liga_MX,2025-2026,CD Guadalajara,4905smnxfjmrv8ofswccszuqy,B. Gutiérrez,Midfielder,11,11.0,6.0,5.0,17.0,90.0,9.0,1.0,130.0,1.0,,5.0,105.0,59.0,46.0,224.0,147.0,9.0,,17.0,,2.0,8.0,7.0,1.0,1.0,94.0,53.0,41.0,,4.0,20.0,169.0,,547.0,,,1.0,74.0,19.0,8.0,58.0,152.0,21.0,10.0,9.0,9.0,13.0,,21.0,469.0,295.0,187.0,459.0,9.0,12.0,4.0,918.0,24.0,4.0,1.0,,1.0,5.0,19.0,7.0,140.0,558.0,19.0,480.0,21.0,29.0,78.0,729.0,11.0,7.0,13.0,5.0,16.0,75.0,14.0,62.0,1.0,4.0,2.0,0.0,1.0,1.0,8.0,2.0,,,,1.0,,8.0,8.0,11.0,2.0,3.0,,1.0,,2.0,2.0,,1.0,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,
Mexico_Liga_MX,2025-2026,CD Guadalajara,83ifjcbrq6y33g8qdmi6jwiui,B. González,Defender,5,79.0,31.0,48.0,21.0,175.0,8.0,3.0,223.0,8.0,,14.0,201.0,89.0,112.0,423.0,210.0,6.0,,21.0,,3.0,23.0,18.0,5.0,2.0,122.0,58.0,64.0,,20.0,13.0,77.0,3.0,760.0,,1.0,3.0,122.0,27.0,18.0,63.0,317.0,17.0,21.0,15.0,21.0,18.0,7.0,25.0,650.0,401.0,274.0,641.0,10.0,19.0,78.0,1848.0,39.0,3.0,7.0,,,54.0,17.0,18.0,239.0,779.0,36.0,666.0,29.0,70.0,113.0,1246.0,34.0,33.0,24.0,25.0,39.0,113.0,34.0,74.0,,2.0,2.0,1.0,2.0,,2.0,2.0,3.0,,,,,3.0,,9.0,,1.0,1.0,4.0,2.0,9.0,9.0,18.0,3.0,1.0,,3.0,,1.0,,,,,,,,,,,,,,,,,,,,
Mexico_Liga_MX,2025-2026,CD Guadalajara,b1jej3boquh6utc4u6tg8328k,H. Camberos,Midfielder,26,2.0,2.0,,9.0,28.0,3.0,,45.0,,,3.0,36.0,20.0,16.0,116.0,24.0,3.0,,9.0,,2.0,2.0,2.0,,2.0,34.0,18.0,16.0,,,6.0,18.0,,98.0,,4.0,,14.0,5.0,2.0,8.0,33.0,6.0,3.0,3.0,,5.0,1.0,6.0,77.0,65.0,19.0,75.0,1.0,3.0,8.0,190.0,12.0,1.0,,,1.0,3.0,5.0,7.0,57.0,103.0,6.0,81.0,4.0,12.0,22.0,187.0,11.0,10.0,9.0,2.0,6.0,28.0,5.0,16.0,,,2.0,0.0,0.0,,2.0,2.0,,,,1.0,,,9.0,2.0,,1.0,,,,3.0,3.0,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,
Mexico_Liga_MX,2025-2026,CD Guadalajara,3zrr36fbez8ksgivu7ksfv6ne,D. Campillo,Defender,19,53.0,23.0,30.0,19.0,72.0,,7.0,236.0,6.0,,1.0,109.0,44.0,65.0,67.0,302.0,4.0,2.0,19.0,2.0,,21.0,16.0,5.0,,56.0,21.0,35.0,,32.0,7.0,356.0,,988.0,,,2.0,120.0,11.0,5.0,67.0,305.0,9.0,3.0,,16.0,2.0,7.0,46.0,908.0,282.0,671.0,906.0,5.0,13.0,21.0,1468.0,3.0,2.0,,,,72.0,11.0,15.0,110.0,1035.0,3.0,952.0,18.0,8.0,83.0,1270.0,8.0,8.0,2.0,21.0,38.0,56.0,35.0,45.0,1.0,1.0,,,0.0,,,,,,,,,2.0,3.0,,,,,2.0,,1.0,1.0,12.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,
Mexico_Liga_MX,2025-2026,CD Guadalajara,4am166qume7qpt7lojtm3frx0,Á. Chávez,Defender,56,,,,1.0,1.0,,,1.0,,,,,,,,,,,1.0,,,,,,,,,,,1.0,,1.0,,3.0,,,,,,,,1.0,,,,,,,,3.0,,3.0,3.0,,,,5.0,,,,,,,,,,3.0,,3.0,,,,4.0,,,,,,,,,,,,,0.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mexico_Liga_MX,2025-2026,CD Guadalajara,cpg8165qhgz3a2f516gptktbe,G. Sepúlveda,Defender,3,3.0,2.0,1.0,3.0,3.0,,,5.0,,,,8.0,4.0,4.0,3.0,11.0,1.0,,3.0,,,,,,,5.0,2.0,3.0,,,,12.0,,32.0,,,,1.0,,,2.0,7.0,,,,,1.0,1.0,3.0,28.0,8.0,21.0,26.0,1.0,1.0,,35.0,,,,,,3.0,2.0,,4.0,33.0,,29.0,2.0,1.0,4.0,40.0,,,,1.0,1.0,3.0,1.0,3.0,,2.0,,,0.0,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
