liga,temporada,equipo,id,nombre,posicion,dorsal,Unsuccessful Crosses open play,Time Played,Throw Ins to Own Player,Successful Launches,Open Play Passes,Backward Passes,Successful Passes Opposition Half,Unsuccessful Launches,Unsuccessful Long Passes,PutThrough/Blocked Distribution Won,Goals Conceded Outside Box,Aerial Duels lost,Total Losses Of Possession,Successful Passes Own Half,Total Tackles,Unsuccessful Short Passes,Total Passes,Total Fouls Conceded,Successful Short Passes,Goals Conceded Inside Box,Total Unsuccessful Passes ( Excl Crosses & Corners ),Rightside Passes,Key Passes (Attempt Assists),Unsuccessful Passes Opposition Half,Throw Ins to Opposition Player,Recoveries,Starts,PutThrough/Blocked Distribution,Unsuccessful Passes Own Half,Touches,Appearances,Blocks,Ground Duels,Forward Passes,Index,Duels won,Successful Long Passes,Total Fouls Won,Unsuccessful Dribbles,Duels,Total Clearances,Goals Conceded,Unsuccessful Crosses & Corners,Games Played,Ground Duels lost,Leftside Passes,Successful Open Play Passes,Total Successful Passes ( Excl Crosses & Corners ) ,Aerial Duels,Clean Sheets,Tackles Won,Duels lost,Tackles Lost,Interceptions,Ground Duels won,GK Successful Distribution,Substitute On,Successful Lay-offs,Goals,Right Foot Goals,Successful Crosses & Corners,Yellow Cards,Shots Off Target (inc woodwork),Substitute Off,Successful Dribbles,Total Shots,Total Red Cards,Blocked Shots,Red Cards - 2nd Yellow,Foul Attempted Tackle,Total Touches In Opposition Box,Shots On Target ( inc goals ),Successful Crosses open play,Aerial Duels won,Handballs conceded,Hit Woodwork,Goals from Inside Box,Unsuccessful lay-offs,Through balls,Offsides,Corners Won,Successful Corners into Box,Corners Taken (incl short corners),Goals from Outside Box,Left Foot Goals,Unsuccessful Corners into Box,Assists (Intentional),Clearances Off the Line,Goal Assists,Saves Made,Crosses not Claimed,Punches,Drops,Catches,Saves Made from Outside Box,Saves made - parried,Saves Made from Inside Box,Saves made - caught,GK Unsuccessful Distribution,Second Goal Assists,Own Goal Scored,Headed Goals,Foul Won Penalty,Set Pieces Goals,Attempts from Set Pieces,Penalties Taken,Penalty Goals,Straight Red Cards,Penalties Conceded,Goalkeeper Smother,Penalties Faced,Times Tackled,Penalty Goals Conceded,Home Goals,Away Goals,Winning Goal,Other Goals,Goal Kicks,Last Man Tackle,Saves from Penalty,Penalties Saved,Penalties Off Target
USA_USL_Championship,2017,New York Red Bulls II,dd99t3vd4hevua32glfe5ofe1,D. Avidor,Defender,50,1.0,1153.0,9.0,6.0,507.0,18.0,155.0,27.0,38.0,5.0,5.0,17.0,148.0,236.0,23.0,95.0,524.0,21.0,348.0,27.0,133.0,115.0,4.0,77.0,1.0,56.0,12.0,13.0,57.0,697.0,20.0,7.0,58.0,260.0,10.0,49.0,43.0,7.0,1.0,93.0,47.0,32.0,1.0,20.0,27.0,131.0,376.0,391.0,35.0,1.0,17.0,44.0,6.0,36.0,31.0,,8.0,,1.0,1.0,,5.0,5.0,2.0,3.0,9.0,1.0,2.0,,13.0,13.0,4.0,,18.0,1.0,,1.0,,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,2.0,,,,,,,,,,,,,
USA_USL_Championship,2017,New York Red Bulls II,f07dkt0q5fpiw8c1rkuedrx05,B. Allen,Forward,21,4.0,1090.0,,,273.0,121.0,166.0,,5.0,7.0,4.0,33.0,124.0,72.0,6.0,65.0,307.0,18.0,232.0,20.0,70.0,58.0,18.0,69.0,1.0,29.0,14.0,11.0,5.0,419.0,15.0,,57.0,53.0,10.0,26.0,5.0,12.0,7.0,100.0,2.0,24.0,4.0,15.0,41.0,75.0,203.0,237.0,43.0,,3.0,74.0,3.0,1.0,16.0,,1.0,21.0,9.0,1.0,1.0,1.0,8.0,7.0,,21.0,,2.0,,4.0,51.0,13.0,1.0,10.0,2.0,,9.0,5.0,,6.0,5.0,,,,8.0,,2.0,,2.0,,,,,,,,,,,,,,1.0,,1.0,3.0,3.0,,,,,,,,,,,,,,,
USA_USL_Championship,2017,New York Red Bulls II,4s8fuc67ien2aoxdne2qwhjh1,G. Baah,Defender,3,,49.0,1.0,2.0,29.0,1.0,7.0,4.0,4.0,,,2.0,12.0,12.0,2.0,7.0,30.0,1.0,16.0,1.0,11.0,7.0,,5.0,1.0,1.0,1.0,,6.0,40.0,2.0,,5.0,18.0,10.0,7.0,3.0,2.0,,9.0,,1.0,,2.0,,4.0,19.0,19.0,4.0,,2.0,2.0,,,5.0,,1.0,,,,,1.0,,1.0,1.0,2.0,,,,,1.0,2.0,,2.0,,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,
USA_USL_Championship,2017,New York Red Bulls II,or8vgbs7g8rllenpzaaa3ii2,J. Bailon,Defender,58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_USL_Championship,2017,New York Red Bulls II,avh1715j0qu1hbbat4b7ovbze,Z. Bartley,Midfielder,80,,62.0,3.0,,23.0,7.0,11.0,,,1.0,,2.0,10.0,10.0,2.0,4.0,24.0,1.0,20.0,1.0,4.0,7.0,,3.0,,4.0,,2.0,1.0,41.0,3.0,,8.0,5.0,10.0,3.0,,,5.0,11.0,1.0,1.0,,3.0,6.0,5.0,19.0,20.0,3.0,,2.0,8.0,,1.0,2.0,,3.0,1.0,,,1.0,1.0,2.0,,,2.0,,,,1.0,1.0,,,1.0,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_USL_Championship,2017,New York Red Bulls II,6tz5apnd7yajwhn6bcfhl9mtx,A. Basuljevic,Midfielder,17,6.0,2259.0,17.0,1.0,1562.0,278.0,862.0,8.0,46.0,17.0,6.0,21.0,389.0,530.0,27.0,215.0,1637.0,33.0,1302.0,39.0,261.0,385.0,36.0,240.0,1.0,187.0,25.0,40.0,56.0,1935.0,27.0,1.0,159.0,573.0,10.0,75.0,74.0,28.0,26.0,193.0,10.0,45.0,35.0,27.0,97.0,401.0,1317.0,1376.0,34.0,3.0,22.0,118.0,5.0,11.0,62.0,,2.0,45.0,2.0,2.0,16.0,5.0,6.0,5.0,9.0,14.0,1.0,8.0,,12.0,30.0,8.0,2.0,13.0,2.0,,2.0,2.0,6.0,3.0,8.0,12.0,34.0,,,17.0,3.0,,3.0,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,
USA_USL_Championship,2017,New York Red Bulls II,3b0qlsm91qrzskc5n9hgiqpcl,V. Bezecourt,Midfielder,88,21.0,2012.0,27.0,,769.0,147.0,507.0,14.0,47.0,25.0,9.0,27.0,536.0,112.0,29.0,223.0,842.0,21.0,543.0,34.0,270.0,224.0,48.0,336.0,1.0,119.0,23.0,48.0,34.0,1413.0,24.0,2.0,230.0,300.0,10.0,114.0,29.0,48.0,42.0,267.0,4.0,43.0,100.0,24.0,126.0,171.0,518.0,572.0,37.0,5.0,21.0,153.0,8.0,10.0,104.0,,1.0,13.0,6.0,1.0,47.0,3.0,19.0,4.0,27.0,49.0,,15.0,,14.0,84.0,30.0,6.0,10.0,,1.0,5.0,1.0,5.0,10.0,26.0,30.0,108.0,1.0,4.0,62.0,9.0,,11.0,,,,,,,,,,,1.0,,1.0,2.0,,6.0,1.0,1.0,,,,,,,,,,,,,,,
USA_USL_Championship,2017,New York Red Bulls II,cf3778z7xyhfip2mnhxymgiqx,J. Bilyeu,Defender,20,36.0,2319.0,130.0,12.0,1112.0,101.0,417.0,65.0,143.0,18.0,7.0,30.0,467.0,392.0,54.0,194.0,1135.0,17.0,723.0,40.0,337.0,390.0,15.0,297.0,50.0,134.0,26.0,49.0,76.0,1694.0,27.0,14.0,108.0,584.0,10.0,105.0,75.0,5.0,6.0,176.0,78.0,47.0,36.0,27.0,41.0,60.0,778.0,798.0,68.0,4.0,44.0,71.0,10.0,63.0,67.0,,1.0,1.0,1.0,,11.0,4.0,13.0,1.0,8.0,17.0,,4.0,,9.0,33.0,4.0,10.0,38.0,1.0,,1.0,,,,11.0,1.0,1.0,,1.0,,5.0,1.0,8.0,,,,,,,,,,,,,,,,2.0,1.0,1.0,,,,,,,,,,,,,,,
USA_USL_Championship,2017,New York Red Bulls II,batcfhsceppouuwba2wes6h9l,S. Bonomo,Forward,25,6.0,1321.0,6.0,,310.0,81.0,131.0,1.0,9.0,5.0,4.0,78.0,252.0,62.0,10.0,130.0,330.0,33.0,188.0,17.0,139.0,91.0,19.0,130.0,,35.0,15.0,22.0,15.0,584.0,16.0,2.0,107.0,95.0,10.0,88.0,3.0,29.0,17.0,234.0,10.0,21.0,6.0,16.0,68.0,63.0,173.0,191.0,127.0,,7.0,146.0,3.0,2.0,39.0,,1.0,29.0,13.0,11.0,2.0,1.0,15.0,9.0,6.0,38.0,,5.0,,6.0,81.0,23.0,2.0,49.0,7.0,,11.0,14.0,3.0,17.0,3.0,,,2.0,1.0,,,,2.0,,,,,,,,,,,,,1.0,,,,4.0,4.0,,,,,,,,,,,,,,,
USA_USL_Championship,2017,New York Red Bulls II,9v8qnmn62jhl03e49cfxn4pg5,R. Diaz,Goalkeeper,40,,990.0,,21.0,141.0,,31.0,69.0,115.0,,4.0,,118.0,135.0,,1.0,282.0,,109.0,13.0,116.0,33.0,,95.0,,109.0,11.0,,21.0,404.0,11.0,,1.0,197.0,10.0,4.0,57.0,2.0,,5.0,12.0,17.0,,11.0,1.0,52.0,95.0,166.0,4.0,4.0,,1.0,,,,114.0,,,,,,,,,,,,,,,2.0,,,4.0,,,,,,,,,,,,,,,,33.0,,,1.0,3.0,16.0,11.0,17.0,1.0,45.0,,,,,,,,,,,,3.0,,,,,,,,,2.0,2.0,
