liga,temporada,equipo,id,nombre,posicion,dorsal,Through balls,Time Played,Shots On Target ( inc goals ),Successful Short Passes,Ground Duels lost,Aerial Duels lost,Handballs conceded,Headed Goals,Duels,Goal Assists,Aerial Duels won,Total Losses Of Possession,Penalty Goals Conceded,Total Fouls Won,Successful Long Passes,Yellow Cards,Goals Conceded Inside Box,Forward Passes,Foul Attempted Tackle,Ground Duels,Goals from Inside Box,Throw Ins to Opposition Player,Total Unsuccessful Passes ( Excl Crosses & Corners ),Shots Off Target (inc woodwork),Total Successful Passes ( Excl Crosses & Corners ) ,Clean Sheets,Duels won,Rightside Passes,Games Played,Right Foot Goals,Total Fouls Conceded,Unsuccessful Long Passes,Successful Passes Opposition Half,Tackles Won,Leftside Passes,Substitute On,Open Play Passes,Ground Duels won,Unsuccessful Short Passes,Starts,Unsuccessful Passes Own Half,PutThrough/Blocked Distribution Won,Tackles Lost,Successful Passes Own Half,Blocked Shots,Key Passes (Attempt Assists),Goals Conceded,Overruns,Successful Launches,Goals,Unsuccessful Crosses & Corners,Interceptions,Recoveries,Index,PutThrough/Blocked Distribution,Hit Woodwork,Unsuccessful lay-offs,Total Touches In Opposition Box,Assists (Intentional),Unsuccessful Crosses open play,Aerial Duels,Unsuccessful Passes Opposition Half,Total Passes,Total Clearances,Duels lost,Blocks,Total Shots,Successful Crosses & Corners,Unsuccessful Launches,Successful Crosses open play,Corners Won,Times Tackled,Goals Conceded Outside Box,Touches,Appearances,Offsides,Successful Open Play Passes,Throw Ins to Own Player,Total Tackles,Substitute Off,Unsuccessful Dribbles,Backward Passes,Successful Dribbles,Successful Lay-offs,Home Goals,Away Goals,Winning Goal,Left Foot Goals,Goals from Outside Box,Clearances Off the Line,Penalties Conceded,Penalty Goals,Penalties Taken,Attempts from Set Pieces,Foul Won Penalty,Successful Corners into Box,Corners Taken (incl short corners),Set Pieces Goals,Unsuccessful Corners into Box,GK Successful Distribution,Goal Kicks,Own Goal Scored,Total Red Cards,Red Cards - 2nd Yellow,Other Goals,Second Goal Assists,Catches,Saves Made from Outside Box,GK Unsuccessful Distribution,Drops,Punches,Saves Made,Saves Made from Inside Box,Penalties Faced,Saves made - caught,Saves made - parried,Saves from Penalty,Penalties Saved,Goalkeeper Smother,Straight Red Cards,Last Man Tackle,Penalties Off Target,Last Player Tackle,Crosses not Claimed
USA_USL_Championship,2023,San Antonio FC,dgh6idc2klgsxuv6t1qq745p1,M. Abu,Midfielder,25,3.0,1467.0,2.0,415.0,44.0,32.0,1.0,1.0,152.0,,26.0,282.0,1.0,15.0,33.0,3.0,14.0,316.0,11.0,94.0,1.0,1.0,190.0,4.0,448.0,2.0,76.0,133.0,22.0,,21.0,62.0,317.0,23.0,113.0,7.0,589.0,50.0,128.0,15.0,41.0,10.0,6.0,147.0,6.0,20.0,18.0,2.0,5.0,1.0,47.0,22.0,148.0,10.0,22.0,,1.0,1.0,,16.0,58.0,196.0,638.0,15.0,76.0,2.0,6.0,16.0,24.0,4.0,3.0,14.0,4.0,893.0,22.0,,414.0,5.0,29.0,7.0,7.0,76.0,6.0,5.0,1.0,0.0,1.0,,,1.0,,,,,,6.0,29.0,,18.0,,,,,,,,,,,,,,,,,,,,,,,,,
USA_USL_Championship,2023,San Antonio FC,cgay77hw96w3z8ooc3pfnlbvu,S. Adeniran,Forward,14,,434.0,7.0,26.0,27.0,19.0,,,80.0,1.0,17.0,68.0,,5.0,2.0,2.0,4.0,30.0,2.0,44.0,3.0,,32.0,9.0,28.0,,34.0,16.0,7.0,1.0,11.0,2.0,27.0,2.0,10.0,1.0,60.0,17.0,30.0,6.0,4.0,,3.0,3.0,1.0,3.0,6.0,,2.0,4.0,5.0,1.0,6.0,10.0,2.0,,,21.0,,5.0,36.0,33.0,60.0,2.0,46.0,1.0,16.0,2.0,,2.0,3.0,16.0,2.0,147.0,7.0,6.0,28.0,3.0,5.0,4.0,6.0,4.0,7.0,1.0,1.0,3.0,1.0,3.0,1.0,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_USL_Championship,2023,San Antonio FC,2wi0zqtz6ke3yueass4vy7l5h,J. Azócar,Midfielder,99,,566.0,3.0,93.0,36.0,11.0,,,82.0,2.0,9.0,121.0,1.0,6.0,3.0,3.0,4.0,63.0,3.0,62.0,,6.0,51.0,6.0,96.0,,35.0,18.0,16.0,,10.0,13.0,83.0,6.0,38.0,10.0,143.0,26.0,38.0,6.0,9.0,9.0,3.0,22.0,3.0,8.0,6.0,6.0,,,18.0,5.0,48.0,10.0,15.0,,,17.0,2.0,11.0,20.0,60.0,147.0,6.0,47.0,,9.0,9.0,6.0,5.0,8.0,20.0,2.0,310.0,16.0,6.0,92.0,9.0,9.0,4.0,13.0,28.0,11.0,,,,0.0,,,,,,,1.0,,4.0,9.0,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,
USA_USL_Championship,2023,San Antonio FC,caxfn5xu1taewgtxil6ah2rjd,Z. Bailey,Defender,27,1.0,1666.0,7.0,411.0,91.0,24.0,3.0,,201.0,3.0,10.0,262.0,1.0,18.0,25.0,5.0,18.0,236.0,11.0,167.0,2.0,18.0,149.0,6.0,436.0,3.0,86.0,89.0,23.0,2.0,26.0,37.0,277.0,25.0,149.0,6.0,583.0,76.0,112.0,17.0,36.0,25.0,14.0,167.0,7.0,15.0,19.0,7.0,3.0,2.0,20.0,18.0,119.0,10.0,49.0,,,26.0,2.0,16.0,34.0,133.0,585.0,15.0,115.0,6.0,13.0,8.0,11.0,7.0,7.0,37.0,1.0,993.0,23.0,,434.0,87.0,39.0,5.0,21.0,111.0,19.0,11.0,1.0,1.0,1.0,,,1.0,,,,,,1.0,5.0,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,
USA_USL_Championship,2023,San Antonio FC,3pdvtrto3y3du3uw3tl41tp05,I. Bailone,Forward,20,,1202.0,13.0,138.0,60.0,83.0,,1.0,305.0,,106.0,243.0,,38.0,,1.0,15.0,110.0,11.0,116.0,5.0,,163.0,20.0,138.0,2.0,162.0,61.0,30.0,1.0,31.0,6.0,120.0,9.0,75.0,19.0,299.0,56.0,157.0,11.0,17.0,6.0,2.0,21.0,8.0,11.0,16.0,3.0,,5.0,18.0,,37.0,10.0,17.0,1.0,4.0,83.0,,18.0,189.0,164.0,301.0,13.0,143.0,2.0,33.0,3.0,4.0,3.0,14.0,23.0,1.0,528.0,30.0,23.0,136.0,1.0,11.0,7.0,5.0,55.0,7.0,8.0,1.0,4.0,0.0,3.0,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_USL_Championship,2023,San Antonio FC,2giowiodzndu5m2gwn79iiui1,L. Batista,Defender,15,,1854.0,3.0,218.0,90.0,30.0,2.0,,286.0,2.0,58.0,349.0,2.0,30.0,58.0,12.0,21.0,343.0,21.0,198.0,1.0,62.0,236.0,6.0,276.0,4.0,166.0,102.0,25.0,,54.0,115.0,156.0,42.0,38.0,7.0,487.0,108.0,121.0,18.0,77.0,12.0,22.0,121.0,3.0,9.0,24.0,3.0,11.0,2.0,10.0,46.0,182.0,10.0,27.0,,,17.0,,10.0,88.0,169.0,512.0,95.0,120.0,14.0,9.0,1.0,53.0,1.0,1.0,19.0,3.0,1012.0,25.0,,265.0,53.0,64.0,1.0,12.0,29.0,14.0,,2.0,0.0,1.0,2.0,1.0,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,
USA_USL_Championship,2023,San Antonio FC,2q0jf9tpxz7pejfeiziy08b56,T. Boni,Midfielder,0,,121.0,,32.0,12.0,,,,21.0,,1.0,19.0,,1.0,3.0,3.0,1.0,24.0,2.0,20.0,,,16.0,1.0,35.0,,9.0,9.0,6.0,,7.0,9.0,17.0,6.0,13.0,4.0,51.0,8.0,7.0,2.0,3.0,2.0,1.0,18.0,,,2.0,,,,,4.0,12.0,10.0,4.0,,,,,,1.0,13.0,51.0,2.0,12.0,1.0,1.0,,4.0,,,1.0,1.0,73.0,6.0,,35.0,,7.0,1.0,1.0,5.0,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_USL_Championship,2023,San Antonio FC,2sclkebjlfc1hd2lar1ox7xm,J. Bosshardt,Goalkeeper,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_USL_Championship,2023,San Antonio FC,4ccmn07kk0thmg6apfxgivmc5,J. Dhillon,Forward,11,2.0,846.0,15.0,110.0,46.0,66.0,,1.0,204.0,4.0,65.0,146.0,2.0,11.0,,,9.0,59.0,1.0,73.0,3.0,,81.0,12.0,110.0,,92.0,40.0,22.0,1.0,14.0,2.0,92.0,7.0,47.0,15.0,189.0,27.0,79.0,7.0,10.0,8.0,1.0,21.0,8.0,6.0,10.0,1.0,,3.0,9.0,6.0,19.0,10.0,20.0,,3.0,71.0,4.0,9.0,131.0,80.0,191.0,9.0,112.0,3.0,27.0,3.0,2.0,3.0,11.0,28.0,1.0,379.0,22.0,13.0,108.0,3.0,8.0,6.0,14.0,45.0,8.0,7.0,2.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_USL_Championship,2023,San Antonio FC,blb3vzbk5bvi986xxswlc3s2x,J. Farr,Goalkeeper,1,,2515.0,,121.0,3.0,,,,20.0,,9.0,369.0,2.0,7.0,180.0,1.0,23.0,585.0,1.0,11.0,,,358.0,,301.0,8.0,17.0,42.0,28.0,,1.0,357.0,152.0,,32.0,,212.0,8.0,1.0,28.0,13.0,,,149.0,,6.0,27.0,,29.0,,,1.0,262.0,10.0,,,,,,,9.0,345.0,659.0,14.0,3.0,,,,71.0,,5.0,1.0,4.0,852.0,28.0,,117.0,,,,,,,,,,0.0,,,,,,,,,,,,,182.0,221.0,,2.0,,,,27.0,22.0,109.0,1.0,5.0,59.0,37.0,3.0,,24.0,1.0,1.0,2.0,2.0,,,,1.0
