liga,temporada,equipo,id,nombre,posicion,dorsal,Unsuccessful Crosses open play,Time Played,Substitute On,Successful Lay-offs,Successful Launches,Goals,Open Play Passes,Corners Won,Backward Passes,Successful Crosses & Corners,Successful Passes Opposition Half,Unsuccessful Launches,Yellow Cards,Unsuccessful Long Passes,PutThrough/Blocked Distribution Won,Shots Off Target (inc woodwork),Aerial Duels lost,Total Losses Of Possession,Successful Passes Own Half,Total Tackles,Unsuccessful Short Passes,Penalty Goals Conceded,Total Passes,Substitute Off,Total Fouls Conceded,Successful Dribbles,Successful Short Passes,Goals Conceded Inside Box,Total Shots,Total Unsuccessful Passes ( Excl Crosses & Corners ),Rightside Passes,Key Passes (Attempt Assists),Unsuccessful Passes Opposition Half,Blocked Shots,Recoveries,Starts,PutThrough/Blocked Distribution,Unsuccessful Passes Own Half,Touches,Corners Taken (incl short corners),Appearances,Foul Attempted Tackle,Blocks,Ground Duels,Goals from Outside Box,Forward Passes,Total Touches In Opposition Box,Index,Duels won,Shots On Target ( inc goals ),Successful Long Passes,Successful Crosses open play,Total Fouls Won,Aerial Duels won,Unsuccessful Dribbles,Duels,Total Clearances,Goals Conceded,Left Foot Goals,Unsuccessful Crosses & Corners,Games Played,Unsuccessful Corners into Box,Handballs conceded,Assists (Intentional),Ground Duels lost,Leftside Passes,Successful Open Play Passes,Total Successful Passes ( Excl Crosses & Corners ) ,Aerial Duels,Clean Sheets,Unsuccessful lay-offs,Goal Assists,Through balls,Tackles Won,Duels lost,Tackles Lost,Interceptions,Ground Duels won,Goals Conceded Outside Box,Offsides,Right Foot Goals,Headed Goals,Goals from Inside Box,Throw Ins to Own Player,Set Pieces Goals,Successful Corners into Box,Attempts from Set Pieces,Penalties Taken,Throw Ins to Opposition Player,Saves Made,GK Successful Distribution,Penalties Conceded,Punches,Penalties Saved,Goalkeeper Smother,Drops,Catches,Saves Made from Outside Box,Saves made - parried,Saves Made from Inside Box,Penalties Faced,Saves from Penalty,Saves made - caught,GK Unsuccessful Distribution,Total Red Cards,Straight Red Cards,Foul Won Penalty,Second Goal Assists,Hit Woodwork,Penalty Goals,Crosses not Claimed,Other Goals,Red Cards - 2nd Yellow,Clearances Off the Line,Own Goal Scored,Last Man Tackle,Penalties Off Target
Canada_Canadian_Premier_League,2019,Valour FC,5zqbuxft2tp9gdawhgrrww05x,M. Arguiñarena,Defender,6,23.0,1534.0,1.0,,9.0,,608.0,7.0,82.0,11.0,266.0,27.0,1.0,56.0,12.0,6.0,14.0,230.0,231.0,55.0,100.0,2.0,642.0,1.0,14.0,13.0,432.0,22.0,8.0,156.0,214.0,12.0,139.0,2.0,84.0,17.0,28.0,45.0,1094.0,6.0,18.0,8.0,6.0,149.0,,326.0,4.0,10.0,117.0,2.0,54.0,8.0,32.0,17.0,4.0,180.0,19.0,26.0,,28.0,18.0,3.0,1.0,1.0,49.0,20.0,460.0,486.0,31.0,3.0,,1.0,,34.0,63.0,21.0,36.0,100.0,4.0,,,,,155.0,,2.0,3.0,,19.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,2.0,,,
Canada_Canadian_Premier_League,2019,Valour FC,ev5vju1zs37klpdmj5s8zive2,S. Artemenko,Goalkeeper,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Canada_Canadian_Premier_League,2019,Valour FC,205x3957n6t49iwmb5ztce25m,T. Attardo,Forward,16,8.0,999.0,10.0,1.0,4.0,6.0,153.0,9.0,36.0,2.0,65.0,2.0,,7.0,4.0,9.0,43.0,137.0,30.0,13.0,55.0,1.0,155.0,6.0,7.0,4.0,84.0,18.0,20.0,62.0,58.0,7.0,60.0,5.0,36.0,10.0,12.0,10.0,317.0,,20.0,1.0,,70.0,,47.0,42.0,10.0,43.0,11.0,9.0,2.0,7.0,20.0,14.0,133.0,6.0,20.0,,8.0,20.0,,,,47.0,14.0,91.0,93.0,63.0,1.0,1.0,,,6.0,90.0,7.0,5.0,23.0,2.0,10.0,3.0,3.0,6.0,6.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Canada_Canadian_Premier_League,2019,Valour FC,7t6lyj5pvvgzfscj775acuqc5,M. Bustos,Midfielder,22,14.0,2249.0,,8.0,1.0,7.0,860.0,21.0,263.0,17.0,549.0,2.0,3.0,28.0,8.0,17.0,24.0,375.0,225.0,22.0,124.0,6.0,909.0,1.0,24.0,55.0,718.0,44.0,44.0,152.0,150.0,41.0,186.0,17.0,106.0,25.0,32.0,23.0,1415.0,64.0,25.0,16.0,,267.0,1.0,215.0,76.0,10.0,145.0,27.0,39.0,3.0,57.0,11.0,34.0,302.0,3.0,48.0,7.0,57.0,25.0,30.0,1.0,3.0,133.0,281.0,717.0,757.0,35.0,5.0,1.0,3.0,1.0,19.0,157.0,3.0,11.0,134.0,4.0,5.0,,,6.0,16.0,,11.0,5.0,2.0,1.0,,,,,,,,,,,,,,,,,,1.0,,3.0,2.0,,,,,,,
Canada_Canadian_Premier_League,2019,Valour FC,4ux10kolns6m5lgd64wumjfth,L. Béland-Goyette,Midfielder,5,5.0,1772.0,,1.0,2.0,1.0,828.0,3.0,114.0,2.0,383.0,4.0,5.0,49.0,6.0,7.0,11.0,210.0,357.0,55.0,86.0,5.0,873.0,3.0,34.0,9.0,652.0,34.0,9.0,135.0,258.0,25.0,113.0,4.0,142.0,21.0,17.0,28.0,1154.0,1.0,21.0,27.0,5.0,199.0,1.0,300.0,4.0,10.0,104.0,2.0,86.0,2.0,32.0,8.0,10.0,218.0,19.0,38.0,,6.0,21.0,,,1.0,103.0,201.0,697.0,738.0,19.0,4.0,,3.0,2.0,40.0,114.0,15.0,32.0,96.0,4.0,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Canada_Canadian_Premier_League,2019,Valour FC,6rj6gpjhz8sk2405943kpii1h,D. Carreiro,Midfielder,10,15.0,1441.0,8.0,6.0,,2.0,518.0,9.0,97.0,7.0,261.0,1.0,3.0,33.0,5.0,13.0,20.0,235.0,156.0,15.0,101.0,3.0,544.0,6.0,19.0,13.0,381.0,28.0,22.0,134.0,158.0,23.0,146.0,10.0,78.0,15.0,22.0,14.0,788.0,16.0,23.0,7.0,1.0,123.0,1.0,167.0,38.0,10.0,64.0,9.0,29.0,1.0,31.0,5.0,13.0,148.0,2.0,32.0,,26.0,23.0,7.0,2.0,1.0,64.0,122.0,390.0,410.0,25.0,1.0,1.0,2.0,2.0,10.0,84.0,5.0,4.0,59.0,4.0,8.0,2.0,,1.0,10.0,,5.0,3.0,,1.0,,,,,,,,,,,,,,,,,,1.0,,1.0,,,,,,,,
Canada_Canadian_Premier_League,2019,Valour FC,elyp1bpa1kq1hl6sigml22jf9,T. Farago,Goalkeeper,1,,1440.0,,,24.0,,227.0,,,,58.0,75.0,,207.0,1.0,,1.0,213.0,215.0,2.0,3.0,3.0,483.0,,,,177.0,26.0,,210.0,70.0,3.0,179.0,,164.0,16.0,1.0,31.0,644.0,,16.0,,,5.0,,328.0,,10.0,6.0,,96.0,,3.0,4.0,,10.0,7.0,30.0,,,16.0,,,,3.0,85.0,156.0,273.0,5.0,2.0,,,,,4.0,2.0,,2.0,4.0,,,,,,,,,,,47.0,158.0,,1.0,,2.0,1.0,14.0,16.0,10.0,30.0,3.0,,3.0,85.0,,,,,,,1.0,,,,,,
Canada_Canadian_Premier_League,2019,Valour FC,cdottaalg53zhyz20ee8ta1ud,C. Ferguson,Forward,12,1.0,344.0,4.0,4.0,,1.0,64.0,3.0,26.0,,27.0,2.0,,2.0,3.0,3.0,12.0,38.0,20.0,4.0,16.0,1.0,65.0,4.0,6.0,,47.0,5.0,6.0,18.0,13.0,,16.0,2.0,8.0,4.0,3.0,3.0,107.0,,8.0,3.0,,22.0,,10.0,15.0,10.0,10.0,3.0,,,2.0,4.0,1.0,38.0,2.0,6.0,1.0,1.0,8.0,,,,16.0,16.0,46.0,47.0,16.0,,1.0,,,4.0,28.0,,,6.0,1.0,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Canada_Canadian_Premier_League,2019,Valour FC,747hedu5glsgajsj7bcc7s8h5,N. Galvis,Midfielder,14,7.0,488.0,4.0,,1.0,,197.0,3.0,44.0,2.0,82.0,6.0,1.0,12.0,3.0,5.0,6.0,97.0,74.0,4.0,37.0,2.0,203.0,7.0,11.0,9.0,147.0,7.0,5.0,49.0,72.0,3.0,40.0,2.0,31.0,7.0,16.0,19.0,331.0,2.0,11.0,9.0,,49.0,,56.0,9.0,10.0,22.0,,7.0,2.0,4.0,5.0,3.0,60.0,3.0,8.0,,10.0,11.0,2.0,,,32.0,31.0,149.0,154.0,11.0,,,,,2.0,38.0,2.0,9.0,17.0,1.0,,,,,22.0,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Canada_Canadian_Premier_League,2019,Valour FC,6qm5qftpaq8l38b3irrum4bqi,R. Garcia,Defender,2,13.0,943.0,6.0,,8.0,,377.0,4.0,88.0,3.0,145.0,15.0,2.0,36.0,12.0,,11.0,144.0,157.0,55.0,52.0,2.0,387.0,6.0,16.0,5.0,277.0,21.0,1.0,88.0,37.0,7.0,74.0,2.0,44.0,10.0,26.0,27.0,677.0,,16.0,15.0,2.0,119.0,,167.0,11.0,10.0,77.0,1.0,22.0,3.0,8.0,9.0,7.0,139.0,20.0,21.0,,13.0,16.0,,,1.0,51.0,95.0,290.0,299.0,20.0,2.0,,2.0,,36.0,62.0,19.0,10.0,68.0,,1.0,,,,90.0,,,,,16.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Canada_Canadian_Premier_League,2019,Valour FC,1bujk463ltexilqfs1lhy9wwl,J. Golubar,Midfielder,20,,255.0,,2.0,,,110.0,2.0,34.0,,50.0,2.0,,4.0,1.0,,3.0,38.0,38.0,4.0,20.0,,112.0,1.0,8.0,6.0,87.0,3.0,1.0,24.0,26.0,3.0,20.0,1.0,15.0,3.0,7.0,4.0,146.0,,3.0,5.0,,28.0,,33.0,6.0,10.0,14.0,1.0,1.0,,3.0,1.0,1.0,32.0,1.0,3.0,,,3.0,,,,15.0,19.0,86.0,88.0,4.0,,,,,2.0,18.0,2.0,1.0,13.0,,,,,,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Canada_Canadian_Premier_League,2019,Valour FC,16q3kpp7uxqjn9993xd5woauh,D. Gutiérrez,Midfielder,8,9.0,1605.0,5.0,7.0,4.0,,805.0,5.0,151.0,5.0,351.0,22.0,4.0,56.0,13.0,4.0,20.0,266.0,320.0,44.0,128.0,4.0,850.0,7.0,14.0,32.0,609.0,27.0,7.0,184.0,146.0,19.0,136.0,3.0,139.0,18.0,36.0,57.0,1223.0,1.0,23.0,8.0,4.0,163.0,,312.0,19.0,10.0,119.0,3.0,57.0,5.0,27.0,16.0,10.0,199.0,21.0,32.0,,9.0,23.0,,,1.0,60.0,241.0,630.0,666.0,36.0,3.0,,1.0,2.0,28.0,80.0,16.0,21.0,103.0,5.0,,,,,68.0,,1.0,4.0,,14.0,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,
Canada_Canadian_Premier_League,2019,Valour FC,88mbh6n9a49kc8gm8i0peswd1,S. Hoyle,Forward,17,2.0,237.0,4.0,1.0,,1.0,59.0,1.0,19.0,1.0,37.0,,,,2.0,3.0,13.0,43.0,8.0,2.0,16.0,,60.0,2.0,4.0,,43.0,4.0,5.0,16.0,11.0,3.0,16.0,5.0,4.0,2.0,6.0,2.0,117.0,,6.0,2.0,,16.0,,16.0,15.0,10.0,9.0,2.0,1.0,1.0,3.0,5.0,2.0,34.0,,5.0,,2.0,6.0,,,,12.0,14.0,43.0,44.0,18.0,,,,,2.0,25.0,,,4.0,1.0,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Canada_Canadian_Premier_League,2019,Valour FC,79dpxdtu8zy41lbpwufltrh7t,M. Janssens,Goalkeeper,26,,1080.0,,,24.0,,183.0,,,,44.0,68.0,2.0,148.0,1.0,,,157.0,162.0,1.0,6.0,3.0,360.0,,,,131.0,21.0,,154.0,44.0,,108.0,,111.0,12.0,1.0,46.0,487.0,,12.0,,,6.0,,248.0,,10.0,9.0,,75.0,,5.0,4.0,,10.0,9.0,22.0,,,12.0,,,,1.0,68.0,119.0,206.0,4.0,4.0,,,,1.0,1.0,,,5.0,1.0,,,,,,,,,,,43.0,121.0,,3.0,3.0,1.0,4.0,,15.0,13.0,28.0,6.0,3.0,2.0,53.0,,,,,,,,,,,,,
