liga,temporada,equipo,id,nombre,posicion,dorsal,Unsuccessful Short Passes,Appearances,Successful Open Play Passes,PutThrough/Blocked Distribution Won,Successful Passes Opposition Half,Total Fouls Conceded,Times Tackled,Total Passes,Touches,Duels,Goals Conceded Inside Box,Successful Long Passes,Ground Duels lost,Fifty Fifty,Foul Attempted Tackle,Backward Passes,Goals Conceded,Total Unsuccessful Passes ( Excl Crosses & Corners ),Unsuccessful Dribbles,Index,Total Tackles,Successful Passes Own Half,Aerial Duels,PutThrough/Blocked Distribution,Time Played,Unsuccessful Long Passes,Aerial Duels lost,Open Play Passes,Total Successful Passes ( Excl Crosses & Corners ) ,Goals Conceded Outside Box,Substitute Off,Successful Short Passes,Tackles Won,Unsuccessful Launches,Throw Ins to Own Player,Unsuccessful Passes Opposition Half,Duels lost,Total Losses Of Possession,Rightside Passes,Games Played,Substitute On,Total Touches In Opposition Box,Duels won,Blocked Shots,Forward Passes,Tackles Lost,Handballs conceded,Leftside Passes,Interceptions,Ground Duels,Successful Dribbles,Yellow Cards,Recoveries,Starts,Ground Duels won,Successful Fifty Fifty,Unsuccessful Passes Own Half,Home Goals,Away Goals,Winning Goal,Aerial Duels won,Unsuccessful Crosses open play,Corners Won,Unsuccessful Crosses & Corners,Total Clearances,Successful Crosses & Corners,Offsides,Key Passes (Attempt Assists),Set Pieces Goals,Left Foot Goals,Penalties Taken,Hit Woodwork,Throw Ins to Opposition Player,Attempts from Set Pieces,Successful Lay-offs,Shots Off Target (inc woodwork),Second Goal Assists,Shots On Target ( inc goals ),Goals from Outside Box,Goals,Goals from Inside Box,Through balls,Assists (Intentional),Goal Assists,Total Fouls Won,Unsuccessful lay-offs,Right Foot Goals,Successful Crosses open play,Penalty Goals Conceded,Total Shots,Straight Red Cards,Successful Corners into Box,Corners Taken (incl short corners),Total Red Cards,Unsuccessful Corners into Box,Clean Sheets,Penalty Goals,Successful Launches,Blocks,Headed Goals,Red Cards - 2nd Yellow,Penalties Conceded,GK Successful Distribution,Catches,Saves made - parried,GK Unsuccessful Distribution,Saves Made from Outside Box,Goalkeeper Smother,Saves Made,Punches,Saves Made from Inside Box,Saves made - caught,Drops,Penalties Faced,Foul Won Penalty,Last Man Tackle,Own Goal Scored,Clearances Off the Line,Penalties Off Target,Penalties Saved,Saves from Penalty,Crosses not Claimed,Overruns,Goals Openplay,Other Goals,Goal Kicks,Last Player Tackle
USA_MLS,2021,Toronto FC,3c1xz4vpfoum0jbq6bmtdrtux,I. Achara,Forward,99,50.0,14.0,145.0,5.0,92.0,13.0,29.0,199.0,376.0,132.0,12.0,2.0,58.0,27.0,12.0,56.0,14.0,51.0,15.0,79.0,12.0,57.0,36.0,12.0,826.0,1.0,23.0,196.0,148.0,2.0,9.0,146.0,8.0,,4.0,45.0,81.0,120.0,44.0,14.0,4.0,35.0,51.0,4.0,44.0,4.0,,55.0,8.0,96.0,14.0,2.0,49.0,10.0,38.0,15.0,11.0,1.0,1.0,1.0,13.0,5.0,6.0,5.0,8.0,1.0,3.0,5.0,,2.0,,1.0,,,8.0,6.0,,8.0,,2.0,2.0,1.0,1.0,1.0,13.0,1.0,,1.0,1.0,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_MLS,2021,Toronto FC,7c3asx73extld50awe557y3ft,A. Akinola,Forward,20,23.0,11.0,87.0,1.0,74.0,12.0,18.0,129.0,218.0,76.0,11.0,1.0,32.0,19.0,6.0,52.0,14.0,24.0,6.0,96.0,1.0,32.0,33.0,4.0,649.0,1.0,23.0,111.0,105.0,3.0,7.0,104.0,,,3.0,24.0,55.0,67.0,30.0,11.0,3.0,22.0,21.0,4.0,23.0,1.0,,24.0,,43.0,8.0,,10.0,8.0,11.0,7.0,3.0,1.0,2.0,0.0,10.0,3.0,3.0,3.0,3.0,1.0,7.0,4.0,,2.0,,,,,2.0,4.0,,6.0,,3.0,3.0,1.0,,,2.0,2.0,,1.0,,10.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_MLS,2021,Toronto FC,cvz7rxusmcxxv17fij7dxx6mt,J. Altidore,Forward,17,58.0,16.0,138.0,3.0,112.0,8.0,4.0,216.0,296.0,51.0,19.0,5.0,14.0,21.0,6.0,48.0,19.0,61.0,1.0,79.0,3.0,44.0,17.0,7.0,767.0,3.0,10.0,199.0,155.0,,7.0,150.0,2.0,2.0,,59.0,24.0,81.0,67.0,16.0,8.0,32.0,27.0,5.0,49.0,1.0,,52.0,1.0,34.0,1.0,1.0,15.0,8.0,20.0,9.0,6.0,4.0,0.0,0.0,7.0,4.0,1.0,4.0,4.0,1.0,6.0,4.0,1.0,1.0,,1.0,,2.0,6.0,8.0,,9.0,1.0,4.0,3.0,1.0,,,16.0,2.0,1.0,1.0,3.0,17.0,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_MLS,2021,Toronto FC,boojy2a86m5qkyqqzxvdk9jv9,A. Bono,Goalkeeper,25,10.0,24.0,200.0,,85.0,3.0,,684.0,943.0,18.0,41.0,136.0,3.0,2.0,3.0,,44.0,308.0,,50.0,3.0,291.0,10.0,,2160.0,298.0,,346.0,376.0,3.0,,240.0,2.0,125.0,,238.0,3.0,322.0,91.0,24.0,,1.0,15.0,,485.0,1.0,,108.0,,8.0,1.0,2.0,244.0,24.0,5.0,,70.0,0.0,0.0,0.0,10.0,,1.0,,16.0,,,,,,,,,,,,,,,,,,,,1.0,,,,5.0,,,,,,,2.0,,31.0,,,,2.0,250.0,21.0,22.0,85.0,39.0,4.0,82.0,4.0,43.0,5.0,4.0,5.0,,,,,,,,1.0,,,,,
USA_MLS,2021,Toronto FC,2c8lm8pc33blr2596jt0fxkgl,M. Bradley,Midfielder,4,181.0,32.0,1745.0,16.0,990.0,22.0,23.0,2166.0,2514.0,167.0,56.0,117.0,69.0,62.0,16.0,242.0,61.0,254.0,6.0,51.0,34.0,933.0,19.0,31.0,2690.0,73.0,9.0,1984.0,1912.0,5.0,2.0,1795.0,21.0,12.0,8.0,243.0,78.0,354.0,538.0,32.0,2.0,15.0,89.0,4.0,742.0,13.0,,644.0,27.0,148.0,21.0,7.0,216.0,30.0,79.0,28.0,59.0,1.0,0.0,1.0,10.0,9.0,7.0,48.0,27.0,11.0,,29.0,,,,,,2.0,7.0,10.0,4.0,4.0,,1.0,1.0,12.0,1.0,1.0,24.0,,1.0,3.0,6.0,14.0,,6.0,50.0,,31.0,1.0,,1.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_MLS,2021,Toronto FC,3vscyl50qba385iuu4odsu505,N. DeLeon,Midfielder,18,28.0,16.0,150.0,6.0,98.0,8.0,29.0,186.0,335.0,83.0,9.0,4.0,42.0,33.0,5.0,45.0,10.0,35.0,11.0,45.0,12.0,54.0,17.0,13.0,628.0,7.0,12.0,185.0,151.0,1.0,4.0,147.0,5.0,1.0,8.0,40.0,54.0,100.0,46.0,16.0,11.0,18.0,29.0,2.0,46.0,7.0,,49.0,5.0,66.0,5.0,1.0,27.0,5.0,24.0,15.0,6.0,0.0,1.0,1.0,5.0,11.0,6.0,11.0,9.0,1.0,,3.0,,,,1.0,1.0,,4.0,8.0,,7.0,,1.0,1.0,,,,7.0,,1.0,1.0,1.0,15.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_MLS,2021,Toronto FC,a7e4giaiuvuakmt7iw09mh9lh,M. Delgado,Midfielder,8,217.0,30.0,1291.0,35.0,848.0,31.0,30.0,1571.0,1999.0,238.0,42.0,64.0,107.0,82.0,22.0,181.0,45.0,268.0,12.0,57.0,56.0,464.0,40.0,72.0,2372.0,51.0,20.0,1558.0,1303.0,3.0,6.0,1239.0,29.0,16.0,23.0,204.0,127.0,377.0,338.0,30.0,3.0,47.0,111.0,2.0,570.0,27.0,2.0,482.0,49.0,198.0,9.0,6.0,174.0,27.0,91.0,44.0,85.0,2.0,1.0,0.0,20.0,20.0,6.0,21.0,22.0,9.0,3.0,35.0,,,1.0,,3.0,,8.0,7.0,2.0,8.0,,3.0,3.0,3.0,,,27.0,,3.0,8.0,5.0,15.0,,1.0,4.0,,1.0,2.0,1.0,2.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_MLS,2021,Toronto FC,13wkddshf1c9zrygeg7r3s6w9,J. Dunn,Defender,5,5.0,1.0,22.0,,8.0,1.0,,32.0,41.0,6.0,1.0,3.0,1.0,,1.0,3.0,1.0,10.0,,24.0,3.0,14.0,2.0,1.0,90.0,5.0,1.0,32.0,22.0,,,19.0,,2.0,,5.0,2.0,10.0,5.0,1.0,,1.0,4.0,,21.0,3.0,,3.0,1.0,4.0,,,4.0,1.0,3.0,,5.0,0.0,0.0,0.0,1.0,,,,2.0,,,1.0,,,,,,,,1.0,,,,,,,,,,,,,,1.0,,,,,,,,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_MLS,2021,Toronto FC,4e3ftvuylhjgw7bxo9dljlo7p,D. Dwyer,Forward,6,17.0,14.0,33.0,2.0,26.0,17.0,8.0,57.0,154.0,102.0,7.0,1.0,29.0,19.0,6.0,12.0,8.0,19.0,4.0,51.0,4.0,12.0,42.0,2.0,493.0,2.0,23.0,52.0,38.0,1.0,6.0,37.0,3.0,1.0,,17.0,52.0,54.0,13.0,14.0,8.0,17.0,50.0,1.0,16.0,1.0,,16.0,2.0,60.0,8.0,1.0,9.0,6.0,31.0,10.0,3.0,0.0,0.0,0.0,19.0,1.0,3.0,1.0,9.0,,7.0,1.0,,,,,,1.0,2.0,8.0,,,,,,,1.0,1.0,19.0,,,,,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_MLS,2021,Toronto FC,1l6i2bcz1rgvkgo3dtxe9yrjd,T. Endoh,Midfielder,31,28.0,11.0,121.0,6.0,84.0,,9.0,159.0,251.0,34.0,5.0,3.0,16.0,11.0,,44.0,8.0,36.0,1.0,88.0,9.0,39.0,5.0,12.0,513.0,8.0,5.0,157.0,123.0,3.0,5.0,120.0,8.0,3.0,1.0,40.0,21.0,75.0,24.0,11.0,4.0,15.0,13.0,,35.0,1.0,,56.0,7.0,29.0,,,25.0,7.0,13.0,7.0,7.0,0.0,1.0,1.0,,9.0,3.0,11.0,3.0,,1.0,1.0,,1.0,,,,,3.0,1.0,,2.0,1.0,1.0,,,,1.0,4.0,2.0,,,1.0,3.0,,,3.0,,2.0,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
