liga,temporada,equipo,id,nombre,posicion,dorsal,Time Played,Substitute On,Appearances,Index,Games Played,Yellow Cards,Substitute Off,Goals Conceded Inside Box,Starts,Goals Conceded,Clean Sheets,Goals,Right Foot Goals,Open Play Passes,Successful Passes Opposition Half,Total Passes,Successful Short Passes,Total Shots,Touches,Total Touches In Opposition Box,Shots On Target ( inc goals ),Assists (Intentional),Leftside Passes,Goals from Inside Box,Successful Open Play Passes,Total Successful Passes ( Excl Crosses & Corners ) ,Goal Assists,Successful Crosses & Corners,Successful Crosses open play,Total Red Cards,Straight Red Cards,Headed Goals,Forward Passes,Unsuccessful Crosses open play,Throw Ins to Own Player,Successful Lay-offs,Corners Won,Backward Passes,Unsuccessful Long Passes,Shots Off Target (inc woodwork),Total Losses Of Possession,Successful Passes Own Half,Total Tackles,Unsuccessful Short Passes,Total Fouls Conceded,Successful Dribbles,Total Unsuccessful Passes ( Excl Crosses & Corners ),Rightside Passes,Key Passes (Attempt Assists),Unsuccessful Passes Opposition Half,Blocked Shots,Recoveries,PutThrough/Blocked Distribution,Unsuccessful Passes Own Half,Ground Duels,Duels won,Successful Long Passes,Total Fouls Won,Unsuccessful Dribbles,Duels,Left Foot Goals,Unsuccessful Crosses & Corners,Handballs conceded,Ground Duels lost,Tackles Won,Duels lost,Tackles Lost,Ground Duels won,Successful Launches,PutThrough/Blocked Distribution Won,Aerial Duels lost,Set Pieces Goals,Goals from Outside Box,Attempts from Set Pieces,Aerial Duels won,Total Clearances,Aerial Duels,Unsuccessful lay-offs,Offsides,Unsuccessful Launches,Foul Attempted Tackle,Blocks,Interceptions,Corners Taken (incl short corners),Unsuccessful Corners into Box,Saves Made,GK Successful Distribution,Catches,Saves Made from Inside Box,Penalties Conceded,Throw Ins to Opposition Player,Penalties Off Target,Penalties Taken,Successful Corners into Box,Punches,Saves Made from Outside Box,Saves made - parried,Penalties Faced,GK Unsuccessful Distribution,Own Goal Scored,Goals Conceded Outside Box,Penalties Saved,Saves from Penalty,Clearances Off the Line,Hit Woodwork,Red Cards - 2nd Yellow,Foul Won Penalty,Penalty Goals,Goalkeeper Smother,Through balls,Saves made - caught,Drops
Concacaf_Concacaf_U17,2017 Panama,Mexico Under 17,8a71ps9kc5edtlkvy8jhpxk2x,A. Alcaráz,Goalkeeper,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Concacaf_Concacaf_U17,2017 Panama,Mexico Under 17,bei486ox42219hyokmlee8kq1,A. Alvarado,Forward,20,74.0,3.0,3.0,10.0,3.0,,,1.0,,2.0,,,,31.0,18.0,32.0,21.0,,39.0,5.0,,,9.0,,20.0,21.0,,,,,,,7.0,,,1.0,1.0,7.0,1.0,,14.0,3.0,1.0,10.0,2.0,,11.0,9.0,1.0,9.0,,3.0,,2.0,5.0,6.0,,2.0,,13.0,,,,2.0,1.0,7.0,,3.0,,,5.0,,,,3.0,1.0,8.0,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,
Concacaf_Concacaf_U17,2017 Panama,Mexico Under 17,34hf54wyn9xhsyzi115kn9mg9,A. Catalán,Defender,15,94.0,2.0,2.0,10.0,2.0,,,,,1.0,,,,46.0,14.0,46.0,33.0,,58.0,,,,1.0,,35.0,35.0,,,,,,,20.0,,6.0,,,8.0,2.0,,12.0,21.0,1.0,9.0,,,11.0,17.0,,8.0,,7.0,2.0,3.0,3.0,3.0,2.0,2.0,,6.0,,,,,1.0,3.0,,3.0,1.0,1.0,3.0,,,,,,3.0,,,,,,1.0,,,,,,,,1.0,,,,,,,,,,1.0,,,,,,,,,,,
Concacaf_Concacaf_U17,2017 Panama,Mexico Under 17,tz1o2x5h4npj11rr3827cauh,L. Gamíz,Midfielder,6,251.0,,3.0,10.0,3.0,,1.0,3.0,3.0,4.0,1.0,,,84.0,26.0,88.0,60.0,2.0,112.0,,,,18.0,,62.0,66.0,,,,,,,31.0,,,1.0,,9.0,7.0,2.0,25.0,40.0,4.0,15.0,2.0,1.0,22.0,30.0,,11.0,1.0,15.0,2.0,11.0,11.0,11.0,6.0,4.0,,16.0,,,1.0,2.0,4.0,5.0,,9.0,,1.0,3.0,,,,2.0,,5.0,,,5.0,1.0,,8.0,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,
Concacaf_Concacaf_U17,2017 Panama,Mexico Under 17,19x0htn5c98yfyjryi28o3zzd,C. Guerrero,Midfielder,17,31.0,2.0,2.0,10.0,2.0,,,1.0,,2.0,,,,7.0,4.0,7.0,4.0,,9.0,,,,2.0,,4.0,4.0,,,,,,,2.0,,,1.0,,1.0,,,4.0,,1.0,3.0,,,3.0,2.0,,3.0,,,,,1.0,1.0,,,,1.0,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,
Concacaf_Concacaf_U17,2017 Panama,Mexico Under 17,1yaltijxes8x1ftlfs9aawwyx,A. Gutiérrez,Midfielder,8,496.0,,6.0,10.0,6.0,1.0,2.0,3.0,6.0,5.0,2.0,,,230.0,110.0,241.0,186.0,4.0,335.0,7.0,1.0,2.0,60.0,,190.0,200.0,2.0,8.0,2.0,,,,68.0,4.0,,4.0,5.0,44.0,11.0,3.0,82.0,98.0,17.0,30.0,4.0,3.0,41.0,69.0,13.0,42.0,3.0,29.0,3.0,17.0,40.0,26.0,14.0,3.0,1.0,46.0,,18.0,,17.0,14.0,20.0,3.0,23.0,,1.0,3.0,,,1.0,3.0,,6.0,,,4.0,1.0,,10.0,19.0,12.0,,,,,,,,,4.0,,,,,,,2.0,,,,,,,,,1.0,,
Concacaf_Concacaf_U17,2017 Panama,Mexico Under 17,48anl4qgpl4f13hkdkc2u9jhl,C. Huerta,Midfielder,19,169.0,5.0,5.0,10.0,5.0,,,1.0,,2.0,,,,77.0,44.0,77.0,54.0,7.0,120.0,9.0,3.0,,33.0,,55.0,55.0,,,,,,,25.0,3.0,2.0,2.0,1.0,12.0,2.0,4.0,39.0,11.0,3.0,20.0,4.0,1.0,22.0,7.0,1.0,23.0,2.0,13.0,2.0,2.0,24.0,12.0,1.0,6.0,2.0,26.0,,3.0,,14.0,2.0,14.0,1.0,10.0,,1.0,,,,,2.0,,2.0,,,,2.0,,3.0,,,,,,,,1.0,,,,,,,,,,1.0,,,,,,,,,,,
Concacaf_Concacaf_U17,2017 Panama,Mexico Under 17,eclrpz6phap3g9v02yfsvktex,C. López,Goalkeeper,12,540.0,,6.0,10.0,6.0,,,4.0,6.0,7.0,2.0,,,76.0,9.0,136.0,74.0,,172.0,,,,28.0,,59.0,101.0,,,,,,,73.0,,,,,,35.0,,37.0,92.0,,,,,35.0,35.0,,24.0,,37.0,,11.0,3.0,4.0,27.0,2.0,,5.0,,,,1.0,,1.0,,2.0,4.0,,,,,,2.0,5.0,2.0,,,19.0,,,,,,10.0,45.0,,6.0,,,,,,2.0,4.0,2.0,,10.0,,3.0,,,,,,,,,,1.0,
Concacaf_Concacaf_U17,2017 Panama,Mexico Under 17,5gzjg5w9vrjah2jc7dkdmmig9,D. López,Forward,9,515.0,,6.0,10.0,6.0,1.0,2.0,3.0,6.0,6.0,1.0,6.0,3.0,118.0,76.0,126.0,88.0,13.0,195.0,19.0,7.0,2.0,31.0,5.0,86.0,94.0,3.0,2.0,2.0,,,1.0,35.0,,,18.0,3.0,26.0,2.0,6.0,60.0,20.0,4.0,30.0,12.0,4.0,32.0,34.0,5.0,27.0,2.0,15.0,3.0,5.0,41.0,16.0,6.0,7.0,3.0,47.0,2.0,,2.0,27.0,2.0,31.0,2.0,14.0,,2.0,4.0,,1.0,2.0,2.0,,6.0,3.0,5.0,1.0,3.0,,2.0,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,1.0,,
Concacaf_Concacaf_U17,2017 Panama,Mexico Under 17,evitymbab8jfr0e59jmns34dl,A. Maeda,Defender,14,90.0,3.0,3.0,10.0,3.0,,,,,,,1.0,,65.0,21.0,66.0,50.0,1.0,85.0,1.0,1.0,,34.0,1.0,53.0,54.0,,,,,,1.0,23.0,,4.0,,,7.0,5.0,,14.0,33.0,5.0,7.0,5.0,2.0,12.0,2.0,,6.0,,7.0,3.0,6.0,13.0,9.0,4.0,1.0,,15.0,,,,5.0,3.0,6.0,2.0,8.0,,1.0,1.0,,,,1.0,1.0,2.0,,,1.0,1.0,,2.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,
Concacaf_Concacaf_U17,2017 Panama,Mexico Under 17,5s9q0ufcb13xtn0mlqc1lq489,L. Olivas,Defender,4,518.0,,6.0,10.0,6.0,,1.0,4.0,6.0,7.0,2.0,3.0,,269.0,63.0,286.0,188.0,5.0,349.0,9.0,4.0,,35.0,3.0,202.0,219.0,,1.0,1.0,,,2.0,133.0,1.0,,,,13.0,41.0,1.0,73.0,157.0,14.0,26.0,10.0,4.0,67.0,105.0,3.0,44.0,,40.0,,24.0,40.0,35.0,31.0,3.0,1.0,61.0,1.0,1.0,,19.0,13.0,26.0,1.0,21.0,8.0,,7.0,,,,14.0,13.0,21.0,,,23.0,6.0,4.0,11.0,,,,,,,,,,1.0,,,,,,,,3.0,,,,,,,1.0,,1.0,,
Concacaf_Concacaf_U17,2017 Panama,Mexico Under 17,dj2vva6sujqcx27ws3ky8npih,H. Ortega,Defender,13,22.0,1.0,1.0,10.0,1.0,,,,,,,,,22.0,4.0,22.0,19.0,,23.0,,,,7.0,,19.0,19.0,,,,,,,8.0,,,,,1.0,1.0,,3.0,15.0,1.0,2.0,1.0,,3.0,6.0,,1.0,,1.0,,2.0,1.0,1.0,,,,2.0,,,,,1.0,1.0,,1.0,,,1.0,,,,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Concacaf_Concacaf_U17,2017 Panama,Mexico Under 17,etvveqvfyu3u6oohzoj42q8rt,J. Pérez,Midfielder,11,332.0,,5.0,10.0,5.0,,4.0,2.0,5.0,4.0,,,,58.0,25.0,58.0,37.0,2.0,108.0,6.0,,2.0,12.0,,41.0,41.0,2.0,,,,,,19.0,4.0,,2.0,4.0,14.0,1.0,2.0,36.0,16.0,9.0,16.0,7.0,6.0,17.0,13.0,1.0,18.0,,16.0,3.0,3.0,38.0,23.0,4.0,6.0,2.0,44.0,,4.0,,17.0,8.0,21.0,1.0,21.0,1.0,1.0,4.0,,,,2.0,1.0,6.0,,,1.0,5.0,,1.0,,,,,,,,,,,,,,,,,,2.0,,,,1.0,,,,,2.0,,
