liga,temporada,equipo,id,nombre,posicion,dorsal,Duels lost,Tackles Lost,Total Clearances,Aerial Duels won,Yellow Cards,Time Played,Unsuccessful Short Passes,Throw Ins to Own Player,Goals Conceded Outside Box,Assists (Intentional),Unsuccessful Dribbles,Forward Passes,Total Unsuccessful Passes ( Excl Crosses & Corners ),Foul Attempted Tackle,Unsuccessful Passes Opposition Half,Tackles Won,Blocked Shots,Successful Passes Own Half,Substitute On,Key Passes (Attempt Assists),Goals Conceded Inside Box,Substitute Off,Total Fouls Won,Successful Crosses & Corners,Successful Dribbles,Recoveries,Overruns,Throw Ins to Opposition Player,Unsuccessful Long Passes,Shots Off Target (inc woodwork),Leftside Passes,Total Fouls Conceded,Goals Conceded,PutThrough/Blocked Distribution,Duels,Starts,Unsuccessful Launches,Through balls,Aerial Duels lost,Aerial Duels,Total Shots,Total Losses Of Possession,Successful Open Play Passes,Times Tackled,Ground Duels,Successful Crosses open play,Penalty Goals Conceded,Goal Assists,Appearances,Unsuccessful Passes Own Half,Unsuccessful Crosses & Corners,Total Touches In Opposition Box,Backward Passes,Penalties Conceded,Total Tackles,Touches,Interceptions,Successful Short Passes,Successful Passes Opposition Half,Successful Lay-offs,Successful Launches,Total Successful Passes ( Excl Crosses & Corners ) ,Unsuccessful lay-offs,Total Passes,Blocks,Open Play Passes,Duels won,Shots On Target ( inc goals ),Successful Long Passes,Ground Duels lost,Games Played,Rightside Passes,Index,PutThrough/Blocked Distribution Won,Unsuccessful Crosses open play,Ground Duels won,Corners Won,Winning Goal,Right Foot Goals,Goals,Offsides,Left Foot Goals,Hit Woodwork,Headed Goals,Goals from Inside Box,Clean Sheets,Home Goals,Away Goals,Total Red Cards,Goal Kicks,GK Successful Distribution,Straight Red Cards,Goals from Outside Box,Attempts from Set Pieces,Clearances Off the Line,Successful Corners into Box,Foul Won Penalty,Red Cards - 2nd Yellow,Set Pieces Goals,Unsuccessful Corners into Box,Corners Taken (incl short corners),Penalties Taken,Penalty Goals,Handballs conceded,Other Goals,Own Goal Scored,Punches,Saves made - parried,Saves Made,GK Unsuccessful Distribution,Catches,Saves Made from Outside Box,Saves Made from Inside Box,Penalties Faced,Drops,Goalkeeper Smother,Saves made - caught,Last Player Tackle,Second Goal Assists,Penalties Saved,Saves from Penalty,Penalties Off Target,Crosses not Claimed
USA_USL_League_One,2024,Chattanooga Red Wolves SC,dh7z6y65k0w1cfo69j83ih91w,T. Bush,Goalkeeper,1,1.0,,28.0,7.0,6.0,1980.0,9.0,,7.0,,,395.0,236.0,,199.0,,1.0,364.0,,1.0,41.0,,7.0,,1.0,205.0,,,227.0,,143.0,1.0,48.0,1.0,15.0,22.0,87.0,,1.0,8.0,,239.0,227.0,,7.0,,3.0,,22.0,37.0,,1.0,,,,942.0,1.0,325.0,66.0,1.0,27.0,430.0,,666.0,,301.0,14.0,,105.0,,22.0,128.0,10.0,1.0,,7.0,,0.0,,,,,,,,2.0,,,,246.0,263.0,,,,,,,,,,,,,,,,19.0,18.0,105.0,85.0,21.0,34.0,70.0,5.0,4.0,1.0,1.0,,,1.0,1.0,,
USA_USL_League_One,2024,Chattanooga Red Wolves SC,9e565ryexasj1efhz4allokd0,C. Carriglitto,Goalkeeper,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_USL_League_One,2024,Chattanooga Red Wolves SC,coagq01ad3g64sjpmu9u1mg9h,S. Cvetanovic,Forward,50,7.0,1.0,1.0,,,86.0,3.0,,1.0,,1.0,2.0,3.0,,3.0,,1.0,3.0,7.0,1.0,4.0,,3.0,,3.0,3.0,,,,2.0,3.0,,5.0,,14.0,,,,2.0,2.0,3.0,12.0,14.0,3.0,12.0,,,,7.0,1.0,1.0,6.0,7.0,,1.0,44.0,1.0,15.0,13.0,1.0,,16.0,,19.0,,17.0,7.0,1.0,1.0,5.0,7.0,7.0,10.0,,1.0,7.0,,0.0,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_USL_League_One,2024,Chattanooga Red Wolves SC,enuonl3tkl8vdb22aniwls2ui,G. Fernandes,Defender,19,28.0,5.0,32.0,17.0,3.0,917.0,33.0,14.0,2.0,,1.0,176.0,69.0,5.0,44.0,13.0,1.0,259.0,2.0,2.0,20.0,5.0,16.0,,1.0,44.0,,6.0,36.0,1.0,112.0,11.0,22.0,8.0,79.0,12.0,16.0,,11.0,28.0,2.0,86.0,343.0,1.0,51.0,,1.0,1.0,14.0,27.0,2.0,6.0,34.0,1.0,18.0,566.0,11.0,333.0,101.0,,6.0,360.0,1.0,429.0,8.0,411.0,51.0,1.0,27.0,17.0,14.0,107.0,10.0,4.0,2.0,34.0,,0.0,,,,,,,,1.0,,,1.0,,,1.0,,,,,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,
USA_USL_League_One,2024,Chattanooga Red Wolves SC,9hnukh2rve8lf84pv21rlrecq,J. Filipe,Midfielder,21,8.0,1.0,,,1.0,74.0,8.0,,1.0,,2.0,11.0,13.0,2.0,13.0,2.0,,8.0,1.0,,1.0,1.0,2.0,1.0,2.0,2.0,1.0,,5.0,2.0,11.0,2.0,2.0,1.0,15.0,1.0,1.0,,,,3.0,20.0,23.0,4.0,15.0,1.0,,,2.0,1.0,1.0,2.0,11.0,,3.0,59.0,,24.0,18.0,,,25.0,,38.0,,35.0,7.0,1.0,1.0,8.0,2.0,5.0,10.0,,,7.0,,0.0,,,,,,,,,,,,,,,,1.0,,,,,,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,
USA_USL_League_One,2024,Chattanooga Red Wolves SC,exaqbz828d475osubrz02u0yy,L. Folla,Defender,5,65.0,5.0,67.0,43.0,6.0,1526.0,59.0,8.0,4.0,2.0,,298.0,141.0,11.0,89.0,12.0,1.0,456.0,3.0,1.0,34.0,2.0,7.0,,1.0,44.0,,,82.0,4.0,188.0,25.0,38.0,9.0,131.0,17.0,47.0,1.0,34.0,77.0,5.0,149.0,554.0,1.0,54.0,,2.0,2.0,20.0,52.0,,17.0,36.0,1.0,17.0,872.0,7.0,504.0,110.0,,12.0,566.0,,707.0,19.0,689.0,66.0,1.0,62.0,31.0,20.0,185.0,10.0,2.0,,23.0,2.0,0.0,,,,,,,,1.0,,,,2.0,2.0,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,
USA_USL_League_One,2024,Chattanooga Red Wolves SC,ayd3hhutk6ahrbet7d5jz9vdg,O. Green,Defender,18,44.0,8.0,49.0,12.0,1.0,1183.0,52.0,67.0,7.0,,4.0,169.0,89.0,7.0,66.0,13.0,,181.0,2.0,4.0,17.0,6.0,6.0,3.0,3.0,26.0,,23.0,37.0,2.0,146.0,11.0,24.0,20.0,85.0,14.0,17.0,,13.0,25.0,2.0,134.0,302.0,7.0,60.0,3.0,1.0,,16.0,32.0,9.0,3.0,72.0,,21.0,644.0,19.0,283.0,128.0,1.0,3.0,306.0,,395.0,2.0,390.0,41.0,,23.0,31.0,16.0,8.0,10.0,9.0,9.0,29.0,2.0,0.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_USL_League_One,2024,Chattanooga Red Wolves SC,dov7oaa3cfw70ymz6ilnjwp3o,F. Guerrero,Midfielder,34,4.0,1.0,,,1.0,14.0,2.0,1.0,,,,4.0,3.0,1.0,1.0,,,2.0,2.0,1.0,,,,,,3.0,,,1.0,1.0,2.0,1.0,,,5.0,,1.0,,1.0,1.0,1.0,6.0,5.0,2.0,4.0,,,,2.0,2.0,,2.0,1.0,,1.0,14.0,,4.0,3.0,,,5.0,,8.0,,8.0,1.0,,1.0,3.0,2.0,1.0,10.0,,,1.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_USL_League_One,2024,Chattanooga Red Wolves SC,5ok7sc9enrltxss201yo8cciy,O. Gómez Tapia,Midfielder,17,43.0,8.0,15.0,11.0,3.0,599.0,34.0,13.0,1.0,1.0,5.0,94.0,48.0,12.0,34.0,15.0,1.0,112.0,3.0,2.0,12.0,5.0,8.0,1.0,3.0,29.0,1.0,4.0,14.0,6.0,89.0,15.0,13.0,10.0,88.0,7.0,7.0,,13.0,24.0,7.0,68.0,248.0,8.0,64.0,1.0,,1.0,10.0,15.0,1.0,8.0,41.0,,23.0,432.0,8.0,232.0,147.0,4.0,1.0,258.0,,306.0,1.0,295.0,45.0,1.0,26.0,30.0,10.0,82.0,10.0,8.0,1.0,34.0,5.0,0.0,,,,,,,,,,,,,,,,,,,,,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,
USA_USL_League_One,2024,Chattanooga Red Wolves SC,e59usmu5w20s5bg44d37f8qcq,O. Hernandez,Midfielder,13,50.0,5.0,9.0,5.0,1.0,985.0,39.0,22.0,3.0,,9.0,102.0,70.0,1.0,89.0,11.0,2.0,119.0,9.0,17.0,20.0,11.0,16.0,17.0,8.0,33.0,3.0,7.0,31.0,4.0,53.0,7.0,23.0,27.0,95.0,11.0,9.0,1.0,15.0,20.0,11.0,143.0,205.0,15.0,75.0,1.0,2.0,,20.0,16.0,35.0,8.0,87.0,,16.0,508.0,3.0,205.0,127.0,8.0,4.0,229.0,,299.0,,267.0,45.0,7.0,24.0,35.0,20.0,57.0,10.0,17.0,20.0,40.0,8.0,0.0,,,2.0,,,,,,,,,,,,,2.0,,11.0,,,,11.0,27.0,,,,,,,,,,,,,,,,,,,,,,
