root_folder,liga,temporada,equipo,equipo_folder,id,nombre,posicion,dorsal,Time Played,Throw Ins to Own Player,Open Play Passes,Backward Passes,Successful Passes Opposition Half,Unsuccessful Launches,Yellow Cards,Unsuccessful Long Passes,Own Goal Scored,PutThrough/Blocked Distribution Won,Shots Off Target (inc woodwork),Goals Conceded Outside Box,Aerial Duels lost,Total Losses Of Possession,Successful Passes Own Half,Total Tackles,Unsuccessful Short Passes,Total Passes,Total Fouls Conceded,Successful Dribbles,Successful Short Passes,Goals Conceded Inside Box,Total Shots,Total Unsuccessful Passes ( Excl Crosses & Corners ),Rightside Passes,Key Passes (Attempt Assists),Unsuccessful Passes Opposition Half,Blocked Shots,Throw Ins to Opposition Player,Recoveries,Starts,PutThrough/Blocked Distribution,Unsuccessful Passes Own Half,Touches,Appearances,Foul Attempted Tackle,Ground Duels,Forward Passes,Total Touches In Opposition Box,Index,Duels won,Attempts from Set Pieces,Successful Long Passes,Total Fouls Won,Aerial Duels won,Unsuccessful Dribbles,Duels,Total Clearances,Goals Conceded,Games Played,Ground Duels lost,Leftside Passes,Successful Open Play Passes,Total Successful Passes ( Excl Crosses & Corners ) ,Aerial Duels,Tackles Won,Duels lost,Tackles Lost,Interceptions,Ground Duels won,Unsuccessful Crosses open play,Substitute On,Successful Launches,Unsuccessful Crosses & Corners,Unsuccessful lay-offs,Blocks,Offsides,Successful Lay-offs,Goals,Right Foot Goals,Corners Won,Shots On Target ( inc goals ),Hit Woodwork,Goals from Inside Box,Substitute Off,Through balls,Successful Crosses & Corners,Corners Taken (incl short corners),Successful Crosses open play,Unsuccessful Corners into Box,Assists (Intentional),Goal Assists,Successful Corners into Box,Left Foot Goals,Penalties Taken,Penalty Goals,Saves Made,GK Successful Distribution,Punches,Saves Made from Outside Box,Saves made - parried,Saves Made from Inside Box,GK Unsuccessful Distribution,Catches,Drops,Foul Won Penalty,Handballs conceded,Penalties Off Target,Clearances Off the Line,Clean Sheets,Goalkeeper Smother,Penalty Goals Conceded,Penalties Conceded,Crosses not Claimed,Penalties Faced,Headed Goals,Goals from Outside Box,Total Red Cards,Straight Red Cards,Red Cards - 2nd Yellow,Saves made - caught,Set Pieces Goals,Second Goal Assists,Penalties Saved,Saves from Penalty
testeo_ligas_norteamerica,Concacaf_Concacaf_U17,2019 USA,Suriname Under 17,Suriname_Under_17,6o7xxfofkhvy0lhw3ojxatfmy,R. Akrossi,Midfielder,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
testeo_ligas_norteamerica,Concacaf_Concacaf_U17,2019 USA,Suriname Under 17,Suriname_Under_17,dyqgf5cdqz1u5rq4we75bg67e,R. Asidan,Midfielder,15,28.0,,2.0,1.0,,,1.0,,,,,,2.0,1.0,1.0,,1.0,2.0,3.0,,1.0,1.0,,1.0,,,1.0,,,,,,,3.0,1.0,2.0,4.0,1.0,,10.0,1.0,,,1.0,,,6.0,,1.0,1.0,3.0,,1.0,1.0,2.0,,5.0,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
testeo_ligas_norteamerica,Concacaf_Concacaf_U17,2019 USA,Suriname Under 17,Suriname_Under_17,bd15uj9fmf3akt5u1ualnrfje,C. Beeldstroo,Defender,5,270.0,23.0,57.0,1.0,13.0,10.0,,16.0,,1.0,1.0,3.0,1.0,47.0,17.0,13.0,12.0,58.0,4.0,2.0,24.0,7.0,1.0,28.0,15.0,1.0,19.0,,7.0,20.0,3.0,1.0,9.0,140.0,3.0,2.0,35.0,34.0,3.0,10.0,21.0,,6.0,5.0,1.0,1.0,37.0,5.0,10.0,3.0,15.0,8.0,29.0,30.0,2.0,12.0,16.0,1.0,5.0,20.0,,,2.0,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,
testeo_ligas_norteamerica,Concacaf_Concacaf_U17,2019 USA,Suriname Under 17,Suriname_Under_17,bijhz2jmeotnt92z1pfdn0twq,T. Biswane,Forward,9,270.0,,32.0,20.0,15.0,,,2.0,,,1.0,3.0,4.0,28.0,15.0,1.0,8.0,40.0,1.0,,29.0,7.0,2.0,10.0,13.0,1.0,9.0,1.0,,8.0,3.0,1.0,1.0,75.0,3.0,1.0,12.0,5.0,5.0,10.0,6.0,,1.0,2.0,3.0,1.0,19.0,2.0,10.0,3.0,9.0,2.0,22.0,30.0,7.0,,13.0,1.0,2.0,3.0,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,
testeo_ligas_norteamerica,Concacaf_Concacaf_U17,2019 USA,Suriname Under 17,Suriname_Under_17,6a2yydq724ww9p0sb7uc93nfu,M. Boobe,Defender,6,270.0,,108.0,5.0,32.0,6.0,1.0,21.0,,4.0,1.0,3.0,3.0,41.0,44.0,16.0,16.0,113.0,3.0,,61.0,7.0,1.0,37.0,8.0,1.0,24.0,,,10.0,3.0,4.0,13.0,156.0,3.0,3.0,28.0,58.0,,10.0,21.0,,15.0,4.0,1.0,,32.0,6.0,10.0,3.0,8.0,42.0,71.0,76.0,4.0,8.0,11.0,8.0,5.0,20.0,,,5.0,,,1.0,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,
testeo_ligas_norteamerica,Concacaf_Concacaf_U17,2019 USA,Suriname Under 17,Suriname_Under_17,98wpi9ezguksyekza6m57gzfu,F. Burnet,Forward,11,270.0,,46.0,8.0,15.0,2.0,,4.0,,2.0,1.0,3.0,2.0,38.0,15.0,6.0,12.0,46.0,6.0,6.0,26.0,7.0,2.0,16.0,9.0,2.0,18.0,1.0,,9.0,3.0,4.0,3.0,96.0,3.0,5.0,36.0,17.0,5.0,10.0,19.0,,4.0,7.0,,3.0,38.0,2.0,10.0,3.0,17.0,12.0,30.0,30.0,2.0,4.0,19.0,2.0,,19.0,1.0,,,5.0,,1.0,,,1.0,,1.0,1.0,,1.0,,2.0,,3.0,,3.0,1.0,1.0,,1.0,,,,,,,,,,,,,1.0,,,,,1.0,,,,,,,,,,,,,
testeo_ligas_norteamerica,Concacaf_Concacaf_U17,2019 USA,Suriname Under 17,Suriname_Under_17,agw983y8uxbummir6cwrai8oa,R. Cayenni,Midfielder,8,120.0,,28.0,5.0,11.0,,,3.0,,1.0,,1.0,1.0,11.0,9.0,3.0,5.0,28.0,3.0,1.0,18.0,2.0,,8.0,7.0,2.0,6.0,1.0,,5.0,2.0,2.0,2.0,40.0,2.0,2.0,13.0,12.0,,10.0,6.0,1.0,2.0,2.0,,1.0,14.0,,3.0,2.0,7.0,4.0,20.0,20.0,1.0,2.0,8.0,1.0,,6.0,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
testeo_ligas_norteamerica,Concacaf_Concacaf_U17,2019 USA,Suriname Under 17,Suriname_Under_17,e35osfnr1n58iolrq4rnnrnfu,M. Defares,Defender,17,18.0,3.0,4.0,,1.0,,,,,,,,,3.0,1.0,1.0,2.0,4.0,,,2.0,,,2.0,,,2.0,,,,,,,10.0,1.0,,3.0,1.0,,10.0,2.0,,,1.0,,1.0,3.0,,,1.0,1.0,3.0,2.0,2.0,,1.0,1.0,,,2.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
testeo_ligas_norteamerica,Concacaf_Concacaf_U17,2019 USA,Suriname Under 17,Suriname_Under_17,124xtdpyye8q0l3m31histnxm,Z. Deira,Defender,4,250.0,,83.0,,19.0,7.0,,17.0,,1.0,,3.0,3.0,28.0,48.0,5.0,8.0,92.0,5.0,1.0,52.0,5.0,,25.0,22.0,1.0,19.0,,,17.0,3.0,3.0,6.0,134.0,3.0,3.0,13.0,52.0,,10.0,7.0,,15.0,1.0,,1.0,16.0,23.0,8.0,3.0,6.0,18.0,61.0,67.0,3.0,3.0,9.0,2.0,3.0,7.0,,,4.0,,,3.0,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,
testeo_ligas_norteamerica,Concacaf_Concacaf_U17,2019 USA,Suriname Under 17,Suriname_Under_17,1i23perficnsraahs95xf0m0a,J. Deventer,Forward,13,62.0,,5.0,4.0,1.0,,,,,1.0,,1.0,,8.0,4.0,,3.0,8.0,,,5.0,1.0,,3.0,2.0,,4.0,,,1.0,1.0,2.0,,14.0,1.0,,,1.0,2.0,10.0,,,,,,,,,2.0,1.0,,1.0,2.0,5.0,,,,,,,1.0,,,1.0,,,,,,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
testeo_ligas_norteamerica,Concacaf_Concacaf_U17,2019 USA,Suriname Under 17,Suriname_Under_17,8oph9nnfgn967u8hseoq3cokq,D. Fer,Goalkeeper,1,242.0,,19.0,,8.0,7.0,,27.0,,,,2.0,,32.0,40.0,,4.0,79.0,,,36.0,5.0,,31.0,19.0,,21.0,,,42.0,3.0,,10.0,120.0,3.0,,2.0,52.0,,10.0,2.0,,12.0,2.0,,,2.0,3.0,7.0,3.0,,8.0,14.0,48.0,,,,,,2.0,,,3.0,,,,,,,,,,,,1.0,,,,,,,,,,,,16.0,32.0,1.0,8.0,4.0,8.0,7.0,2.0,1.0,,,,,,1.0,1.0,,1.0,1.0,,,,,,1.0,,,,
testeo_ligas_norteamerica,Concacaf_Concacaf_U17,2019 USA,Suriname Under 17,Suriname_Under_17,rlbevahnkq1xv13cy3t0iove,F. Hoepel,Forward,10,270.0,,53.0,9.0,20.0,2.0,,9.0,,5.0,10.0,3.0,5.0,54.0,15.0,10.0,12.0,55.0,4.0,8.0,31.0,7.0,14.0,21.0,11.0,3.0,22.0,3.0,,20.0,3.0,6.0,3.0,149.0,3.0,1.0,48.0,21.0,9.0,10.0,28.0,5.0,3.0,7.0,3.0,3.0,56.0,2.0,10.0,3.0,23.0,14.0,33.0,34.0,8.0,7.0,28.0,3.0,7.0,25.0,1.0,,,4.0,,,2.0,1.0,,,3.0,4.0,,,,1.0,1.0,3.0,1.0,2.0,,,,,,,,,,,,,,,,,1.0,,,,,1.0,,,,,,,,,,,,,
testeo_ligas_norteamerica,Concacaf_Concacaf_U17,2019 USA,Suriname Under 17,Suriname_Under_17,4jcce7h4rso7a362r3n7ng296,J. Lisse,Defender,3,124.0,,43.0,1.0,4.0,4.0,,6.0,,1.0,,2.0,,9.0,32.0,5.0,3.0,45.0,,1.0,31.0,5.0,,9.0,15.0,1.0,4.0,,,6.0,2.0,1.0,5.0,64.0,2.0,,9.0,18.0,,10.0,9.0,,5.0,3.0,,,9.0,5.0,7.0,2.0,,11.0,34.0,36.0,,1.0,,4.0,3.0,9.0,,,2.0,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,
testeo_ligas_norteamerica,Concacaf_Concacaf_U17,2019 USA,Suriname Under 17,Suriname_Under_17,9nfmy8bu53bofzwb3qzn9lrai,R. Mentopawiro,Defender,16,20.0,,11.0,,3.0,,1.0,2.0,,,,,,2.0,6.0,,,11.0,1.0,,9.0,2.0,,2.0,3.0,,1.0,,,1.0,,,1.0,13.0,1.0,1.0,3.0,3.0,,10.0,,,,,,,3.0,1.0,2.0,1.0,3.0,5.0,9.0,9.0,,,3.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
testeo_ligas_norteamerica,Concacaf_Concacaf_U17,2019 USA,Suriname Under 17,Suriname_Under_17,cwg9c5y0ltlv7viwb43diqbfu,M. Plet,Forward,12,45.0,,9.0,4.0,4.0,,,,,,,,2.0,7.0,2.0,1.0,3.0,9.0,1.0,,6.0,,1.0,3.0,,1.0,3.0,,,2.0,,,,16.0,1.0,1.0,5.0,3.0,3.0,10.0,2.0,,,,1.0,,8.0,,,1.0,4.0,2.0,6.0,6.0,3.0,1.0,6.0,,,1.0,,1.0,,,1.0,,1.0,1.0,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
testeo_ligas_norteamerica,Concacaf_Concacaf_U17,2019 USA,Suriname Under 17,Suriname_Under_17,6zv7er9wg5mfbmxykixynvz3e,G. Reumel,Midfielder,14,270.0,,54.0,9.0,16.0,4.0,,10.0,,1.0,,3.0,1.0,36.0,19.0,8.0,12.0,56.0,1.0,,32.0,7.0,1.0,22.0,9.0,4.0,18.0,,,9.0,3.0,1.0,4.0,92.0,3.0,,16.0,29.0,3.0,10.0,11.0,,2.0,2.0,1.0,1.0,18.0,3.0,10.0,3.0,6.0,9.0,32.0,34.0,2.0,7.0,7.0,1.0,5.0,10.0,,,,,,,1.0,,1.0,1.0,,1.0,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,
testeo_ligas_norteamerica,Concacaf_Concacaf_U17,2019 USA,Suriname Under 17,Suriname_Under_17,277hujh6z16durw477zru22cq,S. Sabajo,Midfielder,7,161.0,,32.0,6.0,10.0,2.0,1.0,3.0,,2.0,1.0,2.0,1.0,15.0,12.0,6.0,7.0,32.0,4.0,1.0,19.0,5.0,1.0,10.0,12.0,2.0,8.0,,,9.0,1.0,2.0,2.0,50.0,3.0,4.0,19.0,11.0,1.0,10.0,7.0,,3.0,,,,20.0,3.0,7.0,3.0,12.0,3.0,22.0,22.0,1.0,4.0,13.0,2.0,,7.0,,2.0,1.0,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,
testeo_ligas_norteamerica,Concacaf_Concacaf_U17,2019 USA,Suriname Under 17,Suriname_Under_17,5ml872iz0dntnl9g7sehrdsve,M. Schet,Defender,2,190.0,18.0,46.0,4.0,8.0,6.0,,9.0,,1.0,,2.0,1.0,32.0,16.0,6.0,14.0,47.0,5.0,,20.0,3.0,,23.0,2.0,1.0,13.0,,3.0,9.0,3.0,5.0,10.0,95.0,3.0,5.0,20.0,26.0,1.0,10.0,10.0,,4.0,2.0,2.0,2.0,23.0,6.0,5.0,3.0,12.0,15.0,23.0,24.0,3.0,3.0,13.0,3.0,4.0,8.0,,,2.0,,,1.0,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
testeo_ligas_norteamerica,Concacaf_Concacaf_U17,2019 USA,Suriname Under 17,Suriname_Under_17,14efc44awlw9xxma9xffxtizu,X. Schot,Defender,19,62.0,5.0,12.0,1.0,3.0,2.0,,3.0,,1.0,,1.0,,13.0,3.0,2.0,6.0,15.0,1.0,,6.0,4.0,,9.0,5.0,,5.0,,2.0,3.0,,1.0,4.0,34.0,1.0,1.0,5.0,9.0,,10.0,3.0,,,,1.0,,6.0,3.0,5.0,1.0,3.0,,3.0,6.0,1.0,1.0,3.0,1.0,4.0,2.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,
testeo_ligas_norteamerica,Concacaf_Concacaf_U17,2019 USA,Suriname Under 17,Suriname_Under_17,bjykpv4dwjrd0awnb3eyyulii,J. Wilson,Goalkeeper,20,28.0,,1.0,,,,,2.0,,,,1.0,,2.0,4.0,,,6.0,,,4.0,2.0,,2.0,1.0,,2.0,,,5.0,,,,11.0,1.0,,,3.0,,10.0,,,,,,,,,3.0,1.0,,2.0,1.0,4.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,2.0,5.0,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,
