liga,temporada,equipo,id,nombre,posicion,dorsal,Time Played,Open Play Passes,Backward Passes,Successful Passes Opposition Half,Unsuccessful Long Passes,Aerial Duels lost,Total Losses Of Possession,Successful Passes Own Half,Unsuccessful Short Passes,Penalty Goals Conceded,Total Passes,Substitute Off,Total Fouls Conceded,Successful Short Passes,Goals Conceded Inside Box,Total Unsuccessful Passes ( Excl Crosses & Corners ),Rightside Passes,Key Passes (Attempt Assists),Unsuccessful Passes Opposition Half,Recoveries,Starts,PutThrough/Blocked Distribution,Unsuccessful Passes Own Half,Touches,Appearances,Foul Attempted Tackle,Ground Duels,Forward Passes,Index,Duels won,Successful Long Passes,Aerial Duels won,Duels,Goals Conceded,Games Played,Ground Duels lost,Leftside Passes,Successful Open Play Passes,Total Successful Passes ( Excl Crosses & Corners ) ,Aerial Duels,Duels lost,Throw Ins to Own Player,Goals,Corners Won,Shots Off Target (inc woodwork),Total Shots,Total Touches In Opposition Box,Shots On Target ( inc goals ),Total Fouls Won,Left Foot Goals,Goals from Inside Box,Ground Duels won,Successful Launches,Unsuccessful Launches,Yellow Cards,Total Tackles,Successful Dribbles,Throw Ins to Opposition Player,Tackles Lost,Interceptions,Unsuccessful Crosses open play,PutThrough/Blocked Distribution Won,Blocks,Total Clearances,Unsuccessful Crosses & Corners,Tackles Won,Substitute On,Successful Crosses & Corners,Successful Corners into Box,Blocked Shots,Corners Taken (incl short corners),Goals from Outside Box,Attempts from Set Pieces,Unsuccessful Corners into Box,Offsides,Successful Crosses open play,Assists (Intentional),Goal Assists,Through balls,Successful Lay-offs,Handballs conceded,Penalties Conceded,Unsuccessful Dribbles,Headed Goals,Saves Made,GK Successful Distribution,Punches,Penalties Saved,Saves made - parried,Saves Made from Inside Box,Penalties Faced,Saves from Penalty,GK Unsuccessful Distribution,Right Foot Goals,Foul Won Penalty,Catches,Saves Made from Outside Box,Penalties Taken,Penalty Goals,Times Tackled,Goals Conceded Outside Box,Home Goals,Away Goals,Winning Goal,Clean Sheets,Goalkeeper Smother,Hit Woodwork,Total Red Cards,Straight Red Cards,Own Goal Scored,Clearances Off the Line,Unsuccessful lay-offs,Drops,Second Goal Assists,Saves made - caught,Last Man Tackle
Concacaf_Concacaf_Champions_Cup,2020,Atlanta United FC,9i90uqmmz5zmi5m9tod2yse7d,Mohammed Adams,Midfielder,29,157.0,57.0,11.0,14.0,2.0,2.0,19.0,28.0,13.0,,57.0,1.0,3.0,41.0,3.0,15.0,9.0,2.0,8.0,11.0,2.0,3.0,7.0,85.0,3.0,2.0,10.0,22.0,23.0,7.0,1.0,2.0,14.0,4.0,3.0,5.0,15.0,42.0,42.0,4.0,7.0,8.0,,,,,,,1.0,,,5.0,1.0,2.0,,3.0,1.0,,1.0,2.0,,2.0,2.0,2.0,,2.0,1.0,,,,,,,,,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,2.0,1.0,0.0,0.0,0.0,,,,,,,,,,,,
Concacaf_Concacaf_Champions_Cup,2020,Atlanta United FC,9crw9og5xe70mc0m1etggpdk9,E. Barco,Midfielder,8,332.0,142.0,25.0,90.0,1.0,1.0,48.0,37.0,19.0,,146.0,1.0,3.0,122.0,3.0,20.0,44.0,8.0,24.0,16.0,4.0,6.0,4.0,225.0,4.0,2.0,39.0,42.0,63.0,24.0,4.0,,40.0,4.0,4.0,15.0,35.0,122.0,126.0,1.0,16.0,3.0,,5.0,1.0,6.0,7.0,5.0,12.0,,,24.0,,,,4.0,8.0,,2.0,3.0,3.0,2.0,,1.0,8.0,2.0,,1.0,1.0,6.0,5.0,,3.0,3.0,,,,,5.0,,1.0,,1.0,,,,,,,,,,,,,,,,,11.0,1.0,0.0,0.0,0.0,1.0,,,,,,,,,,,
Concacaf_Concacaf_Champions_Cup,2020,Atlanta United FC,61zjhp2dn7uy819kdei4qqqga,G. Bello,Defender,21,90.0,46.0,19.0,26.0,,1.0,9.0,20.0,3.0,,48.0,,,44.0,,3.0,18.0,1.0,4.0,3.0,1.0,2.0,1.0,64.0,1.0,,3.0,10.0,80.0,3.0,1.0,1.0,5.0,,1.0,1.0,1.0,43.0,45.0,2.0,2.0,5.0,,,,,4.0,,,,,2.0,,,,2.0,,1.0,,1.0,2.0,,,,2.0,2.0,,1.0,,,,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,1.0,,0.0,0.0,0.0,1.0,,,,,,,,,,,
Concacaf_Concacaf_Champions_Cup,2020,Atlanta United FC,ebhq4fl7e2p1zwhwpeu65a4iy,G. Campbell,Defender,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Concacaf_Concacaf_Champions_Cup,2020,Atlanta United FC,81ct2eg33vpg3xd0d724ju7kl,M. Castro,Midfielder,15,32.0,11.0,5.0,6.0,1.0,1.0,4.0,4.0,,,11.0,,1.0,9.0,,1.0,3.0,,1.0,3.0,,,1.0,19.0,1.0,,3.0,2.0,49.0,2.0,1.0,,4.0,,1.0,1.0,1.0,10.0,10.0,1.0,2.0,,,,,1.0,,1.0,,,,2.0,,,,,2.0,,,1.0,1.0,,,1.0,1.0,,1.0,,,,,,,,,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,1.0,,0.0,0.0,0.0,,,,,,,,,,,,
Concacaf_Concacaf_Champions_Cup,2020,Atlanta United FC,5tz98dy8lh2p8a7mq3x9uagnp,F. Escobar,Defender,2,270.0,137.0,23.0,47.0,9.0,3.0,39.0,74.0,14.0,,142.0,,7.0,107.0,1.0,23.0,22.0,1.0,14.0,25.0,3.0,5.0,13.0,220.0,3.0,2.0,29.0,49.0,68.0,21.0,12.0,4.0,36.0,1.0,3.0,12.0,48.0,114.0,119.0,7.0,15.0,21.0,,1.0,,1.0,7.0,1.0,8.0,,,17.0,2.0,7.0,1.0,7.0,3.0,3.0,6.0,6.0,4.0,3.0,,4.0,4.0,1.0,,2.0,,,,,,,,2.0,,,,,,,2.0,,,,,,,,,,,,,,,,,3.0,,0.0,0.0,0.0,2.0,,,,,,,,,,,
Concacaf_Concacaf_Champions_Cup,2020,Atlanta United FC,35bpd9cmuep6cqczngaqpc19m,P. Goodrum,Forward,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Concacaf_Concacaf_Champions_Cup,2020,Atlanta United FC,26r7731d42flwc6ikxb90jxlh,B. Guzan,Goalkeeper,1,360.0,78.0,,9.0,34.0,,35.0,81.0,1.0,,125.0,,,58.0,3.0,35.0,15.0,,23.0,32.0,4.0,,12.0,158.0,4.0,,1.0,84.0,52.0,1.0,32.0,,1.0,4.0,4.0,,26.0,56.0,90.0,,,,,,,,,,1.0,,,1.0,5.0,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,51.0,,,1.0,5.0,,,9.0,,,,3.0,,,,1.0,0.0,0.0,0.0,2.0,1.0,,,,,,,,,,
Concacaf_Concacaf_Champions_Cup,2020,Atlanta United FC,bkyxv0njobtuf80zatjpe53v9,E. Hyndman,Midfielder,20,358.0,190.0,37.0,107.0,3.0,7.0,27.0,72.0,13.0,,195.0,1.0,6.0,173.0,3.0,16.0,62.0,3.0,13.0,20.0,4.0,4.0,4.0,237.0,4.0,5.0,31.0,51.0,45.0,18.0,6.0,5.0,43.0,4.0,4.0,18.0,45.0,174.0,179.0,12.0,25.0,,,,,,9.0,,4.0,,,13.0,,,,3.0,6.0,,,3.0,,3.0,1.0,2.0,1.0,3.0,,,,,1.0,,,1.0,,,,,,,,,3.0,,,,,,,,,,,,,,,,,5.0,1.0,0.0,0.0,0.0,1.0,,,,,,,,,,,
Concacaf_Concacaf_Champions_Cup,2020,Atlanta United FC,6k9hinfk6da6yopmrm7jk7b9x,A. Jahn,Forward,14,95.0,27.0,7.0,10.0,,,18.0,5.0,12.0,,27.0,1.0,2.0,14.0,,12.0,5.0,,10.0,1.0,1.0,5.0,3.0,40.0,3.0,,4.0,8.0,48.0,6.0,1.0,4.0,8.0,,3.0,2.0,7.0,15.0,15.0,4.0,2.0,,,1.0,1.0,1.0,5.0,,1.0,,,2.0,1.0,,,1.0,,,1.0,,1.0,3.0,,,1.0,,2.0,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,
