liga,temporada,equipo,id,nombre,posicion,dorsal,Games Played,Tackles Won,Unsuccessful Launches,Successful Long Passes,Recoveries,Aerial Duels lost,Successful Open Play Passes,Successful Passes Own Half,Total Passes,Total Clearances,Total Losses Of Possession,Unsuccessful Passes Own Half,Backward Passes,Duels lost,Goals Conceded Inside Box,Aerial Duels won,Duels won,Key Passes (Attempt Assists),Throw Ins to Own Player,Successful Launches,Touches,Total Unsuccessful Passes ( Excl Crosses & Corners ),Duels,Goals Conceded,Substitute Off,Successful Passes Opposition Half,Throw Ins to Opposition Player,Unsuccessful Short Passes,Goals Conceded Outside Box,Forward Passes,Unsuccessful Crosses open play,Leftside Passes,Foul Attempted Tackle,Index,Starts,Total Fouls Conceded,Ground Duels won,Unsuccessful Passes Opposition Half,Aerial Duels,Appearances,Unsuccessful Long Passes,Open Play Passes,Interceptions,Unsuccessful Crosses & Corners,Total Successful Passes ( Excl Crosses & Corners ) ,Ground Duels lost,Successful Short Passes,Rightside Passes,Time Played,Tackles Lost,Total Tackles,Ground Duels,Winning Goal,Times Tackled,Blocks,Substitute On,Unsuccessful lay-offs,Shots Off Target (inc woodwork),Clean Sheets,PutThrough/Blocked Distribution,Blocked Shots,Overruns,Successful Dribbles,Through balls,Total Touches In Opposition Box,Penalty Goals Conceded,PutThrough/Blocked Distribution Won,Handballs conceded,Unsuccessful Dribbles,Corners Taken (incl short corners),Successful Crosses & Corners,Yellow Cards,Total Shots,Corners Won,Total Fouls Won,Successful Lay-offs,Shots On Target ( inc goals ),Successful Crosses open play,Offsides,Unsuccessful Corners into Box,Penalties Conceded,Goals,Goals from Outside Box,Left Foot Goals,Home Goals,Away Goals,Penalties Taken,Goals from Inside Box,Headed Goals,Attempts from Set Pieces,Straight Red Cards,Total Red Cards,Assists (Intentional),Goal Assists,Right Foot Goals,Successful Corners into Box,Set Pieces Goals,Second Goal Assists,Hit Woodwork,Penalty Goals,Clearances Off the Line,Red Cards - 2nd Yellow,Foul Won Penalty,Saves from Penalty,GK Unsuccessful Distribution,Punches,Saves Made from Inside Box,Penalties Saved,Saves Made from Outside Box,Penalties Faced,Saves made - parried,Own Goal Scored,Goal Kicks,Saves Made,Saves made - caught,GK Successful Distribution,Last Player Tackle,Goalkeeper Smother,Catches,Penalties Off Target,Crosses not Claimed,Drops,Other Goals
Mexico_Liga_MX,2019-2020,Club Universidad Nacional,49vdeorw4hc51ikn28s77pn85,J. Angulo,Defender,23,14.0,12.0,13.0,24.0,56.0,14.0,349.0,199.0,460.0,10.0,159.0,35.0,62.0,46.0,12.0,8.0,33.0,13.0,89.0,5.0,698.0,101.0,79.0,13.0,5.0,167.0,27.0,70.0,1.0,187.0,13.0,15.0,6.0,10.0,13.0,25.0,25.0,79.0,22.0,14.0,31.0,450.0,14.0,13.0,359.0,32.0,335.0,196.0,1051.0,1.0,13.0,57.0,0.0,5.0,3.0,1.0,,2.0,4.0,20.0,1.0,1.0,7.0,,13.0,1.0,7.0,3.0,2.0,,7.0,2.0,3.0,2.0,6.0,,1.0,7.0,3.0,,1.0,1.0,,1.0,1.0,0.0,,1.0,,,,1.0,1.0,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,
Mexico_Liga_MX,2019-2020,Club Universidad Nacional,rzuit988ertpy1ah8wwlma96,J. Barragán,Defender,188,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mexico_Liga_MX,2019-2020,Club Universidad Nacional,21f7hh7sala9wz8kqyc29vw0l,M. Barragán,Forward,21,4.0,1.0,,2.0,4.0,6.0,36.0,21.0,50.0,,23.0,,17.0,16.0,1.0,9.0,17.0,4.0,,,82.0,12.0,33.0,3.0,2.0,17.0,,9.0,2.0,9.0,,5.0,3.0,10.0,2.0,4.0,8.0,12.0,15.0,4.0,3.0,48.0,,,38.0,10.0,36.0,19.0,192.0,,1.0,18.0,0.0,6.0,,2.0,,5.0,,2.0,1.0,,3.0,,11.0,,1.0,,,,,1.0,6.0,2.0,4.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,
Mexico_Liga_MX,2019-2020,Club Universidad Nacional,78pcv2eroi0wl22dv207ufidx,P. Barrera,Forward,8,14.0,7.0,3.0,6.0,38.0,8.0,145.0,44.0,195.0,4.0,137.0,11.0,52.0,58.0,5.0,6.0,43.0,14.0,1.0,1.0,386.0,46.0,101.0,7.0,7.0,117.0,,42.0,2.0,48.0,12.0,69.0,3.0,10.0,8.0,5.0,37.0,57.0,14.0,14.0,4.0,191.0,1.0,22.0,149.0,50.0,143.0,26.0,722.0,,7.0,87.0,0.0,41.0,,6.0,,7.0,,17.0,6.0,6.0,21.0,1.0,40.0,,13.0,2.0,19.0,13.0,12.0,1.0,14.0,6.0,9.0,3.0,7.0,7.0,2.0,7.0,,1.0,,,1.0,0.0,1.0,1.0,,4.0,,,2.0,2.0,1.0,3.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,
Mexico_Liga_MX,2019-2020,Club Universidad Nacional,2qzyh6zhljv61v1mlfnlc80k5,D. Cabrera,Midfielder,7,11.0,6.0,1.0,42.0,32.0,9.0,317.0,152.0,377.0,5.0,70.0,12.0,42.0,39.0,6.0,8.0,22.0,5.0,1.0,1.0,448.0,48.0,61.0,7.0,6.0,178.0,,33.0,1.0,113.0,2.0,107.0,11.0,10.0,9.0,14.0,14.0,44.0,17.0,11.0,15.0,363.0,5.0,8.0,329.0,30.0,287.0,115.0,620.0,4.0,10.0,44.0,0.0,8.0,,2.0,,6.0,1.0,8.0,,,1.0,2.0,9.0,,3.0,,1.0,5.0,1.0,1.0,13.0,4.0,3.0,5.0,7.0,,,4.0,,1.0,,1.0,1.0,0.0,1.0,1.0,,3.0,,,,,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,
Mexico_Liga_MX,2019-2020,Club Universidad Nacional,1kggpaz4j0ttrjavw0z6tzjhm,I. Domínguez,Defender,20,1.0,2.0,,2.0,4.0,,17.0,9.0,24.0,1.0,8.0,,5.0,5.0,1.0,3.0,11.0,3.0,11.0,,52.0,6.0,16.0,1.0,1.0,9.0,1.0,5.0,,10.0,,8.0,,10.0,1.0,1.0,8.0,6.0,3.0,1.0,1.0,23.0,1.0,,18.0,5.0,16.0,1.0,89.0,3.0,5.0,13.0,0.0,1.0,,,,,,2.0,,,,,,,1.0,,1.0,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mexico_Liga_MX,2019-2020,Club Universidad Nacional,c7t3jjwtrw1qrpr6a4nvdxat,K. Escamilla,Midfielder,6,11.0,6.0,2.0,17.0,29.0,6.0,235.0,119.0,270.0,2.0,51.0,4.0,53.0,28.0,6.0,10.0,26.0,9.0,1.0,,352.0,29.0,54.0,8.0,,126.0,,23.0,2.0,73.0,4.0,82.0,4.0,10.0,5.0,8.0,16.0,37.0,16.0,11.0,6.0,264.0,10.0,12.0,241.0,22.0,224.0,62.0,511.0,1.0,7.0,38.0,0.0,6.0,,6.0,,5.0,,6.0,3.0,,5.0,,3.0,,5.0,,1.0,14.0,4.0,,9.0,2.0,4.0,1.0,4.0,1.0,,8.0,,,,,,,,,,4.0,,,,,,3.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,
Mexico_Liga_MX,2019-2020,Club Universidad Nacional,5kx8qa1fd1ff6sexs3hhe742y,B. Figueroa,Midfielder,15,7.0,4.0,2.0,9.0,18.0,1.0,67.0,26.0,84.0,,40.0,4.0,22.0,6.0,3.0,2.0,15.0,7.0,1.0,,143.0,15.0,21.0,4.0,4.0,48.0,,10.0,1.0,22.0,9.0,26.0,,10.0,4.0,1.0,13.0,22.0,3.0,7.0,5.0,82.0,2.0,11.0,69.0,5.0,60.0,14.0,340.0,4.0,8.0,18.0,0.0,3.0,,3.0,,3.0,,1.0,,1.0,3.0,1.0,2.0,1.0,1.0,,2.0,4.0,5.0,,4.0,1.0,2.0,2.0,1.0,3.0,,1.0,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mexico_Liga_MX,2019-2020,Club Universidad Nacional,9a1doja0m3boh2ulxbkr8euad,M. Fraga,Goalkeeper,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mexico_Liga_MX,2019-2020,Club Universidad Nacional,3ndpqn2snwrmb51rbadhrroph,N. Freire,Defender,23,15.0,8.0,20.0,60.0,60.0,42.0,486.0,351.0,617.0,37.0,127.0,34.0,22.0,66.0,14.0,31.0,50.0,2.0,1.0,11.0,760.0,120.0,116.0,16.0,1.0,146.0,,56.0,2.0,276.0,,115.0,8.0,10.0,15.0,21.0,19.0,86.0,73.0,15.0,64.0,603.0,31.0,,497.0,24.0,437.0,204.0,1289.0,6.0,14.0,43.0,0.0,,12.0,,,6.0,3.0,14.0,,,3.0,,21.0,,9.0,,,,,5.0,9.0,1.0,3.0,,3.0,,,,,1.0,,1.0,1.0,0.0,,1.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,
Mexico_Liga_MX,2019-2020,Club Universidad Nacional,5yc9y7f8aoxptz1o4ieu22ezu,A. García,Midfielder,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mexico_Liga_MX,2019-2020,Club Universidad Nacional,8ti2mugerx496c81p6p5okez9,C. González,Forward,32,18.0,6.0,1.0,5.0,28.0,90.0,135.0,44.0,271.0,11.0,194.0,12.0,69.0,154.0,15.0,110.0,173.0,12.0,2.0,,525.0,115.0,327.0,17.0,3.0,112.0,,110.0,2.0,62.0,4.0,70.0,16.0,10.0,17.0,29.0,63.0,107.0,200.0,18.0,5.0,250.0,3.0,4.0,156.0,64.0,151.0,70.0,1497.0,7.0,13.0,127.0,2.0,32.0,,1.0,7.0,14.0,3.0,26.0,13.0,1.0,14.0,,103.0,1.0,17.0,1.0,13.0,,,5.0,33.0,16.0,39.0,14.0,19.0,,7.0,,,7.0,,1.0,5.0,2.0,,7.0,1.0,1.0,,,1.0,1.0,5.0,,,,2.0,,,,2.0,,,,,,,,,,,,,,,,,,,,
Mexico_Liga_MX,2019-2020,Club Universidad Nacional,azjh11myjkof3eve62463bd62,C. Gutiérrez,Midfielder,11,3.0,,2.0,,8.0,5.0,51.0,20.0,66.0,1.0,34.0,5.0,19.0,17.0,6.0,4.0,10.0,1.0,,,115.0,15.0,27.0,6.0,2.0,35.0,,11.0,,13.0,8.0,16.0,3.0,10.0,3.0,5.0,6.0,18.0,9.0,3.0,4.0,66.0,1.0,8.0,51.0,12.0,51.0,18.0,230.0,1.0,1.0,18.0,0.0,6.0,1.0,,,3.0,,6.0,1.0,3.0,4.0,,2.0,,2.0,,2.0,,4.0,,3.0,,1.0,,,4.0,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mexico_Liga_MX,2019-2020,Club Universidad Nacional,c37s3tox0mpaz9fvzxum774dl,A. Iniestra,Midfielder,8,18.0,30.0,12.0,47.0,98.0,39.0,545.0,317.0,672.0,16.0,128.0,28.0,54.0,99.0,17.0,25.0,91.0,9.0,,2.0,862.0,98.0,190.0,20.0,,257.0,,75.0,3.0,202.0,3.0,214.0,12.0,10.0,18.0,22.0,66.0,73.0,64.0,18.0,23.0,641.0,13.0,3.0,574.0,60.0,527.0,202.0,1620.0,12.0,42.0,126.0,0.0,15.0,10.0,,,5.0,4.0,23.0,6.0,1.0,3.0,1.0,6.0,1.0,9.0,1.0,1.0,,,1.0,6.0,5.0,21.0,2.0,1.0,,,,,1.0,,,1.0,0.0,,1.0,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mexico_Liga_MX,2019-2020,Club Universidad Nacional,7vpgk94har32qgs7uswfhanyt,J. Iturbe,Forward,11,18.0,7.0,1.0,12.0,36.0,13.0,173.0,28.0,248.0,,140.0,4.0,27.0,58.0,12.0,4.0,94.0,18.0,3.0,,483.0,67.0,152.0,14.0,3.0,161.0,,54.0,2.0,98.0,5.0,53.0,2.0,10.0,6.0,7.0,90.0,76.0,17.0,18.0,13.0,239.0,2.0,13.0,181.0,45.0,169.0,70.0,774.0,7.0,14.0,135.0,0.0,34.0,,12.0,,22.0,,9.0,11.0,2.0,39.0,2.0,18.0,1.0,3.0,1.0,9.0,10.0,8.0,2.0,33.0,12.0,37.0,2.0,11.0,3.0,1.0,6.0,,2.0,2.0,2.0,1.0,1.0,,,,4.0,,,1.0,1.0,,4.0,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,
Mexico_Liga_MX,2019-2020,Club Universidad Nacional,264dbgpbtl3c5lpg6x13fed3p,P. Jáquez,Defender,3,9.0,10.0,10.0,26.0,31.0,14.0,284.0,236.0,346.0,11.0,56.0,20.0,24.0,28.0,7.0,17.0,35.0,,1.0,6.0,408.0,52.0,63.0,10.0,1.0,58.0,,29.0,3.0,126.0,,135.0,6.0,10.0,7.0,13.0,18.0,32.0,31.0,9.0,23.0,335.0,8.0,,294.0,14.0,268.0,61.0,658.0,2.0,12.0,32.0,0.0,,3.0,2.0,,2.0,1.0,8.0,,,,,2.0,1.0,7.0,,,,,2.0,2.0,1.0,6.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mexico_Liga_MX,2019-2020,Club Universidad Nacional,cm8hnzmhduddkydba7yp3tnth,L. López,Midfielder,17,6.0,3.0,,,4.0,2.0,53.0,23.0,68.0,,23.0,1.0,10.0,13.0,2.0,1.0,7.0,1.0,,,90.0,14.0,20.0,2.0,3.0,31.0,,13.0,,19.0,,21.0,4.0,10.0,3.0,6.0,6.0,13.0,3.0,6.0,1.0,67.0,,,54.0,11.0,54.0,18.0,232.0,2.0,5.0,17.0,0.0,2.0,,3.0,,1.0,,4.0,1.0,,1.0,,3.0,,3.0,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
