liga,temporada,equipo,id,nombre,posicion,dorsal,Appearances,Games Played,Index,Substitute On,Time Played,Winning Goal,Aerial Duels,Aerial Duels lost,Aerial Duels won,Assists (Intentional),Backward Passes,Blocks,Carries,Corners Taken (incl short corners),Corners Won,Duels,Duels lost,Duels won,Final Third Touches,Forward Passes,Foul Attempted Tackle,Goal Assists,Goals Conceded,Goals Conceded Inside Box,Goals Conceded Outside Box,Ground Duels,Ground Duels lost,Ground Duels won,Interceptions,Key Passes (Attempt Assists),Leftside Passes,Open Play Passes,Penalty Goals Conceded,Progressive Carries,PutThrough/Blocked Distribution,PutThrough/Blocked Distribution Won,Recoveries,Rightside Passes,Shots Off Target (inc woodwork),Starts,Substitute Off,Successful Corners into Box,Successful Crosses & Corners,Successful Crosses open play,Successful Dribbles,Successful Long Passes,Successful Open Play Passes,Successful Passes Opposition Half,Successful Passes Own Half,Successful Short Passes,Tackles Lost,Tackles Won,Throw Ins to Opposition Player,Throw Ins to Own Player,Times Tackled,Total Big Chances Created,Total Big Chances Missed,Total Clearances,Total Fouls Conceded,Total Fouls Won,Total Losses Of Possession,Total Passes,Total Shots,Total Successful Passes ( Excl Crosses & Corners ) ,Total Tackles,Total Touches In Opposition Box,Total Unsuccessful Passes ( Excl Crosses & Corners ),Touches,Unsuccessful Corners into Box,Unsuccessful Crosses & Corners,Unsuccessful Crosses open play,Unsuccessful Dribbles,Unsuccessful Launches,Unsuccessful Long Passes,Unsuccessful Passes Opposition Half,Unsuccessful Passes Own Half,Unsuccessful Short Passes,Yellow Cards,Clean Sheets,Goals,Goals Openplay,Goals from Inside Box,Headed Goals,Overruns,Shots On Target ( inc goals ),Successful Launches,Through balls,Total Big Chances Scored,Home Goals,Away Goals,Blocked Shots,Goals from Outside Box,Handballs conceded,Hit Woodwork,Left Foot Goals,Offsides,Penalties Taken,Penalty Goals,Right Foot Goals,Successful Lay-offs,Unsuccessful lay-offs,Catches,Drops,GK Successful Distribution,GK Unsuccessful Distribution,Goal Kicks,Goalkeeper Smother,Last Player Tackle,Penalties Faced,Punches,Saves Made,Saves Made from Inside Box,Saves Made from Outside Box,Saves made - caught,Saves made - parried,Second Goal Assists,Attempts from Set Pieces,Set Pieces Goals,Penalties Conceded,Clearances Off the Line,Straight Red Cards,Total Big Chances Saved,Total Red Cards,Other Goals,Red Cards - 2nd Yellow,Foul Won Penalty,Crosses not Claimed,Direct Setpiece Goals,Penalties Off Target,Own Goal Scored,Penalties Saved,Saves from Penalty
USA_USL_Championship,2025,Sacramento Republic FC,1ntf3x9ay255qut54al2mt0q,T. Amann,Forward,7,20.0,20.0,10.0,17.0,383.0,0.0,42.0,25.0,17.0,,19.0,,17.0,,7.0,77.0,44.0,33.0,31.0,17.0,2.0,,6.0,4.0,2.0,35.0,19.0,16.0,3.0,2.0,12.0,63.0,,12.0,7.0,3.0,10.0,16.0,7.0,3.0,2.0,,,,3.0,,26.0,19.0,8.0,27.0,1.0,1.0,,,9.0,1.0,2.0,5.0,11.0,11.0,57.0,64.0,11.0,27.0,2.0,29.0,37.0,137.0,,,,6.0,2.0,2.0,32.0,5.0,35.0,3.0,,2.0,1.0,2.0,1.0,,4.0,,1.0,2.0,2.0,0.0,5.0,,1.0,1.0,,4.0,1.0,1.0,1.0,5.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_USL_Championship,2025,Sacramento Republic FC,7mnh4dln104xhunf6u9f2546i,C. Baker,Defender,15,7.0,7.0,10.0,5.0,314.0,0.0,9.0,3.0,6.0,,17.0,1.0,35.0,,1.0,19.0,8.0,11.0,37.0,64.0,3.0,,4.0,4.0,,10.0,5.0,5.0,3.0,1.0,59.0,156.0,2.0,15.0,4.0,3.0,7.0,21.0,,2.0,1.0,,,,,5.0,139.0,76.0,68.0,139.0,1.0,2.0,,3.0,1.0,,,14.0,3.0,3.0,19.0,161.0,,144.0,3.0,2.0,17.0,199.0,,,,,3.0,6.0,12.0,5.0,11.0,1.0,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_USL_Championship,2025,Sacramento Republic FC,ak8qtklu33xyv7o3ze3b8usq1,K. Bennett,Forward,90,14.0,14.0,10.0,8.0,671.0,4.0,52.0,34.0,18.0,,39.0,,42.0,,3.0,106.0,63.0,43.0,61.0,21.0,9.0,,6.0,6.0,,54.0,29.0,25.0,1.0,1.0,20.0,101.0,1.0,20.0,8.0,5.0,20.0,22.0,7.0,6.0,3.0,,,,5.0,,65.0,40.0,26.0,66.0,1.0,3.0,,,9.0,,1.0,7.0,22.0,18.0,59.0,102.0,16.0,66.0,4.0,29.0,36.0,200.0,,,,4.0,1.0,1.0,28.0,8.0,35.0,3.0,2.0,5.0,4.0,4.0,,1.0,9.0,,,4.0,2.0,3.0,5.0,1.0,1.0,,1.0,9.0,,,3.0,9.0,3.0,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,,,,,,,
USA_USL_Championship,2025,Sacramento Republic FC,7y9k549gjh2183ylplvwg2q5l,M. Benítez,Defender,22,31.0,31.0,10.0,4.0,2475.0,0.0,75.0,32.0,43.0,3.0,204.0,5.0,262.0,36.0,14.0,248.0,115.0,133.0,145.0,416.0,26.0,3.0,23.0,23.0,,173.0,83.0,90.0,27.0,15.0,93.0,981.0,2.0,127.0,40.0,12.0,85.0,306.0,6.0,27.0,7.0,9.0,21.0,10.0,11.0,40.0,788.0,508.0,335.0,782.0,11.0,35.0,22.0,121.0,19.0,5.0,2.0,88.0,47.0,35.0,357.0,1019.0,12.0,822.0,46.0,38.0,197.0,1613.0,20.0,75.0,49.0,10.0,41.0,67.0,211.0,61.0,130.0,9.0,9.0,1.0,1.0,1.0,,,6.0,11.0,,,1.0,0.0,7.0,,3.0,,,4.0,,,1.0,4.0,1.0,,,,,,,1.0,,,,,,,,,1.0,,1.0,,,,,,,,,,,,,
USA_USL_Championship,2025,Sacramento Republic FC,9lqozbr0ghw2fhep938p8snah,R. Cicerone,Forward,11,24.0,24.0,10.0,3.0,1849.0,1.0,60.0,40.0,20.0,3.0,140.0,1.0,252.0,,13.0,202.0,119.0,83.0,79.0,146.0,4.0,4.0,16.0,16.0,,142.0,79.0,63.0,2.0,33.0,50.0,512.0,3.0,124.0,44.0,24.0,92.0,180.0,11.0,21.0,10.0,,2.0,2.0,27.0,29.0,386.0,268.0,124.0,361.0,6.0,9.0,,9.0,50.0,9.0,7.0,9.0,21.0,21.0,241.0,516.0,28.0,390.0,15.0,99.0,126.0,819.0,,13.0,13.0,27.0,7.0,11.0,112.0,27.0,115.0,2.0,5.0,8.0,6.0,7.0,,4.0,17.0,2.0,8.0,6.0,4.0,4.0,13.0,1.0,1.0,2.0,,8.0,2.0,2.0,8.0,22.0,3.0,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,
USA_USL_Championship,2025,Sacramento Republic FC,dv0qqd4mx117y4al165nsdic4,T. Clegg,Defender,39,12.0,12.0,10.0,4.0,714.0,0.0,53.0,24.0,29.0,,20.0,7.0,118.0,,3.0,89.0,42.0,47.0,29.0,184.0,4.0,,19.0,16.0,3.0,36.0,18.0,18.0,4.0,4.0,131.0,388.0,2.0,90.0,5.0,1.0,28.0,67.0,4.0,8.0,1.0,,,,2.0,49.0,304.0,134.0,182.0,267.0,6.0,6.0,,,6.0,2.0,,40.0,11.0,4.0,103.0,402.0,7.0,316.0,12.0,7.0,86.0,517.0,,2.0,2.0,3.0,14.0,38.0,65.0,23.0,48.0,2.0,1.0,1.0,1.0,,,1.0,3.0,1.0,1.0,,1.0,0.0,2.0,1.0,1.0,1.0,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,
USA_USL_Championship,2025,Sacramento Republic FC,bgxiot2ugkc6t5jchxewen4k5,L. Desmond,Defender,4,25.0,25.0,10.0,1.0,2226.0,0.0,100.0,31.0,69.0,1.0,66.0,18.0,310.0,,5.0,184.0,65.0,119.0,32.0,474.0,14.0,1.0,18.0,18.0,,84.0,34.0,50.0,31.0,6.0,187.0,1106.0,2.0,178.0,18.0,12.0,97.0,421.0,8.0,24.0,2.0,,1.0,1.0,10.0,74.0,934.0,391.0,583.0,899.0,12.0,17.0,13.0,47.0,6.0,2.0,1.0,115.0,23.0,12.0,216.0,1148.0,10.0,973.0,29.0,31.0,175.0,1512.0,,1.0,1.0,3.0,39.0,87.0,137.0,39.0,88.0,4.0,13.0,1.0,,1.0,1.0,,2.0,11.0,,,0.0,1.0,5.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,1.0,,,,,,,1.0,,,,,,
USA_USL_Championship,2025,Sacramento Republic FC,c7xfrcywzfkh6ysuhv3bk8fvu,R. Djédjé,Midfielder,21,8.0,8.0,10.0,3.0,426.0,0.0,14.0,9.0,5.0,,26.0,3.0,47.0,,,41.0,20.0,21.0,12.0,59.0,4.0,,2.0,2.0,,27.0,11.0,16.0,5.0,1.0,70.0,171.0,,30.0,9.0,5.0,9.0,18.0,1.0,5.0,4.0,,,,1.0,12.0,154.0,61.0,95.0,144.0,4.0,6.0,,,2.0,,,24.0,9.0,5.0,29.0,173.0,1.0,156.0,10.0,4.0,17.0,251.0,,2.0,2.0,1.0,5.0,7.0,12.0,7.0,10.0,2.0,2.0,,,,,,,2.0,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_USL_Championship,2025,Sacramento Republic FC,dwyatw1wz3nrh1fcwu27ie8ve,A. Edwards,Defender,23,17.0,17.0,10.0,13.0,443.0,1.0,21.0,9.0,12.0,,55.0,1.0,55.0,1.0,2.0,75.0,37.0,38.0,59.0,48.0,7.0,,7.0,7.0,,54.0,28.0,26.0,3.0,3.0,56.0,167.0,1.0,27.0,10.0,7.0,16.0,11.0,1.0,4.0,4.0,,3.0,3.0,3.0,4.0,132.0,95.0,43.0,131.0,2.0,6.0,20.0,19.0,12.0,,,12.0,13.0,16.0,90.0,170.0,2.0,135.0,8.0,9.0,35.0,323.0,1.0,13.0,11.0,6.0,4.0,8.0,37.0,11.0,27.0,3.0,,1.0,1.0,1.0,,2.0,1.0,1.0,,,0.0,1.0,1.0,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,1.0,,,,,,1.0,,1.0,,,,,,,
USA_USL_Championship,2025,Sacramento Republic FC,ea8jgqvyafx5wvgd5d70mgx9m,J. Gurr,Defender,2,30.0,30.0,10.0,4.0,2332.0,0.0,61.0,33.0,28.0,5.0,219.0,4.0,287.0,17.0,31.0,227.0,110.0,117.0,216.0,285.0,15.0,5.0,20.0,20.0,,166.0,77.0,89.0,13.0,38.0,261.0,773.0,3.0,171.0,55.0,17.0,56.0,20.0,16.0,26.0,5.0,8.0,47.0,33.0,5.0,57.0,567.0,426.0,196.0,518.0,8.0,32.0,45.0,149.0,21.0,7.0,2.0,77.0,36.0,45.0,454.0,785.0,26.0,575.0,40.0,61.0,210.0,1494.0,8.0,137.0,116.0,12.0,68.0,112.0,308.0,39.0,98.0,6.0,10.0,3.0,3.0,3.0,1.0,2.0,10.0,9.0,4.0,2.0,2.0,1.0,3.0,,2.0,1.0,1.0,8.0,,,1.0,1.0,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,1.0,,,,,,
