liga,temporada,equipo,id,nombre,posicion,dorsal,Aerial Duels,Aerial Duels lost,Aerial Duels won,Appearances,Backward Passes,Carries,Duels,Duels lost,Duels won,Forward Passes,Foul Attempted Tackle,Games Played,Goals,Goals Conceded,Goals Conceded Inside Box,Goals from Inside Box,Ground Duels,Ground Duels lost,Ground Duels won,Index,Leftside Passes,Offsides,Open Play Passes,Overruns,Penalties Taken,Penalty Goals,Progressive Carries,PutThrough/Blocked Distribution,PutThrough/Blocked Distribution Won,Recoveries,Right Foot Goals,Rightside Passes,Shots On Target ( inc goals ),Substitute On,Successful Dribbles,Successful Lay-offs,Successful Long Passes,Successful Open Play Passes,Successful Passes Opposition Half,Successful Passes Own Half,Successful Short Passes,Tackles Won,Throw Ins to Opposition Player,Time Played,Times Tackled,Total Big Chances Scored,Total Clearances,Total Fouls Conceded,Total Losses Of Possession,Total Passes,Total Shots,Total Successful Passes ( Excl Crosses & Corners ) ,Total Tackles,Total Touches In Opposition Box,Total Unsuccessful Passes ( Excl Crosses & Corners ),Touches,Unsuccessful Dribbles,Unsuccessful Long Passes,Unsuccessful Passes Opposition Half,Unsuccessful Short Passes,Yellow Cards,Home Goals,Away Goals,Winning Goal,Blocked Shots,Blocks,Corners Won,Final Third Touches,Goals Conceded Outside Box,Goals Openplay,Handballs conceded,Hit Woodwork,Key Passes (Attempt Assists),Penalty Goals Conceded,Shots Off Target (inc woodwork),Starts,Straight Red Cards,Substitute Off,Throw Ins to Own Player,Total Big Chances Missed,Total Fouls Won,Total Red Cards,Unsuccessful Crosses & Corners,Unsuccessful Crosses open play,Unsuccessful Launches,Unsuccessful Passes Own Half,Clean Sheets,Clearances Off the Line,Interceptions,Successful Launches,Tackles Lost,Unsuccessful lay-offs,Assists (Intentional),Corners Taken (incl short corners),Foul Won Penalty,Goal Assists,Second Goal Assists,Successful Crosses & Corners,Successful Crosses open play,Total Big Chances Created,Unsuccessful Corners into Box,Attempts from Set Pieces,Direct Setpiece Goals,Goals from Outside Box,Set Pieces Goals,Successful Corners into Box,Through balls,GK Successful Distribution,Goal Kicks,Left Foot Goals,Headed Goals,Penalties Conceded,Total Big Chances Saved,Catches,Drops,GK Unsuccessful Distribution,Goalkeeper Smother,Penalties Faced,Penalties Saved,Punches,Saves Made,Saves Made from Inside Box,Saves Made from Outside Box,Saves from Penalty,Saves made - caught,Saves made - parried,Own Goal Scored,Last Player Tackle,Red Cards - 2nd Yellow,Crosses not Claimed,Penalties Off Target,Direct Corner Goals
USA_USL_League_One,2025,Westchester SC,cnyz9by7c5ws261h9i0t03xl,T. Adewole,Defender,2,47.0,15.0,32.0,9.0,25.0,104.0,89.0,35.0,54.0,171.0,4.0,9.0,1.0,18.0,18.0,1.0,42.0,20.0,22.0,10.0,125.0,,383.0,,,,51.0,10.0,7.0,22.0,,80.0,2.0,,,,33.0,308.0,85.0,241.0,293.0,9.0,,809.0,2.0,1.0,53.0,16.0,84.0,401.0,3.0,326.0,10.0,11.0,75.0,529.0,1.0,49.0,55.0,26.0,2.0,0.0,1.0,1.0,2.0,7.0,3.0,15.0,,,1.0,,,2.0,1.0,9.0,,1.0,2.0,2.0,14.0,,1.0,1.0,28.0,21.0,,,13.0,5.0,1.0,,,,,,,,,,,,,,,,1.0,4.0,4.0,,1.0,,,,,,,,,,,,,,,,,,,,,
USA_USL_League_One,2025,Westchester SC,5fyymdqeoazew7owy3734tpg4,B. Backus,Defender,64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_USL_League_One,2025,Westchester SC,b7pzjfl5fuvivmc2x9defzfmx,D. Beckford,Midfielder,31,6.0,6.0,,10.0,31.0,109.0,74.0,46.0,28.0,25.0,3.0,10.0,,13.0,13.0,,68.0,40.0,28.0,10.0,15.0,1.0,128.0,4.0,,,74.0,24.0,13.0,18.0,,60.0,7.0,2.0,14.0,4.0,4.0,103.0,93.0,21.0,102.0,5.0,,743.0,27.0,,2.0,9.0,112.0,131.0,15.0,106.0,6.0,49.0,25.0,311.0,15.0,3.0,46.0,22.0,,,,0.0,7.0,1.0,12.0,153.0,,,2.0,,10.0,1.0,8.0,8.0,,6.0,1.0,2.0,8.0,,25.0,15.0,2.0,4.0,,,4.0,,1.0,,2.0,17.0,,2.0,,8.0,2.0,1.0,9.0,,,,,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_USL_League_One,2025,Westchester SC,blu3rrhzier5ivp5p9u78448a,K. Blommestijn,Forward,9,11.0,8.0,3.0,5.0,3.0,6.0,21.0,13.0,8.0,6.0,1.0,5.0,,3.0,3.0,,10.0,5.0,5.0,10.0,4.0,,18.0,1.0,,,1.0,3.0,1.0,2.0,,5.0,,4.0,,2.0,,11.0,10.0,1.0,11.0,1.0,,154.0,1.0,,,4.0,13.0,18.0,1.0,11.0,1.0,3.0,7.0,37.0,,1.0,7.0,6.0,2.0,,,0.0,3.0,,,,,,,,2.0,,1.0,1.0,,1.0,,,4.0,,,,,,,,1.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_USL_League_One,2025,Westchester SC,dz7v9xfcwdvjioeyv4z54neqy,J. Bolanos,Forward,17,38.0,26.0,12.0,27.0,167.0,254.0,205.0,116.0,89.0,110.0,10.0,27.0,2.0,37.0,35.0,1.0,167.0,90.0,77.0,10.0,78.0,4.0,502.0,6.0,,,141.0,35.0,25.0,69.0,2.0,155.0,5.0,7.0,20.0,6.0,18.0,422.0,279.0,158.0,412.0,26.0,2.0,1747.0,42.0,1.0,10.0,24.0,202.0,510.0,9.0,430.0,37.0,64.0,80.0,851.0,25.0,10.0,88.0,70.0,7.0,1.0,1.0,0.0,6.0,4.0,12.0,93.0,2.0,2.0,3.0,,34.0,6.0,4.0,20.0,,11.0,23.0,2.0,20.0,,28.0,24.0,5.0,20.0,,,13.0,1.0,11.0,,1.0,6.0,1.0,1.0,,7.0,7.0,3.0,4.0,,,1.0,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,
USA_USL_League_One,2025,Westchester SC,8vbez3b8xisdipzffl9gqcv3e,D. Bouman,Midfielder,8,61.0,37.0,24.0,28.0,97.0,113.0,145.0,81.0,64.0,132.0,17.0,28.0,1.0,33.0,30.0,1.0,84.0,44.0,40.0,10.0,85.0,2.0,426.0,2.0,,,43.0,27.0,17.0,48.0,1.0,119.0,1.0,14.0,5.0,13.0,16.0,352.0,191.0,169.0,343.0,9.0,,1304.0,12.0,1.0,19.0,25.0,129.0,433.0,4.0,359.0,17.0,19.0,74.0,623.0,4.0,20.0,64.0,54.0,7.0,0.0,1.0,0.0,8.0,1.0,6.0,14.0,3.0,1.0,,,9.0,6.0,3.0,14.0,,11.0,2.0,1.0,18.0,,11.0,11.0,15.0,21.0,,,14.0,3.0,8.0,2.0,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_USL_League_One,2025,Westchester SC,eur2vbdzfmcxyfathakjghyqc,J. Drack,Defender,19,70.0,26.0,44.0,21.0,234.0,234.0,237.0,102.0,135.0,321.0,15.0,21.0,,41.0,37.0,,167.0,76.0,91.0,10.0,67.0,2.0,823.0,4.0,,,121.0,44.0,16.0,87.0,,220.0,5.0,,16.0,5.0,25.0,645.0,378.0,299.0,638.0,22.0,17.0,1826.0,35.0,,85.0,30.0,313.0,842.0,12.0,663.0,42.0,30.0,179.0,1412.0,21.0,78.0,173.0,101.0,3.0,,,0.0,3.0,5.0,10.0,110.0,4.0,,2.0,1.0,16.0,8.0,7.0,21.0,,3.0,143.0,1.0,34.0,1.0,50.0,40.0,52.0,56.0,1.0,1.0,21.0,10.0,20.0,1.0,1.0,13.0,,1.0,,14.0,8.0,2.0,8.0,1.0,,,,4.0,,,,,,1.0,,,,,,,,,,,,,,,,1.0,1.0,,,
USA_USL_League_One,2025,Westchester SC,7y2vaajpdqnipasa49v13tap6,E. Facussé,Goalkeeper,24,4.0,1.0,3.0,9.0,,20.0,16.0,4.0,12.0,186.0,,9.0,,15.0,15.0,,12.0,3.0,9.0,10.0,42.0,,148.0,,,,7.0,1.0,,87.0,,38.0,,,,,46.0,79.0,29.0,107.0,90.0,,,810.0,,,6.0,,133.0,266.0,,136.0,,1.0,130.0,363.0,,127.0,117.0,3.0,2.0,,,0.0,,,1.0,1.0,,,,,1.0,,,9.0,,,,,8.0,,,,79.0,13.0,1.0,,,20.0,,,,,,,,,,,,,,,,,,63.0,52.0,,,,3.0,8.0,4.0,24.0,5.0,1.0,,2.0,28.0,18.0,10.0,,2.0,13.0,,,,,,
USA_USL_League_One,2025,Westchester SC,6os4z9hqzn64zyco040vgtafo,S. Greenberg,Midfielder,20,2.0,1.0,1.0,1.0,,,5.0,1.0,4.0,3.0,,1.0,,,,,3.0,,3.0,10.0,1.0,,4.0,,,,,3.0,1.0,,,,,1.0,,,1.0,2.0,1.0,1.0,1.0,2.0,,5.0,,,,,2.0,4.0,,2.0,3.0,,2.0,10.0,,1.0,1.0,1.0,,,,0.0,,,,,,,,,,,,,,,1.0,,,,,,1.0,1.0,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_USL_League_One,2025,Westchester SC,5mqcwgg1cjj38k4adpnbkbvv8,D. Guezen,Midfielder,10,28.0,19.0,9.0,25.0,223.0,264.0,193.0,110.0,83.0,226.0,23.0,25.0,2.0,34.0,31.0,2.0,165.0,91.0,74.0,10.0,213.0,2.0,828.0,,,,102.0,19.0,9.0,91.0,,195.0,10.0,5.0,18.0,26.0,43.0,711.0,498.0,256.0,690.0,15.0,,1715.0,36.0,1.0,17.0,38.0,253.0,857.0,26.0,733.0,27.0,16.0,124.0,1187.0,11.0,33.0,159.0,91.0,6.0,1.0,1.0,0.0,6.0,,12.0,84.0,3.0,2.0,,2.0,32.0,7.0,16.0,20.0,,10.0,5.0,,29.0,,55.0,20.0,9.0,20.0,,,7.0,2.0,12.0,2.0,3.0,35.0,1.0,3.0,,21.0,4.0,6.0,23.0,3.0,,,,10.0,3.0,,,2.0,,,,,,,,,,,,,,,,,,,,,,
USA_USL_League_One,2025,Westchester SC,b6tj447hitrne5sp308do172s,A. Hammersley,Goalkeeper,13,3.0,,3.0,9.0,,30.0,6.0,1.0,5.0,148.0,1.0,9.0,,21.0,19.0,,3.0,1.0,2.0,10.0,53.0,,155.0,,,,16.0,1.0,,79.0,,43.0,,,,,49.0,109.0,27.0,134.0,112.0,,,810.0,,,9.0,1.0,85.0,244.0,,161.0,,,83.0,340.0,,81.0,51.0,2.0,,,,0.0,,,,,2.0,,,,,4.0,,9.0,,,,,4.0,,,,42.0,32.0,,,,15.0,,,,,,,,,,,,,,,,,,78.0,50.0,,,1.0,,3.0,1.0,17.0,1.0,5.0,1.0,5.0,27.0,17.0,10.0,1.0,4.0,7.0,,,,,,
USA_USL_League_One,2025,Westchester SC,3rds32zf2fsx776oekol5wz1m,D. Jacomen,Goalkeeper,1,9.0,,9.0,11.0,,39.0,13.0,3.0,10.0,214.0,,11.0,,23.0,21.0,,4.0,3.0,1.0,10.0,52.0,,184.0,,,,19.0,,,106.0,,64.0,,,,,57.0,133.0,38.0,162.0,143.0,,,990.0,1.0,,20.0,,132.0,330.0,,200.0,,,130.0,458.0,,127.0,99.0,3.0,1.0,,,0.0,,,,,2.0,,,,,5.0,,11.0,,,,,1.0,,,,62.0,31.0,,,,24.0,,,,,,,,,,,,,,,,,,97.0,84.0,,,,,14.0,2.0,39.0,3.0,5.0,,5.0,34.0,23.0,11.0,,1.0,6.0,,,,,,
USA_USL_League_One,2025,Westchester SC,etxxyk4izi97gchj7fo58ogd1,A. Jean-Baptiste,Defender,35,32.0,8.0,24.0,14.0,14.0,57.0,49.0,18.0,31.0,131.0,1.0,14.0,,10.0,9.0,,17.0,10.0,7.0,10.0,57.0,,250.0,,,,27.0,4.0,2.0,18.0,,55.0,,9.0,,,22.0,185.0,60.0,132.0,170.0,2.0,,452.0,1.0,,57.0,6.0,72.0,257.0,1.0,192.0,3.0,4.0,65.0,353.0,,34.0,48.0,31.0,1.0,,,0.0,1.0,8.0,,1.0,1.0,,,,3.0,2.0,1.0,5.0,,4.0,,,4.0,,,,13.0,17.0,,,5.0,4.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,
USA_USL_League_One,2025,Westchester SC,9j7k19w9hlw0cz8egy841huc5,J. Johnson,Midfielder,5,64.0,32.0,32.0,25.0,159.0,224.0,145.0,77.0,68.0,358.0,11.0,25.0,,41.0,38.0,,81.0,45.0,36.0,10.0,282.0,1.0,998.0,,,,95.0,18.0,7.0,89.0,,253.0,1.0,3.0,7.0,17.0,66.0,811.0,410.0,456.0,792.0,12.0,,1784.0,12.0,,27.0,29.0,246.0,1052.0,4.0,858.0,19.0,10.0,194.0,1264.0,6.0,66.0,153.0,128.0,6.0,,,0.0,1.0,8.0,4.0,36.0,3.0,,1.0,,15.0,6.0,3.0,22.0,,13.0,24.0,,11.0,2.0,23.0,9.0,35.0,64.0,,,16.0,3.0,7.0,,2.0,16.0,,3.0,,8.0,2.0,4.0,10.0,1.0,,,,5.0,1.0,,,,,1.0,,,,,,,,,,,,,,,,,2.0,,,
USA_USL_League_One,2025,Westchester SC,ctcf8m5r0uqvzgtr0qkfbnc9h,K. Lawrence,Defender,92,21.0,7.0,14.0,6.0,15.0,31.0,31.0,13.0,18.0,68.0,2.0,6.0,,11.0,10.0,,10.0,6.0,4.0,10.0,40.0,,190.0,,,,13.0,4.0,1.0,10.0,,78.0,,2.0,1.0,,18.0,170.0,50.0,132.0,163.0,2.0,,433.0,,,41.0,6.0,22.0,201.0,1.0,181.0,3.0,4.0,20.0,266.0,,8.0,13.0,12.0,1.0,,,0.0,1.0,6.0,,,1.0,,,,2.0,2.0,1.0,4.0,,1.0,,,,,1.0,1.0,7.0,8.0,,,6.0,4.0,1.0,,,,,,,1.0,1.0,,,,,,,,,1.0,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,
USA_USL_League_One,2025,Westchester SC,5jnn95l62prznsuh1a9x6jdp0,E. Mackic,Forward,18,51.0,34.0,17.0,21.0,43.0,43.0,86.0,55.0,31.0,41.0,6.0,21.0,1.0,15.0,15.0,1.0,35.0,21.0,14.0,10.0,32.0,2.0,143.0,,,,17.0,14.0,9.0,15.0,,29.0,4.0,16.0,3.0,12.0,3.0,109.0,80.0,33.0,108.0,3.0,,534.0,7.0,1.0,10.0,15.0,60.0,145.0,8.0,111.0,4.0,20.0,34.0,239.0,2.0,5.0,33.0,29.0,4.0,1.0,0.0,0.0,,1.0,1.0,2.0,,1.0,2.0,1.0,8.0,,4.0,5.0,,5.0,1.0,1.0,7.0,,6.0,5.0,2.0,7.0,,,2.0,,1.0,,1.0,1.0,,2.0,,2.0,1.0,1.0,,,,,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,
