root_folder,liga,temporada,equipo,equipo_folder,id,nombre,posicion,dorsal,Total Shots,Total Losses Of Possession,Index,Total Fouls Conceded,Substitute Off,Yellow Cards,Games Played,Foul Attempted Tackle,Successful Passes Own Half,PutThrough/Blocked Distribution Won,Total Tackles,Shots Off Target (inc woodwork),Ground Duels lost,Unsuccessful Long Passes,Total Touches In Opposition Box,Successful Open Play Passes,Substitute On,Unsuccessful Passes Opposition Half,Forward Passes,Penalty Goals Conceded,Tackles Won,Successful Short Passes,Touches,Successful Passes Opposition Half,Ground Duels won,PutThrough/Blocked Distribution,Duels,Recoveries,Backward Passes,Time Played,Duels won,Times Tackled,Unsuccessful Passes Own Half,Ground Duels,Open Play Passes,Goals Conceded,Starts,Leftside Passes,Unsuccessful Dribbles,Unsuccessful Short Passes,Appearances,Shots On Target ( inc goals ),Total Passes,Total Successful Passes ( Excl Crosses & Corners ) ,Goals Conceded Inside Box,Total Unsuccessful Passes ( Excl Crosses & Corners ),Aerial Duels lost,Corners Won,Aerial Duels won,Aerial Duels,Rightside Passes,Duels lost,Key Passes (Attempt Assists),Home Goals,Away Goals,Winning Goal,Successful Long Passes,Total Fouls Won,Foul Won Penalty,Tackles Lost,Assists (Intentional),Successful Crosses & Corners,Total Clearances,Successful Dribbles,Hit Woodwork,Offsides,Goals from Inside Box,Goal Assists,Goals,Interceptions,Unsuccessful Crosses open play,Successful Lay-offs,Successful Crosses open play,Unsuccessful Crosses & Corners,Right Foot Goals,Throw Ins to Opposition Player,Throw Ins to Own Player,Blocked Shots,Unsuccessful Launches,Punches,Penalties Saved,Successful Launches,Catches,Saves Made,Saves from Penalty,Clean Sheets,Penalties Faced,Saves Made from Outside Box,GK Unsuccessful Distribution,GK Successful Distribution,Saves Made from Inside Box,Saves made - parried,Through balls,Corners Taken (incl short corners),Blocks,Set Pieces Goals,Unsuccessful Corners into Box,Successful Corners into Box,Attempts from Set Pieces,Goals from Outside Box,Penalties Conceded,Penalty Goals,Unsuccessful lay-offs,Penalties Taken,Handballs conceded,Left Foot Goals,Headed Goals,Goalkeeper Smother,Total Red Cards,Straight Red Cards,Goals Conceded Outside Box,Fifty Fifty,Successful Fifty Fifty,Drops,Clearances Off the Line,Red Cards - 2nd Yellow,Own Goal Scored,Crosses not Claimed,Saves made - caught,Last Man Tackle,Second Goal Assists,Penalties Off Target
testeo_ligas_norteamerica,Concacaf_Concacaf_Gold_Cup,2021,Martinique,Martinique,bqalp62clcrozv8fbbz1t1ihh,S. Abaul,Midfielder,20,3.0,32.0,10.0,3.0,,,3.0,3.0,28.0,1.0,3.0,3.0,7.0,3.0,7.0,51.0,,20.0,22.0,,1.0,50.0,117.0,29.0,7.0,5.0,22.0,9.0,14.0,270.0,12.0,3.0,2.0,14.0,72.0,12.0,3.0,18.0,2.0,18.0,3.0,,78.0,57.0,10.0,21.0,3.0,1.0,5.0,8.0,24.0,10.0,3.0,0.0,0.0,0.0,7.0,3.0,,2.0,1.0,,6.0,1.0,,3.0,,1.0,,3.0,1.0,,,1.0,,,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,2.0,,,,,,,,,,,
testeo_ligas_norteamerica,Concacaf_Concacaf_Gold_Cup,2021,Martinique,Martinique,o0ur5txyajy82do3ir5av7bp,J. Babin,Defender,6,,12.0,10.0,2.0,1.0,1.0,3.0,1.0,44.0,1.0,4.0,,2.0,9.0,,45.0,1.0,10.0,24.0,,3.0,45.0,82.0,6.0,7.0,1.0,10.0,3.0,10.0,182.0,7.0,,2.0,9.0,56.0,8.0,2.0,17.0,,3.0,3.0,,62.0,50.0,6.0,12.0,1.0,,,1.0,11.0,3.0,,0.0,0.0,0.0,5.0,3.0,,1.0,,,3.0,,,,,,,4.0,,,,,,,,,4.0,,,1.0,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,
testeo_ligas_norteamerica,Concacaf_Concacaf_Gold_Cup,2021,Martinique,Martinique,9hvk0xwifem6zoackcemtbx0p,R. Barthéléry,Midfielder,22,,3.0,10.0,2.0,1.0,,1.0,2.0,6.0,,,,3.0,,1.0,6.0,,1.0,6.0,,,7.0,14.0,1.0,,,4.0,1.0,,45.0,,,2.0,3.0,8.0,3.0,1.0,3.0,,2.0,1.0,,9.0,7.0,2.0,2.0,1.0,,,1.0,,4.0,,0.0,0.0,0.0,,,,,,,2.0,,,,,,,1.0,1.0,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,
testeo_ligas_norteamerica,Concacaf_Concacaf_Gold_Cup,2021,Martinique,Martinique,blkq1t8y0wnos6jxb0uwowwk5,P. Burner,Defender,17,,28.0,10.0,5.0,,1.0,3.0,3.0,34.0,1.0,7.0,,10.0,5.0,,45.0,1.0,11.0,32.0,,5.0,47.0,117.0,14.0,9.0,2.0,23.0,12.0,10.0,213.0,11.0,4.0,9.0,19.0,62.0,11.0,2.0,11.0,1.0,13.0,3.0,,66.0,48.0,9.0,18.0,2.0,,2.0,4.0,13.0,12.0,1.0,0.0,0.0,0.0,1.0,2.0,,2.0,,,9.0,,,1.0,,,,5.0,2.0,,,2.0,,2.0,15.0,,2.0,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,1.0,1.0,2.0,,,,,,,,,,,
testeo_ligas_norteamerica,Concacaf_Concacaf_Gold_Cup,2021,Martinique,Martinique,3twbl53nl7011hrxkwy7mwxqt,S. Camille,Defender,18,1.0,10.0,10.0,1.0,1.0,,3.0,1.0,26.0,,2.0,,3.0,,2.0,42.0,1.0,3.0,16.0,,,43.0,83.0,17.0,4.0,1.0,11.0,9.0,6.0,180.0,5.0,1.0,4.0,7.0,49.0,8.0,2.0,6.0,,7.0,3.0,1.0,50.0,43.0,8.0,7.0,3.0,,1.0,4.0,22.0,6.0,,0.0,0.0,0.0,,2.0,,2.0,,,9.0,,,,,,,7.0,,,,,,,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,
testeo_ligas_norteamerica,Concacaf_Concacaf_Gold_Cup,2021,Martinique,Martinique,c888skcclfmbivfoc78dn87v9,L. Chauvet,Goalkeeper,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
testeo_ligas_norteamerica,Concacaf_Concacaf_Gold_Cup,2021,Martinique,Martinique,cma49asm4svuodngo65ucehn9,S. Crétinoir,Defender,21,1.0,15.0,10.0,3.0,,,3.0,2.0,53.0,1.0,4.0,1.0,7.0,4.0,1.0,71.0,,7.0,40.0,,2.0,68.0,129.0,20.0,7.0,2.0,21.0,16.0,2.0,239.0,13.0,1.0,4.0,14.0,82.0,11.0,3.0,13.0,,7.0,3.0,,84.0,73.0,10.0,11.0,1.0,,6.0,7.0,29.0,8.0,,0.0,0.0,0.0,5.0,1.0,,2.0,,,16.0,2.0,,,,,,7.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,1.0,1.0,1.0,,,,,,,,,,,
testeo_ligas_norteamerica,Concacaf_Concacaf_Gold_Cup,2021,Martinique,Martinique,cvbow2kwiflncmum3ngo6z3yt,G. Dondon,Defender,4,,7.0,10.0,1.0,1.0,,2.0,,28.0,,6.0,,2.0,2.0,1.0,31.0,,3.0,23.0,,1.0,33.0,57.0,5.0,9.0,1.0,12.0,6.0,3.0,145.0,10.0,,3.0,11.0,37.0,7.0,2.0,10.0,,4.0,2.0,,39.0,33.0,7.0,6.0,,,1.0,1.0,3.0,2.0,1.0,0.0,0.0,0.0,,1.0,,5.0,,,5.0,2.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,
testeo_ligas_norteamerica,Concacaf_Concacaf_Gold_Cup,2021,Martinique,Martinique,1xohcmnjv2l04bowwya11h3sa,A. Félicitet,Defender,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
testeo_ligas_norteamerica,Concacaf_Concacaf_Gold_Cup,2021,Martinique,Martinique,1fmkgvwa19l80hge61mh0d68l,K. Fortuné,Forward,10,2.0,38.0,10.0,3.0,1.0,,3.0,,40.0,1.0,,1.0,6.0,6.0,3.0,66.0,1.0,24.0,25.0,,,66.0,133.0,32.0,11.0,3.0,25.0,18.0,23.0,233.0,13.0,3.0,4.0,17.0,85.0,9.0,2.0,11.0,2.0,15.0,3.0,1.0,91.0,70.0,7.0,21.0,6.0,1.0,2.0,8.0,32.0,12.0,3.0,1.0,0.0,0.0,4.0,6.0,1.0,,,2.0,2.0,5.0,,1.0,1.0,,1.0,1.0,5.0,,,7.0,,,1.0,2.0,1.0,,,,,,,,,,,,,,1.0,3.0,,,1.0,2.0,1.0,,,,1.0,,,,1.0,,,,2.0,,,,,,,,,,,
