liga,temporada,equipo,id,nombre,posicion,dorsal,Games Played,Goals,Yellow Cards,Total Red Cards,Straight Red Cards,Red Cards - 2nd Yellow,Substitute On,Substitute Off
Concacaf_Concacaf_Champions_Cup,2015-2016,Seattle Sounders FC,abbr148gjj0whyyijov67knv9,O. Alonso,Midfielder,,2,0,1,0,0,0,0,0
Concacaf_Concacaf_Champions_Cup,2015-2016,Seattle Sounders FC,bzry98hy5bhb4mhil7j4ccfdh,M. Azira,Midfielder,42.0,4,0,1,0,0,0,1,0
Concacaf_Concacaf_Champions_Cup,2015-2016,Seattle Sounders FC,d456kwxcb0puaj7bpi94ewyj9,C. Barrett,Attacker,19.0,2,1,1,0,0,0,0,2
Concacaf_Concacaf_Champions_Cup,2015-2016,Seattle Sounders FC,84m7fyzkeih4rj34xu4tt1v4l,A. Correa,Defender,,0,0,0,0,0,0,0,0
Concacaf_Concacaf_Champions_Cup,2015-2016,Seattle Sounders FC,1l550ygo81yhbyuecd36rx711,C. Dempsey,Attacker,,2,2,0,0,0,0,0,0
Concacaf_Concacaf_Champions_Cup,2015-2016,Seattle Sounders FC,774fgdux4lyp6ee3h3e4rhvit,B. Evans,Defender,3.0,5,1,1,0,0,0,1,0
Concacaf_Concacaf_Champions_Cup,2015-2016,Seattle Sounders FC,ctly31kk772nia6is9ul9ar4l,O. Fisher,Defender,91.0,2,0,0,0,0,0,1,0
Concacaf_Concacaf_Champions_Cup,2015-2016,Seattle Sounders FC,27fyf4lu42ovf02lksw45pjo5,S. Frei,Goalkeeper,24.0,3,0,0,0,0,0,0,0
Concacaf_Concacaf_Champions_Cup,2015-2016,Seattle Sounders FC,1560spmgzp47yygav2d1f4xcl,E. Friberg,Midfielder,28.0,5,1,0,0,0,0,2,3
Concacaf_Concacaf_Champions_Cup,2015-2016,Seattle Sounders FC,9cpveg5hypf5zi7artti4f5cl,L. González,Defender,12.0,1,0,0,0,0,0,0,0
Concacaf_Concacaf_Champions_Cup,2015-2016,Seattle Sounders FC,2lljxmbdpassn6m7ymn9vdm8l,N. Valdez,Attacker,16.0,3,0,0,0,0,0,0,2
Concacaf_Concacaf_Champions_Cup,2015-2016,Seattle Sounders FC,fvf0qtspzonymfax1a8jgs0l,A. Ivanschitz,Midfielder,,2,0,1,0,0,0,0,1
Concacaf_Concacaf_Champions_Cup,2015-2016,Seattle Sounders FC,apy7g10omrmrjeyybf5v6jxzp,Thomás Bedinelli,Attacker,18.0,3,0,2,0,0,0,1,2
Concacaf_Concacaf_Champions_Cup,2015-2016,Seattle Sounders FC,5f5x4oq6vmje8sn32ii6wsij9,J. Jones,Midfielder,,2,0,0,0,0,0,0,0
Concacaf_Concacaf_Champions_Cup,2015-2016,Seattle Sounders FC,bbcu3hpivua0195cm2fwmct79,D. Jones,Attacker,17.0,5,0,0,0,0,0,3,2
Concacaf_Concacaf_Champions_Cup,2015-2016,Seattle Sounders FC,7bnfjvdk1a1guaz134ys9tql1,A. Kovar,Midfielder,11.0,6,0,0,0,0,0,3,2
Concacaf_Concacaf_Champions_Cup,2015-2016,Seattle Sounders FC,9ev8f4qxozcykzs80sc40andh,D. Lowe,Defender,,0,0,0,0,0,0,0,0
Concacaf_Concacaf_Champions_Cup,2015-2016,Seattle Sounders FC,907nz1feumzdb125rzlh85w5,V. Mansaray,Attacker,80.0,0,0,0,0,0,0,0,0
Concacaf_Concacaf_Champions_Cup,2015-2016,Seattle Sounders FC,52tvpk9bqpg8u37a04kuw61g5,C. Marshall,Defender,14.0,3,0,0,0,0,0,0,0
Concacaf_Concacaf_Champions_Cup,2015-2016,Seattle Sounders FC,a3u1119cno0qponbmyasiolhx,O. Martins,Attacker,9.0,0,0,0,0,0,0,0,0
Concacaf_Concacaf_Champions_Cup,2015-2016,Seattle Sounders FC,b9bmyvmk7dqeezd0k5d6u8lhx,T. Mears,Defender,4.0,4,0,0,0,0,0,1,0
