root_folder,liga,temporada,equipo,equipo_folder,id,nombre,posicion,dorsal,Unsuccessful Crosses open play,Time Played,Throw Ins to Own Player,Substitute On,Successful Launches,Open Play Passes,Corners Won,Backward Passes,Successful Crosses & Corners,Successful Passes Opposition Half,Unsuccessful Launches,Unsuccessful Long Passes,Aerial Duels lost,Total Losses Of Possession,Successful Passes Own Half,Total Tackles,Unsuccessful Short Passes,Total Passes,Successful Dribbles,Successful Short Passes,Goals Conceded Inside Box,Total Unsuccessful Passes ( Excl Crosses & Corners ),Key Passes (Attempt Assists),Unsuccessful Passes Opposition Half,Throw Ins to Opposition Player,Recoveries,Starts,PutThrough/Blocked Distribution,Unsuccessful Passes Own Half,Touches,Appearances,Blocks,Ground Duels,Forward Passes,Index,Duels won,Successful Long Passes,Successful Crosses open play,Total Fouls Won,Duels,Total Clearances,Goals Conceded,Unsuccessful Crosses & Corners,Games Played,Ground Duels lost,Leftside Passes,Successful Open Play Passes,Total Successful Passes ( Excl Crosses & Corners ) ,Aerial Duels,Tackles Won,Duels lost,Tackles Lost,Interceptions,Ground Duels won,Saves Made,GK Successful Distribution,Penalties Conceded,Total Fouls Conceded,Rightside Passes,Drops,Catches,Saves Made from Outside Box,Saves made - parried,Saves Made from Inside Box,Penalties Faced,Saves made - caught,GK Unsuccessful Distribution,Yellow Cards,PutThrough/Blocked Distribution Won,Substitute Off,Corners Taken (incl short corners),Foul Attempted Tackle,Aerial Duels won,Unsuccessful Dribbles,Offsides,Shots Off Target (inc woodwork),Total Shots,Total Touches In Opposition Box,Unsuccessful Corners into Box,Handballs conceded,Assists (Intentional),Goal Assists,Goals,Blocked Shots,Shots On Target ( inc goals ),Left Foot Goals,Headed Goals,Goals from Inside Box,Set Pieces Goals,Successful Corners into Box,Goals from Outside Box,Attempts from Set Pieces,Clearances Off the Line,Hit Woodwork,Unsuccessful lay-offs,Successful Lay-offs,Clean Sheets,Punches,Total Red Cards,Straight Red Cards,Crosses not Claimed,Through balls,Own Goal Scored,Right Foot Goals,Foul Won Penalty,Penalties Taken,Penalty Goals,Goals Conceded Outside Box,Goalkeeper Smother,Red Cards - 2nd Yellow,Penalties Saved,Saves from Penalty,Last Man Tackle,Other Goals
testeo_ligas_norteamerica,Concacaf_Concacaf_Champions_Cup,2016-2017,New York Red Bulls,New_York_Red_Bulls,7dbzcwyph2xoljyhaogjo7mcp,T. Adams,Midfielder,4,,230.0,,,,130.0,,23.0,,62.0,1.0,5.0,3.0,33.0,42.0,4.0,21.0,130.0,,102.0,,26.0,1.0,19.0,,12.0,3.0,,7.0,163.0,3.0,2.0,10.0,51.0,45.0,7.0,2.0,,2.0,14.0,2.0,,,3.0,4.0,25.0,104.0,104.0,4.0,3.0,7.0,1.0,12.0,6.0,,,,2.0,31.0,,,,,,,,,,,2.0,,1.0,1.0,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,
testeo_ligas_norteamerica,Concacaf_Concacaf_Champions_Cup,2016-2017,New York Red Bulls,New_York_Red_Bulls,cf3778z7xyhfip2mnhxymgiqx,J. Bilyeu,Defender,20,8.0,288.0,24.0,,3.0,100.0,3.0,16.0,,49.0,9.0,14.0,1.0,51.0,23.0,11.0,15.0,101.0,,67.0,1.0,29.0,,33.0,4.0,10.0,4.0,3.0,4.0,188.0,4.0,,23.0,52.0,52.0,19.0,5.0,,2.0,30.0,11.0,2.0,8.0,4.0,10.0,1.0,71.0,72.0,7.0,7.0,11.0,4.0,7.0,13.0,,,,5.0,32.0,,,,,,,,,1.0,3.0,3.0,,3.0,6.0,1.0,,2.0,4.0,4.0,,,1.0,1.0,,,2.0,,,,,,,1.0,,,,,,,,,,,,,,,,1.0,,,,,,
testeo_ligas_norteamerica,Concacaf_Concacaf_Champions_Cup,2016-2017,New York Red Bulls,New_York_Red_Bulls,172v1833vp0m9ffu399j6l9ed,Felipe Martins,Midfielder,8,7.0,540.0,3.0,,1.0,443.0,3.0,35.0,,241.0,10.0,42.0,1.0,128.0,127.0,9.0,58.0,468.0,1.0,346.0,3.0,100.0,3.0,100.0,,32.0,6.0,3.0,7.0,557.0,6.0,1.0,41.0,203.0,60.0,28.0,22.0,,18.0,43.0,2.0,4.0,7.0,6.0,14.0,102.0,344.0,368.0,2.0,6.0,15.0,3.0,16.0,27.0,,,,6.0,128.0,,,,,,,,,,1.0,,,3.0,1.0,2.0,,3.0,3.0,8.0,,1.0,,,,2.0,,,,,,,,1.0,,,,2.0,3.0,,,,,,,,,,,1.0,,,,,,
testeo_ligas_norteamerica,Concacaf_Concacaf_Champions_Cup,2016-2017,New York Red Bulls,New_York_Red_Bulls,6gsqjke3thgf819b2672i8xcl,Z. Carroll,Defender,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
testeo_ligas_norteamerica,Concacaf_Concacaf_Champions_Cup,2016-2017,New York Red Bulls,New_York_Red_Bulls,6p163a141a95x53qat9wers2d,A. Collin,Defender,78,,513.0,,,7.0,310.0,,9.0,,85.0,27.0,45.0,5.0,90.0,159.0,7.0,39.0,328.0,,218.0,3.0,84.0,2.0,59.0,,20.0,6.0,4.0,25.0,402.0,6.0,3.0,18.0,165.0,59.0,35.0,26.0,,4.0,48.0,28.0,4.0,,6.0,8.0,120.0,233.0,244.0,30.0,5.0,13.0,2.0,13.0,10.0,,,,5.0,34.0,,,,,,,,,1.0,,1.0,,2.0,25.0,,3.0,6.0,8.0,12.0,,,,,,1.0,2.0,,,,,,,,,,,,2.0,,,,,,,,,,,1.0,,,,,,
testeo_ligas_norteamerica,Concacaf_Concacaf_Champions_Cup,2016-2017,New York Red Bulls,New_York_Red_Bulls,7e9wewu5my63u1unn77v1345x,O. Damari,Forward,26,1.0,23.0,,1.0,,8.0,,4.0,,5.0,,,,1.0,3.0,,,8.0,,8.0,,,1.0,1.0,,,,,,10.0,1.0,,1.0,3.0,97.0,,,,,1.0,,,1.0,1.0,1.0,,8.0,8.0,,,1.0,,,,,,,1.0,1.0,,,,,,,,,,,,,1.0,,,,,1.0,1.0,,,,,1.0,,1.0,,,1.0,,,,,,,,,,,,,,,,1.0,,,,,,,,,,
testeo_ligas_norteamerica,Concacaf_Concacaf_Champions_Cup,2016-2017,New York Red Bulls,New_York_Red_Bulls,4wy7kbv694s6xrm3tfsyl4hyh,S. Davis,Midfielder,27,,530.0,,,,325.0,1.0,38.0,8.0,193.0,5.0,16.0,6.0,91.0,94.0,11.0,43.0,338.0,3.0,269.0,3.0,59.0,10.0,60.0,,37.0,6.0,9.0,10.0,427.0,6.0,1.0,38.0,125.0,49.0,19.0,10.0,1.0,5.0,44.0,7.0,4.0,11.0,6.0,19.0,80.0,269.0,279.0,6.0,9.0,25.0,2.0,4.0,19.0,,,,5.0,95.0,,,,,,,,,1.0,5.0,1.0,16.0,2.0,,2.0,,1.0,3.0,7.0,8.0,,,,,,2.0,,,,,7.0,,,,,,2.0,3.0,,,,,1.0,,,,,,1.0,,,,,,
testeo_ligas_norteamerica,Concacaf_Concacaf_Champions_Cup,2016-2017,New York Red Bulls,New_York_Red_Bulls,7yuie6z5q0g0mans9pb5mdxhx,C. Duvall,Defender,25,1.0,117.0,13.0,1.0,,63.0,,13.0,2.0,35.0,,1.0,,8.0,27.0,4.0,4.0,65.0,,59.0,,5.0,,4.0,1.0,4.0,1.0,2.0,2.0,90.0,2.0,,5.0,22.0,50.0,4.0,1.0,2.0,,5.0,,,1.0,2.0,1.0,28.0,58.0,60.0,,3.0,1.0,1.0,1.0,4.0,,,,1.0,2.0,,,,,,,,,,1.0,,,1.0,,,,,,1.0,,,,,,1.0,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,
testeo_ligas_norteamerica,Concacaf_Concacaf_Champions_Cup,2016-2017,New York Red Bulls,New_York_Red_Bulls,2uis9d0h87arn5ew3bg1si40l,D. Etienne,Midfielder,7,6.0,185.0,2.0,3.0,,47.0,3.0,11.0,,26.0,1.0,3.0,2.0,35.0,7.0,1.0,11.0,47.0,2.0,32.0,1.0,14.0,1.0,17.0,,4.0,1.0,2.0,3.0,87.0,4.0,,21.0,15.0,52.0,8.0,1.0,,4.0,24.0,,2.0,6.0,4.0,14.0,10.0,33.0,33.0,3.0,1.0,16.0,,1.0,7.0,,,,5.0,11.0,,,,,,,,,1.0,1.0,1.0,,,1.0,4.0,5.0,2.0,3.0,7.0,,,,,,,1.0,,,,,,,,,1.0,,2.0,,,,,,1.0,,,,,,1.0,,,,,,
testeo_ligas_norteamerica,Concacaf_Concacaf_Champions_Cup,2016-2017,New York Red Bulls,New_York_Red_Bulls,dhgmkbcclcew0n0ecxq2x1dqt,M. Grella,Forward,13,,193.0,4.0,2.0,,86.0,1.0,19.0,,45.0,,1.0,3.0,47.0,11.0,2.0,31.0,88.0,2.0,55.0,,32.0,1.0,28.0,1.0,10.0,2.0,3.0,4.0,125.0,4.0,1.0,12.0,24.0,22.0,9.0,1.0,,2.0,18.0,,,,4.0,6.0,15.0,54.0,56.0,6.0,2.0,9.0,,2.0,6.0,,,,1.0,30.0,,,,,,,,,,2.0,,1.0,1.0,3.0,1.0,,1.0,2.0,11.0,,,,,,,1.0,,,,,,,,,,,3.0,2.0,,,,,,,,,,,,,,,,,
