liga,temporada,equipo,id,nombre,posicion,dorsal,Time Played,Goals Conceded Inside Box,Starts,Appearances,Index,Goals Conceded,Games Played,Substitute Off,Yellow Cards,Substitute On,Goals,Total Red Cards,Straight Red Cards,Red Cards - 2nd Yellow,Open Play Passes,Successful Passes Opposition Half,Aerial Duels lost,Total Passes,Touches,Total Touches In Opposition Box,Successful Long Passes,Duels,Leftside Passes,Successful Open Play Passes,Total Successful Passes ( Excl Crosses & Corners ) ,Aerial Duels,Duels lost,Saves Made,GK Successful Distribution,Unsuccessful Launches,Unsuccessful Long Passes,Total Losses Of Possession,Successful Passes Own Half,Unsuccessful Short Passes,Successful Short Passes,Total Unsuccessful Passes ( Excl Crosses & Corners ),Rightside Passes,Key Passes (Attempt Assists),Unsuccessful Passes Opposition Half,Recoveries,Unsuccessful Passes Own Half,Catches,Forward Passes,Saves Made from Outside Box,Saves made - parried,Total Clearances,Saves Made from Inside Box,Penalties Faced,Saves made - caught,GK Unsuccessful Distribution,Throw Ins to Own Player,Backward Passes,Interceptions,Penalties Conceded,Successful Launches,Corners Won,Total Tackles,Total Fouls Conceded,Foul Attempted Tackle,Ground Duels,Duels won,Total Fouls Won,Aerial Duels won,Ground Duels lost,Tackles Won,Ground Duels won,Unsuccessful Crosses open play,Unsuccessful Crosses & Corners,Tackles Lost,PutThrough/Blocked Distribution,Blocks,PutThrough/Blocked Distribution Won,Shots Off Target (inc woodwork),Total Shots,Handballs conceded,Successful Crosses & Corners,Successful Corners into Box,Blocked Shots,Corners Taken (incl short corners),Shots On Target ( inc goals ),Unsuccessful Corners into Box,Attempts from Set Pieces,Successful Crosses open play,Successful Dribbles,Throw Ins to Opposition Player,Successful Lay-offs,Right Foot Goals,Unsuccessful Dribbles,Goals from Inside Box,Penalties Taken,Penalty Goals,Hit Woodwork,Foul Won Penalty,Offsides,Through balls,Goals Conceded Outside Box,Assists (Intentional),Goal Assists,Unsuccessful lay-offs,Punches,Drops,Headed Goals,Left Foot Goals,Clean Sheets,Goals from Outside Box,Penalties Off Target,Goalkeeper Smother,Clearances Off the Line,Set Pieces Goals,Times Tackled,Home Goals,Away Goals,Winning Goal,Goal Kicks,Second Goal Assists,Own Goal Scored,Other Goals,Last Man Tackle
USA_US_Open_Cup,2017,FC Dallas,83180uf8plty9hjlnxzqg9gph,T. Akindele,Forward,13.0,140.0,3.0,,3.0,10.0,3.0,3.0,,1.0,3.0,,,,,35.0,23.0,,35.0,56.0,8.0,,9.0,7.0,28.0,28.0,2.0,4.0,,,,1.0,13.0,7.0,6.0,28.0,7.0,13.0,,8.0,6.0,,,5.0,,,,,,,,4.0,10.0,2.0,,,5.0,,1.0,,7.0,5.0,2.0,2.0,4.0,,3.0,1.0,1.0,,1.0,,,,1.0,,2.0,,3.0,,1.0,,,2.0,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_US_Open_Cup,2017,FC Dallas,1k3vd2f0e8r92fqkg5981y66t,M. Barrios,Forward,21.0,185.0,3.0,1.0,3.0,10.0,3.0,3.0,,,2.0,,,,,37.0,28.0,,39.0,68.0,16.0,1.0,11.0,17.0,26.0,28.0,,5.0,,,,,21.0,3.0,11.0,27.0,11.0,4.0,3.0,13.0,6.0,1.0,,6.0,,,,,,,,2.0,12.0,,,,4.0,2.0,1.0,,11.0,6.0,2.0,,5.0,2.0,6.0,2.0,3.0,,1.0,,,4.0,5.0,,3.0,1.0,2.0,4.0,1.0,1.0,,2.0,2.0,,2.0,,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,
USA_US_Open_Cup,2017,FC Dallas,3ebyf23azgbktpf7dgwlphkvd,R. Cannon,Defender,22.0,180.0,1.0,2.0,2.0,10.0,2.0,2.0,,,,,,,,47.0,18.0,,47.0,77.0,2.0,3.0,7.0,21.0,42.0,42.0,,1.0,,,1.0,1.0,9.0,27.0,4.0,39.0,5.0,3.0,2.0,3.0,11.0,3.0,,7.0,,,,,,,,11.0,16.0,1.0,,,,3.0,1.0,1.0,7.0,6.0,1.0,,1.0,1.0,6.0,1.0,1.0,2.0,6.0,,4.0,,,,3.0,,,,,,,3.0,2.0,3.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,
USA_US_Open_Cup,2017,FC Dallas,8trnw9hm1jmhbacabzpm5iqqd,C. Cermeño,Midfielder,5.0,122.0,1.0,1.0,2.0,10.0,2.0,2.0,,,1.0,,,,,30.0,16.0,,32.0,42.0,,3.0,7.0,14.0,27.0,29.0,,3.0,,,,,7.0,13.0,3.0,26.0,3.0,6.0,2.0,3.0,2.0,,,8.0,,,,,,,,,4.0,,,,,2.0,,,7.0,4.0,,,3.0,2.0,4.0,,,,2.0,,1.0,,1.0,,,,,,1.0,,,,2.0,,1.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,
USA_US_Open_Cup,2017,FC Dallas,egv32cai8dzoconq0xug5d61h,C. Colmán,Forward,9.0,195.0,2.0,2.0,3.0,10.0,3.0,3.0,,,1.0,,,,,10.0,4.0,3.0,10.0,30.0,9.0,,13.0,3.0,4.0,4.0,5.0,8.0,,,,,15.0,,6.0,4.0,6.0,4.0,,6.0,1.0,,,1.0,,,1.0,,,,,1.0,2.0,,,,,,2.0,2.0,8.0,5.0,3.0,2.0,5.0,,3.0,,,,,,,3.0,5.0,,,,,,2.0,,,,,,,,,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,
USA_US_Open_Cup,2017,FC Dallas,7y2l1sdm56aj3n9y8ehbr7g7p,C. Craft,Forward,16.0,63.0,1.0,1.0,1.0,10.0,1.0,1.0,1.0,,,1.0,,,,14.0,5.0,,16.0,27.0,,1.0,2.0,4.0,12.0,14.0,,2.0,,,,1.0,7.0,9.0,1.0,13.0,2.0,4.0,,3.0,2.0,,,2.0,,,1.0,,,,,1.0,6.0,1.0,,,,,,,2.0,,,,2.0,,,1.0,1.0,,,,,1.0,2.0,,,,,,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,
USA_US_Open_Cup,2017,FC Dallas,d5hgq9en54sht3iy363fe2imt,M. Díaz,Midfielder,10.0,283.0,4.0,3.0,3.0,10.0,5.0,3.0,1.0,1.0,,1.0,,,,131.0,97.0,2.0,148.0,196.0,2.0,16.0,25.0,38.0,106.0,119.0,2.0,11.0,,,,9.0,49.0,27.0,20.0,103.0,29.0,25.0,9.0,37.0,11.0,3.0,,58.0,,,,,,,,,27.0,1.0,,,,1.0,4.0,4.0,23.0,14.0,9.0,,9.0,1.0,14.0,1.0,11.0,,,,,3.0,5.0,,5.0,3.0,2.0,12.0,2.0,9.0,1.0,4.0,4.0,,5.0,1.0,1.0,1.0,1.0,1.0,,,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,
USA_US_Open_Cup,2017,FC Dallas,5wttdjpftd57c2t5959sm2yg9,J. Ferreira,Forward,27.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_US_Open_Cup,2017,FC Dallas,15pxobn91cyrhdzpshwwmzjrp,M. Figueroa,Defender,31.0,90.0,,1.0,1.0,10.0,1.0,1.0,,,,,,,,3.0,1.0,,5.0,6.0,,1.0,2.0,,1.0,3.0,,1.0,,,,1.0,2.0,2.0,1.0,2.0,2.0,1.0,,1.0,,1.0,,2.0,,,,,,,,,2.0,,,,,,1.0,1.0,2.0,1.0,,,1.0,,1.0,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,
USA_US_Open_Cup,2017,FC Dallas,83fa3xeia5zzfl19tk08vy3f9,J. Gonzalez,Goalkeeper,1.0,120.0,3.0,1.0,1.0,10.0,3.0,1.0,,,,,,,,18.0,6.0,,31.0,43.0,,9.0,1.0,4.0,17.0,27.0,1.0,,5.0,14.0,2.0,4.0,4.0,21.0,,18.0,4.0,8.0,,3.0,10.0,1.0,,19.0,4.0,2.0,,1.0,,,2.0,,,,,2.0,,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
