liga,temporada,equipo,id,nombre,posicion,dorsal,Successful Crosses open play,Rightside Passes,Penalties Conceded,Blocked Shots,Ground Duels won,Total Shots,Goal Assists,Unsuccessful Crosses open play,Successful Corners into Box,Goals Conceded,Overruns,Foul Attempted Tackle,Clearances Off the Line,Aerial Duels lost,Successful Launches,Goals Conceded Inside Box,Second Goal Assists,Total Losses Of Possession,Yellow Cards,Unsuccessful Corners into Box,Starts,Unsuccessful Passes Own Half,Total Clearances,Corners Taken (incl short corners),Times Tackled,Games Played,Through balls,Successful Lay-offs,PutThrough/Blocked Distribution Won,Unsuccessful Long Passes,Right Foot Goals,Leftside Passes,Penalties Taken,Tackles Won,Successful Short Passes,Successful Long Passes,Blocks,Successful Passes Opposition Half,Backward Passes,Successful Open Play Passes,Index,Penalty Goals Conceded,Total Successful Passes ( Excl Crosses & Corners ) ,Open Play Passes,Attempts from Set Pieces,Corners Won,GK Successful Distribution,Unsuccessful Dribbles,Recoveries,Goals Conceded Outside Box,Throw Ins to Own Player,Offsides,Key Passes (Attempt Assists),Goals from Inside Box,Shots On Target ( inc goals ),Total Tackles,Total Fouls Won,Appearances,Ground Duels lost,Total Unsuccessful Passes ( Excl Crosses & Corners ),Goals from Outside Box,Duels won,Assists (Intentional),Aerial Duels won,Total Fouls Conceded,Duels lost,Unsuccessful Short Passes,Forward Passes,Touches,Aerial Duels,Goals,Interceptions,Penalty Goals,PutThrough/Blocked Distribution,Total Passes,Unsuccessful Passes Opposition Half,Total Touches In Opposition Box,Successful Dribbles,Successful Passes Own Half,Clean Sheets,Unsuccessful Launches,Time Played,Duels,Tackles Lost,Shots Off Target (inc woodwork),Successful Crosses & Corners,Goal Kicks,Handballs conceded,Set Pieces Goals,Ground Duels,Unsuccessful Crosses & Corners,Home Goals,Away Goals,Winning Goal,Saves Made from Outside Box,Goalkeeper Smother,GK Unsuccessful Distribution,Punches,Saves made - parried,Saves Made,Saves Made from Inside Box,Drops,Catches,Penalties Faced,Foul Won Penalty,Headed Goals,Hit Woodwork,Substitute Off,Substitute On,Throw Ins to Opposition Player,Last Player Tackle,Left Foot Goals,Own Goal Scored,Unsuccessful lay-offs,Penalties Saved,Saves made - caught,Saves from Penalty,Total Red Cards,Red Cards - 2nd Yellow,Straight Red Cards,Other Goals,Crosses not Claimed,Penalties Off Target
USA_MLS_Next_Pro,2024,Columbus Crew 2,e0pkyzm6eqzlrxme33k7dwgt0,C. Adams,Forward,52,2.0,115.0,,7.0,52.0,23.0,2.0,5.0,,27.0,7.0,8.0,,20.0,,19.0,,198.0,2.0,,19.0,19.0,7.0,,42.0,22.0,2.0,12.0,17.0,6.0,8.0,101.0,,21.0,313.0,13.0,2.0,198.0,121.0,310.0,10.0,2.0,326.0,402.0,,12.0,,19.0,51.0,8.0,4.0,6.0,19.0,10.0,16.0,28.0,9.0,22.0,69.0,92.0,,60.0,2.0,8.0,16.0,89.0,86.0,81.0,686.0,28.0,10.0,8.0,,28.0,418.0,78.0,82.0,15.0,130.0,,4.0,1537.0,149.0,7.0,7.0,2.0,,1.0,,121.0,5.0,4.0,6.0,2.0,,,,,,,,,,,1.0,1.0,,15.0,3.0,,,1.0,,3.0,,,,,,,,,
USA_MLS_Next_Pro,2024,Columbus Crew 2,58w3qcq1xrkpq5f9miuxp4ys4,B. Adu-Gyamfi,Forward,17,10.0,48.0,,10.0,64.0,17.0,7.0,30.0,,37.0,1.0,13.0,,25.0,5.0,28.0,,335.0,3.0,,21.0,81.0,37.0,,31.0,30.0,,7.0,20.0,55.0,5.0,334.0,1.0,22.0,678.0,21.0,3.0,399.0,257.0,692.0,10.0,3.0,699.0,903.0,,14.0,,15.0,98.0,9.0,88.0,11.0,26.0,8.0,12.0,38.0,14.0,30.0,67.0,211.0,,79.0,6.0,15.0,21.0,92.0,156.0,271.0,1343.0,40.0,8.0,25.0,,71.0,910.0,160.0,91.0,12.0,310.0,,35.0,1943.0,171.0,16.0,5.0,10.0,,1.0,,131.0,30.0,1.0,7.0,1.0,,,,,,,,,,,,1.0,1.0,11.0,9.0,12.0,,2.0,,3.0,,,,,,,,,1.0
USA_MLS_Next_Pro,2024,Columbus Crew 2,290iohuheoqdrdocbg25ipgk4,A. Alaouieh,Midfielder,43,2.0,90.0,,4.0,38.0,11.0,2.0,2.0,,18.0,2.0,3.0,,15.0,,14.0,,126.0,2.0,,8.0,14.0,7.0,,39.0,25.0,,12.0,10.0,5.0,,45.0,,8.0,223.0,4.0,5.0,131.0,91.0,225.0,10.0,2.0,227.0,282.0,,4.0,,13.0,30.0,4.0,12.0,4.0,9.0,2.0,7.0,14.0,16.0,25.0,55.0,57.0,,40.0,1.0,2.0,9.0,70.0,52.0,58.0,479.0,17.0,2.0,8.0,,14.0,284.0,45.0,41.0,8.0,98.0,,1.0,874.0,110.0,6.0,4.0,2.0,,,,93.0,2.0,1.0,1.0,0.0,,,,,,,,,,,,1.0,,6.0,17.0,,,1.0,,2.0,,,,,,,,,
USA_MLS_Next_Pro,2024,Columbus Crew 2,1cc8cz8wtm8f05109tjb02xka,D. Almeida,Defender,3,,232.0,,,26.0,6.0,,2.0,,17.0,,1.0,,6.0,9.0,12.0,,106.0,2.0,,12.0,32.0,53.0,,6.0,13.0,4.0,,5.0,54.0,1.0,421.0,1.0,4.0,898.0,57.0,9.0,236.0,51.0,900.0,10.0,2.0,955.0,990.0,,1.0,15.0,4.0,59.0,5.0,1.0,,4.0,1.0,2.0,13.0,4.0,13.0,17.0,92.0,,35.0,,9.0,3.0,23.0,38.0,343.0,1188.0,15.0,1.0,15.0,1.0,7.0,1047.0,62.0,2.0,9.0,719.0,1.0,28.0,1112.0,58.0,9.0,4.0,,15.0,1.0,,43.0,2.0,0.0,1.0,0.0,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,
USA_MLS_Next_Pro,2024,Columbus Crew 2,4xtukzrrrygv4c17kfczclhxw,C. Bonos,Goalkeeper,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_MLS_Next_Pro,2024,Columbus Crew 2,4nvz6yrxluelbpsjavcjtgnx0,T. Brown,Defender,49,6.0,236.0,,5.0,40.0,4.0,1.0,21.0,,31.0,1.0,7.0,,18.0,1.0,23.0,,198.0,2.0,,17.0,51.0,17.0,,21.0,22.0,,2.0,16.0,18.0,,12.0,,15.0,428.0,15.0,6.0,233.0,166.0,432.0,10.0,4.0,443.0,542.0,,6.0,,13.0,52.0,8.0,76.0,6.0,6.0,,1.0,25.0,8.0,22.0,48.0,110.0,,50.0,1.0,10.0,13.0,66.0,92.0,139.0,865.0,28.0,,20.0,,32.0,553.0,80.0,35.0,7.0,216.0,,13.0,1441.0,116.0,10.0,3.0,6.0,,,,88.0,21.0,,,0.0,,,,,,,,,,,,,,11.0,5.0,14.0,,,,1.0,,,,,,,,,
USA_MLS_Next_Pro,2024,Columbus Crew 2,bkqd6i7ppyk2gj32y19e64is4,C. Catlett,Goalkeeper,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_MLS_Next_Pro,2024,Columbus Crew 2,xxu2xv2n6f5d51ksa8z4rv2s,J. Da,Forward,9,3.0,103.0,,11.0,38.0,36.0,5.0,4.0,,29.0,,11.0,,34.0,,17.0,,227.0,1.0,,15.0,21.0,14.0,1.0,42.0,27.0,4.0,29.0,7.0,5.0,4.0,78.0,,4.0,277.0,7.0,1.0,192.0,148.0,249.0,10.0,2.0,284.0,370.0,,11.0,,16.0,26.0,12.0,,8.0,10.0,9.0,25.0,7.0,11.0,27.0,75.0,122.0,,80.0,5.0,42.0,25.0,109.0,117.0,77.0,653.0,76.0,9.0,,,22.0,406.0,105.0,102.0,20.0,95.0,,1.0,1418.0,189.0,3.0,11.0,3.0,,2.0,,113.0,4.0,4.0,5.0,1.0,,,,,,,,,,,,2.0,2.0,10.0,12.0,,,3.0,,11.0,,,,1.0,1.0,,,,
USA_MLS_Next_Pro,2024,Columbus Crew 2,8warl67c0id3dorr48mn7h82c,G. De Libera,Midfielder,8,2.0,276.0,,3.0,55.0,5.0,,5.0,,35.0,1.0,13.0,,5.0,1.0,22.0,,207.0,,,20.0,53.0,6.0,,30.0,23.0,1.0,17.0,20.0,19.0,,244.0,,22.0,845.0,19.0,5.0,441.0,172.0,847.0,10.0,2.0,864.0,985.0,,,,16.0,92.0,13.0,1.0,1.0,10.0,,2.0,33.0,12.0,23.0,53.0,138.0,,58.0,,3.0,15.0,58.0,119.0,310.0,1245.0,8.0,,33.0,,46.0,1002.0,90.0,27.0,10.0,425.0,1.0,8.0,1735.0,116.0,11.0,3.0,2.0,,,,108.0,5.0,,,0.0,,,,,,,,,,,,,,9.0,3.0,,,,,2.0,,,,,,,,,
USA_MLS_Next_Pro,2024,Columbus Crew 2,51tmp14xyzuy8we2s63vkndw4,C. Flanary,Forward,55,,7.0,,,5.0,2.0,,,,2.0,,2.0,,4.0,,1.0,,10.0,1.0,,,,1.0,,1.0,4.0,,1.0,,,,6.0,,1.0,13.0,,,7.0,4.0,12.0,10.0,1.0,13.0,18.0,,,,,1.0,1.0,,,,1.0,2.0,1.0,3.0,4.0,5.0,6.0,,7.0,,2.0,3.0,9.0,6.0,2.0,31.0,6.0,1.0,,,,19.0,6.0,2.0,1.0,6.0,,,61.0,16.0,,,,,,,10.0,,1.0,0.0,0.0,,,,,,,,,,,,,,,4.0,,,1.0,,,,,,,,,,,
