liga,temporada,equipo,id,nombre,posicion,dorsal,PutThrough/Blocked Distribution,Tackles Won,Duels,Total Shots,Unsuccessful Launches,Goals Conceded Inside Box,Blocked Shots,Successful Passes Own Half,Handballs conceded,Goals Conceded Outside Box,Unsuccessful Dribbles,Duels lost,Index,Unsuccessful Short Passes,Substitute Off,Total Losses Of Possession,Successful Long Passes,Time Played,Aerial Duels won,Successful Open Play Passes,Aerial Duels,Duels won,Ground Duels lost,Leftside Passes,Corners Won,Total Fouls Conceded,Unsuccessful Crosses open play,Open Play Passes,Touches,Total Successful Passes ( Excl Crosses & Corners ) ,Total Clearances,Shots On Target ( inc goals ),Forward Passes,Offsides,Total Tackles,Successful Short Passes,Rightside Passes,Key Passes (Attempt Assists),Foul Attempted Tackle,Ground Duels,Total Fouls Won,Successful Dribbles,Games Played,Appearances,Total Unsuccessful Passes ( Excl Crosses & Corners ),Unsuccessful Crosses & Corners,Starts,Successful Lay-offs,Recoveries,Backward Passes,Throw Ins to Own Player,Unsuccessful Passes Own Half,Total Passes,Yellow Cards,Successful Passes Opposition Half,Goals Conceded,Unsuccessful Passes Opposition Half,Ground Duels won,Times Tackled,Aerial Duels lost,Unsuccessful Long Passes,Total Touches In Opposition Box,Winning Goal,Interceptions,Blocks,Goals,Goals from Inside Box,Substitute On,Tackles Lost,Shots Off Target (inc woodwork),Headed Goals,Home Goals,Away Goals,Goals from Outside Box,Right Foot Goals,Goals Openplay,Successful Launches,Goal Assists,Assists (Intentional),Overruns,Corners Taken (incl short corners),Unsuccessful Corners into Box,Successful Crosses & Corners,Successful Crosses open play,PutThrough/Blocked Distribution Won,Attempts from Set Pieces,Goal Kicks,GK Successful Distribution,Unsuccessful lay-offs,Other Goals,Successful Corners into Box,Throw Ins to Opposition Player,Punches,Saves Made from Inside Box,Saves made - parried,GK Unsuccessful Distribution,Saves Made,Saves Made from Outside Box,Catches,Foul Won Penalty,Penalty Goals,Penalties Taken,Left Foot Goals,Goalkeeper Smother,Penalties Conceded,Penalty Goals Conceded,Straight Red Cards,Through balls,Total Red Cards,Clearances Off the Line,Set Pieces Goals,Last Player Tackle,Hit Woodwork,Penalties Saved,Saves from Penalty,Penalties Faced,Clean Sheets,Saves made - caught,Second Goal Assists,Drops,Own Goal Scored,Red Cards - 2nd Yellow,Penalties Off Target,Crosses not Claimed
USA_USL_Cup,2025,Westchester SC,cnyz9by7c5ws261h9i0t03xl,T. Adewole,Defender,2,1.0,,7.0,,3.0,4.0,,26.0,,,,3.0,10.0,1.0,,8.0,1.0,90.0,2.0,28.0,3.0,4.0,2.0,10.0,,1.0,,35.0,50.0,31.0,5.0,,17.0,,1.0,30.0,10.0,,1.0,4.0,1.0,,1.0,1.0,7.0,,1.0,,3.0,1.0,,2.0,38.0,,5.0,4.0,5.0,2.0,,1.0,6.0,1.0,0.0,,,,,,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_USL_Cup,2025,Westchester SC,blu3rrhzier5ivp5p9u78448a,K. Blommestijn,Forward,9,1.0,1.0,17.0,3.0,,5.0,,3.0,,1.0,1.0,10.0,10.0,3.0,1.0,7.0,,103.0,6.0,7.0,9.0,7.0,7.0,2.0,3.0,6.0,1.0,10.0,23.0,9.0,2.0,2.0,2.0,,1.0,9.0,5.0,1.0,2.0,8.0,,,2.0,2.0,3.0,1.0,1.0,3.0,1.0,3.0,,1.0,12.0,2.0,6.0,6.0,3.0,1.0,1.0,3.0,,3.0,0.0,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_USL_Cup,2025,Westchester SC,dz7v9xfcwdvjioeyv4z54neqy,J. Bolanos,Forward,17,4.0,4.0,38.0,3.0,,8.0,1.0,23.0,,1.0,3.0,23.0,10.0,13.0,,33.0,3.0,247.0,2.0,61.0,6.0,15.0,19.0,20.0,3.0,7.0,6.0,74.0,132.0,61.0,2.0,2.0,14.0,2.0,7.0,58.0,15.0,2.0,4.0,32.0,5.0,1.0,4.0,4.0,13.0,6.0,2.0,2.0,15.0,25.0,8.0,5.0,74.0,2.0,39.0,9.0,14.0,13.0,6.0,4.0,,4.0,0.0,3.0,,1.0,1.0,2.0,3.0,1.0,,1.0,0.0,,1.0,1.0,1.0,,,,,,1.0,1.0,3.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_USL_Cup,2025,Westchester SC,8vbez3b8xisdipzffl9gqcv3e,D. Bouman,Midfielder,8,4.0,2.0,29.0,,1.0,5.0,,22.0,,2.0,5.0,15.0,10.0,14.0,3.0,30.0,5.0,224.0,4.0,53.0,4.0,14.0,15.0,19.0,3.0,4.0,2.0,69.0,110.0,53.0,3.0,,19.0,,7.0,48.0,18.0,1.0,4.0,25.0,1.0,2.0,3.0,3.0,16.0,2.0,3.0,3.0,12.0,13.0,1.0,6.0,69.0,1.0,32.0,7.0,12.0,10.0,9.0,,2.0,3.0,0.0,6.0,2.0,,,,5.0,,,,,,,,,,,1.0,,,1.0,1.0,2.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_USL_Cup,2025,Westchester SC,eur2vbdzfmcxyfathakjghyqc,J. Drack,Defender,19,5.0,,16.0,,4.0,2.0,,38.0,,2.0,4.0,8.0,10.0,7.0,,29.0,1.0,180.0,3.0,70.0,4.0,8.0,7.0,18.0,,,1.0,82.0,137.0,70.0,7.0,,24.0,,1.0,69.0,10.0,2.0,,12.0,1.0,3.0,2.0,2.0,12.0,1.0,2.0,,9.0,30.0,15.0,3.0,82.0,,32.0,4.0,10.0,5.0,5.0,1.0,5.0,,0.0,5.0,,,,,1.0,,,,,,,,1.0,,,1.0,,,,,2.0,,,,,,,5.0,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,
USA_USL_Cup,2025,Westchester SC,5mqcwgg1cjj38k4adpnbkbvv8,D. Guezen,Midfielder,10,7.0,1.0,32.0,1.0,1.0,1.0,1.0,24.0,,2.0,1.0,15.0,10.0,12.0,2.0,31.0,3.0,188.0,2.0,58.0,3.0,17.0,14.0,17.0,1.0,2.0,1.0,76.0,123.0,61.0,4.0,,16.0,,3.0,58.0,20.0,3.0,2.0,29.0,9.0,3.0,3.0,3.0,18.0,5.0,2.0,1.0,10.0,26.0,,6.0,79.0,,40.0,3.0,17.0,15.0,4.0,1.0,6.0,2.0,0.0,1.0,,,,1.0,2.0,1.0,,,,,,,,,,,4.0,3.0,3.0,2.0,5.0,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_USL_Cup,2025,Westchester SC,b6tj447hitrne5sp308do172s,A. Hammersley,Goalkeeper,13,,,,,16.0,4.0,,12.0,,2.0,,,10.0,,,34.0,10.0,180.0,,10.0,,,,3.0,,,,17.0,71.0,17.0,1.0,,46.0,,,7.0,1.0,,,,,,2.0,2.0,33.0,,2.0,,19.0,,,5.0,50.0,1.0,5.0,6.0,28.0,,,,33.0,,0.0,,,,,,,,,,,,,,3.0,,,,,,,,,,18.0,18.0,,,,,,3.0,1.0,13.0,6.0,3.0,,,,,,,,1.0,,,,,,,,,,1.0,,,,,,,,
USA_USL_Cup,2025,Westchester SC,3rds32zf2fsx776oekol5wz1m,D. Jacomen,Goalkeeper,1,,,4.0,,13.0,5.0,,37.0,,,,,10.0,,,23.0,17.0,180.0,4.0,35.0,4.0,4.0,,12.0,,,,47.0,100.0,47.0,6.0,,42.0,,,30.0,14.0,,,,1.0,,2.0,2.0,21.0,,2.0,,22.0,,,3.0,68.0,,10.0,5.0,18.0,,,,21.0,,0.0,,,,,,,,,,,,,,8.0,,,,,,,,,,12.0,19.0,,,,,2.0,6.0,3.0,4.0,7.0,1.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,
USA_USL_Cup,2025,Westchester SC,etxxyk4izi97gchj7fo58ogd1,A. Jean-Baptiste,Defender,35,1.0,,10.0,,6.0,1.0,,18.0,,2.0,,6.0,10.0,1.0,,11.0,5.0,87.0,2.0,26.0,6.0,4.0,2.0,8.0,,2.0,,35.0,56.0,27.0,12.0,,18.0,,,22.0,9.0,,1.0,4.0,2.0,,2.0,2.0,10.0,,,,3.0,2.0,,1.0,37.0,1.0,9.0,3.0,9.0,2.0,,4.0,9.0,,0.0,,1.0,,,2.0,,,,,,,,,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_USL_Cup,2025,Westchester SC,9j7k19w9hlw0cz8egy841huc5,J. Johnson,Midfielder,5,1.0,1.0,18.0,,7.0,8.0,,67.0,,2.0,3.0,14.0,10.0,15.0,1.0,43.0,10.0,352.0,2.0,118.0,4.0,4.0,12.0,45.0,,5.0,1.0,141.0,199.0,128.0,5.0,,60.0,,2.0,118.0,26.0,1.0,2.0,14.0,,,4.0,4.0,25.0,7.0,4.0,1.0,12.0,22.0,7.0,5.0,153.0,,64.0,10.0,27.0,2.0,6.0,2.0,10.0,1.0,0.0,5.0,1.0,,,,1.0,,,,,,,,2.0,,,,10.0,6.0,3.0,,1.0,,,,,,3.0,2.0,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,
USA_USL_Cup,2025,Westchester SC,ctcf8m5r0uqvzgtr0qkfbnc9h,K. Lawrence,Defender,92,,1.0,4.0,,,,,6.0,,,,2.0,10.0,,1.0,2.0,,29.0,1.0,9.0,2.0,2.0,1.0,4.0,,,,9.0,17.0,10.0,2.0,,4.0,,1.0,10.0,3.0,,,2.0,,,1.0,1.0,1.0,,1.0,,1.0,,,1.0,11.0,,4.0,,,1.0,1.0,1.0,1.0,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,2.0,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_USL_Cup,2025,Westchester SC,5jnn95l62prznsuh1a9x6jdp0,E. Mackic,Forward,18,4.0,,35.0,,1.0,4.0,,6.0,,,,22.0,10.0,12.0,,18.0,,125.0,7.0,13.0,21.0,13.0,8.0,12.0,,5.0,,26.0,48.0,13.0,4.0,,7.0,,,13.0,4.0,,2.0,14.0,6.0,,4.0,4.0,13.0,,1.0,,5.0,3.0,,3.0,26.0,1.0,7.0,4.0,10.0,6.0,3.0,14.0,1.0,,0.0,1.0,,,,3.0,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,
USA_USL_Cup,2025,Westchester SC,3dm7lhf2q6hru1yxr4wfc6hhw,C. Mancheno,Midfielder,71,,,1.0,1.0,,1.0,,,,,,1.0,10.0,2.0,,3.0,,9.0,,1.0,,,1.0,1.0,1.0,,,3.0,6.0,1.0,1.0,1.0,,,,1.0,1.0,,,1.0,,,1.0,1.0,2.0,,,,2.0,1.0,,,3.0,,1.0,1.0,2.0,,1.0,,,1.0,0.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_USL_Cup,2025,Westchester SC,ar4x75pt8zphievntxkmh1t2i,C. McGlynn,Midfielder,6,2.0,2.0,6.0,1.0,2.0,5.0,,43.0,,2.0,,4.0,10.0,9.0,,21.0,8.0,180.0,,65.0,,2.0,4.0,26.0,,3.0,1.0,81.0,106.0,75.0,3.0,,23.0,,2.0,67.0,25.0,1.0,2.0,6.0,,,2.0,2.0,17.0,1.0,2.0,1.0,5.0,18.0,,4.0,92.0,,32.0,7.0,14.0,2.0,1.0,,8.0,,0.0,,,,,,,1.0,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_USL_Cup,2025,Westchester SC,4bx148bm87t5863m9oycurxwq,J. Obregón,Forward,29,1.0,1.0,57.0,9.0,1.0,8.0,3.0,21.0,,1.0,6.0,30.0,10.0,12.0,1.0,37.0,2.0,334.0,5.0,47.0,16.0,27.0,19.0,15.0,3.0,8.0,,60.0,149.0,62.0,,7.0,27.0,2.0,3.0,60.0,17.0,6.0,2.0,41.0,18.0,1.0,4.0,4.0,16.0,1.0,4.0,1.0,10.0,19.0,,2.0,78.0,1.0,42.0,9.0,15.0,22.0,12.0,11.0,4.0,15.0,0.0,1.0,1.0,2.0,2.0,,2.0,2.0,,2.0,0.0,,2.0,,,,,,2.0,1.0,1.0,,1.0,2.0,,,1.0,,1.0,,,,,,,,,2.0,2.0,2.0,,,1.0,1.0,,1.0,,,,,,,,,,,,,,,,
USA_USL_Cup,2025,Westchester SC,2gsbai5bpg1fbullzvngv2l1w,T. Okiyoshi,Midfielder,68,3.0,2.0,9.0,,2.0,4.0,,14.0,,,,5.0,10.0,6.0,,11.0,2.0,115.0,2.0,24.0,3.0,4.0,4.0,14.0,,3.0,,33.0,50.0,25.0,1.0,,10.0,,2.0,23.0,6.0,,1.0,6.0,,,4.0,4.0,9.0,,1.0,,2.0,4.0,,1.0,34.0,,11.0,4.0,8.0,2.0,,1.0,3.0,,0.0,2.0,1.0,,,3.0,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,
USA_USL_Cup,2025,Westchester SC,61n2zwieaq9s1hr8gkmv9q8h6,S. Palma,Defender,23,2.0,1.0,11.0,1.0,11.0,2.0,,44.0,,,,5.0,10.0,3.0,2.0,22.0,9.0,127.0,3.0,60.0,6.0,6.0,2.0,24.0,,2.0,,82.0,99.0,62.0,6.0,,41.0,,3.0,53.0,14.0,,2.0,5.0,,,2.0,2.0,22.0,,2.0,,4.0,5.0,,8.0,84.0,1.0,18.0,2.0,14.0,3.0,,3.0,19.0,1.0,0.0,1.0,1.0,,,,2.0,1.0,,,,,,,2.0,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,
USA_USL_Cup,2025,Westchester SC,6eteku1bt31hga1t8daqos0oa,S. Payne,Defender,22,5.0,4.0,19.0,,7.0,5.0,,29.0,,2.0,1.0,14.0,10.0,8.0,1.0,25.0,3.0,225.0,,54.0,7.0,5.0,7.0,15.0,1.0,6.0,2.0,70.0,124.0,56.0,12.0,,26.0,,4.0,53.0,7.0,,,12.0,,1.0,3.0,3.0,17.0,2.0,3.0,,7.0,25.0,15.0,9.0,73.0,,27.0,7.0,10.0,5.0,1.0,7.0,9.0,1.0,0.0,2.0,2.0,,,,,,,,,,,,2.0,,,,,,,,3.0,,,,,,,3.0,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,
USA_USL_Cup,2025,Westchester SC,8fqk69cd2nbkhmr1j0kzl48gl,M. Peeters,Midfielder,14,1.0,1.0,5.0,,,,,6.0,,,,4.0,10.0,4.0,,5.0,,26.0,,8.0,2.0,1.0,2.0,,,2.0,,13.0,16.0,8.0,,,4.0,,1.0,8.0,5.0,,,3.0,,,1.0,1.0,5.0,,,,,4.0,,1.0,13.0,1.0,2.0,,4.0,1.0,,2.0,1.0,,0.0,,,,,1.0,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_USL_Cup,2025,Westchester SC,8pl795qg2d886vtq8trzsucfe,B. Pierre,Defender,4,6.0,3.0,30.0,,7.0,8.0,,71.0,,,1.0,13.0,10.0,12.0,,35.0,2.0,270.0,8.0,88.0,13.0,17.0,8.0,13.0,,4.0,1.0,111.0,177.0,90.0,22.0,,45.0,,4.0,88.0,47.0,,4.0,17.0,4.0,1.0,3.0,3.0,23.0,1.0,3.0,,4.0,8.0,,10.0,113.0,,19.0,8.0,14.0,9.0,3.0,5.0,11.0,,0.0,4.0,9.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,7.0,,,,,,,,,,,,,,1.0,,,,,,1.0,,,,,,,,,,,,
USA_USL_Cup,2025,Westchester SC,6ynvli3n5395c4eoteg1lod0p,N. Powder,Defender,66,1.0,2.0,11.0,,,4.0,,25.0,,,3.0,6.0,10.0,5.0,1.0,17.0,3.0,152.0,,47.0,1.0,5.0,5.0,6.0,1.0,1.0,,54.0,85.0,47.0,4.0,,15.0,,3.0,44.0,20.0,1.0,1.0,10.0,1.0,1.0,3.0,3.0,7.0,4.0,2.0,,5.0,13.0,3.0,2.0,54.0,,22.0,4.0,9.0,5.0,3.0,1.0,2.0,1.0,0.0,1.0,,,,1.0,1.0,,,,,,,,,,,,3.0,3.0,,,1.0,,,,,,,,,,,,,,,,,,,,,1.0,,,1.0,,,,,,,,,,,,,1.0,,
USA_USL_Cup,2025,Westchester SC,1ukm9nul6asa10oh4ur2my356,S. Powder,Forward,7,4.0,1.0,8.0,,4.0,5.0,,6.0,,,1.0,5.0,10.0,1.0,,13.0,3.0,99.0,,17.0,2.0,3.0,3.0,1.0,1.0,,3.0,23.0,54.0,18.0,,,13.0,,2.0,15.0,5.0,2.0,,6.0,1.0,,2.0,2.0,7.0,3.0,1.0,,3.0,6.0,11.0,2.0,25.0,,13.0,5.0,8.0,3.0,2.0,2.0,6.0,2.0,0.0,2.0,1.0,,,1.0,1.0,,,,,,,,,,,,,,1.0,1.0,2.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
