root_folder,liga,temporada,equipo,equipo_folder,id,nombre,posicion,dorsal,Touches,Successful Short Passes,Starts,Blocks,Successful Passes Opposition Half,PutThrough/Blocked Distribution,Appearances,Unsuccessful Passes Own Half,Tackles Lost,Tackles Won,Unsuccessful Short Passes,Total Tackles,Unsuccessful Passes Opposition Half,Ground Duels won,PutThrough/Blocked Distribution Won,Index,Clean Sheets,Games Played,Total Clearances,Total Passes,Total Losses Of Possession,Successful Long Passes,Ground Duels,Rightside Passes,Successful Open Play Passes,Recoveries,Total Successful Passes ( Excl Crosses & Corners ) ,Open Play Passes,Time Played,Total Unsuccessful Passes ( Excl Crosses & Corners ),Duels,Leftside Passes,Forward Passes,Interceptions,Successful Passes Own Half,Unsuccessful Launches,Duels won,Unsuccessful Long Passes,Backward Passes,Winning Goal,Ground Duels lost,GK Unsuccessful Distribution,Goals Conceded,Saves Made from Inside Box,Successful Launches,Duels lost,Goal Kicks,Aerial Duels,Saves Made,Catches,Goals Conceded Outside Box,Saves Made from Outside Box,Drops,Aerial Duels won,Saves made - parried,Punches,Goals Conceded Inside Box,GK Successful Distribution,Substitute On,Unsuccessful Crosses open play,Unsuccessful Crosses & Corners,Total Touches In Opposition Box,Total Fouls Won,Throw Ins to Own Player,Successful Lay-offs,Unsuccessful Dribbles,Times Tackled,Substitute Off,Foul Attempted Tackle,Total Fouls Conceded,Key Passes (Attempt Assists),Offsides,Aerial Duels lost,Corners Won,Successful Crosses & Corners,Goal Assists,Successful Crosses open play,Assists (Intentional),Successful Dribbles,Overruns,Throw Ins to Opposition Player,Yellow Cards,Handballs conceded,Corners Taken (incl short corners),Right Foot Goals,Unsuccessful Corners into Box,Shots Off Target (inc woodwork),Successful Corners into Box,Attempts from Set Pieces,Shots On Target ( inc goals ),Goals,Goals from Inside Box,Total Shots,Home Goals,Away Goals,Blocked Shots,Through balls,Foul Won Penalty,Penalties Taken,Headed Goals,Unsuccessful lay-offs,Penalty Goals,Left Foot Goals,Goals from Outside Box,Hit Woodwork,Last Player Tackle,Penalties Conceded,Goalkeeper Smother,Saves from Penalty,Penalties Faced,Penalties Saved,Red Cards - 2nd Yellow,Total Red Cards,Second Goal Assists,Penalty Goals Conceded,Clearances Off the Line,Straight Red Cards,Saves made - caught,Penalties Off Target,Own Goal Scored,Crosses not Claimed
testeo_ligas_norteamerica,Concacaf_Leagues_Cup,2024,Atlanta United FC,Atlanta_United_FC,652d6i0jem2jymjfzd8w0ndn9,L. Abram,Defender,4,60.0,37.0,1.0,1.0,10.0,1.0,1.0,2.0,5.0,3.0,3.0,8.0,4.0,8.0,1.0,10.0,1.0,1.0,3.0,46.0,6.0,3.0,8.0,17.0,39.0,5.0,40.0,45.0,90.0,6.0,8.0,4.0,23.0,1.0,30.0,1.0,8.0,3.0,2.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
testeo_ligas_norteamerica,Concacaf_Leagues_Cup,2024,Atlanta United FC,Atlanta_United_FC,a63su8pudaernrvj1fi9006qc,L. Brennan,Midfielder,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
testeo_ligas_norteamerica,Concacaf_Leagues_Cup,2024,Atlanta United FC,Atlanta_United_FC,cu84s15ig7u7g9iwwcff82yuh,J. Cohen,Goalkeeper,22,89.0,33.0,2.0,,4.0,,2.0,3.0,,,,,14.0,,,10.0,1.0,2.0,3.0,59.0,18.0,9.0,1.0,17.0,25.0,23.0,42.0,33.0,180.0,17.0,3.0,12.0,30.0,,38.0,10.0,2.0,17.0,,0.0,1.0,3.0,3.0,3.0,3.0,1.0,13.0,2.0,9.0,2.0,1.0,6.0,2.0,2.0,2.0,1.0,2.0,24.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
testeo_ligas_norteamerica,Concacaf_Leagues_Cup,2024,Atlanta United FC,Atlanta_United_FC,5c7gqtyra887hjyg502tvzn1m,M. Edwards,Defender,47,16.0,7.0,,,3.0,1.0,1.0,2.0,,,3.0,,2.0,1.0,,10.0,,1.0,,11.0,4.0,1.0,1.0,1.0,7.0,3.0,8.0,10.0,19.0,3.0,2.0,1.0,7.0,,5.0,,2.0,,2.0,0.0,,,,,,,,1.0,,,,,,1.0,,,,,1.0,1.0,1.0,1.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
testeo_ligas_norteamerica,Concacaf_Leagues_Cup,2024,Atlanta United FC,Atlanta_United_FC,9zuk40rppwiyzn980bw7z1v1m,A. Fortune,Midfielder,35,80.0,52.0,2.0,1.0,27.0,3.0,2.0,3.0,,3.0,6.0,3.0,6.0,5.0,2.0,10.0,,2.0,3.0,64.0,12.0,3.0,8.0,12.0,52.0,7.0,55.0,60.0,124.0,9.0,9.0,19.0,21.0,,28.0,1.0,6.0,3.0,12.0,0.0,3.0,,3.0,,1.0,3.0,,1.0,,,1.0,,,1.0,,,2.0,,,,,1.0,2.0,,1.0,1.0,1.0,2.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
testeo_ligas_norteamerica,Concacaf_Leagues_Cup,2024,Atlanta United FC,Atlanta_United_FC,4tz64bm0vbosads0bbsw7n5xx,S. Gregersen,Defender,5,112.0,71.0,2.0,1.0,15.0,3.0,2.0,5.0,1.0,2.0,6.0,3.0,8.0,9.0,1.0,10.0,1.0,2.0,6.0,91.0,13.0,7.0,12.0,12.0,75.0,7.0,78.0,88.0,180.0,13.0,21.0,37.0,40.0,2.0,63.0,3.0,13.0,7.0,2.0,0.0,3.0,,3.0,,1.0,8.0,,9.0,,,1.0,,,4.0,,,2.0,,,,,2.0,6.0,,,,,,,3.0,1.0,1.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
testeo_ligas_norteamerica,Concacaf_Leagues_Cup,2024,Atlanta United FC,Atlanta_United_FC,26r7731d42flwc6ikxb90jxlh,B. Guzan,Goalkeeper,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
testeo_ligas_norteamerica,Concacaf_Leagues_Cup,2024,Atlanta United FC,Atlanta_United_FC,erjg1qs9modbqfkfiz6picyqx,R. Hernández,Defender,2,62.0,32.0,1.0,,15.0,1.0,1.0,3.0,1.0,,5.0,1.0,7.0,1.0,,10.0,,1.0,3.0,43.0,10.0,2.0,2.0,24.0,34.0,6.0,34.0,43.0,90.0,9.0,3.0,3.0,14.0,3.0,19.0,2.0,1.0,4.0,2.0,0.0,1.0,,3.0,,,2.0,,1.0,,,1.0,,,,,,2.0,,,1.0,1.0,,,6.0,,,,,,1.0,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
testeo_ligas_norteamerica,Concacaf_Leagues_Cup,2024,Atlanta United FC,Atlanta_United_FC,234q7lf0bx51r8wehvg51r4k5,B. Lennon,Defender,11,111.0,50.0,2.0,,29.0,2.0,2.0,3.0,,4.0,8.0,4.0,13.0,8.0,,10.0,1.0,2.0,2.0,70.0,26.0,10.0,14.0,3.0,60.0,10.0,60.0,69.0,180.0,10.0,16.0,28.0,26.0,,36.0,1.0,9.0,2.0,13.0,0.0,6.0,,3.0,,2.0,7.0,,2.0,,,1.0,,,1.0,,,2.0,,,6.0,6.0,3.0,2.0,7.0,,,2.0,,3.0,4.0,2.0,,1.0,1.0,5.0,1.0,5.0,1.0,2.0,2.0,3.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
testeo_ligas_norteamerica,Concacaf_Leagues_Cup,2024,Atlanta United FC,Atlanta_United_FC,c267r9oskj83zo9v4vdbvccet,S. Lobjanidze,Midfielder,9,98.0,42.0,2.0,,34.0,5.0,2.0,1.0,,,9.0,,24.0,3.0,1.0,10.0,1.0,2.0,,56.0,36.0,2.0,14.0,18.0,40.0,7.0,44.0,51.0,180.0,12.0,14.0,15.0,10.0,1.0,15.0,1.0,3.0,3.0,13.0,0.0,11.0,,3.0,,,11.0,,,,,1.0,,,,,,2.0,,,8.0,13.0,10.0,2.0,2.0,1.0,8.0,8.0,,1.0,2.0,5.0,,,3.0,5.0,,3.0,,1.0,,,,1.0,9.0,1.0,4.0,1.0,3.0,2.0,3.0,1.0,1.0,4.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
