root_folder,liga,temporada,equipo,equipo_folder,id,nombre,posicion,dorsal,Appearances,Goals Conceded Inside Box,Starts,Total Tackles,Duels won,Ground Duels won,Goals Conceded,Total Fouls Conceded,Recoveries,Total Passes,Touches,Unsuccessful Short Passes,Ground Duels,Index,Unsuccessful Passes Opposition Half,Games Played,Total Losses Of Possession,Leftside Passes,Successful Passes Opposition Half,Duels lost,Forward Passes,Duels,Total Successful Passes ( Excl Crosses & Corners ) ,Successful Passes Own Half,Total Unsuccessful Passes ( Excl Crosses & Corners ),Time Played,Backward Passes,Open Play Passes,Penalty Goals Conceded,Tackles Won,Ground Duels lost,Successful Short Passes,Successful Open Play Passes,Substitute Off,Interceptions,Total Fouls Won,Winning Goal,Rightside Passes,Saves Made,Saves Made from Inside Box,GK Successful Distribution,Unsuccessful Passes Own Half,Catches,GK Unsuccessful Distribution,Penalties Faced,Goal Kicks,Unsuccessful Long Passes,Successful Long Passes,Saves Made from Outside Box,Saves made - parried,Total Clearances,PutThrough/Blocked Distribution,Aerial Duels lost,PutThrough/Blocked Distribution Won,Foul Attempted Tackle,Substitute On,Aerial Duels,Successful Launches,Throw Ins to Own Player,Aerial Duels won,Tackles Lost,Throw Ins to Opposition Player,Blocks,Times Tackled,Successful Crosses & Corners,Successful Dribbles,Successful Corners into Box,Successful Lay-offs,Yellow Cards,Unsuccessful Crosses & Corners,Corners Won,Overruns,Unsuccessful Corners into Box,Unsuccessful Crosses open play,Corners Taken (incl short corners),Key Passes (Attempt Assists),Unsuccessful Dribbles,Successful Crosses open play,Total Touches In Opposition Box,Total Shots,Offsides,Shots On Target ( inc goals ),Unsuccessful Launches,Penalties Conceded,Handballs conceded,Shots Off Target (inc woodwork),Clearances Off the Line,Drops,Total Red Cards,Straight Red Cards,Attempts from Set Pieces,Blocked Shots,Red Cards - 2nd Yellow,Goals Conceded Outside Box,Through balls,Goal Assists,Goals,Left Foot Goals,Goals from Inside Box,Assists (Intentional),Right Foot Goals,Home Goals,Away Goals,Foul Won Penalty,Penalties Taken,Penalty Goals,Saves made - caught,Headed Goals,Hit Woodwork,Unsuccessful lay-offs,Goals from Outside Box,Own Goal Scored,Punches,Saves from Penalty,Penalties Saved,Set Pieces Goals,Clean Sheets,Goalkeeper Smother,Second Goal Assists,Last Man Tackle,Other Goals,Last Player Tackle
testeo_ligas_norteamerica,Concacaf_Concacaf_Nations_League,2023-2024,St. Vincent / Grenadines,St._Vincent-Grenadines,6l8op8qkpyu7sqxmel40as2l0,J. Adams,Defender,0,1.0,,,1.0,1.0,1.0,,1.0,3.0,8.0,19.0,2.0,3.0,10.0,1.0,1.0,5.0,5.0,3.0,2.0,3.0,3.0,6.0,3.0,2.0,19.0,,8.0,,1.0,2.0,6.0,6.0,,3.0,,0.0,,,,,1.0,,,,,,,,,,,,,1.0,1.0,,,4.0,,,1.0,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
testeo_ligas_norteamerica,Concacaf_Concacaf_Nations_League,2023-2024,St. Vincent / Grenadines,St._Vincent-Grenadines,b74se826gm3zvn1w6rnhhxpuc,S. Alexander,Midfielder,0,5.0,9.0,5.0,5.0,9.0,6.0,11.0,5.0,22.0,127.0,160.0,12.0,19.0,10.0,14.0,5.0,28.0,32.0,46.0,13.0,45.0,22.0,109.0,63.0,18.0,367.0,17.0,126.0,2.0,4.0,13.0,103.0,108.0,3.0,6.0,1.0,0.0,33.0,,,,6.0,,,,,6.0,6.0,,,7.0,1.0,,,4.0,,3.0,,,3.0,1.0,,,2.0,,,,,1.0,2.0,,,,2.0,,,,,2.0,2.0,,,,,,2.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
testeo_ligas_norteamerica,Concacaf_Concacaf_Nations_League,2023-2024,St. Vincent / Grenadines,St._Vincent-Grenadines,4avmtni30rahy4h40ffg89q6t,O. Anderson,Forward,0,4.0,9.0,4.0,2.0,16.0,16.0,10.0,4.0,10.0,18.0,75.0,4.0,34.0,10.0,5.0,4.0,27.0,7.0,10.0,18.0,4.0,34.0,14.0,4.0,4.0,312.0,3.0,18.0,2.0,1.0,18.0,14.0,14.0,3.0,2.0,8.0,0.0,4.0,,,,,,,,,,,,,,2.0,,1.0,3.0,,,,,,1.0,1.0,,14.0,,6.0,,,2.0,1.0,1.0,1.0,,1.0,,3.0,12.0,,23.0,10.0,3.0,5.0,,,,5.0,,,,,,1.0,,1.0,,2.0,3.0,,3.0,2.0,2.0,3.0,0.0,1.0,1.0,,,1.0,1.0,,,,,,,,,,,,,
testeo_ligas_norteamerica,Concacaf_Concacaf_Nations_League,2023-2024,St. Vincent / Grenadines,St._Vincent-Grenadines,2vqnmidhskp1pdzt8mnvtnifo,J. Audain,Midfielder,0,2.0,2.0,1.0,2.0,7.0,7.0,3.0,1.0,9.0,26.0,46.0,5.0,12.0,10.0,8.0,2.0,16.0,4.0,15.0,6.0,7.0,13.0,21.0,6.0,5.0,99.0,5.0,26.0,,2.0,5.0,19.0,21.0,1.0,,1.0,0.0,10.0,,,,1.0,,,,,,2.0,,,,1.0,1.0,,,1.0,1.0,,,,,,,2.0,,4.0,,,,4.0,1.0,,,4.0,,1.0,,,2.0,1.0,,,,,,1.0,,,,,,1.0,,1.0,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,
testeo_ligas_norteamerica,Concacaf_Concacaf_Nations_League,2023-2024,St. Vincent / Grenadines,St._Vincent-Grenadines,9uwbqzqoanm5yxbnnjzemh2hh,J. Barnum-Bobb,Defender,0,2.0,3.0,2.0,3.0,5.0,3.0,3.0,2.0,11.0,63.0,101.0,14.0,10.0,10.0,12.0,2.0,26.0,23.0,24.0,8.0,34.0,13.0,47.0,24.0,16.0,180.0,6.0,63.0,,2.0,7.0,46.0,47.0,,1.0,,0.0,,,,,5.0,,,,,2.0,1.0,,,1.0,1.0,1.0,,2.0,,3.0,,19.0,2.0,1.0,5.0,,2.0,1.0,,,,1.0,1.0,,,1.0,,1.0,3.0,2.0,,1.0,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,
testeo_ligas_norteamerica,Concacaf_Concacaf_Nations_League,2023-2024,St. Vincent / Grenadines,St._Vincent-Grenadines,a9tzds6zjqdm7p11k3c4jys5w,M. Brown,Midfielder,0,2.0,,,,2.0,,,,3.0,18.0,26.0,7.0,2.0,10.0,4.0,2.0,10.0,4.0,6.0,3.0,5.0,5.0,11.0,5.0,7.0,43.0,4.0,18.0,,,2.0,11.0,11.0,,,,0.0,5.0,,,,3.0,,,,,,,,,1.0,1.0,1.0,1.0,,2.0,3.0,,,2.0,,,,1.0,,,,,,,,,,,,1.0,,,5.0,1.0,,,,,,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
testeo_ligas_norteamerica,Concacaf_Concacaf_Nations_League,2023-2024,St. Vincent / Grenadines,St._Vincent-Grenadines,aemtk2igwtakd5gsrugmluv4k,M. Brown-Andrews,Midfielder,0,2.0,2.0,,,2.0,2.0,2.0,1.0,4.0,26.0,34.0,4.0,7.0,10.0,3.0,2.0,8.0,8.0,9.0,6.0,6.0,8.0,21.0,12.0,5.0,60.0,4.0,24.0,,,5.0,20.0,19.0,,1.0,2.0,0.0,8.0,,,,2.0,,,,,1.0,1.0,,,,,1.0,,1.0,2.0,1.0,,,,,,,2.0,,,,,,,1.0,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
testeo_ligas_norteamerica,Concacaf_Concacaf_Nations_League,2023-2024,St. Vincent / Grenadines,St._Vincent-Grenadines,aa4q4y6xeoyvzxouu81bfttlg,G. Browne,Defender,0,4.0,6.0,4.0,9.0,19.0,19.0,8.0,9.0,13.0,91.0,176.0,21.0,45.0,10.0,25.0,4.0,53.0,1.0,27.0,27.0,36.0,46.0,63.0,38.0,28.0,318.0,17.0,88.0,2.0,6.0,26.0,61.0,61.0,3.0,6.0,4.0,0.0,37.0,,,,8.0,,,,,7.0,2.0,,,8.0,4.0,1.0,3.0,9.0,,1.0,,15.0,,3.0,6.0,2.0,6.0,2.0,6.0,1.0,,2.0,5.0,3.0,1.0,3.0,2.0,4.0,1.0,4.0,1.0,3.0,1.0,,,2.0,,,1.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
testeo_ligas_norteamerica,Concacaf_Concacaf_Nations_League,2023-2024,St. Vincent / Grenadines,St._Vincent-Grenadines,2wkyb1n9vip6kxq3njfpfrl04,N. Burgin,Defender,0,5.0,6.0,2.0,8.0,13.0,12.0,6.0,5.0,19.0,87.0,155.0,19.0,24.0,10.0,30.0,5.0,55.0,5.0,28.0,12.0,41.0,25.0,53.0,27.0,34.0,240.0,16.0,79.0,,6.0,12.0,45.0,48.0,,5.0,3.0,0.0,25.0,,,,11.0,,,,,15.0,8.0,,,4.0,1.0,,,4.0,3.0,1.0,2.0,15.0,1.0,2.0,6.0,1.0,5.0,2.0,1.0,1.0,,1.0,7.0,1.0,1.0,3.0,3.0,4.0,1.0,3.0,1.0,,2.0,1.0,,7.0,,,2.0,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,
testeo_ligas_norteamerica,Concacaf_Concacaf_Nations_League,2023-2024,St. Vincent / Grenadines,St._Vincent-Grenadines,d06rmzshvtywckrtvzdowt3bo,A. Charles,Midfielder,0,3.0,,1.0,,1.0,1.0,,3.0,4.0,40.0,47.0,5.0,6.0,10.0,5.0,3.0,9.0,8.0,17.0,5.0,14.0,6.0,34.0,17.0,6.0,104.0,4.0,39.0,,,5.0,30.0,33.0,1.0,,1.0,0.0,14.0,,,,1.0,,,,,1.0,4.0,,,,,,,3.0,2.0,,,,,,,,2.0,,,,,,,,,,,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
