liga,temporada,equipo,id,nombre,posicion,dorsal,Appearances,Backward Passes,Duels,Duels won,Final Third Touches,Forward Passes,Games Played,Goals Conceded,Goals Conceded Inside Box,Ground Duels,Ground Duels won,Key Passes (Attempt Assists),Leftside Passes,Open Play Passes,Recoveries,Rightside Passes,Shots Created,Shots Off Target (inc woodwork),Substitute On,Successful Crosses & Corners,Successful Crosses open play,Successful Open Play Passes,Successful Passes Opposition Half,Successful Passes Own Half,Successful Short Passes,Throw Ins to Own Player,Time Played,Total Fouls Won,Total Losses Of Possession,Total Passes,Total Shots,Total Successful Passes ( Excl Crosses & Corners ) ,Total Touches In Opposition Box,Total Unsuccessful Passes ( Excl Crosses & Corners ),Touches,Unsuccessful Crosses & Corners,Unsuccessful Launches,Unsuccessful Long Passes,Unsuccessful Passes Opposition Half,Unsuccessful Passes Own Half,Unsuccessful Short Passes,Winning Goal,Aerial Duels,Aerial Duels lost,Aerial Duels won,Corners Won,Duels lost,Handballs conceded,Interceptions,PutThrough/Blocked Distribution,PutThrough/Blocked Distribution Won,Starts,Successful Launches,Successful Lay-offs,Successful Long Passes,Tackles Lost,Tackles Won,Total Clearances,Total Fouls Conceded,Total Tackles,Blocks,Corners Taken (incl short corners),Hit Woodwork,Penalties Off Target,Penalties Taken,Substitute Off,Successful Corners into Box,Successful Dribbles,Throw Ins to Opposition Player,Total Big Chances Missed,Unsuccessful Corners into Box,Foul Attempted Tackle,Ground Duels lost,Offsides,Shots On Target ( inc goals ),Yellow Cards,Times Tackled,Unsuccessful Crosses open play,Unsuccessful Dribbles,Blocked Shots,GK Successful Distribution,Goal Kicks,Foul Won Penalty,Catches,Punches,Saves Made,Saves Made from Inside Box,Saves Made from Outside Box,Saves made - parried,Total Big Chances Saved,Goals Conceded Outside Box,Overruns,Penalty Goals Conceded,Penalties Conceded,GK Unsuccessful Distribution,Penalties Faced,Unsuccessful lay-offs,Carries,Progressive Carries,Total Big Chances Created,Goals,Goals Openplay,Goals from Inside Box,Right Foot Goals,Total Big Chances Scored,Home Goals,Away Goals,Attempts from Set Pieces,Penalty Goals,Assists (Intentional),Goal Assists,Straight Red Cards,Total Red Cards,Clean Sheets,Left Foot Goals,Through balls,Headed Goals,Goalkeeper Smother,Own Goal Scored,Red Cards - 2nd Yellow,Direct Setpiece Goals,Goals from Outside Box,Set Pieces Goals,Drops,Penalties Saved,Saves from Penalty,Clearances Off the Line,Second Goal Assists,Saves made - caught,Crosses not Claimed,Other Goals,Last Player Tackle
USA_US_Open_Cup,2026,El Paso Locomotive FC,c6fiv87lm984b7b6huom6mcd0,D. Abitia,Forward,9,3.0,8.0,13.0,5.0,18.0,,3.0,1.0,1.0,8.0,4.0,,2.0,11.0,2.0,3.0,,2.0,2.0,,,11.0,8.0,5.0,13.0,,112.0,,10.0,13.0,3.0,13.0,7.0,,37.0,,,,,,,1.0,5.0,4.0,1.0,,8.0,1.0,,,,1.0,,2.0,,,1.0,1.0,1.0,1.0,,,,,,1.0,,3.0,,,,,4.0,,1.0,,2.0,,1.0,2.0,,,,,,,,,,,,,,,,,,3.0,1.0,,1.0,1.0,1.0,1.0,1.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
USA_US_Open_Cup,2026,El Paso Locomotive FC,2dbik29e0m9bil2ofn2yhrget,T. Alfaro,Defender,93,3.0,6.0,11.0,4.0,1.0,64.0,3.0,4.0,4.0,7.0,2.0,2.0,33.0,173.0,10.0,78.0,2.0,1.0,,,,169.0,49.0,126.0,162.0,,225.0,2.0,6.0,181.0,1.0,175.0,1.0,6.0,199.0,,2.0,4.0,3.0,3.0,2.0,0.0,4.0,2.0,2.0,,7.0,,3.0,2.0,2.0,3.0,1.0,,13.0,,,7.0,4.0,,2.0,,,,,1.0,,,,,,2.0,5.0,,,1.0,,,,,,1.0,,,,,,,,,,,,,1.0,,,29.0,14.0,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,
USA_US_Open_Cup,2026,El Paso Locomotive FC,ciymbn6mgi7v0qkihj0anphxw,D. Alvidrez,Midfielder,76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_US_Open_Cup,2026,El Paso Locomotive FC,cqmvrx028gh19yh8qh7w01y0a,R. Avila,Forward,13,2.0,5.0,18.0,9.0,26.0,3.0,2.0,1.0,1.0,16.0,8.0,2.0,10.0,22.0,4.0,4.0,2.0,1.0,1.0,1.0,1.0,17.0,12.0,6.0,17.0,,112.0,1.0,12.0,22.0,3.0,17.0,5.0,5.0,49.0,,1.0,1.0,3.0,2.0,4.0,0.0,2.0,1.0,1.0,1.0,9.0,,1.0,3.0,2.0,1.0,,2.0,,1.0,4.0,1.0,2.0,5.0,,,,,,,,2.0,,,,2.0,8.0,,2.0,,4.0,,1.0,,,,,,,,,,,,,,,,,,,5.0,2.0,,1.0,1.0,,1.0,,0.0,1.0,,,,,,,1.0,,,,,,,,1.0,,,,,,,,,,
USA_US_Open_Cup,2026,El Paso Locomotive FC,7ctc1xui7wk89o5v00z8ijqw9,E. Calvillo,Midfielder,6,3.0,33.0,18.0,9.0,43.0,30.0,3.0,3.0,3.0,15.0,7.0,4.0,24.0,111.0,7.0,32.0,4.0,1.0,1.0,1.0,,97.0,53.0,53.0,97.0,2.0,189.0,6.0,23.0,119.0,3.0,105.0,4.0,14.0,149.0,,4.0,4.0,6.0,8.0,10.0,0.0,3.0,1.0,2.0,3.0,9.0,,2.0,3.0,1.0,2.0,1.0,2.0,8.0,,1.0,,2.0,1.0,1.0,2.0,,,,1.0,2.0,1.0,,,,2.0,8.0,,2.0,1.0,4.0,,1.0,2.0,,,,,,,,,,,,,,,,,,6.0,2.0,1.0,1.0,1.0,1.0,1.0,,0.0,1.0,1.0,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,
USA_US_Open_Cup,2026,El Paso Locomotive FC,1460tac94fhhy43lmohs4fj3e,N. Cardona,Defender,2,1.0,6.0,3.0,1.0,8.0,12.0,1.0,,,3.0,1.0,,2.0,32.0,2.0,13.0,,,,,,25.0,10.0,16.0,25.0,5.0,45.0,1.0,9.0,33.0,,26.0,,7.0,41.0,,,1.0,3.0,4.0,6.0,0.0,,,,,2.0,,,3.0,,1.0,,,1.0,,,,,,,,,,,1.0,,,1.0,,,,2.0,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,4.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_US_Open_Cup,2026,El Paso Locomotive FC,c4g35kho1qirnu4q420knnl9m,R. Coronado,Midfielder,30,3.0,29.0,15.0,9.0,13.0,20.0,3.0,4.0,4.0,12.0,7.0,1.0,30.0,109.0,16.0,35.0,1.0,1.0,1.0,,,97.0,35.0,66.0,94.0,,205.0,6.0,23.0,114.0,1.0,101.0,,13.0,146.0,,2.0,4.0,9.0,4.0,9.0,0.0,3.0,1.0,2.0,,6.0,,3.0,3.0,2.0,2.0,,1.0,7.0,1.0,,3.0,2.0,1.0,,1.0,,,,1.0,,,,,,2.0,5.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,10.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_US_Open_Cup,2026,El Paso Locomotive FC,1jhs3g95t0ah1hx3fwlo14kmi,G. Diaz,Defender,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_US_Open_Cup,2026,El Paso Locomotive FC,28cixms5w9uu1e38kcc8o2j9w,N. Dollenmayer,Defender,15,2.0,1.0,8.0,4.0,3.0,15.0,2.0,,,3.0,1.0,,7.0,35.0,2.0,15.0,,,1.0,,,31.0,13.0,19.0,31.0,,75.0,,7.0,38.0,,32.0,1.0,6.0,52.0,1.0,1.0,1.0,5.0,2.0,5.0,0.0,5.0,2.0,3.0,2.0,4.0,,,,,1.0,1.0,,1.0,1.0,,11.0,2.0,1.0,,,,,,1.0,,,,,,,2.0,,,1.0,,1.0,,1.0,,,,,,,,,,,,,,,,,,5.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_US_Open_Cup,2026,El Paso Locomotive FC,641bsr9un81t6sds51fhvijh0,B. Farkarlun,Forward,11,2.0,10.0,10.0,4.0,22.0,6.0,2.0,1.0,1.0,8.0,3.0,,4.0,28.0,5.0,8.0,,,1.0,,,22.0,14.0,8.0,22.0,1.0,94.0,1.0,10.0,28.0,,22.0,2.0,6.0,41.0,1.0,,,6.0,1.0,6.0,0.0,2.0,1.0,1.0,,6.0,1.0,1.0,5.0,3.0,1.0,,,,,,1.0,3.0,,,,,,,1.0,,2.0,,,,1.0,5.0,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,11.0,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
