liga,temporada,equipo,id,nombre,posicion,dorsal,Duels,Total Fouls Won,Goals Conceded Outside Box,Total Clearances,PutThrough/Blocked Distribution Won,Throw Ins to Own Player,Throw Ins to Opposition Player,Unsuccessful Passes Opposition Half,Substitute On,Total Unsuccessful Passes ( Excl Crosses & Corners ),Tackles Lost,Total Passes,Unsuccessful Launches,Total Tackles,Unsuccessful Long Passes,Time Played,Successful Passes Own Half,Ground Duels lost,Goals Conceded Inside Box,Ground Duels won,Games Played,PutThrough/Blocked Distribution,Unsuccessful Passes Own Half,Leftside Passes,Starts,Successful Short Passes,Total Fouls Conceded,Total Losses Of Possession,Foul Attempted Tackle,Unsuccessful Short Passes,Duels won,Ground Duels,Tackles Won,Times Tackled,Substitute Off,Recoveries,Index,Successful Open Play Passes,Touches,Appearances,Duels lost,Forward Passes,Goals Conceded,Open Play Passes,Total Successful Passes ( Excl Crosses & Corners ) ,Winning Goal,Successful Dribbles,Aerial Duels lost,Successful Lay-offs,Shots On Target ( inc goals ),Interceptions,Aerial Duels,Backward Passes,Successful Passes Opposition Half,Unsuccessful Dribbles,Blocks,Blocked Shots,Rightside Passes,Overruns,Total Touches In Opposition Box,Foul Won Penalty,Total Shots,Aerial Duels won,Saves made - parried,Punches,Crosses not Claimed,Drops,GK Successful Distribution,Successful Long Passes,Goalkeeper Smother,Saves Made,Saves Made from Inside Box,GK Unsuccessful Distribution,Goal Kicks,Catches,Successful Launches,Saves Made from Outside Box,Handballs conceded,Key Passes (Attempt Assists),Yellow Cards,Shots Off Target (inc woodwork),Unsuccessful Crosses & Corners,Successful Crosses & Corners,Offsides,Assists (Intentional),Goal Assists,Unsuccessful Corners into Box,Successful Crosses open play,Corners Taken (incl short corners),Successful Corners into Box,Corners Won,Unsuccessful lay-offs,Clearances Off the Line,Unsuccessful Crosses open play,Goals,Left Foot Goals,Goals from Inside Box,Home Goals,Away Goals,Penalties Taken,Penalties Off Target,Headed Goals,Hit Woodwork,Penalty Goals Conceded,Penalties Faced,Penalties Saved,Saves from Penalty,Attempts from Set Pieces,Right Foot Goals,Saves made - caught,Last Player Tackle,Penalties Conceded,Red Cards - 2nd Yellow,Total Red Cards,Through balls,Penalty Goals,Clean Sheets,Own Goal Scored,Other Goals,Goals from Outside Box,Second Goal Assists,Set Pieces Goals,Straight Red Cards
Concacaf_Concacaf_U17,2025,Costa Rica Under 17,4qy2baqr4q0a84a4atjpd785w,M. Alfaro,Goalkeeper,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Concacaf_Concacaf_U17,2025,Costa Rica Under 17,aibbyqe476znyhdbkspt3caac,I. Badilla,Defender,7,52.0,9.0,,3.0,3.0,4.0,4.0,30.0,,24.0,2.0,67.0,4.0,11.0,5.0,302.0,13.0,24.0,2.0,23.0,4.0,11.0,4.0,15.0,4.0,37.0,5.0,77.0,3.0,19.0,26.0,47.0,9.0,18.0,2.0,14.0,10.0,41.0,184.0,4.0,26.0,30.0,2.0,65.0,43.0,3.0,3.0,2.0,2.0,6.0,2.0,5.0,13.0,30.0,10.0,,,9.0,4.0,21.0,1.0,14.0,3.0,,,,,,6.0,,,,,,,2.0,,1.0,4.0,,8.0,10.0,,3.0,1.0,1.0,,,,,7.0,,,10.0,5.0,,4.0,2.0,3.0,1.0,,,,,,,,,5.0,,,,,,1.0,1.0,1.0,,,1.0,,,
Concacaf_Concacaf_U17,2025,Costa Rica Under 17,dsg6rnd20sjxx76zpui4262vo,E. Barley,Forward,9,32.0,,,,3.0,,,18.0,1.0,16.0,3.0,56.0,,4.0,3.0,229.0,10.0,15.0,,6.0,4.0,5.0,,9.0,3.0,37.0,5.0,44.0,,13.0,14.0,21.0,1.0,10.0,3.0,6.0,10.0,37.0,111.0,4.0,18.0,10.0,,53.0,40.0,0.0,2.0,3.0,5.0,4.0,,11.0,20.0,30.0,4.0,,3.0,17.0,1.0,17.0,,7.0,8.0,,,,,,3.0,,,,,,,,,,1.0,1.0,3.0,2.0,,1.0,,,,,,,2.0,,,2.0,2.0,,2.0,1.0,1.0,,,1.0,1.0,,,,,,1.0,,,,,,,,,,,,,,
Concacaf_Concacaf_U17,2025,Costa Rica Under 17,b39wq461mvo1snbm6f0cls9w4,N. Bennette,Midfielder,12,20.0,6.0,,2.0,3.0,,,16.0,1.0,18.0,,99.0,4.0,4.0,4.0,282.0,44.0,4.0,2.0,15.0,4.0,7.0,2.0,26.0,3.0,81.0,1.0,33.0,,14.0,16.0,19.0,4.0,3.0,1.0,16.0,10.0,72.0,148.0,4.0,4.0,27.0,2.0,90.0,81.0,0.0,5.0,,1.0,3.0,2.0,1.0,18.0,38.0,1.0,,1.0,28.0,1.0,6.0,,4.0,1.0,,,,,3.0,,,,,,3.0,,,,,4.0,,1.0,,1.0,,,,,1.0,,,1.0,,,,1.0,,1.0,1.0,0.0,,,,,,,,,,1.0,,,,,,1.0,,1.0,,,,,,
Concacaf_Concacaf_U17,2025,Costa Rica Under 17,v251fpcndt4dajzwsd0hlg5w,M. Brown,Midfielder,11,43.0,4.0,,,2.0,4.0,,38.0,,25.0,2.0,92.0,,4.0,8.0,259.0,19.0,20.0,2.0,22.0,4.0,4.0,2.0,10.0,4.0,62.0,5.0,77.0,4.0,17.0,22.0,42.0,2.0,14.0,4.0,15.0,10.0,60.0,193.0,4.0,21.0,29.0,2.0,85.0,67.0,0.0,14.0,1.0,2.0,6.0,2.0,1.0,26.0,56.0,7.0,,,27.0,2.0,14.0,,9.0,,,,,,,5.0,,,,,,,1.0,,,8.0,1.0,3.0,15.0,8.0,4.0,1.0,1.0,,7.0,6.0,1.0,6.0,,,12.0,3.0,3.0,2.0,1.0,2.0,1.0,,,,,,,,4.0,,,,,,,1.0,1.0,,,,1.0,,1.0,
Concacaf_Concacaf_U17,2025,Costa Rica Under 17,56nq57wnq7v508g210nc5kdg4,B. Calderón,Defender,17,13.0,,,10.0,1.0,4.0,,29.0,,38.0,1.0,327.0,8.0,2.0,20.0,360.0,193.0,2.0,2.0,3.0,4.0,1.0,10.0,76.0,4.0,266.0,1.0,45.0,,18.0,9.0,5.0,1.0,1.0,,18.0,10.0,282.0,365.0,4.0,4.0,127.0,2.0,320.0,289.0,0.0,1.0,2.0,,3.0,,8.0,9.0,96.0,,1.0,,115.0,,9.0,,5.0,6.0,,,,,,23.0,,,,,,,2.0,,,3.0,,2.0,1.0,,,1.0,1.0,,,,,,,,1.0,2.0,,2.0,2.0,0.0,,,2.0,,,,,,,,,,,,,1.0,,3.0,,,,,,
Concacaf_Concacaf_U17,2025,Costa Rica Under 17,511skwzjvz7iq9bqyu866e9lg,T. Cordero,Defender,3,22.0,1.0,,11.0,,3.0,,28.0,,34.0,1.0,304.0,8.0,2.0,19.0,360.0,185.0,6.0,2.0,3.0,4.0,1.0,7.0,136.0,4.0,244.0,3.0,37.0,1.0,15.0,12.0,9.0,1.0,2.0,,9.0,10.0,265.0,337.0,4.0,10.0,107.0,2.0,299.0,270.0,0.0,,4.0,,1.0,2.0,13.0,4.0,85.0,1.0,2.0,,57.0,,7.0,,3.0,9.0,,,,,,26.0,,,,,,,2.0,,,3.0,1.0,2.0,1.0,,,,,,,,,,,,1.0,1.0,,1.0,0.0,1.0,,,,,,,,,,1.0,,,,,,3.0,,3.0,,,,,,
Concacaf_Concacaf_U17,2025,Costa Rica Under 17,ac3g10k9lw6ss0gabxob10hlg,A. Espinoza,Defender,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Concacaf_Concacaf_U17,2025,Costa Rica Under 17,aeydv4i5pn6fq3kfb7f8oyxhw,K. Farrier,Forward,16,24.0,3.0,,1.0,3.0,,,3.0,3.0,3.0,,24.0,,2.0,1.0,126.0,5.0,13.0,2.0,9.0,4.0,4.0,,3.0,1.0,21.0,6.0,17.0,3.0,2.0,10.0,22.0,2.0,7.0,1.0,6.0,10.0,19.0,62.0,4.0,14.0,2.0,2.0,22.0,21.0,0.0,4.0,1.0,3.0,2.0,,2.0,8.0,16.0,3.0,,3.0,11.0,1.0,13.0,,4.0,1.0,,,,,,,,,,,,,,,,2.0,,2.0,,,2.0,,,,,,,2.0,,,,1.0,1.0,1.0,0.0,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,
Concacaf_Concacaf_U17,2025,Costa Rica Under 17,b6fve5h19friqhuhjvn78l638,Y. Hernández,Defender,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
