matchday,id,equipo_local,link_local,equipo_visitante,link_visitante,link_partido,date,season,liga
Finals,1gfxt3opmzd6ofjy4sjes8ftg,Sounders,https://www.scoresway.com/en_GB/soccer/concacaf-champions-cup-2022/1zh2scwhrs6ytzbpkntz77kes/teams/view/3st9rj62b3qnni6uolw0lwaqn,Pumas,https://www.scoresway.com/en_GB/soccer/concacaf-champions-cup-2022/1zh2scwhrs6ytzbpkntz77kes/teams/view/ayabrorjqa1bj7jk1fdqu1t57,https://www.scoresway.com/en_GB/soccer/concacaf-champions-cup-2022/1zh2scwhrs6ytzbpkntz77kes/match/view/1gfxt3opmzd6ofjy4sjes8ftg,05/05/2022,2022,Concacaf_Concacaf_Champions_Cup
Finals,1gmguyhpgb1ax8r1ka4p8b7dg,Pumas,https://www.scoresway.com/en_GB/soccer/concacaf-champions-cup-2022/1zh2scwhrs6ytzbpkntz77kes/teams/view/ayabrorjqa1bj7jk1fdqu1t57,Sounders,https://www.scoresway.com/en_GB/soccer/concacaf-champions-cup-2022/1zh2scwhrs6ytzbpkntz77kes/teams/view/3st9rj62b3qnni6uolw0lwaqn,https://www.scoresway.com/en_GB/soccer/concacaf-champions-cup-2022/1zh2scwhrs6ytzbpkntz77kes/match/view/1gmguyhpgb1ax8r1ka4p8b7dg,28/04/2022,2022,Concacaf_Concacaf_Champions_Cup
Semi-finals,epudcmu2dkhbplp0ot9ni42z8,NYCFC,https://www.scoresway.com/en_GB/soccer/concacaf-champions-cup-2022/1zh2scwhrs6ytzbpkntz77kes/teams/view/1bksy4rix8pm8rjve81uqo8ut,Sounders,https://www.scoresway.com/en_GB/soccer/concacaf-champions-cup-2022/1zh2scwhrs6ytzbpkntz77kes/teams/view/3st9rj62b3qnni6uolw0lwaqn,https://www.scoresway.com/en_GB/soccer/concacaf-champions-cup-2022/1zh2scwhrs6ytzbpkntz77kes/match/view/epudcmu2dkhbplp0ot9ni42z8,14/04/2022,2022,Concacaf_Concacaf_Champions_Cup
Semi-finals,a57k1f43dj1dzwtt09k2gns44,Cruz Azul,https://www.scoresway.com/en_GB/soccer/concacaf-champions-cup-2022/1zh2scwhrs6ytzbpkntz77kes/teams/view/1aw67co8uut64yckd3wbhy9t2,Pumas,https://www.scoresway.com/en_GB/soccer/concacaf-champions-cup-2022/1zh2scwhrs6ytzbpkntz77kes/teams/view/ayabrorjqa1bj7jk1fdqu1t57,https://www.scoresway.com/en_GB/soccer/concacaf-champions-cup-2022/1zh2scwhrs6ytzbpkntz77kes/match/view/a57k1f43dj1dzwtt09k2gns44,13/04/2022,2022,Concacaf_Concacaf_Champions_Cup
Semi-finals,eppbwl3g1czuctf0utjr0cp3o,Sounders,https://www.scoresway.com/en_GB/soccer/concacaf-champions-cup-2022/1zh2scwhrs6ytzbpkntz77kes/teams/view/3st9rj62b3qnni6uolw0lwaqn,NYCFC,https://www.scoresway.com/en_GB/soccer/concacaf-champions-cup-2022/1zh2scwhrs6ytzbpkntz77kes/teams/view/1bksy4rix8pm8rjve81uqo8ut,https://www.scoresway.com/en_GB/soccer/concacaf-champions-cup-2022/1zh2scwhrs6ytzbpkntz77kes/match/view/eppbwl3g1czuctf0utjr0cp3o,07/04/2022,2022,Concacaf_Concacaf_Champions_Cup
Semi-finals,a52vvrwqo3qfzhsgd8w1p7llg,Pumas,https://www.scoresway.com/en_GB/soccer/concacaf-champions-cup-2022/1zh2scwhrs6ytzbpkntz77kes/teams/view/ayabrorjqa1bj7jk1fdqu1t57,Cruz Azul,https://www.scoresway.com/en_GB/soccer/concacaf-champions-cup-2022/1zh2scwhrs6ytzbpkntz77kes/teams/view/1aw67co8uut64yckd3wbhy9t2,https://www.scoresway.com/en_GB/soccer/concacaf-champions-cup-2022/1zh2scwhrs6ytzbpkntz77kes/match/view/a52vvrwqo3qfzhsgd8w1p7llg,06/04/2022,2022,Concacaf_Concacaf_Champions_Cup
Quarter-finals,7sgzirb9vxqlu4uzm7t0xzrbo,León,https://www.scoresway.com/en_GB/soccer/concacaf-champions-cup-2022/1zh2scwhrs6ytzbpkntz77kes/teams/view/2ei66pjfsrr6uxqp1bywq31lo,Sounders,https://www.scoresway.com/en_GB/soccer/concacaf-champions-cup-2022/1zh2scwhrs6ytzbpkntz77kes/teams/view/3st9rj62b3qnni6uolw0lwaqn,https://www.scoresway.com/en_GB/soccer/concacaf-champions-cup-2022/1zh2scwhrs6ytzbpkntz77kes/match/view/7sgzirb9vxqlu4uzm7t0xzrbo,18/03/2022,2022,Concacaf_Concacaf_Champions_Cup
Quarter-finals,7sn2j7gm2oc47wi8ck2ucb2ms,Pumas,https://www.scoresway.com/en_GB/soccer/concacaf-champions-cup-2022/1zh2scwhrs6ytzbpkntz77kes/teams/view/ayabrorjqa1bj7jk1fdqu1t57,New England,https://www.scoresway.com/en_GB/soccer/concacaf-champions-cup-2022/1zh2scwhrs6ytzbpkntz77kes/teams/view/3ko4vrn7aouqpdr21sv4ipcvj,https://www.scoresway.com/en_GB/soccer/concacaf-champions-cup-2022/1zh2scwhrs6ytzbpkntz77kes/match/view/7sn2j7gm2oc47wi8ck2ucb2ms,17/03/2022,2022,Concacaf_Concacaf_Champions_Cup
Quarter-finals,7sq1o8rzwse1xlc519j8r7cic,Montréal,https://www.scoresway.com/en_GB/soccer/concacaf-champions-cup-2022/1zh2scwhrs6ytzbpkntz77kes/teams/view/oisd4xgg4qxt18c7tikdejbe,Cruz Azul,https://www.scoresway.com/en_GB/soccer/concacaf-champions-cup-2022/1zh2scwhrs6ytzbpkntz77kes/teams/view/1aw67co8uut64yckd3wbhy9t2,https://www.scoresway.com/en_GB/soccer/concacaf-champions-cup-2022/1zh2scwhrs6ytzbpkntz77kes/match/view/7sq1o8rzwse1xlc519j8r7cic,17/03/2022,2022,Concacaf_Concacaf_Champions_Cup
Quarter-finals,7sjyp9yzecjqwcr4tpip6j47o,Comunicaciones,https://www.scoresway.com/en_GB/soccer/concacaf-champions-cup-2022/1zh2scwhrs6ytzbpkntz77kes/teams/view/di07a8qafp5ox30suh1thuq07,NYCFC,https://www.scoresway.com/en_GB/soccer/concacaf-champions-cup-2022/1zh2scwhrs6ytzbpkntz77kes/teams/view/1bksy4rix8pm8rjve81uqo8ut,https://www.scoresway.com/en_GB/soccer/concacaf-champions-cup-2022/1zh2scwhrs6ytzbpkntz77kes/match/view/7sjyp9yzecjqwcr4tpip6j47o,16/03/2022,2022,Concacaf_Concacaf_Champions_Cup
Quarter-finals,7scuj5f9ooqwovptti88n7a50,Cruz Azul,https://www.scoresway.com/en_GB/soccer/concacaf-champions-cup-2022/1zh2scwhrs6ytzbpkntz77kes/teams/view/1aw67co8uut64yckd3wbhy9t2,Montréal,https://www.scoresway.com/en_GB/soccer/concacaf-champions-cup-2022/1zh2scwhrs6ytzbpkntz77kes/teams/view/oisd4xgg4qxt18c7tikdejbe,https://www.scoresway.com/en_GB/soccer/concacaf-champions-cup-2022/1zh2scwhrs6ytzbpkntz77kes/match/view/7scuj5f9ooqwovptti88n7a50,10/03/2022,2022,Concacaf_Concacaf_Champions_Cup
Quarter-finals,30fecfd6ogt24ueboc6ih79qs,New England,https://www.scoresway.com/en_GB/soccer/concacaf-champions-cup-2022/1zh2scwhrs6ytzbpkntz77kes/teams/view/3ko4vrn7aouqpdr21sv4ipcvj,Pumas,https://www.scoresway.com/en_GB/soccer/concacaf-champions-cup-2022/1zh2scwhrs6ytzbpkntz77kes/teams/view/ayabrorjqa1bj7jk1fdqu1t57,https://www.scoresway.com/en_GB/soccer/concacaf-champions-cup-2022/1zh2scwhrs6ytzbpkntz77kes/match/view/30fecfd6ogt24ueboc6ih79qs,10/03/2022,2022,Concacaf_Concacaf_Champions_Cup
Quarter-finals,3084pvyynrfr2g2d9fumfncic,Sounders,https://www.scoresway.com/en_GB/soccer/concacaf-champions-cup-2022/1zh2scwhrs6ytzbpkntz77kes/teams/view/3st9rj62b3qnni6uolw0lwaqn,León,https://www.scoresway.com/en_GB/soccer/concacaf-champions-cup-2022/1zh2scwhrs6ytzbpkntz77kes/teams/view/2ei66pjfsrr6uxqp1bywq31lo,https://www.scoresway.com/en_GB/soccer/concacaf-champions-cup-2022/1zh2scwhrs6ytzbpkntz77kes/match/view/3084pvyynrfr2g2d9fumfncic,09/03/2022,2022,Concacaf_Concacaf_Champions_Cup
Quarter-finals,30c875ou2rx0rg7l1l8a66syc,NYCFC,https://www.scoresway.com/en_GB/soccer/concacaf-champions-cup-2022/1zh2scwhrs6ytzbpkntz77kes/teams/view/1bksy4rix8pm8rjve81uqo8ut,Comunicaciones,https://www.scoresway.com/en_GB/soccer/concacaf-champions-cup-2022/1zh2scwhrs6ytzbpkntz77kes/teams/view/di07a8qafp5ox30suh1thuq07,https://www.scoresway.com/en_GB/soccer/concacaf-champions-cup-2022/1zh2scwhrs6ytzbpkntz77kes/match/view/30c875ou2rx0rg7l1l8a66syc,09/03/2022,2022,Concacaf_Concacaf_Champions_Cup
8th Finals,avwn02zl7akcdvdr8zcahbhg4,Sounders,https://www.scoresway.com/en_GB/soccer/concacaf-champions-cup-2022/1zh2scwhrs6ytzbpkntz77kes/teams/view/3st9rj62b3qnni6uolw0lwaqn,Motagua,https://www.scoresway.com/en_GB/soccer/concacaf-champions-cup-2022/1zh2scwhrs6ytzbpkntz77kes/teams/view/2tot0ny4xa5ug81o6hkp7vcvp,https://www.scoresway.com/en_GB/soccer/concacaf-champions-cup-2022/1zh2scwhrs6ytzbpkntz77kes/match/view/avwn02zl7akcdvdr8zcahbhg4,25/02/2022,2022,Concacaf_Concacaf_Champions_Cup
8th Finals,awh3tw999thn3e58iywpeyck4,Cruz Azul,https://www.scoresway.com/en_GB/soccer/concacaf-champions-cup-2022/1zh2scwhrs6ytzbpkntz77kes/teams/view/1aw67co8uut64yckd3wbhy9t2,Forge,https://www.scoresway.com/en_GB/soccer/concacaf-champions-cup-2022/1zh2scwhrs6ytzbpkntz77kes/teams/view/c2pdzdl3dgf5b0siidn2ay5ii,https://www.scoresway.com/en_GB/soccer/concacaf-champions-cup-2022/1zh2scwhrs6ytzbpkntz77kes/match/view/awh3tw999thn3e58iywpeyck4,25/02/2022,2022,Concacaf_Concacaf_Champions_Cup
8th Finals,aw6vd3vm0dkfyu8gfbh79t8no,Pumas,https://www.scoresway.com/en_GB/soccer/concacaf-champions-cup-2022/1zh2scwhrs6ytzbpkntz77kes/teams/view/ayabrorjqa1bj7jk1fdqu1t57,Saprissa,https://www.scoresway.com/en_GB/soccer/concacaf-champions-cup-2022/1zh2scwhrs6ytzbpkntz77kes/teams/view/69dx4pg0k3unuimmkt71fpz3t,https://www.scoresway.com/en_GB/soccer/concacaf-champions-cup-2022/1zh2scwhrs6ytzbpkntz77kes/match/view/aw6vd3vm0dkfyu8gfbh79t8no,24/02/2022,2022,Concacaf_Concacaf_Champions_Cup
8th Finals,awdwl125sdt00wk2znhn5e5uc,Montréal,https://www.scoresway.com/en_GB/soccer/concacaf-champions-cup-2022/1zh2scwhrs6ytzbpkntz77kes/teams/view/oisd4xgg4qxt18c7tikdejbe,Santos Laguna,https://www.scoresway.com/en_GB/soccer/concacaf-champions-cup-2022/1zh2scwhrs6ytzbpkntz77kes/teams/view/8yn3l36qkq1fxbw4ufmwyfyt9,https://www.scoresway.com/en_GB/soccer/concacaf-champions-cup-2022/1zh2scwhrs6ytzbpkntz77kes/match/view/awdwl125sdt00wk2znhn5e5uc,24/02/2022,2022,Concacaf_Concacaf_Champions_Cup
8th Finals,aw011f8u03q8uh52k54p1kjro,Colorado,https://www.scoresway.com/en_GB/soccer/concacaf-champions-cup-2022/1zh2scwhrs6ytzbpkntz77kes/teams/view/cvrl5bces32x6fup1ks1hvets,Comunicaciones,https://www.scoresway.com/en_GB/soccer/concacaf-champions-cup-2022/1zh2scwhrs6ytzbpkntz77kes/teams/view/di07a8qafp5ox30suh1thuq07,https://www.scoresway.com/en_GB/soccer/concacaf-champions-cup-2022/1zh2scwhrs6ytzbpkntz77kes/match/view/aw011f8u03q8uh52k54p1kjro,24/02/2022,2022,Concacaf_Concacaf_Champions_Cup
8th Finals,aw3c1zqwt27y4k9b8the0g55g,NYCFC,https://www.scoresway.com/en_GB/soccer/concacaf-champions-cup-2022/1zh2scwhrs6ytzbpkntz77kes/teams/view/1bksy4rix8pm8rjve81uqo8ut,Guápiles,https://www.scoresway.com/en_GB/soccer/concacaf-champions-cup-2022/1zh2scwhrs6ytzbpkntz77kes/teams/view/63rgzawube33cxd8s1ie3rvls,https://www.scoresway.com/en_GB/soccer/concacaf-champions-cup-2022/1zh2scwhrs6ytzbpkntz77kes/match/view/aw3c1zqwt27y4k9b8the0g55g,24/02/2022,2022,Concacaf_Concacaf_Champions_Cup
8th Finals,avtivd5zxl9xesdkq6fd08ftg,León,https://www.scoresway.com/en_GB/soccer/concacaf-champions-cup-2022/1zh2scwhrs6ytzbpkntz77kes/teams/view/2ei66pjfsrr6uxqp1bywq31lo,Guastatoya,https://www.scoresway.com/en_GB/soccer/concacaf-champions-cup-2022/1zh2scwhrs6ytzbpkntz77kes/teams/view/2ozcdh9zm10tjkn3lnel9k4wd,https://www.scoresway.com/en_GB/soccer/concacaf-champions-cup-2022/1zh2scwhrs6ytzbpkntz77kes/match/view/avtivd5zxl9xesdkq6fd08ftg,23/02/2022,2022,Concacaf_Concacaf_Champions_Cup
8th Finals,av75vmd5si9nazz6bgahx242c,Motagua,https://www.scoresway.com/en_GB/soccer/concacaf-champions-cup-2022/1zh2scwhrs6ytzbpkntz77kes/teams/view/2tot0ny4xa5ug81o6hkp7vcvp,Sounders,https://www.scoresway.com/en_GB/soccer/concacaf-champions-cup-2022/1zh2scwhrs6ytzbpkntz77kes/teams/view/3st9rj62b3qnni6uolw0lwaqn,https://www.scoresway.com/en_GB/soccer/concacaf-champions-cup-2022/1zh2scwhrs6ytzbpkntz77kes/match/view/av75vmd5si9nazz6bgahx242c,18/02/2022,2022,Concacaf_Concacaf_Champions_Cup
8th Finals,avae6mdq29st9xiuq2455otuc,Comunicaciones,https://www.scoresway.com/en_GB/soccer/concacaf-champions-cup-2022/1zh2scwhrs6ytzbpkntz77kes/teams/view/di07a8qafp5ox30suh1thuq07,Colorado,https://www.scoresway.com/en_GB/soccer/concacaf-champions-cup-2022/1zh2scwhrs6ytzbpkntz77kes/teams/view/cvrl5bces32x6fup1ks1hvets,https://www.scoresway.com/en_GB/soccer/concacaf-champions-cup-2022/1zh2scwhrs6ytzbpkntz77kes/match/view/avae6mdq29st9xiuq2455otuc,18/02/2022,2022,Concacaf_Concacaf_Champions_Cup
8th Finals,avguzd0hgoi2hovnttp96zpjo,Saprissa,https://www.scoresway.com/en_GB/soccer/concacaf-champions-cup-2022/1zh2scwhrs6ytzbpkntz77kes/teams/view/69dx4pg0k3unuimmkt71fpz3t,Pumas,https://www.scoresway.com/en_GB/soccer/concacaf-champions-cup-2022/1zh2scwhrs6ytzbpkntz77kes/teams/view/ayabrorjqa1bj7jk1fdqu1t57,https://www.scoresway.com/en_GB/soccer/concacaf-champions-cup-2022/1zh2scwhrs6ytzbpkntz77kes/match/view/avguzd0hgoi2hovnttp96zpjo,17/02/2022,2022,Concacaf_Concacaf_Champions_Cup
8th Finals,avqbyuf1kbor2i4ktggsibyms,Forge,https://www.scoresway.com/en_GB/soccer/concacaf-champions-cup-2022/1zh2scwhrs6ytzbpkntz77kes/teams/view/c2pdzdl3dgf5b0siidn2ay5ii,Cruz Azul,https://www.scoresway.com/en_GB/soccer/concacaf-champions-cup-2022/1zh2scwhrs6ytzbpkntz77kes/teams/view/1aw67co8uut64yckd3wbhy9t2,https://www.scoresway.com/en_GB/soccer/concacaf-champions-cup-2022/1zh2scwhrs6ytzbpkntz77kes/match/view/avqbyuf1kbor2i4ktggsibyms,17/02/2022,2022,Concacaf_Concacaf_Champions_Cup
