liga,temporada,equipo,id,nombre,posicion,dorsal,Unsuccessful Crosses open play,Time Played,Successful Lay-offs,Open Play Passes,Corners Won,Backward Passes,Successful Crosses & Corners,Successful Passes Opposition Half,Unsuccessful Long Passes,Shots Off Target (inc woodwork),Total Losses Of Possession,Successful Passes Own Half,Unsuccessful Short Passes,Total Passes,Total Fouls Conceded,Successful Short Passes,Goals Conceded Inside Box,Total Shots,Total Unsuccessful Passes ( Excl Crosses & Corners ),Successful Corners into Box,Rightside Passes,Key Passes (Attempt Assists),Unsuccessful Passes Opposition Half,Recoveries,Starts,PutThrough/Blocked Distribution,Touches,Corners Taken (incl short corners),Appearances,Foul Attempted Tackle,Ground Duels,Forward Passes,Total Touches In Opposition Box,Index,Unsuccessful Dribbles,Duels,Goals Conceded,Unsuccessful Crosses & Corners,Games Played,Unsuccessful Corners into Box,Ground Duels lost,Leftside Passes,Successful Open Play Passes,Total Successful Passes ( Excl Crosses & Corners ) ,Duels lost,Throw Ins to Own Player,Aerial Duels lost,Total Tackles,Successful Dribbles,Unsuccessful Passes Own Half,Duels won,Shots On Target ( inc goals ),Aerial Duels won,Total Clearances,Aerial Duels,Tackles Won,Interceptions,Ground Duels won,Substitute On,Goals,Right Foot Goals,Substitute Off,Blocked Shots,Throw Ins to Opposition Player,Successful Long Passes,Successful Crosses open play,Total Fouls Won,Goals from Inside Box,Penalties Taken,Goal Assists,Penalty Goals,Offsides,Successful Launches,PutThrough/Blocked Distribution Won,Goals from Outside Box,Clean Sheets,Through balls,Tackles Lost,Yellow Cards,Blocks,Saves Made,GK Successful Distribution,Unsuccessful Launches,Catches,Saves made - parried,Saves Made from Inside Box,GK Unsuccessful Distribution,Clearances Off the Line,Unsuccessful lay-offs,Left Foot Goals,Foul Won Penalty,Total Red Cards,Straight Red Cards,Red Cards - 2nd Yellow,Goals Conceded Outside Box,Attempts from Set Pieces,Punches,Saves Made from Outside Box,Penalties Faced,Assists (Intentional),Headed Goals,Handballs conceded,Hit Woodwork,Penalties Conceded,Second Goal Assists,Drops,Own Goal Scored,Penalty Goals Conceded,Times Tackled,Home Goals,Away Goals,Winning Goal,Saves made - caught,Goal Kicks,Set Pieces Goals,Other Goals,Penalties Saved,Saves from Penalty,Crosses not Claimed,Goalkeeper Smother
USA_US_Open_Cup,2018,Colorado Rapids,bzry98hy5bhb4mhil7j4ccfdh,M. Azira,Midfielder,22.0,2.0,90.0,,69.0,2.0,6.0,1.0,17.0,4.0,,9.0,46.0,3.0,69.0,,57.0,2.0,,7.0,,7.0,,9.0,2.0,1.0,,81.0,,1.0,,2.0,21.0,,10.0,,6.0,2.0,2.0,1.0,,,35.0,62.0,62.0,1.0,3.0,1.0,,,,5.0,,3.0,2.0,4.0,,1.0,2.0,,,,,,,5.0,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,
USA_US_Open_Cup,2018,Colorado Rapids,dhwk7axf00z4pe7crgp3ge8yx,D. Badji,Forward,14.0,,90.0,3.0,15.0,,5.0,,10.0,,1.0,7.0,1.0,4.0,15.0,5.0,11.0,2.0,1.0,4.0,,7.0,,4.0,,1.0,,21.0,,1.0,1.0,6.0,1.0,2.0,10.0,,13.0,2.0,,1.0,,5.0,2.0,11.0,11.0,9.0,,4.0,,,,4.0,,3.0,,7.0,,1.0,1.0,,,,,,,,,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,
USA_US_Open_Cup,2018,Colorado Rapids,dc2s7q4uckoevisjlcjq7rljp,J. Blomberg,Midfielder,8.0,,74.0,,19.0,,3.0,1.0,10.0,,,11.0,4.0,6.0,19.0,1.0,12.0,1.0,,6.0,1.0,2.0,,6.0,2.0,1.0,2.0,32.0,1.0,1.0,1.0,5.0,8.0,2.0,10.0,,7.0,1.0,,1.0,,3.0,6.0,13.0,13.0,5.0,,2.0,2.0,,,2.0,,,1.0,2.0,1.0,1.0,2.0,,,,1.0,,,1.0,,,,,,,,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_US_Open_Cup,2018,Colorado Rapids,eju8pm7ljrsuf1cozy0j0sel1,N. Boateng,Midfielder,21.0,,16.0,,4.0,,,,1.0,,1.0,2.0,3.0,,4.0,1.0,3.0,1.0,1.0,,,1.0,,,,,,7.0,,1.0,1.0,1.0,1.0,1.0,10.0,,1.0,1.0,,1.0,,1.0,2.0,4.0,4.0,1.0,,,,,,,,,,,,,,1.0,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_US_Open_Cup,2018,Colorado Rapids,9a0gm0exu3o31w74llcijeml1,K. Colvey,Defender,23.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_US_Open_Cup,2018,Colorado Rapids,6pqwh2z47uwgr9u9y8n79ppzp,M. Hairston,Midfielder,94.0,4.0,70.0,1.0,29.0,1.0,11.0,,12.0,,,12.0,13.0,4.0,29.0,,25.0,1.0,,4.0,,,,7.0,2.0,1.0,1.0,48.0,,1.0,,3.0,4.0,2.0,10.0,1.0,6.0,1.0,4.0,1.0,,2.0,14.0,25.0,25.0,4.0,6.0,2.0,,,1.0,2.0,,1.0,1.0,3.0,,2.0,1.0,,,,1.0,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_US_Open_Cup,2018,Colorado Rapids,ag7r3tn7qxymp8c3ohzzlx6nd,S. Hamilton,Midfielder,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_US_Open_Cup,2018,Colorado Rapids,89lallj6tfsq8oipln6hgglhx,T. Howard,Goalkeeper,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_US_Open_Cup,2018,Colorado Rapids,7qla3o405z7168s9y50oigs7p,Z. MacMath,Goalkeeper,18.0,,90.0,,20.0,,,,1.0,6.0,,6.0,26.0,,33.0,,20.0,2.0,,6.0,,7.0,,5.0,9.0,1.0,,41.0,,1.0,,,18.0,,10.0,,,2.0,,1.0,,,8.0,17.0,27.0,,,,,,1.0,,,,1.0,,,,,,,,,,,7.0,,,,,,,,2.0,,,,,,,,1.0,13.0,6.0,,1.0,1.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,
USA_US_Open_Cup,2018,Colorado Rapids,e6uww9a9ssp0n20ksoolesa8l,E. Martínez,Midfielder,90.0,3.0,90.0,3.0,61.0,,8.0,,27.0,3.0,,13.0,27.0,5.0,62.0,3.0,49.0,2.0,,8.0,,23.0,,10.0,7.0,1.0,1.0,75.0,,1.0,2.0,8.0,11.0,,10.0,,10.0,2.0,3.0,1.0,,3.0,20.0,53.0,54.0,5.0,1.0,2.0,3.0,,1.0,5.0,,,,2.0,2.0,2.0,5.0,,,,,,,5.0,,2.0,,,,,,,,,,,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
