liga,temporada,equipo,id,nombre,posicion,dorsal,Games Played,Tackles Won,Unsuccessful Launches,Successful Long Passes,Recoveries,Aerial Duels lost,Successful Open Play Passes,Successful Passes Own Half,Total Passes,Total Clearances,Total Losses Of Possession,Unsuccessful Passes Own Half,Backward Passes,Duels lost,Goals Conceded Inside Box,Aerial Duels won,Duels won,Key Passes (Attempt Assists),Throw Ins to Own Player,Successful Launches,Touches,Total Unsuccessful Passes ( Excl Crosses & Corners ),Duels,Goals Conceded,Substitute Off,Successful Passes Opposition Half,Throw Ins to Opposition Player,Unsuccessful Short Passes,Goals Conceded Outside Box,Forward Passes,Unsuccessful Crosses open play,Leftside Passes,Foul Attempted Tackle,Index,Starts,Total Fouls Conceded,Ground Duels won,Unsuccessful Passes Opposition Half,Aerial Duels,Appearances,Unsuccessful Long Passes,Open Play Passes,Interceptions,Unsuccessful Crosses & Corners,Total Successful Passes ( Excl Crosses & Corners ) ,Ground Duels lost,Successful Short Passes,Rightside Passes,Time Played,Tackles Lost,Total Tackles,Ground Duels,Winning Goal,Times Tackled,Blocks,Substitute On,Unsuccessful lay-offs,Shots Off Target (inc woodwork),Clean Sheets,PutThrough/Blocked Distribution,Blocked Shots,Overruns,Successful Dribbles,Through balls,Total Touches In Opposition Box,Penalty Goals Conceded,PutThrough/Blocked Distribution Won,Handballs conceded,Unsuccessful Dribbles,Corners Taken (incl short corners),Successful Crosses & Corners,Yellow Cards,Total Shots,Corners Won,Total Fouls Won,Successful Lay-offs,Shots On Target ( inc goals ),Successful Crosses open play,Offsides,Unsuccessful Corners into Box,Penalties Conceded,Goals,Goals from Outside Box,Left Foot Goals,Home Goals,Away Goals,Penalties Taken,Goals from Inside Box,Headed Goals,Attempts from Set Pieces,Straight Red Cards,Total Red Cards,Assists (Intentional),Goal Assists,Right Foot Goals,Successful Corners into Box,Set Pieces Goals,Second Goal Assists,Hit Woodwork,Penalty Goals,Clearances Off the Line,Red Cards - 2nd Yellow,Foul Won Penalty,Saves from Penalty,GK Unsuccessful Distribution,Punches,Saves Made from Inside Box,Penalties Saved,Saves Made from Outside Box,Penalties Faced,Saves made - parried,Own Goal Scored,Goal Kicks,Saves Made,Saves made - caught,GK Successful Distribution,Last Player Tackle,Goalkeeper Smother,Catches,Penalties Off Target,Crosses not Claimed,Drops,Other Goals
Mexico_Liga_MX,2019-2020,Club Necaxa,53oyo11ybtvlm8a494rf4hx7u,A. Aguirre,Defender,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mexico_Liga_MX,2019-2020,Club Necaxa,dx0sxtnwt47os8e6vymenhoet,V. Alvarado,Defender,31,16.0,20.0,25.0,49.0,68.0,30.0,391.0,302.0,499.0,52.0,107.0,34.0,32.0,69.0,18.0,45.0,81.0,1.0,4.0,15.0,669.0,95.0,150.0,21.0,,102.0,5.0,51.0,3.0,217.0,1.0,95.0,9.0,10.0,16.0,26.0,36.0,62.0,75.0,16.0,44.0,482.0,19.0,1.0,404.0,39.0,355.0,155.0,1440.0,7.0,27.0,75.0,0.0,2.0,13.0,,,6.0,6.0,11.0,,,2.0,,11.0,1.0,9.0,1.0,,,,3.0,8.0,,8.0,,2.0,,,,1.0,2.0,,1.0,1.0,1.0,,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mexico_Liga_MX,2019-2020,Club Necaxa,45gixbopfnftpzvoaj1apyrjd,J. Angulo,Midfielder,20,21.0,11.0,6.0,18.0,85.0,10.0,383.0,86.0,490.0,3.0,242.0,21.0,114.0,89.0,22.0,8.0,73.0,25.0,8.0,,821.0,99.0,162.0,25.0,5.0,320.0,,82.0,3.0,130.0,20.0,96.0,7.0,10.0,20.0,15.0,65.0,109.0,18.0,21.0,17.0,482.0,9.0,31.0,391.0,79.0,373.0,150.0,1785.0,8.0,19.0,144.0,1.0,55.0,,1.0,2.0,14.0,6.0,34.0,12.0,9.0,32.0,4.0,70.0,,15.0,2.0,17.0,14.0,15.0,1.0,26.0,7.0,14.0,3.0,12.0,4.0,3.0,7.0,,4.0,2.0,2.0,2.0,2.0,,2.0,,,,,6.0,7.0,2.0,7.0,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,
Mexico_Liga_MX,2019-2020,Club Necaxa,ehj1pabo9ovixh46axxz0bglx,F. Arce,Midfielder,6,6.0,1.0,,3.0,9.0,2.0,57.0,33.0,74.0,3.0,15.0,2.0,6.0,6.0,7.0,1.0,11.0,1.0,2.0,,105.0,13.0,17.0,7.0,2.0,28.0,,13.0,,27.0,,18.0,1.0,10.0,2.0,1.0,10.0,11.0,3.0,6.0,,70.0,5.0,,61.0,4.0,58.0,23.0,180.0,,1.0,14.0,0.0,1.0,1.0,4.0,,,,5.0,,,2.0,,1.0,1.0,3.0,,1.0,,,,1.0,,7.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mexico_Liga_MX,2019-2020,Club Necaxa,7psi7pfvwt7kf6xlwrs35fwt1,C. Baeza,Midfielder,23,20.0,33.0,9.0,64.0,119.0,17.0,700.0,297.0,841.0,13.0,228.0,32.0,84.0,113.0,23.0,8.0,105.0,18.0,8.0,1.0,1154.0,127.0,218.0,26.0,3.0,424.0,,94.0,3.0,264.0,11.0,246.0,24.0,10.0,20.0,35.0,97.0,111.0,25.0,20.0,33.0,825.0,19.0,16.0,714.0,96.0,650.0,247.0,1721.0,11.0,44.0,193.0,0.0,30.0,4.0,,,8.0,5.0,26.0,4.0,6.0,27.0,1.0,18.0,1.0,11.0,2.0,17.0,6.0,7.0,8.0,13.0,7.0,26.0,2.0,5.0,3.0,,3.0,,,,,,,,,,1.0,,,1.0,3.0,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mexico_Liga_MX,2019-2020,Club Necaxa,21f7hh7sala9wz8kqyc29vw0l,M. Barragán,Forward,0,4.0,1.0,,2.0,4.0,6.0,36.0,21.0,50.0,,23.0,,17.0,16.0,1.0,9.0,17.0,4.0,,,82.0,12.0,33.0,3.0,2.0,17.0,,9.0,2.0,9.0,,5.0,3.0,10.0,2.0,4.0,8.0,12.0,15.0,4.0,3.0,48.0,,,38.0,10.0,36.0,19.0,192.0,,1.0,18.0,0.0,6.0,,2.0,,5.0,,2.0,1.0,,3.0,,11.0,,1.0,,,,,1.0,6.0,2.0,4.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,
Mexico_Liga_MX,2019-2020,Club Necaxa,9x4zu1o3adl4otm7wqzqvz6xh,Unai Bilbao,Defender,3,13.0,18.0,26.0,54.0,42.0,18.0,500.0,375.0,624.0,67.0,100.0,28.0,23.0,37.0,21.0,35.0,69.0,2.0,,3.0,797.0,91.0,106.0,25.0,,158.0,1.0,37.0,4.0,270.0,2.0,83.0,2.0,10.0,13.0,8.0,34.0,65.0,53.0,13.0,54.0,587.0,16.0,2.0,533.0,19.0,479.0,248.0,1170.0,3.0,21.0,53.0,0.0,4.0,18.0,,,5.0,1.0,9.0,,,3.0,,12.0,,3.0,,1.0,,,3.0,6.0,,12.0,,1.0,,,,,1.0,,,0.0,1.0,,1.0,1.0,,,,,,,,,,2.0,,,,1.0,,,,,,,,,,,,,,,,,,,,
Mexico_Liga_MX,2019-2020,Club Necaxa,2qzyh6zhljv61v1mlfnlc80k5,D. Cabrera,Midfielder,7,11.0,6.0,1.0,42.0,32.0,9.0,317.0,152.0,377.0,5.0,70.0,12.0,42.0,39.0,6.0,8.0,22.0,5.0,1.0,1.0,448.0,48.0,61.0,7.0,6.0,178.0,,33.0,1.0,113.0,2.0,107.0,11.0,10.0,9.0,14.0,14.0,44.0,17.0,11.0,15.0,363.0,5.0,8.0,329.0,30.0,287.0,115.0,620.0,4.0,10.0,44.0,0.0,8.0,,2.0,,6.0,1.0,8.0,,,1.0,2.0,9.0,,3.0,,1.0,5.0,1.0,1.0,13.0,4.0,3.0,5.0,7.0,,,4.0,,1.0,,1.0,1.0,0.0,1.0,1.0,,3.0,,,,,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,
Mexico_Liga_MX,2019-2020,Club Necaxa,dl40zb7nm9ayqf10noredupd5,C. Calderón,Defender,26,18.0,20.0,30.0,44.0,97.0,18.0,353.0,183.0,529.0,32.0,256.0,48.0,74.0,69.0,21.0,21.0,91.0,17.0,105.0,6.0,957.0,144.0,160.0,23.0,3.0,214.0,26.0,81.0,2.0,230.0,26.0,22.0,5.0,10.0,18.0,20.0,70.0,128.0,39.0,18.0,63.0,487.0,18.0,32.0,385.0,51.0,341.0,203.0,1583.0,15.0,35.0,121.0,1.0,22.0,1.0,,,8.0,5.0,21.0,6.0,10.0,8.0,1.0,23.0,2.0,9.0,2.0,11.0,7.0,12.0,2.0,17.0,9.0,27.0,,9.0,10.0,3.0,6.0,,5.0,,4.0,3.0,2.0,,5.0,1.0,3.0,,,2.0,2.0,,1.0,,,,,,,,,2.0,,,,,,,,4.0,,,2.0,,,,,,,
Mexico_Liga_MX,2019-2020,Club Necaxa,85436l5up2xc6myludcmq2191,D. Chávez,Midfielder,29,11.0,3.0,1.0,4.0,24.0,42.0,96.0,56.0,160.0,2.0,100.0,6.0,40.0,96.0,13.0,15.0,32.0,6.0,1.0,,265.0,51.0,128.0,20.0,4.0,53.0,,45.0,7.0,38.0,6.0,46.0,16.0,10.0,7.0,22.0,17.0,51.0,57.0,11.0,6.0,146.0,4.0,6.0,109.0,54.0,105.0,36.0,661.0,3.0,6.0,71.0,0.0,24.0,1.0,4.0,,3.0,,11.0,5.0,,5.0,,32.0,1.0,5.0,1.0,12.0,,,,8.0,2.0,7.0,6.0,5.0,,2.0,,,2.0,,,1.0,1.0,,2.0,1.0,,,,,,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,
